V1,V5,V6,V20,V21,V8,V14,V15,V17,V18,V19,V22,label
206.0,7.0,16.0,55.0,16.0,2,2,0,0,0,0,19,0
229.0,11.0,15.0,7.0,64.0,2,2,0,2,1,0,19,0
119.0,16.0,25.0,299.0,11.0,2,0,0,0,0,0,19,0
308.0,5.0,15.0,236.0,34.0,2,0,0,2,1,0,19,0
248.0,5.0,8.0,4.0,40.0,2,0,0,2,1,1,19,1
235.0,3.0,10.0,50.0,35.0,2,2,0,0,0,0,19,1
200.0,4.0,33.0,35.0,9.0,2,2,0,2,0,0,19,1
255.0,0.0,17.0,263.0,2.0,2,0,0,2,1,1,19,1
700.0,0.0,6.0,1.0,59.0,0,1,0,0,1,1,19,0
90.0,3.0,5.0,187.0,553.0,2,0,0,2,1,1,19,0
88.0,20.0,39.0,350.0,2.0,2,2,0,2,1,1,19,1
215.0,1.0,9.0,48.0,48.0,2,2,0,2,0,0,19,0
130.0,1.0,23.0,402.0,17.0,2,2,0,2,1,0,19,0
256.0,0.0,4.0,1.0,4.0,2,0,0,2,0,0,19,1
1052.0,4.0,13.0,23.0,13.0,0,1,0,2,1,1,19,0
240.0,0.0,16.0,65.0,30.0,2,2,0,2,1,1,19,0
241.0,2.0,9.0,32.0,8.0,2,2,0,2,0,0,19,1
257.0,4.0,23.0,96.0,111.0,2,0,0,2,1,1,19,0
256.0,5.0,11.0,4.0,1.0,2,0,0,2,0,0,19,0
398.0,7.0,12.0,195.0,9.0,2,2,0,0,0,0,19,0
90.0,7.0,11.0,191.0,404.0,2,0,0,2,1,1,19,1
90.0,4.0,12.0,188.0,1.0,2,0,0,2,0,0,19,1
335.0,0.0,4.0,49.0,15.0,2,0,0,2,1,0,19,0
212.0,3.0,10.0,56.0,493.0,2,2,0,1,0,0,19,1
242.0,2.0,39.0,1.0,304.0,2,2,0,1,1,0,0,1
592.0,8.0,12.0,70.0,367.0,0,1,0,1,1,1,19,1
289.0,2.0,16.0,135.0,25.0,2,2,0,2,0,0,19,1
208.0,0.0,9.0,38.0,68.0,2,2,0,0,1,0,19,1
268.0,0.0,17.0,47.0,98.0,2,0,0,2,1,0,19,1
103.0,8.0,11.0,336.0,73.0,2,2,0,0,0,0,19,0
76.0,10.0,22.0,381.0,164.0,2,0,0,2,1,1,19,1
208.0,15.0,18.0,6.0,2.0,2,0,0,2,1,1,19,1
92.0,11.0,47.0,348.0,303.0,2,2,0,1,1,0,19,1
298.0,6.0,8.0,52.0,45.0,2,2,0,2,0,0,19,0
398.0,1.0,5.0,189.0,10.0,2,2,0,2,1,0,19,1
280.0,3.0,8.0,65.0,297.0,2,0,0,1,1,0,19,1
246.0,3.0,12.0,6.0,13.0,2,2,0,2,1,0,19,0
223.0,0.0,18.0,27.0,76.0,2,2,0,2,1,1,19,1
244.0,2.0,8.0,16.0,44.0,2,2,0,2,1,0,19,1
224.0,8.0,12.0,1.0,6.0,2,0,0,0,1,1,19,0
240.0,6.0,31.0,47.0,299.0,2,0,0,1,1,0,19,1
317.0,0.0,8.0,50.0,190.0,2,0,0,1,0,0,19,1
101.0,20.0,61.0,368.0,174.0,2,0,0,1,1,0,19,0
290.0,3.0,17.0,64.0,27.0,2,2,0,0,0,0,19,1
246.0,7.0,9.0,21.0,2.0,2,2,0,0,0,0,19,1
288.0,0.0,8.0,33.0,6.0,2,0,0,2,0,0,19,1
253.0,0.0,11.0,6.0,32.0,2,0,0,2,0,0,19,0
220.0,0.0,4.0,22.0,3.0,2,2,0,2,1,0,19,1
571.0,4.0,5.0,86.0,183.0,0,1,0,1,1,0,19,0
139.0,16.0,24.0,299.0,25.0,2,2,0,2,0,0,19,1
245.0,11.0,17.0,14.0,114.0,2,0,0,2,1,1,19,0
243.0,9.0,12.0,97.0,73.0,2,2,0,0,1,0,19,0
129.0,12.0,38.0,365.0,206.0,2,2,0,2,1,1,19,0
351.0,2.0,13.0,218.0,170.0,2,0,0,1,1,1,19,0
95.0,4.0,8.0,404.0,158.0,2,2,0,2,1,0,19,0
293.0,2.0,4.0,174.0,1.0,2,2,0,2,1,1,19,1
217.0,17.0,31.0,122.0,281.0,2,0,0,2,1,0,19,0
366.0,2.0,9.0,104.0,99.0,2,0,0,0,1,1,19,0
95.0,3.0,11.0,402.0,100.0,2,2,0,2,1,0,19,0
206.0,5.0,8.0,35.0,258.0,2,1,0,1,1,1,19,0
205.0,10.0,15.0,12.0,514.0,2,2,0,1,1,0,19,1
243.0,2.0,8.0,8.0,3.0,2,2,0,0,1,0,19,1
232.0,6.0,8.0,20.0,10.0,2,0,0,2,0,0,19,1
246.0,2.0,7.0,2.0,381.0,2,2,0,1,1,1,19,0
234.0,3.0,27.0,129.0,27.0,2,0,0,2,0,0,19,1
256.0,4.0,10.0,167.0,188.0,2,2,0,1,1,0,19,0
245.0,0.0,9.0,60.0,97.0,2,2,0,2,1,1,19,1
250.0,6.0,8.0,39.0,58.0,2,2,0,0,0,0,19,0
291.0,17.0,29.0,178.0,32.0,2,2,0,2,1,0,19,0
82.0,8.0,11.0,358.0,15.0,2,0,0,1,0,0,19,1
238.0,0.0,11.0,6.0,19.0,2,0,0,2,0,0,19,1
256.0,29.0,31.0,6.0,27.0,2,2,0,0,0,0,19,1
282.0,7.0,20.0,190.0,3.0,2,0,0,2,0,0,19,0
94.0,9.0,13.0,331.0,30.0,2,2,0,2,1,0,19,1
208.0,4.0,9.0,5.0,89.0,2,0,0,0,0,0,19,0
98.0,9.0,13.0,393.0,44.0,2,0,0,2,1,1,19,1
299.0,4.0,45.0,184.0,21.0,2,0,0,0,1,1,19,0
82.0,7.0,10.0,363.0,41.0,2,0,0,1,1,0,19,1
91.0,10.0,25.0,334.0,66.0,2,2,0,2,1,1,19,0
177.0,5.0,9.0,26.0,243.0,2,2,0,1,1,1,19,1
178.0,10.0,17.0,12.0,228.0,2,2,0,1,0,0,19,1
331.0,35.0,38.0,253.0,16.0,2,0,0,1,0,0,19,1
103.0,14.0,40.0,335.0,1.0,2,2,0,1,0,0,19,0
186.0,2.0,4.0,27.0,1.0,2,2,0,0,0,0,19,1
101.0,4.0,11.0,351.0,3.0,2,2,0,1,0,0,19,0
233.0,1.0,4.0,71.0,60.0,2,2,0,0,1,1,3,0
188.0,7.0,16.0,104.0,50.0,2,2,0,2,1,0,19,1
831.0,8.0,23.0,90.0,161.0,0,1,0,2,1,1,19,0
251.0,5.0,8.0,42.0,190.0,2,0,0,1,0,0,19,1
219.0,5.0,8.0,29.0,61.0,2,0,0,1,0,0,19,0
243.0,8.0,30.0,13.0,42.0,2,2,0,2,1,1,19,1
94.0,66.0,70.0,386.0,171.0,2,2,0,1,1,0,19,0
185.0,7.0,8.0,59.0,107.0,2,2,0,2,1,0,19,0
257.0,2.0,9.0,1.0,175.0,2,2,0,1,1,0,19,0
98.0,10.0,11.0,373.0,67.0,2,2,0,2,1,1,19,0
82.0,8.0,23.0,365.0,3.0,2,0,0,2,1,0,19,1
367.0,25.0,42.0,250.0,212.0,2,2,0,2,1,1,19,0
85.0,0.0,13.0,363.0,517.0,2,0,0,1,1,0,19,1
82.0,10.0,14.0,357.0,218.0,2,0,0,1,0,0,19,0
257.0,0.0,11.0,2.0,3.0,2,2,0,1,0,0,19,1
204.0,15.0,17.0,58.0,58.0,2,2,0,1,0,0,19,1
192.0,3.0,5.0,59.0,176.0,2,0,0,1,1,1,19,0
134.0,3.0,5.0,316.0,31.0,2,2,0,2,1,1,19,0
263.0,16.0,24.0,222.0,2.0,2,2,0,2,1,1,19,1
83.0,10.0,15.0,335.0,58.0,2,1,0,0,1,0,19,1
267.0,0.0,4.0,10.0,204.0,2,0,0,1,0,0,19,1
224.0,4.0,9.0,61.0,13.0,2,0,0,0,0,0,19,1
350.0,7.0,30.0,93.0,301.0,2,2,0,1,1,0,19,1
226.0,7.0,21.0,33.0,96.0,2,2,0,0,1,1,19,1
254.0,0.0,28.0,31.0,335.0,2,0,0,1,1,1,9,0
193.0,7.0,13.0,109.0,30.0,2,2,0,2,1,0,19,1
180.0,2.0,5.0,236.0,59.0,2,0,0,2,1,1,19,1
238.0,2.0,7.0,292.0,13.0,2,2,0,0,1,1,9,0
235.0,23.0,28.0,74.0,369.0,2,0,0,2,1,0,19,1
236.0,2.0,23.0,1.0,150.0,2,0,0,2,1,1,19,0
90.0,7.0,10.0,189.0,104.0,2,0,0,0,0,0,19,1
83.0,6.0,11.0,381.0,185.0,2,0,0,1,1,1,19,1
238.0,6.0,22.0,7.0,170.0,2,0,0,1,0,0,19,0
211.0,1.0,7.0,57.0,299.0,2,0,0,1,1,0,19,1
241.0,4.0,10.0,38.0,9.0,2,2,0,1,1,1,19,1
256.0,3.0,11.0,4.0,48.0,2,0,0,1,1,1,19,0
789.0,0.0,13.0,53.0,478.0,0,1,0,1,1,1,19,1
273.0,0.0,8.0,176.0,54.0,2,0,0,2,1,0,19,1
253.0,0.0,6.0,3.0,156.0,2,0,0,2,0,0,19,0
198.0,0.0,16.0,4.0,382.0,2,2,0,2,0,0,19,0
176.0,1.0,5.0,38.0,2.0,2,0,0,2,1,1,19,1
261.0,1.0,4.0,76.0,6.0,2,2,0,0,1,1,19,1
192.0,20.0,40.0,308.0,283.0,2,2,0,2,1,0,19,0
239.0,2.0,10.0,3.0,260.0,2,1,0,1,1,1,19,0
95.0,2.0,22.0,399.0,517.0,2,2,0,1,1,0,19,0
258.0,6.0,8.0,42.0,3.0,2,2,0,2,0,0,19,0
76.0,6.0,10.0,354.0,83.0,2,2,0,0,0,0,19,1
512.0,0.0,10.0,199.0,81.0,2,2,0,1,0,0,19,1
252.0,15.0,23.0,212.0,170.0,2,2,0,1,0,0,19,0
79.0,14.0,22.0,327.0,117.0,2,2,0,2,1,1,19,0
107.0,17.0,38.0,310.0,307.0,2,2,0,2,1,1,19,0
201.0,2.0,9.0,44.0,89.0,2,0,0,0,0,0,19,0
335.0,2.0,30.0,53.0,15.0,2,0,0,0,0,0,19,1
275.0,8.0,21.0,294.0,41.0,2,2,0,2,1,0,19,0
243.0,2.0,16.0,8.0,174.0,2,2,0,1,1,1,19,1
253.0,0.0,40.0,5.0,15.0,2,0,0,2,0,0,19,1
101.0,9.0,26.0,351.0,31.0,2,2,0,1,0,0,19,1
243.0,1.0,6.0,9.0,108.0,2,2,0,2,0,0,19,1
76.0,17.0,24.0,347.0,294.0,2,2,0,1,1,0,19,0
186.0,12.0,17.0,32.0,35.0,2,2,0,2,0,0,19,1
243.0,1.0,42.0,10.0,538.0,2,2,0,1,0,0,19,1
222.0,9.0,31.0,50.0,6.0,2,0,0,2,1,1,19,1
398.0,9.0,11.0,193.0,64.0,2,2,0,1,0,0,19,1
299.0,2.0,6.0,184.0,5.0,2,0,0,2,0,0,19,1
463.0,6.0,23.0,258.0,119.0,2,2,0,2,1,1,19,0
296.0,6.0,31.0,22.0,6.0,2,0,0,0,1,1,19,1
398.0,3.0,41.0,195.0,51.0,2,2,0,2,1,0,19,1
182.0,14.0,17.0,302.0,2.0,2,2,0,2,1,1,19,1
257.0,2.0,6.0,1.0,291.0,2,2,0,1,0,0,19,1
89.0,5.0,44.0,358.0,362.0,2,0,0,1,0,0,19,0
240.0,15.0,30.0,33.0,42.0,2,0,0,2,1,1,19,1
262.0,4.0,9.0,51.0,45.0,2,2,0,2,0,0,19,0
253.0,0.0,4.0,1.0,1.0,2,0,0,2,1,1,19,1
243.0,0.0,10.0,3.0,43.0,2,2,0,2,1,1,19,0
204.0,1.0,9.0,61.0,97.0,2,2,0,0,1,1,19,0
176.0,1.0,9.0,43.0,75.0,2,0,0,2,0,0,19,1
400.0,6.0,8.0,228.0,32.0,2,2,0,2,1,0,19,0
83.0,22.0,23.0,379.0,265.0,2,0,0,1,0,0,19,0
275.0,7.0,8.0,111.0,301.0,2,0,0,2,0,0,19,0
596.0,14.0,16.0,63.0,232.0,2,2,0,1,0,0,19,1
71.0,32.0,71.0,377.0,170.0,2,0,0,1,1,0,19,0
295.0,8.0,11.0,219.0,219.0,2,2,0,1,1,1,19,1
325.0,0.0,8.0,117.0,66.0,2,2,0,2,1,1,19,1
217.0,20.0,23.0,41.0,3.0,2,2,0,2,1,0,19,1
266.0,2.0,5.0,92.0,26.0,2,2,0,2,1,1,19,1
282.0,17.0,38.0,187.0,16.0,2,0,0,1,0,0,19,1
270.0,12.0,18.0,22.0,76.0,2,0,0,2,1,1,19,0
217.0,8.0,16.0,20.0,50.0,2,2,0,2,1,0,19,1
89.0,1.0,15.0,353.0,332.0,2,0,0,1,0,0,10,0
294.0,1.0,4.0,59.0,6.0,2,2,0,2,1,1,19,1
205.0,2.0,4.0,20.0,164.0,2,2,0,0,1,1,19,1
292.0,16.0,38.0,225.0,16.0,2,1,0,1,0,0,19,1
295.0,1.0,9.0,4.0,227.0,2,0,0,1,0,0,19,0
219.0,2.0,9.0,26.0,178.0,2,0,0,1,1,0,19,0
84.0,22.0,24.0,336.0,2.0,2,1,0,2,1,1,19,1
242.0,6.0,8.0,65.0,368.0,2,0,0,1,1,0,19,0
91.0,23.0,41.0,348.0,207.0,2,2,0,2,1,1,19,0
268.0,1.0,4.0,23.0,25.0,2,0,0,2,1,1,19,1
240.0,1.0,4.0,63.0,2.0,2,2,0,2,1,1,19,1
245.0,13.0,17.0,93.0,2.0,2,0,0,2,1,1,19,1
267.0,0.0,4.0,30.0,272.0,2,2,0,1,1,1,19,0
236.0,4.0,40.0,1.0,15.0,2,0,0,2,0,0,19,1
307.0,2.0,9.0,49.0,12.0,2,0,0,2,0,0,19,1
293.0,6.0,11.0,177.0,41.0,2,2,0,2,0,0,19,0
130.0,11.0,23.0,399.0,164.0,2,2,0,2,1,1,19,0
295.0,4.0,14.0,11.0,2.0,2,0,0,2,0,0,19,0
293.0,18.0,47.0,12.0,303.0,2,2,0,1,1,0,19,1
133.0,0.0,5.0,292.0,16.0,2,0,0,1,0,0,19,1
91.0,0.0,41.0,346.0,300.0,2,0,0,1,0,0,19,0
213.0,7.0,9.0,42.0,57.0,2,2,0,2,1,0,19,1
246.0,3.0,6.0,18.0,95.0,2,2,0,0,1,1,19,0
288.0,15.0,30.0,100.0,32.0,2,0,0,2,1,1,19,0
260.0,4.0,26.0,152.0,30.0,2,0,0,2,0,0,19,1
288.0,4.0,23.0,9.0,554.0,2,2,0,1,1,0,19,0
279.0,1.0,8.0,120.0,33.0,2,2,0,2,1,0,19,0
178.0,16.0,17.0,11.0,5.0,2,2,0,0,0,0,19,0
129.0,8.0,13.0,318.0,29.0,2,0,0,2,0,0,1,0
242.0,19.0,41.0,7.0,19.0,2,2,0,1,0,0,19,0
208.0,7.0,13.0,2.0,515.0,2,0,0,1,1,0,19,1
245.0,0.0,8.0,55.0,2.0,2,2,0,0,1,0,19,1
250.0,3.0,10.0,45.0,248.0,2,2,0,1,1,1,19,0
220.0,2.0,6.0,77.0,4.0,2,2,0,0,0,0,19,1
76.0,6.0,13.0,331.0,29.0,2,1,0,2,0,0,1,0
70.0,13.0,17.0,368.0,47.0,2,2,0,2,1,0,19,0
248.0,6.0,10.0,1.0,13.0,2,2,0,2,1,0,19,1
260.0,1.0,9.0,23.0,310.0,2,2,0,1,1,0,19,1
217.0,7.0,10.0,41.0,290.0,2,2,0,1,0,0,19,0
237.0,1.0,17.0,38.0,35.0,2,2,0,2,0,0,19,1
76.0,9.0,26.0,346.0,107.0,2,2,0,2,1,1,19,0
63.0,1.0,10.0,402.0,375.0,2,0,0,2,1,1,19,0
296.0,1.0,39.0,275.0,2.0,2,0,0,2,1,1,19,1
254.0,14.0,28.0,29.0,369.0,2,0,0,2,1,0,19,0
219.0,6.0,9.0,82.0,22.0,2,0,0,2,1,1,19,0
217.0,2.0,18.0,290.0,517.0,2,2,0,1,1,0,19,0
238.0,18.0,38.0,4.0,16.0,2,0,0,1,0,0,19,1
106.0,15.0,21.0,332.0,41.0,2,2,0,2,1,0,19,0
194.0,10.0,17.0,11.0,229.0,2,0,0,1,0,0,19,1
108.0,15.0,19.0,359.0,16.0,2,0,0,1,0,0,19,1
243.0,1.0,20.0,9.0,385.0,2,2,0,2,0,0,19,0
295.0,4.0,12.0,279.0,11.0,2,0,0,1,0,0,19,0
271.0,2.0,27.0,166.0,27.0,2,0,0,2,0,0,19,1
105.0,8.0,17.0,345.0,2.0,2,0,0,2,1,1,19,1
291.0,1.0,9.0,179.0,10.0,2,2,0,1,0,0,19,0
257.0,2.0,10.0,3.0,11.0,2,2,0,2,1,1,19,0
296.0,1.0,22.0,182.0,38.0,2,0,0,2,0,0,19,0
197.0,2.0,5.0,11.0,1.0,2,2,0,0,0,0,19,1
249.0,8.0,14.0,304.0,343.0,2,2,0,1,1,0,19,0
248.0,0.0,8.0,23.0,6.0,2,0,0,0,1,1,19,1
108.0,12.0,25.0,392.0,307.0,2,0,0,1,0,0,19,0
253.0,0.0,10.0,3.0,104.0,2,0,0,0,0,0,19,1
332.0,1.0,17.0,64.0,229.0,2,0,0,1,0,0,19,1
596.0,4.0,8.0,60.0,10.0,2,2,0,2,0,0,19,1
235.0,4.0,8.0,40.0,3.0,2,2,0,0,1,0,19,1
249.0,2.0,5.0,1.0,10.0,2,0,0,2,1,0,19,1
290.0,0.0,9.0,43.0,3.0,2,0,0,2,1,1,19,1
93.0,25.0,71.0,388.0,173.0,2,0,0,1,1,0,19,0
258.0,5.0,9.0,62.0,27.0,2,0,0,2,1,0,19,0
217.0,8.0,11.0,38.0,86.0,2,2,0,1,0,0,19,0
198.0,14.0,17.0,4.0,27.0,2,2,0,2,1,0,19,0
301.0,9.0,39.0,130.0,304.0,2,0,0,1,1,0,0,1
76.0,10.0,13.0,353.0,3.0,2,2,0,2,1,1,19,0
242.0,7.0,13.0,16.0,487.0,2,2,0,1,1,1,19,0
107.0,1.0,13.0,339.0,47.0,2,2,0,2,1,1,19,1
311.0,6.0,10.0,225.0,72.0,2,2,0,0,1,0,19,0
217.0,21.0,32.0,103.0,281.0,2,2,0,2,1,0,19,0
253.0,0.0,11.0,3.0,51.0,2,0,0,2,1,0,19,0
107.0,6.0,7.0,338.0,26.0,2,2,0,2,0,0,19,0
136.0,2.0,24.0,382.0,20.0,2,2,0,1,0,0,19,0
299.0,6.0,19.0,185.0,10.0,2,0,0,0,0,0,19,0
260.0,3.0,16.0,26.0,382.0,2,0,0,2,0,0,19,0
90.0,2.0,4.0,190.0,54.0,2,0,0,0,1,1,19,1
238.0,4.0,40.0,297.0,7.0,2,2,0,2,1,1,19,1
241.0,0.0,6.0,128.0,8.0,2,2,0,2,1,0,19,0
208.0,3.0,7.0,37.0,292.0,2,2,0,1,1,1,19,1
206.0,9.0,17.0,29.0,11.0,2,2,0,2,1,1,19,1
74.0,14.0,25.0,325.0,6.0,2,0,0,0,0,0,19,0
248.0,15.0,19.0,267.0,39.0,2,0,0,2,1,0,19,0
290.0,2.0,6.0,66.0,323.0,2,2,0,1,1,1,19,1
303.0,7.0,10.0,6.0,125.0,2,2,0,2,1,0,19,1
212.0,2.0,4.0,10.0,372.0,2,2,0,1,1,0,19,0
304.0,2.0,10.0,182.0,188.0,2,2,0,1,1,0,19,0
250.0,2.0,5.0,242.0,39.0,2,0,0,2,1,0,19,0
98.0,33.0,71.0,388.0,173.0,2,0,0,1,1,0,19,0
297.0,5.0,9.0,44.0,13.0,2,0,0,0,0,0,19,1
251.0,5.0,8.0,31.0,21.0,2,0,0,2,1,1,19,0
89.0,25.0,39.0,349.0,2.0,2,2,0,2,1,1,19,1
91.0,3.0,40.0,355.0,53.0,2,0,0,2,1,0,19,1
243.0,1.0,6.0,3.0,59.0,2,2,0,2,1,1,19,0
260.0,1.0,4.0,49.0,35.0,2,2,0,0,0,0,19,1
137.0,39.0,47.0,386.0,303.0,2,2,0,1,1,0,19,1
258.0,0.0,16.0,61.0,50.0,2,0,0,2,1,0,19,1
607.0,8.0,22.0,23.0,65.0,0,1,0,1,1,1,19,1
266.0,6.0,8.0,97.0,28.0,2,2,0,0,0,0,18,1
274.0,1.0,8.0,9.0,27.0,2,0,0,2,0,0,19,0
263.0,7.0,11.0,220.0,2.0,2,2,0,2,1,1,19,1
260.0,21.0,39.0,210.0,2.0,2,2,0,2,1,1,19,1
261.0,1.0,8.0,3.0,33.0,2,2,0,2,1,1,19,1
231.0,0.0,4.0,77.0,281.0,2,2,0,2,1,0,19,0
330.0,40.0,44.0,134.0,283.0,2,2,0,2,1,0,19,0
95.0,7.0,24.0,398.0,163.0,2,2,0,2,1,1,19,0
245.0,3.0,17.0,57.0,31.0,2,2,0,2,0,0,19,0
304.0,3.0,17.0,54.0,35.0,2,0,0,2,0,0,19,1
89.0,9.0,11.0,358.0,51.0,2,0,0,0,1,0,19,0
246.0,1.0,7.0,1.0,35.0,2,2,0,0,0,0,19,1
120.0,22.0,38.0,295.0,8.0,2,2,0,2,1,1,19,1
223.0,1.0,13.0,40.0,155.0,2,2,0,2,1,0,19,0
76.0,19.0,24.0,337.0,345.0,2,1,0,1,1,1,19,0
246.0,0.0,17.0,4.0,58.0,2,2,0,1,0,0,19,1
279.0,2.0,16.0,125.0,64.0,2,0,0,2,1,1,19,0
512.0,3.0,21.0,199.0,20.0,2,2,0,2,0,0,19,0
241.0,4.0,11.0,1.0,32.0,2,2,0,0,0,0,19,1
244.0,5.0,8.0,82.0,290.0,2,2,0,1,1,0,19,0
103.0,24.0,38.0,319.0,16.0,2,1,0,1,0,0,19,1
253.0,0.0,6.0,4.0,1.0,2,0,0,2,0,0,19,1
98.0,21.0,23.0,397.0,28.0,2,0,0,2,1,1,19,0
211.0,6.0,35.0,17.0,65.0,2,0,0,0,1,1,19,0
253.0,1.0,6.0,104.0,356.0,2,2,0,2,1,1,19,0
80.0,9.0,11.0,403.0,95.0,2,0,0,2,0,0,19,0
76.0,32.0,64.0,393.0,170.0,2,2,0,1,1,0,19,0
273.0,1.0,2.0,2.0,166.0,2,0,0,1,1,1,19,0
295.0,0.0,6.0,12.0,561.0,2,0,0,1,1,0,19,0
398.0,7.0,10.0,196.0,5.0,2,2,0,2,1,0,19,1
764.0,4.0,5.0,6.0,323.0,0,1,0,2,1,1,19,0
177.0,2.0,4.0,25.0,11.0,2,2,0,1,0,0,19,1
92.0,7.0,16.0,380.0,62.0,2,0,0,0,0,0,19,0
180.0,3.0,11.0,241.0,281.0,2,0,0,1,1,0,19,1
76.0,14.0,15.0,337.0,44.0,2,1,0,2,0,0,19,0
268.0,6.0,15.0,1.0,4.0,2,0,0,2,1,1,19,1
262.0,10.0,36.0,103.0,305.0,2,0,0,2,1,1,19,0
243.0,0.0,11.0,10.0,211.0,2,2,0,1,0,0,19,0
253.0,0.0,10.0,6.0,356.0,2,0,0,1,1,1,19,1
76.0,27.0,47.0,391.0,303.0,2,2,0,1,1,0,19,1
217.0,2.0,5.0,2.0,1.0,2,0,0,2,0,0,19,0
86.0,24.0,39.0,365.0,2.0,2,0,0,2,1,1,19,1
286.0,1.0,4.0,68.0,14.0,2,0,0,0,1,0,19,0
203.0,7.0,16.0,3.0,165.0,2,0,0,2,0,0,19,0
293.0,1.0,5.0,174.0,169.0,2,2,0,1,1,1,19,1
398.0,3.0,12.0,189.0,31.0,2,2,0,0,0,0,19,1
120.0,42.0,61.0,395.0,173.0,2,0,0,1,1,0,19,0
235.0,0.0,4.0,38.0,12.0,2,2,0,0,0,0,19,0
226.0,15.0,40.0,130.0,282.0,2,2,0,2,1,0,19,0
91.0,7.0,13.0,347.0,9.0,2,0,0,2,0,0,19,0
248.0,1.0,9.0,24.0,29.0,2,2,0,2,0,0,19,0
192.0,10.0,20.0,39.0,290.0,2,0,0,1,0,0,19,0
316.0,0.0,8.0,20.0,332.0,2,0,0,1,1,0,19,0
226.0,3.0,11.0,133.0,184.0,2,2,0,1,1,0,19,0
261.0,17.0,29.0,14.0,27.0,2,0,0,2,1,1,19,1
241.0,4.0,25.0,2.0,307.0,2,2,0,1,0,0,19,0
253.0,0.0,6.0,4.0,283.0,2,0,0,1,1,0,19,0
243.0,1.0,21.0,11.0,53.0,2,2,0,1,0,0,19,1
96.0,23.0,41.0,347.0,339.0,2,0,0,1,1,1,13,0
75.0,6.0,13.0,361.0,210.0,2,0,0,2,0,0,19,0
253.0,0.0,5.0,3.0,4.0,2,0,0,0,0,0,19,1
253.0,0.0,12.0,3.0,28.0,2,0,0,2,1,1,19,0
180.0,5.0,11.0,237.0,219.0,2,0,0,1,1,1,19,1
239.0,21.0,31.0,67.0,6.0,2,2,0,0,1,1,19,1
205.0,14.0,17.0,12.0,58.0,2,2,0,1,0,0,19,1
90.0,7.0,10.0,189.0,2.0,2,0,0,0,1,1,19,0
242.0,5.0,13.0,14.0,4.0,2,2,0,1,0,0,19,0
204.0,2.0,14.0,1.0,63.0,2,2,0,0,1,1,19,0
258.0,13.0,16.0,64.0,232.0,2,0,0,1,0,0,19,1
285.0,1.0,17.0,54.0,58.0,2,2,0,1,0,0,19,1
256.0,5.0,9.0,9.0,48.0,2,2,0,2,0,0,19,0
235.0,3.0,8.0,44.0,6.0,2,2,0,2,0,0,19,1
199.0,3.0,9.0,59.0,38.0,2,0,0,2,1,0,19,1
239.0,2.0,6.0,3.0,3.0,2,1,0,2,0,0,19,1
168.0,4.0,42.0,402.0,538.0,2,2,0,1,0,0,19,1
90.0,7.0,10.0,189.0,296.0,2,0,0,1,1,1,19,0
253.0,2.0,11.0,5.0,34.0,2,0,0,2,0,0,19,1
210.0,19.0,22.0,291.0,3.0,2,2,0,2,1,1,19,1
296.0,4.0,8.0,76.0,137.0,2,0,0,2,1,0,19,0
267.0,4.0,17.0,31.0,11.0,2,2,0,2,0,0,19,1
293.0,6.0,40.0,178.0,15.0,2,2,0,2,0,0,19,1
95.0,12.0,22.0,404.0,11.0,2,2,0,2,0,0,19,1
302.0,21.0,30.0,116.0,333.0,2,2,0,1,1,1,19,0
238.0,2.0,5.0,293.0,200.0,2,2,0,1,1,1,19,0
398.0,2.0,5.0,195.0,1.0,2,2,0,2,0,0,19,1
299.0,2.0,8.0,20.0,0.0,2,0,0,2,0,0,19,1
236.0,0.0,13.0,1.0,47.0,2,0,0,2,1,1,19,1
252.0,6.0,11.0,215.0,334.0,2,2,0,1,1,0,19,0
194.0,1.0,5.0,10.0,24.0,2,0,0,2,1,1,19,0
160.0,16.0,17.0,107.0,61.0,2,0,0,0,0,0,19,0
207.0,4.0,9.0,50.0,57.0,2,0,0,2,1,0,19,1
792.0,20.0,25.0,43.0,160.0,0,1,0,2,1,1,19,1
96.0,3.0,4.0,279.0,58.0,2,2,0,0,1,1,19,0
202.0,3.0,16.0,85.0,50.0,2,0,0,2,1,0,19,1
63.0,6.0,14.0,396.0,298.0,2,0,0,1,0,0,19,1
267.0,10.0,16.0,8.0,232.0,2,0,0,1,0,0,19,1
168.0,3.0,6.0,402.0,5.0,2,2,0,0,1,1,19,0
223.0,11.0,18.0,23.0,6.0,2,2,0,0,0,0,19,0
260.0,2.0,36.0,1.0,304.0,2,0,0,2,1,1,19,0
242.0,19.0,23.0,14.0,261.0,2,2,0,1,1,1,19,1
262.0,5.0,16.0,89.0,13.0,2,0,0,2,1,0,19,1
238.0,2.0,12.0,293.0,14.0,2,2,0,2,0,0,19,1
237.0,1.0,4.0,9.0,2.0,2,0,0,2,1,1,19,1
170.0,1.0,17.0,54.0,33.0,2,2,0,2,1,1,19,0
133.0,2.0,12.0,296.0,26.0,2,0,0,2,1,1,19,1
72.0,12.0,21.0,335.0,64.0,2,0,0,0,1,1,19,0
94.0,1.0,8.0,327.0,17.0,2,2,0,2,0,0,19,1
205.0,9.0,17.0,19.0,247.0,2,2,0,2,0,0,19,0
303.0,0.0,7.0,3.0,92.0,2,2,0,2,0,0,19,0
168.0,4.0,6.0,402.0,90.0,2,2,0,2,1,0,19,1
