N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,label
69.0,35.0,5.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,68.0,1.86500803160946,0
229.0,64.0,29.0,24.0,0.0,0.0,0.0,61.0,6.0,0.0,11.0,147.0,0.831953524648453,1
75.0,7.0,3.0,3.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,5.0,0.800528377424059,0
306.0,222.0,29.0,68.0,9.0,0.0,0.0,1.0,1.0,7.0,1.0,286.0,0.982449108801872,1
50.0,1523.0,15.0,12.0,1.0,0.0,0.0,19.0,1.0,0.0,0.0,30.0,0.800528377424059,1
616.0,2707.0,196.0,312.0,22.0,0.0,0.0,29.0,0.0,26.0,34.0,449.0,0.831953524648453,0
457.0,3653.0,208.0,282.0,1.0,0.0,0.0,13.0,0.0,39.0,8.0,385.0,0.831953524648453,1
118.0,2273.0,29.0,27.0,2.0,0.0,0.0,10.0,4.0,23.0,21.0,59.0,1.02771709743701,1
111.0,1713.0,25.0,46.0,1.0,0.0,0.0,14.0,0.0,0.0,2.0,77.0,0.594368207936839,1
87.0,3391.0,34.0,45.0,16.0,0.0,0.0,7.0,0.0,5.0,0.0,64.0,1.05714931610548,1
175.0,1808.0,50.0,90.0,2.0,0.0,0.0,8.0,0.0,32.0,7.0,123.0,0.997535302103113,1
565.0,1106.0,99.0,202.0,4.0,0.0,0.0,8.0,0.0,0.0,0.0,557.0,0.915024129447388,2
551.0,1038.0,174.0,492.0,1.0,0.0,0.0,8.0,11.0,0.0,15.0,508.0,0.982449108801872,1
110.0,588.0,21.0,24.0,1.0,0.0,0.0,25.0,0.0,0.0,9.0,76.0,0.594368207936839,1
62.0,3261.0,27.0,29.0,8.0,0.0,0.0,2.0,0.0,0.0,9.0,51.0,1.86500803160946,0
59.0,64.0,11.0,13.0,1.0,0.0,0.0,52.0,0.0,0.0,0.0,7.0,1.05714931610548,0
4722.0,3362.0,368.0,851.0,72.0,7.0,0.0,253.0,53.0,181.0,199.0,3786.0,1.48165413798567,0
110.0,2894.0,22.0,22.0,1.0,0.0,0.0,25.0,0.0,0.0,2.0,83.0,1.02771709743701,1
176.0,870.0,47.0,45.0,0.0,0.0,0.0,45.0,35.0,0.0,46.0,3.0,1.29126262950745,0
533.0,1953.0,127.0,270.0,2.0,0.0,0.0,7.0,5.0,13.0,19.0,487.0,0.831953524648453,1
227.0,2822.0,113.0,112.0,3.0,0.0,0.0,5.0,16.0,15.0,8.0,179.0,0.982449108801872,1
229.0,1990.0,24.0,22.0,1.0,0.0,0.0,98.0,0.0,2.0,0.0,129.0,0.831953524648453,1
350.0,842.0,96.0,95.0,4.0,0.0,0.0,1.0,0.0,1.0,6.0,331.0,1.20440316450483,0
5570.0,4028.0,714.0,3699.0,48.0,0.0,2.0,8.0,40.0,36.0,112.0,5241.0,1.00522694513289,2
136.0,3921.0,50.0,80.0,7.0,0.0,0.0,6.0,8.0,29.0,20.0,73.0,1.02771709743701,0
135.0,37.0,17.0,17.0,1.0,0.0,0.0,95.0,1.0,0.0,0.0,39.0,0.997535302103113,2
68.0,101.0,7.0,6.0,1.0,0.0,0.0,43.0,1.0,0.0,3.0,21.0,0.800528377424059,2
4193.0,3515.0,339.0,368.0,24.0,0.0,0.0,40.0,3.0,18.0,22.0,3890.0,1.00522694513289,1
496.0,3699.0,247.0,69.0,1.0,0.0,0.0,10.0,0.0,17.0,47.0,415.0,0.982449108801872,0
51.0,1076.0,12.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,50.0,1.86500803160946,0
1048.0,4104.0,306.0,546.0,17.0,0.0,0.0,29.0,10.0,34.0,27.0,927.0,1.48165413798567,0
4383.0,2991.0,261.0,1143.0,157.0,0.0,0.0,46.0,6.0,56.0,31.0,3886.0,0.661673179614133,1
50.0,1.0,1.0,7.0,0.0,0.0,0.0,1.0,33.0,0.0,0.0,0.0,1.86500803160946,0
135.0,3683.0,63.0,84.0,7.0,0.0,0.0,8.0,7.0,2.0,3.0,104.0,0.594368207936839,0
2486.0,2286.0,404.0,1211.0,8.0,0.0,0.0,3.0,25.0,32.0,126.0,2241.0,0.661673179614133,0
423.0,764.0,66.0,112.0,0.0,0.0,0.0,6.0,4.0,1.0,1.0,388.0,0.982449108801872,1
970.0,1937.0,118.0,164.0,9.0,0.0,0.0,18.0,17.0,9.0,25.0,521.0,1.00522694513289,0
86.0,27.0,8.0,8.0,0.0,0.0,0.0,11.0,1.0,1.0,11.0,62.0,0.411985187306913,0
57.0,74.0,6.0,11.0,1.0,0.0,0.0,38.0,0.0,0.0,13.0,6.0,1.05714931610548,2
100.0,2608.0,17.0,15.0,2.0,0.0,0.0,7.0,0.0,0.0,2.0,88.0,0.594368207936839,1
229.0,3723.0,95.0,106.0,6.0,0.0,0.0,15.0,0.0,18.0,5.0,190.0,0.982449108801872,1
973.0,4485.0,445.0,586.0,36.0,2.0,0.0,72.0,5.0,2.0,8.0,879.0,1.48165413798567,0
586.0,2495.0,146.0,261.0,3.0,0.0,0.0,10.0,4.0,10.0,28.0,486.0,0.831953524648453,1
94.0,4.0,3.0,6.0,0.0,0.0,0.0,1.0,29.0,0.0,12.0,3.0,1.29126262950745,0
122.0,1767.0,28.0,38.0,1.0,0.0,0.0,11.0,0.0,57.0,5.0,49.0,1.29126262950745,0
786.0,4194.0,187.0,469.0,1.0,0.0,0.0,45.0,28.0,41.0,36.0,619.0,0.915024129447388,1
103.0,29.0,12.0,31.0,19.0,0.0,0.0,1.0,0.0,0.0,1.0,100.0,0.997535302103113,2
711.0,417.0,76.0,332.0,0.0,0.0,0.0,2.0,18.0,8.0,55.0,623.0,1.20440316450483,0
69.0,46.0,9.0,28.0,0.0,0.0,0.0,1.0,2.0,19.0,9.0,33.0,1.86500803160946,0
72.0,3129.0,29.0,66.0,0.0,0.0,0.0,2.0,3.0,0.0,3.0,63.0,1.86500803160946,0
111.0,972.0,30.0,90.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,109.0,0.997535302103113,1
107.0,1664.0,51.0,19.0,0.0,0.0,0.0,31.0,0.0,5.0,9.0,52.0,0.594368207936839,1
1521.0,3503.0,231.0,1043.0,48.0,0.0,0.0,22.0,40.0,15.0,15.0,1398.0,0.661673179614133,1
205.0,2894.0,30.0,31.0,5.0,0.0,0.0,3.0,0.0,13.0,4.0,179.0,1.02771709743701,1
66.0,57.0,11.0,4.0,1.0,0.0,0.0,2.0,10.0,1.0,0.0,53.0,1.05714931610548,1
61.0,1019.0,26.0,22.0,3.0,0.0,0.0,9.0,0.0,0.0,2.0,40.0,0.411985187306913,0
1921.0,978.0,174.0,28.0,3.0,0.0,0.0,945.0,47.0,6.0,255.0,668.0,1.48165413798567,0
56.0,298.0,13.0,10.0,1.0,0.0,0.0,3.0,8.0,0.0,3.0,42.0,1.05714931610548,1
169.0,1023.0,64.0,23.0,1.0,0.0,0.0,5.0,1.0,6.0,1.0,155.0,1.29126262950745,0
216.0,2150.0,64.0,94.0,3.0,0.0,0.0,15.0,19.0,14.0,3.0,133.0,1.29126262950745,0
57.0,3503.0,37.0,43.0,0.0,0.0,0.0,3.0,0.0,26.0,0.0,28.0,1.05714931610548,0
958.0,2065.0,98.0,184.0,46.0,0.0,0.0,48.0,0.0,26.0,1.0,866.0,1.00522694513289,1
6447.0,2056.0,513.0,2860.0,64.0,1.0,0.0,1588.0,128.0,14.0,267.0,4121.0,0.865617488080534,1
78.0,3962.0,39.0,39.0,1.0,0.0,0.0,10.0,3.0,0.0,1.0,64.0,1.05714931610548,0
1201.0,3139.0,249.0,193.0,6.0,0.0,0.0,13.0,0.0,13.0,7.0,1143.0,1.00522694513289,1
50.0,3858.0,22.0,15.0,0.0,0.0,0.0,4.0,4.0,0.0,8.0,32.0,1.05714931610548,1
1488.0,2653.0,258.0,454.0,6.0,0.0,0.0,131.0,91.0,0.0,44.0,943.0,1.00522694513289,0
7990.0,3839.0,1899.0,2492.0,347.0,0.0,0.0,14.0,69.0,21.0,39.0,7666.0,0.661673179614133,0
1991.0,3558.0,263.0,659.0,62.0,0.0,0.0,48.0,55.0,30.0,76.0,1671.0,0.661673179614133,0
21479.0,3740.0,2844.0,8021.0,245.0,1.0,0.0,1050.0,496.0,722.0,1068.0,16604.0,1.48165413798567,1
442.0,3743.0,134.0,221.0,25.0,0.0,0.0,1.0,4.0,18.0,21.0,397.0,0.915024129447388,1
117.0,583.0,10.0,16.0,6.0,0.0,4.0,63.0,3.0,2.0,2.0,43.0,0.594368207936839,1
3674.0,1017.0,145.0,290.0,101.0,0.0,0.0,150.0,57.0,63.0,71.0,2871.0,1.48165413798567,1
168.0,2522.0,87.0,42.0,1.0,0.0,0.0,15.0,1.0,7.0,23.0,71.0,1.02771709743701,0
831.0,4762.0,280.0,455.0,38.0,0.0,0.0,13.0,26.0,89.0,86.0,549.0,0.831953524648453,0
562.0,3814.0,200.0,133.0,11.0,0.0,0.0,25.0,12.0,25.0,39.0,457.0,0.831953524648453,1
236.0,56.0,28.0,29.0,7.0,0.0,0.0,172.0,0.0,7.0,3.0,53.0,0.915024129447388,1
119.0,739.0,19.0,35.0,9.0,0.0,0.0,36.0,2.0,5.0,8.0,68.0,0.594368207936839,0
4260.0,1984.0,350.0,17.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,4251.0,0.661673179614133,1
13123.0,2267.0,1074.0,4421.0,95.0,0.0,0.0,58.0,1534.0,136.0,277.0,9843.0,1.00522694513289,1
62.0,8.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,61.0,1.86500803160946,0
965.0,3895.0,103.0,57.0,4.0,0.0,0.0,8.0,0.0,39.0,1.0,913.0,0.661673179614133,1
220.0,4056.0,104.0,130.0,4.0,0.0,0.0,12.0,0.0,4.0,4.0,176.0,0.997535302103113,1
66.0,3313.0,23.0,32.0,1.0,0.0,0.0,9.0,0.0,3.0,10.0,42.0,0.800528377424059,1
51.0,834.0,14.0,24.0,0.0,0.0,0.0,2.0,0.0,2.0,8.0,39.0,0.800528377424059,1
295.0,2720.0,33.0,23.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,288.0,1.20440316450483,0
428.0,1030.0,50.0,50.0,2.0,0.0,0.0,3.0,7.0,0.0,5.0,413.0,0.982449108801872,0
236.0,4288.0,116.0,137.0,2.0,0.0,0.0,7.0,1.0,24.0,11.0,186.0,0.982449108801872,1
190.0,3015.0,117.0,140.0,0.0,0.0,0.0,1.0,9.0,19.0,1.0,157.0,0.997535302103113,1
101.0,1870.0,18.0,39.0,0.0,0.0,0.0,18.0,0.0,0.0,1.0,82.0,1.29126262950745,1
586.0,1061.0,47.0,369.0,0.0,0.0,0.0,134.0,3.0,6.0,8.0,423.0,0.831953524648453,1
6553.0,4411.0,447.0,740.0,95.0,0.0,0.0,160.0,112.0,188.0,226.0,5254.0,0.865617488080534,0
1173.0,3610.0,147.0,259.0,77.0,0.0,0.0,211.0,23.0,48.0,21.0,796.0,1.00522694513289,1
67.0,2956.0,42.0,44.0,0.0,0.0,0.0,7.0,1.0,0.0,1.0,58.0,0.800528377424059,1
80.0,43.0,9.0,23.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,76.0,1.86500803160946,0
1140.0,910.0,212.0,38.0,0.0,0.0,0.0,6.0,1.0,0.0,6.0,277.0,0.661673179614133,0
4066.0,3468.0,687.0,1174.0,162.0,0.0,0.0,315.0,16.0,400.0,122.0,3069.0,1.48165413798567,1
832.0,1609.0,132.0,188.0,4.0,0.0,0.0,7.0,9.0,0.0,58.0,743.0,0.915024129447388,0
51.0,1325.0,11.0,9.0,0.0,0.0,0.0,11.0,4.0,17.0,0.0,19.0,1.86500803160946,2
1162.0,277.0,114.0,149.0,7.0,0.0,0.0,53.0,13.0,77.0,36.0,967.0,1.48165413798567,1
148.0,1782.0,33.0,16.0,0.0,0.0,0.0,12.0,6.0,15.0,53.0,62.0,1.02771709743701,0
257.0,1226.0,24.0,82.0,6.0,0.0,0.0,6.0,0.0,4.0,0.0,246.0,0.831953524648453,1
110.0,22.0,15.0,21.0,4.0,0.0,0.0,33.0,1.0,4.0,0.0,72.0,1.29126262950745,0
144.0,2042.0,47.0,65.0,6.0,0.0,0.0,33.0,0.0,0.0,7.0,104.0,0.594368207936839,2
154.0,783.0,32.0,16.0,0.0,0.0,0.0,1.0,1.0,6.0,20.0,77.0,0.997535302103113,1
265.0,2311.0,50.0,36.0,13.0,0.0,0.0,12.0,0.0,1.0,9.0,243.0,0.915024129447388,1
390.0,2015.0,88.0,189.0,3.0,0.0,0.0,24.0,3.0,4.0,60.0,271.0,0.831953524648453,1
223.0,1754.0,92.0,103.0,3.0,0.0,0.0,2.0,4.0,4.0,1.0,173.0,0.915024129447388,1
144.0,4099.0,102.0,106.0,1.0,0.0,0.0,13.0,0.0,2.0,0.0,120.0,1.02771709743701,1
359.0,424.0,20.0,54.0,28.0,0.0,0.0,14.0,0.0,0.0,0.0,344.0,0.915024129447388,1
66.0,6.0,4.0,31.0,0.0,0.0,0.0,16.0,0.0,2.0,0.0,48.0,0.411985187306913,0
886.0,4906.0,386.0,631.0,23.0,0.0,0.0,27.0,5.0,8.0,11.0,775.0,0.661673179614133,1
94.0,408.0,13.0,11.0,0.0,2.0,3.0,5.0,2.0,22.0,0.0,56.0,0.997535302103113,1
545.0,2144.0,216.0,174.0,1.0,0.0,0.0,43.0,2.0,0.0,9.0,325.0,0.915024129447388,1
290.0,1256.0,28.0,24.0,0.0,0.0,0.0,255.0,0.0,0.0,1.0,30.0,0.831953524648453,1
72.0,872.0,17.0,12.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,71.0,1.86500803160946,2
244.0,1418.0,74.0,42.0,8.0,0.0,0.0,10.0,0.0,4.0,0.0,229.0,0.915024129447388,0
548.0,2299.0,194.0,257.0,21.0,0.0,0.0,49.0,0.0,28.0,4.0,447.0,0.831953524648453,0
120.0,281.0,27.0,68.0,10.0,0.0,0.0,2.0,5.0,2.0,17.0,93.0,0.997535302103113,1
175.0,1135.0,57.0,77.0,1.0,0.0,0.0,67.0,10.0,0.0,0.0,94.0,0.594368207936839,1
63.0,167.0,10.0,32.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,44.0,1.86500803160946,0
334.0,3627.0,75.0,93.0,11.0,0.0,0.0,164.0,4.0,9.0,3.0,149.0,0.982449108801872,1
158.0,2632.0,37.0,40.0,9.0,0.0,0.0,21.0,2.0,2.0,11.0,116.0,1.02771709743701,1
570.0,4242.0,140.0,185.0,45.0,0.0,0.0,77.0,7.0,108.0,51.0,326.0,0.915024129447388,0
175.0,1835.0,21.0,46.0,0.0,0.0,0.0,63.0,6.0,12.0,3.0,78.0,0.594368207936839,1
39457.0,4107.0,2385.0,13076.0,64.0,19.0,0.0,610.0,2803.0,1265.0,3442.0,29847.0,1.48165413798567,1
87.0,1447.0,42.0,52.0,3.0,0.0,0.0,3.0,3.0,0.0,11.0,66.0,1.05714931610548,0
132.0,1064.0,41.0,86.0,0.0,0.0,0.0,3.0,11.0,0.0,1.0,115.0,1.29126262950745,0
2183.0,3365.0,684.0,771.0,53.0,0.0,0.0,125.0,24.0,64.0,58.0,1820.0,1.48165413798567,1
71.0,2643.0,19.0,9.0,0.0,0.0,0.0,4.0,0.0,8.0,0.0,45.0,0.800528377424059,1
478.0,1414.0,15.0,188.0,8.0,0.0,0.0,13.0,0.0,4.0,16.0,395.0,0.982449108801872,1
116.0,2129.0,35.0,100.0,1.0,0.0,0.0,5.0,0.0,0.0,5.0,105.0,1.02771709743701,0
1816.0,3667.0,320.0,251.0,43.0,0.0,0.0,235.0,8.0,15.0,22.0,1434.0,1.00522694513289,0
81.0,1180.0,25.0,49.0,2.0,0.0,0.0,13.0,1.0,3.0,2.0,59.0,0.800528377424059,1
187.0,37.0,21.0,32.0,4.0,0.0,0.0,33.0,0.0,0.0,3.0,87.0,0.594368207936839,1
137.0,4221.0,44.0,126.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,33.0,1.29126262950745,1
671.0,2340.0,54.0,203.0,13.0,0.0,0.0,7.0,32.0,6.0,65.0,556.0,0.831953524648453,0
61.0,3488.0,20.0,13.0,1.0,0.0,0.0,14.0,2.0,0.0,0.0,43.0,0.411985187306913,1
238.0,566.0,20.0,30.0,6.0,0.0,0.0,2.0,0.0,2.0,2.0,220.0,1.20440316450483,0
456.0,2795.0,70.0,10.0,0.0,0.0,0.0,78.0,0.0,0.0,12.0,366.0,0.915024129447388,1
63.0,55.0,6.0,5.0,0.0,0.0,0.0,25.0,3.0,0.0,0.0,35.0,0.800528377424059,2
64.0,3052.0,50.0,52.0,0.0,0.0,0.0,8.0,7.0,0.0,2.0,45.0,0.411985187306913,1
318.0,2594.0,93.0,186.0,3.0,0.0,0.0,15.0,7.0,178.0,19.0,94.0,0.831953524648453,0
30981.0,2919.0,740.0,13841.0,64.0,4.0,0.0,2912.0,2920.0,381.0,3104.0,20315.0,0.661673179614133,1
234.0,1201.0,47.0,100.0,1.0,0.0,0.0,21.0,5.0,11.0,9.0,183.0,0.915024129447388,0
4622.0,3180.0,1049.0,686.0,22.0,0.0,0.0,752.0,9.0,38.0,49.0,3288.0,0.661673179614133,1
6139.0,3363.0,734.0,493.0,55.0,0.0,0.0,258.0,10.0,28.0,16.0,5528.0,1.48165413798567,1
168.0,59.0,18.0,28.0,1.0,0.0,0.0,90.0,0.0,9.0,12.0,55.0,0.594368207936839,0
473.0,4116.0,130.0,114.0,6.0,0.0,0.0,27.0,0.0,9.0,1.0,431.0,0.831953524648453,1
387.0,3147.0,216.0,236.0,3.0,0.0,0.0,6.0,1.0,27.0,35.0,314.0,0.982449108801872,0
124.0,2881.0,33.0,58.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,121.0,1.29126262950745,1
4434.0,2196.0,809.0,439.0,1.0,0.0,0.0,7.0,218.0,603.0,270.0,2920.0,0.661673179614133,0
245.0,1813.0,54.0,141.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,242.0,0.982449108801872,1
339.0,75.0,23.0,8.0,0.0,0.0,0.0,18.0,4.0,1.0,3.0,2.0,0.831953524648453,1
250.0,429.0,52.0,38.0,4.0,0.0,0.0,11.0,0.0,0.0,3.0,233.0,0.982449108801872,1
483.0,3716.0,115.0,146.0,3.0,0.0,0.0,18.0,5.0,53.0,46.0,324.0,0.982449108801872,1
1751.0,1425.0,169.0,575.0,14.0,0.0,0.0,51.0,7.0,5.0,20.0,1651.0,1.48165413798567,1
150.0,894.0,37.0,43.0,3.0,0.0,0.0,22.0,5.0,5.0,3.0,52.0,1.02771709743701,1
1243.0,2783.0,223.0,389.0,59.0,0.0,0.0,13.0,12.0,124.0,39.0,1044.0,1.48165413798567,1
70.0,2092.0,16.0,18.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,64.0,1.05714931610548,1
128.0,1670.0,53.0,59.0,3.0,0.0,0.0,25.0,34.0,3.0,24.0,28.0,0.997535302103113,2
245.0,2769.0,46.0,70.0,7.0,0.0,0.0,21.0,1.0,1.0,13.0,199.0,1.20440316450483,0
220.0,2020.0,42.0,67.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,211.0,0.997535302103113,0
666.0,59.0,31.0,252.0,105.0,0.0,0.0,6.0,5.0,0.0,6.0,547.0,0.915024129447388,0
318.0,2064.0,57.0,32.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,312.0,1.20440316450483,0
198.0,2203.0,94.0,46.0,10.0,0.0,0.0,28.0,0.0,2.0,8.0,157.0,0.594368207936839,2
972.0,1097.0,37.0,364.0,123.0,0.0,0.0,33.0,4.0,61.0,20.0,834.0,1.00522694513289,0
877.0,1566.0,71.0,58.0,13.0,0.0,0.0,31.0,15.0,14.0,63.0,748.0,0.661673179614133,0
578.0,2814.0,161.0,284.0,22.0,0.0,0.0,19.0,41.0,24.0,20.0,438.0,0.915024129447388,2
67.0,50.0,2.0,13.0,0.0,0.0,0.0,25.0,0.0,0.0,11.0,31.0,0.800528377424059,2
96.0,2646.0,55.0,55.0,0.0,0.0,0.0,31.0,0.0,3.0,0.0,55.0,1.02771709743701,1
55.0,2992.0,14.0,9.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,52.0,1.05714931610548,0
642.0,2352.0,157.0,130.0,9.0,0.0,0.0,52.0,5.0,57.0,81.0,387.0,0.915024129447388,1
57.0,2087.0,20.0,22.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,52.0,0.411985187306913,1
52.0,1355.0,17.0,8.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,44.0,0.800528377424059,0
274.0,274.0,33.0,132.0,8.0,0.0,0.0,4.0,9.0,4.0,18.0,236.0,0.915024129447388,1
52.0,1503.0,18.0,22.0,2.0,0.0,0.0,2.0,0.0,1.0,6.0,43.0,1.86500803160946,1
2011.0,4493.0,340.0,305.0,65.0,0.0,0.0,371.0,17.0,18.0,83.0,1391.0,1.00522694513289,0
106.0,3859.0,54.0,38.0,2.0,0.0,0.0,12.0,1.0,22.0,7.0,58.0,1.02771709743701,1
132.0,8.0,4.0,41.0,0.0,0.0,0.0,9.0,6.0,8.0,20.0,86.0,1.29126262950745,1
166.0,2398.0,32.0,66.0,7.0,0.0,0.0,36.0,15.0,12.0,5.0,87.0,0.594368207936839,1
75.0,198.0,8.0,5.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,67.0,1.05714931610548,2
82.0,309.0,26.0,24.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,72.0,1.86500803160946,0
73.0,123.0,5.0,3.0,0.0,0.0,0.0,72.0,1.0,0.0,0.0,0.0,1.05714931610548,2
1224.0,1462.0,88.0,82.0,3.0,0.0,0.0,6.0,53.0,88.0,101.0,970.0,0.865617488080534,0
51.0,83.0,5.0,9.0,1.0,0.0,0.0,31.0,0.0,0.0,1.0,19.0,1.86500803160946,2
99.0,237.0,25.0,26.0,4.0,0.0,0.0,9.0,0.0,0.0,0.0,89.0,0.594368207936839,0
108.0,3988.0,48.0,84.0,0.0,0.0,0.0,7.0,0.0,5.0,13.0,83.0,0.594368207936839,0
133.0,3354.0,75.0,78.0,12.0,0.0,0.0,6.0,2.0,12.0,13.0,91.0,1.02771709743701,1
1688.0,2317.0,311.0,330.0,26.0,0.0,0.0,103.0,3.0,29.0,33.0,1383.0,1.48165413798567,1
743.0,202.0,98.0,76.0,22.0,0.0,0.0,475.0,0.0,30.0,0.0,234.0,1.20440316450483,0
52.0,2746.0,32.0,32.0,5.0,0.0,0.0,3.0,0.0,0.0,3.0,42.0,0.800528377424059,1
60.0,57.0,7.0,5.0,1.0,0.0,0.0,35.0,2.0,0.0,6.0,17.0,1.86500803160946,2
538.0,186.0,74.0,45.0,5.0,0.0,0.0,21.0,4.0,5.0,2.0,463.0,0.831953524648453,1
2835.0,1667.0,539.0,228.0,32.0,0.0,0.0,3.0,4.0,28.0,35.0,2755.0,0.661673179614133,0
107.0,968.0,31.0,74.0,0.0,0.0,0.0,1.0,0.0,25.0,0.0,81.0,1.29126262950745,0
245.0,420.0,26.0,133.0,10.0,0.0,0.0,15.0,5.0,62.0,1.0,126.0,0.915024129447388,1
193.0,1118.0,31.0,33.0,0.0,0.0,0.0,24.0,124.0,10.0,6.0,21.0,1.02771709743701,0
2208.0,3827.0,513.0,584.0,69.0,0.0,0.0,156.0,80.0,189.0,94.0,1593.0,1.00522694513289,0
395.0,2465.0,211.0,307.0,4.0,0.0,0.0,7.0,0.0,3.0,1.0,333.0,0.982449108801872,0
85.0,3525.0,27.0,49.0,7.0,0.0,0.0,5.0,0.0,11.0,2.0,67.0,0.411985187306913,2
51.0,769.0,6.0,3.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,45.0,1.86500803160946,1
630.0,1701.0,115.0,169.0,24.0,0.0,0.0,6.0,0.0,50.0,16.0,510.0,0.915024129447388,1
289.0,811.0,100.0,67.0,17.0,0.0,0.0,38.0,0.0,0.0,2.0,196.0,0.831953524648453,1
195.0,3677.0,53.0,22.0,0.0,0.0,0.0,44.0,0.0,7.0,2.0,142.0,1.02771709743701,0
520.0,3113.0,78.0,73.0,10.0,0.0,0.0,1.0,5.0,5.0,3.0,505.0,0.915024129447388,1
396.0,2161.0,52.0,73.0,13.0,0.0,0.0,80.0,0.0,5.0,2.0,296.0,0.831953524648453,1
469.0,3148.0,170.0,187.0,40.0,0.0,0.0,49.0,0.0,0.0,13.0,388.0,0.831953524648453,1
228.0,3253.0,36.0,203.0,13.0,0.0,0.0,5.0,1.0,2.0,0.0,218.0,0.831953524648453,1
52.0,858.0,13.0,22.0,6.0,0.0,0.0,3.0,0.0,8.0,0.0,41.0,0.411985187306913,1
308.0,353.0,30.0,16.0,0.0,0.0,0.0,1.0,0.0,38.0,8.0,261.0,0.915024129447388,0
363.0,2557.0,154.0,139.0,2.0,0.0,0.0,52.0,10.0,20.0,27.0,219.0,0.831953524648453,0
316.0,2889.0,39.0,308.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,251.0,1.20440316450483,0
229.0,4033.0,44.0,58.0,27.0,0.0,0.0,1.0,0.0,3.0,0.0,224.0,1.20440316450483,0
72.0,2046.0,21.0,21.0,1.0,0.0,0.0,33.0,5.0,2.0,5.0,27.0,0.411985187306913,1
129.0,2854.0,48.0,46.0,1.0,0.0,0.0,28.0,1.0,3.0,1.0,93.0,0.594368207936839,1
823.0,2558.0,306.0,191.0,13.0,0.0,0.0,6.0,0.0,17.0,4.0,773.0,1.20440316450483,1
54.0,27.0,4.0,2.0,0.0,0.0,0.0,53.0,0.0,0.0,1.0,0.0,0.411985187306913,1
2218.0,4340.0,546.0,932.0,27.0,0.0,0.0,10.0,112.0,128.0,89.0,1825.0,0.661673179614133,1
83.0,215.0,12.0,20.0,2.0,0.0,0.0,13.0,7.0,0.0,6.0,34.0,0.800528377424059,1
1040.0,2645.0,265.0,124.0,4.0,0.0,0.0,1.0,39.0,91.0,76.0,677.0,0.661673179614133,1
1228.0,2562.0,349.0,478.0,11.0,0.0,0.0,391.0,47.0,12.0,41.0,602.0,1.00522694513289,1
145.0,544.0,30.0,38.0,3.0,0.0,0.0,10.0,1.0,2.0,4.0,114.0,0.997535302103113,1
221.0,2608.0,90.0,123.0,19.0,0.0,0.0,9.0,4.0,9.0,11.0,179.0,1.02771709743701,0
1272.0,739.0,197.0,126.0,7.0,0.0,0.0,90.0,10.0,70.0,33.0,951.0,1.00522694513289,1
632.0,4014.0,59.0,88.0,5.0,0.0,0.0,52.0,0.0,161.0,59.0,346.0,0.831953524648453,0
201.0,2199.0,43.0,50.0,2.0,0.0,0.0,11.0,2.0,21.0,32.0,134.0,0.594368207936839,1
2186.0,2228.0,669.0,1611.0,17.0,0.0,0.0,18.0,8.0,12.0,70.0,1897.0,1.00522694513289,1
1318.0,3499.0,85.0,39.0,6.0,0.0,0.0,1.0,0.0,2.0,3.0,1294.0,0.865617488080534,1
58.0,56.0,2.0,6.0,1.0,0.0,0.0,4.0,0.0,2.0,3.0,48.0,0.800528377424059,0
250.0,1469.0,66.0,65.0,4.0,0.0,0.0,2.0,1.0,0.0,0.0,243.0,0.915024129447388,1
17950.0,4036.0,976.0,6272.0,126.0,0.0,0.0,320.0,1124.0,852.0,1265.0,13153.0,1.48165413798567,1
1596.0,724.0,138.0,203.0,42.0,0.0,0.0,77.0,3.0,7.0,16.0,1227.0,0.661673179614133,1
149.0,2657.0,59.0,100.0,0.0,0.0,0.0,7.0,18.0,6.0,0.0,118.0,0.594368207936839,1
68.0,602.0,13.0,29.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,66.0,1.86500803160946,0
