N1,N2,N3,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,label
8992.0,0.92,151.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Funded Startup,1,0
28023.0,0.698,157.0,city_134,Male,No relevent experience,no_enrollment,Masters,STEM,12,500-999,NGO,1,0
22130.0,0.92,106.0,city_160,Male,Has relevent experience,Full time course,Graduate,STEM,8,50-99,Pvt Ltd,3,0
32600.0,0.897,23.0,city_136,,Has relevent experience,no_enrollment,Masters,STEM,10,10/49,Pvt Ltd,2,0
20733.0,0.91,47.0,city_16,Male,Has relevent experience,no_enrollment,Masters,STEM,10,10000+,Pvt Ltd,>4,0
20155.0,0.698,12.0,city_106,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,10/49,Pvt Ltd,1,0
31972.0,0.843,68.0,city_159,Male,Has relevent experience,no_enrollment,Masters,STEM,11,100-500,Pvt Ltd,1,0
13329.0,0.926,4.0,city_114,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,,,>4,0
31755.0,0.91,20.0,city_16,Male,Has relevent experience,no_enrollment,Masters,STEM,11,10000+,Pvt Ltd,3,0
30999.0,0.92,55.0,city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,14,5000-9999,Pvt Ltd,3,1
8642.0,0.887,45.0,city_100,,No relevent experience,no_enrollment,High School,,1,,,never,0
22101.0,0.92,4.0,city_103,Male,No relevent experience,Full time course,Graduate,STEM,7,,,3,1
24136.0,0.624,134.0,city_21,,No relevent experience,Full time course,Masters,STEM,2,,,never,0
33136.0,0.92,15.0,city_103,Other,No relevent experience,Full time course,Graduate,STEM,3,,,3,1
19012.0,0.743,29.0,city_116,Male,Has relevent experience,Full time course,High School,,7,50-99,NGO,1,0
26634.0,0.804,254.0,city_102,Male,Has relevent experience,no_enrollment,Masters,STEM,16,,,1,0
31401.0,0.92,116.0,city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,18,10000+,Pvt Ltd,2,0
25711.0,0.91,28.0,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,0
10614.0,0.91,35.0,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Pvt Ltd,2,0
26287.0,0.7659999999999999,73.0,city_158,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,<10,Funded Startup,1,0
18686.0,0.624,44.0,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,,,1,0
16127.0,0.91,114.0,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,500-999,Pvt Ltd,1,0
5707.0,0.855,53.0,city_67,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10/49,Funded Startup,2,0
10492.0,0.884,25.0,city_71,,Has relevent experience,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,>4,0
20998.0,0.91,156.0,city_16,Male,No relevent experience,no_enrollment,Masters,STEM,>20,,,3,0
12764.0,0.92,130.0,city_103,,No relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,4,0
20176.0,0.91,12.0,city_16,Male,No relevent experience,no_enrollment,High School,,2,,,never,0
19006.0,0.92,20.0,city_103,,Has relevent experience,no_enrollment,,,10,5000-9999,Pvt Ltd,1,0
24300.0,0.698,20.0,city_84,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,100-500,Pvt Ltd,2,0
7843.0,0.939,54.0,city_75,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,10000+,Pvt Ltd,1,1
1479.0,0.91,45.0,city_16,Male,No relevent experience,no_enrollment,Graduate,Humanities,14,10/49,Pvt Ltd,>4,0
30514.0,0.794,50.0,city_105,Male,Has relevent experience,Part time course,Graduate,STEM,7,100-500,,1,0
25200.0,0.624,118.0,city_21,Female,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,1,0
7468.0,0.866,75.0,city_57,Male,No relevent experience,Full time course,Graduate,STEM,2,,,never,0
26485.0,0.92,34.0,city_103,,No relevent experience,no_enrollment,Primary School,,6,,,1,0
19306.0,0.915,28.0,city_99,Female,Has relevent experience,no_enrollment,Graduate,STEM,18,50-99,,2,0
31714.0,0.624,51.0,city_21,,Has relevent experience,no_enrollment,Graduate,STEM,3,,,1,0
9961.0,0.92,13.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,Other,>20,50-99,Pvt Ltd,>4,0
32644.0,0.893,85.0,city_36,Male,Has relevent experience,no_enrollment,Masters,STEM,17,50-99,Pvt Ltd,>4,0
26175.0,0.926,36.0,city_114,Male,No relevent experience,Full time course,Graduate,STEM,>20,,,>4,0
26637.0,0.866,65.0,city_57,,No relevent experience,no_enrollment,Graduate,STEM,13,50-99,NGO,2,0
9323.0,0.91,44.0,city_16,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,100-500,Funded Startup,4,0
19767.0,0.8959999999999999,66.0,city_50,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,,,1,0
29737.0,0.897,15.0,city_136,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,5000-9999,Pvt Ltd,>4,0
14359.0,0.579,135.0,city_74,,No relevent experience,Full time course,Graduate,STEM,4,<10,Public Sector,1,0
29324.0,0.897,14.0,city_136,Male,No relevent experience,Full time course,Graduate,STEM,4,,,never,1
32893.0,0.682,160.0,city_19,Female,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,4,0
5366.0,0.91,81.0,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,>4,0
14421.0,0.624,9.0,city_21,,Has relevent experience,no_enrollment,Masters,STEM,3,100-500,Pvt Ltd,1,1
21964.0,0.939,33.0,city_28,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10/49,Pvt Ltd,>4,0
10057.0,0.843,1.0,city_159,Male,Has relevent experience,Full time course,Masters,STEM,8,,,1,0
4198.0,0.92,42.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,500-999,Pvt Ltd,2,0
5785.0,0.91,64.0,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,,,1,0
1875.0,0.624,30.0,city_21,Male,Has relevent experience,no_enrollment,Masters,Business Degree,16,<10,Pvt Ltd,1,1
7383.0,0.855,41.0,city_67,Female,Has relevent experience,Part time course,Graduate,STEM,7,10000+,Pvt Ltd,1,0
2628.0,0.579,20.0,city_78,Male,Has relevent experience,no_enrollment,High School,,8,,,1,0
30663.0,0.926,77.0,city_114,Male,Has relevent experience,no_enrollment,Masters,STEM,15,50-99,Funded Startup,1,0
25438.0,0.92,67.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,1000-4999,Pvt Ltd,>4,0
332.0,0.91,46.0,city_16,Male,No relevent experience,no_enrollment,Graduate,STEM,4,,,2,0
2865.0,0.91,144.0,city_16,Male,Has relevent experience,no_enrollment,Masters,STEM,16,10/49,Pvt Ltd,1,0
28674.0,0.92,33.0,city_160,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,50-99,Pvt Ltd,>4,1
17864.0,0.91,284.0,city_16,Male,Has relevent experience,Part time course,Masters,STEM,>20,50-99,Funded Startup,1,0
17681.0,0.92,26.0,city_160,Male,Has relevent experience,Full time course,Graduate,STEM,7,,,1,0
12243.0,0.7759999999999999,1.0,city_40,Male,No relevent experience,Full time course,Graduate,STEM,7,,,never,0
17877.0,0.91,57.0,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,1
25593.0,0.92,54.0,city_103,Male,Has relevent experience,Full time course,Graduate,STEM,5,<10,Early Stage Startup,1,0
9872.0,0.92,81.0,city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,14,100-500,Pvt Ltd,3,0
1566.0,0.92,3.0,city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,5,5000-9999,Pvt Ltd,2,0
32076.0,0.55,40.0,city_11,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,1,1
29418.0,0.92,23.0,city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,5,1000-4999,,1,0
17162.0,0.624,11.0,city_21,Male,No relevent experience,no_enrollment,Graduate,STEM,4,10/49,Pvt Ltd,1,1
24064.0,0.624,68.0,city_21,,Has relevent experience,,Masters,STEM,13,,,1,1
14609.0,0.893,15.0,city_36,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,500-999,Pvt Ltd,4,1
31455.0,0.921,76.0,city_167,Male,No relevent experience,Full time course,Graduate,STEM,3,,,1,1
6110.0,0.926,74.0,city_114,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10/49,Pvt Ltd,>4,1
27032.0,0.926,40.0,city_114,,Has relevent experience,no_enrollment,Graduate,STEM,16,50-99,Pvt Ltd,>4,0
313.0,0.92,4.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,10/49,Pvt Ltd,2,0
531.0,0.92,80.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,0
32899.0,0.925,270.0,city_89,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,1,1
30034.0,0.91,196.0,city_16,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,>4,0
13194.0,0.92,54.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,2,1
17420.0,0.698,106.0,city_117,,No relevent experience,no_enrollment,Graduate,STEM,6,,,never,1
6285.0,0.92,133.0,city_160,Male,Has relevent experience,no_enrollment,High School,,5,50-99,,1,0
5355.0,0.91,51.0,city_16,Male,Has relevent experience,Part time course,Graduate,STEM,9,10000+,Pvt Ltd,2,0
24622.0,0.92,77.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,0
11997.0,0.738,50.0,city_123,Male,Has relevent experience,no_enrollment,Masters,STEM,12,10/49,Early Stage Startup,1,0
962.0,0.527,96.0,city_128,Male,Has relevent experience,no_enrollment,Masters,STEM,4,100-500,Funded Startup,1,1
27656.0,0.921,200.0,city_167,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10/49,Pvt Ltd,>4,0
14506.0,0.6659999999999999,38.0,city_64,,No relevent experience,Full time course,Graduate,STEM,5,,,1,1
17364.0,0.527,17.0,city_128,Male,No relevent experience,no_enrollment,Graduate,Other,5,,,1,1
26150.0,0.92,1.0,city_103,Male,No relevent experience,Full time course,Graduate,Other,6,,,never,1
13417.0,0.624,11.0,city_21,,Has relevent experience,no_enrollment,Masters,STEM,5,50-99,Pvt Ltd,1,1
4598.0,0.8270000000000001,4.0,city_41,Male,No relevent experience,no_enrollment,Graduate,STEM,10,,,4,0
23320.0,0.624,82.0,city_21,,No relevent experience,Full time course,Masters,STEM,1,,,1,1
9054.0,0.92,167.0,city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,100-500,Pvt Ltd,>4,0
31015.0,0.92,204.0,city_103,Female,Has relevent experience,no_enrollment,Masters,Humanities,19,100-500,Funded Startup,1,0
11055.0,0.91,78.0,city_16,Male,No relevent experience,Full time course,High School,,6,,,never,0
13844.0,0.926,156.0,city_114,,No relevent experience,Full time course,Graduate,STEM,15,10000+,Pvt Ltd,>4,0
23641.0,0.92,18.0,city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,never,1
25555.0,0.92,107.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,,Public Sector,2,1
14600.0,0.884,141.0,city_71,Other,Has relevent experience,no_enrollment,Masters,STEM,10,100-500,Pvt Ltd,>4,0
23505.0,0.92,106.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,100-500,Pvt Ltd,>4,0
3998.0,0.949,59.0,city_98,Other,No relevent experience,Full time course,Graduate,STEM,9,<10,Early Stage Startup,1,0
13751.0,0.92,23.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,Humanities,14,<10,Pvt Ltd,>4,0
24949.0,0.6659999999999999,1.0,city_64,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,NGO,1,0
24509.0,0.92,8.0,city_103,,No relevent experience,no_enrollment,Primary School,,4,,,never,0
15044.0,0.92,14.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,1000-4999,Pvt Ltd,2,0
14091.0,0.92,26.0,city_160,,No relevent experience,no_enrollment,Primary School,,4,,,never,0
17695.0,0.92,31.0,city_103,Female,Has relevent experience,no_enrollment,Phd,STEM,>20,10000+,Public Sector,4,0
3494.0,0.897,47.0,city_136,,Has relevent experience,no_enrollment,Graduate,Arts,10,50-99,Pvt Ltd,1,0
1545.0,0.92,55.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,4,0
16520.0,0.624,4.0,city_21,,Has relevent experience,no_enrollment,Masters,STEM,4,10000+,Pvt Ltd,1,0
23051.0,0.754,158.0,city_73,Male,Has relevent experience,Full time course,High School,,4,10000+,Pvt Ltd,1,0
22623.0,0.624,21.0,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,2,0
7016.0,0.802,14.0,city_65,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,2,1
2493.0,0.897,52.0,city_136,Male,Has relevent experience,no_enrollment,Masters,,10,1000-4999,Pvt Ltd,2,0
12651.0,0.926,42.0,city_114,,Has relevent experience,no_enrollment,Masters,STEM,16,100-500,Pvt Ltd,>4,0
2023.0,0.698,70.0,city_76,Male,No relevent experience,no_enrollment,Graduate,STEM,1,1000-4999,,1,1
3764.0,0.754,48.0,city_73,,No relevent experience,no_enrollment,Graduate,Humanities,15,10/49,Pvt Ltd,>4,1
11142.0,0.836,104.0,city_138,Male,Has relevent experience,Full time course,Graduate,STEM,2,100-500,Pvt Ltd,1,0
10786.0,0.92,52.0,city_103,Male,Has relevent experience,no_enrollment,Masters,Humanities,18,5000-9999,Other,>4,0
11407.0,0.624,42.0,city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,6,10000+,Public Sector,2,1
32297.0,0.92,5.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,100-500,Pvt Ltd,>4,0
7684.0,0.624,25.0,city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,16,10000+,Pvt Ltd,4,1
519.0,0.924,90.0,city_104,,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,2,0
5060.0,0.91,78.0,city_16,Male,No relevent experience,,,,2,,,never,0
11587.0,0.624,14.0,city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,10,1000-4999,,2,0
31505.0,0.848,80.0,city_27,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,1,0
16672.0,0.91,47.0,city_16,,Has relevent experience,no_enrollment,Masters,STEM,14,1000-4999,,,0
23530.0,0.624,68.0,city_21,Female,No relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,1,1
4275.0,0.884,218.0,city_71,Male,Has relevent experience,Full time course,Graduate,STEM,>20,10/49,Pvt Ltd,>4,0
3864.0,0.895,6.0,city_10,Male,Has relevent experience,Part time course,Graduate,STEM,19,<10,Early Stage Startup,4,0
16640.0,0.763,46.0,city_141,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,1,0
13091.0,0.92,55.0,city_160,Male,No relevent experience,Part time course,Graduate,Other,6,10000+,Public Sector,3,0
8376.0,0.92,23.0,city_103,Female,No relevent experience,no_enrollment,Masters,Humanities,4,1000-4999,Pvt Ltd,1,0
20097.0,0.92,107.0,city_103,Other,Has relevent experience,no_enrollment,Masters,STEM,>20,,,3,1
6034.0,0.767,55.0,city_162,,Has relevent experience,Full time course,Graduate,STEM,3,50-99,Public Sector,,0
8118.0,0.939,128.0,city_75,,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,,3,0
9532.0,0.92,72.0,city_160,Female,Has relevent experience,no_enrollment,Masters,STEM,2,10/49,Pvt Ltd,2,0
8976.0,0.762,58.0,city_46,,Has relevent experience,Full time course,Graduate,STEM,5,10000+,NGO,never,0
6208.0,0.92,8.0,city_103,,No relevent experience,no_enrollment,Primary School,,<1,,,never,0
16145.0,0.92,41.0,city_103,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,0
24332.0,0.897,13.0,city_136,Male,Has relevent experience,no_enrollment,Masters,STEM,9,500-999,Pvt Ltd,2,0
16930.0,0.926,294.0,city_114,Male,Has relevent experience,,Masters,STEM,19,10000+,Pvt Ltd,1,0
21505.0,0.926,34.0,city_114,,Has relevent experience,Full time course,Graduate,STEM,18,1000-4999,Pvt Ltd,3,1
2022.0,0.92,101.0,city_103,,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Funded Startup,4,0
7465.0,0.92,62.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,2,0
20049.0,0.92,106.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,>4,0
3725.0,0.92,10.0,city_103,Male,Has relevent experience,no_enrollment,Masters,Humanities,>20,<10,Early Stage Startup,4,0
13519.0,0.878,30.0,city_173,Male,Has relevent experience,no_enrollment,Masters,STEM,8,100-500,NGO,1,0
8608.0,0.939,77.0,city_28,Female,Has relevent experience,no_enrollment,Masters,STEM,7,100-500,NGO,>4,1
27017.0,0.754,7.0,city_73,Other,No relevent experience,no_enrollment,Graduate,STEM,<1,,,never,0
12658.0,0.698,52.0,city_70,Male,Has relevent experience,no_enrollment,,,6,,,>4,0
18437.0,0.91,24.0,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10/49,Pvt Ltd,1,0
540.0,0.915,48.0,city_99,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,>4,0
24912.0,0.624,17.0,city_21,Male,No relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,1,0
4892.0,0.624,174.0,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,5000-9999,Pvt Ltd,never,0
17493.0,0.91,129.0,city_16,Male,Has relevent experience,no_enrollment,Masters,STEM,7,<10,Pvt Ltd,2,0
10653.0,0.624,332.0,city_21,,Has relevent experience,no_enrollment,Graduate,STEM,3,<10,Pvt Ltd,1,0
9676.0,0.925,85.0,city_97,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,0
13720.0,0.893,73.0,city_36,Male,Has relevent experience,no_enrollment,High School,,16,10/49,Pvt Ltd,>4,0
3089.0,0.624,32.0,city_21,,Has relevent experience,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,1,1
19563.0,0.926,11.0,city_114,Male,Has relevent experience,Part time course,Graduate,STEM,5,50-99,Pvt Ltd,1,0
13760.0,0.5579999999999999,26.0,city_101,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,1,1
2403.0,0.802,9.0,city_65,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,2,0
22385.0,0.698,44.0,city_152,,Has relevent experience,Full time course,Masters,STEM,12,,,1,0
10270.0,0.924,37.0,city_104,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,>4,0
5794.0,0.91,12.0,city_16,,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,1,0
883.0,0.92,12.0,city_103,Male,Has relevent experience,no_enrollment,Phd,STEM,13,10000+,Public Sector,>4,0
25331.0,0.698,42.0,city_24,,No relevent experience,no_enrollment,High School,,<1,,,1,1
22186.0,0.92,28.0,city_103,,Has relevent experience,no_enrollment,Graduate,STEM,16,,,>4,0
15473.0,0.527,20.0,city_128,Male,Has relevent experience,Part time course,Masters,STEM,13,,,>4,1
13971.0,0.92,42.0,city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Public Sector,2,0
1207.0,0.926,118.0,city_114,Male,Has relevent experience,no_enrollment,High School,,13,100-500,Pvt Ltd,>4,0
32413.0,0.865,40.0,city_93,Male,No relevent experience,no_enrollment,Primary School,,5,50-99,,never,0
26403.0,0.55,146.0,city_11,,Has relevent experience,Part time course,,,16,50-99,Public Sector,2,1
13854.0,0.924,36.0,city_104,Male,Has relevent experience,no_enrollment,High School,,4,10/49,Pvt Ltd,2,0
23367.0,0.624,149.0,city_21,Male,Has relevent experience,Full time course,Masters,STEM,8,1000-4999,Pvt Ltd,1,0
26259.0,0.92,4.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,NGO,2,0
4824.0,0.92,41.0,city_103,Female,Has relevent experience,no_enrollment,Graduate,Arts,17,<10,Pvt Ltd,2,0
13152.0,0.92,96.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,50-99,Funded Startup,1,0
5336.0,0.754,57.0,city_73,Male,Has relevent experience,Part time course,High School,,5,10/49,Funded Startup,2,0
6565.0,0.624,56.0,city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,2,1
23895.0,0.624,55.0,city_21,Male,No relevent experience,no_enrollment,High School,,<1,,,never,0
5584.0,0.789,10.0,city_115,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,1,0
29494.0,0.92,50.0,city_103,Male,No relevent experience,Full time course,Graduate,STEM,2,,Public Sector,1,1
23054.0,0.92,56.0,city_103,Male,Has relevent experience,no_enrollment,High School,,19,,,1,0
20560.0,0.767,149.0,city_162,,Has relevent experience,Full time course,Graduate,STEM,1,10/49,Pvt Ltd,never,0
31926.0,0.92,66.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,<10,,1,0
19358.0,0.624,66.0,city_21,,Has relevent experience,no_enrollment,Graduate,Other,<1,10000+,Pvt Ltd,,1
2180.0,0.624,50.0,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,50-99,Pvt Ltd,1,0
5847.0,0.624,146.0,city_21,Male,Has relevent experience,Full time course,Masters,STEM,11,,,2,0
3065.0,0.92,50.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Funded Startup,1,0
12943.0,0.92,50.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,4,0
29209.0,0.92,30.0,city_103,Male,Has relevent experience,Part time course,Graduate,STEM,7,10000+,Public Sector,2,0
32788.0,0.624,97.0,city_21,Male,No relevent experience,Full time course,High School,,3,,,1,0
23822.0,0.6890000000000001,24.0,city_149,,Has relevent experience,no_enrollment,Graduate,STEM,<1,<10,Pvt Ltd,>4,0
20982.0,0.923,35.0,city_83,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,10/49,Pvt Ltd,1,0
21629.0,0.895,122.0,city_10,,Has relevent experience,Full time course,Graduate,STEM,2,10000+,Pvt Ltd,1,0
15068.0,0.83,7.0,city_77,Male,No relevent experience,no_enrollment,Primary School,,2,,,1,0
33333.0,0.682,20.0,city_19,Male,Has relevent experience,no_enrollment,Graduate,Humanities,5,,,1,0
15093.0,0.92,18.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,1,0
8661.0,0.92,3.0,city_103,Male,No relevent experience,no_enrollment,Masters,STEM,10,10000+,Pvt Ltd,3,0
2974.0,0.939,38.0,city_28,Male,Has relevent experience,no_enrollment,Masters,STEM,10,50-99,Other,2,1
22403.0,0.624,151.0,city_21,,Has relevent experience,no_enrollment,Graduate,STEM,5,5000-9999,Pvt Ltd,4,1
1482.0,0.939,52.0,city_75,Male,No relevent experience,no_enrollment,Masters,STEM,15,10000+,Pvt Ltd,>4,0
20350.0,0.624,134.0,city_21,,Has relevent experience,Full time course,Graduate,STEM,5,50-99,Pvt Ltd,1,0
12783.0,0.855,204.0,city_67,Male,Has relevent experience,Full time course,Masters,STEM,8,100-500,Pvt Ltd,>4,0
10695.0,0.624,316.0,city_21,,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,1,0
17863.0,0.915,94.0,city_99,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,1
28719.0,0.939,24.0,city_28,Other,Has relevent experience,no_enrollment,Graduate,Other,>20,500-999,Pvt Ltd,>4,0
14124.0,0.624,52.0,city_21,,No relevent experience,Full time course,High School,,3,,,,0
16559.0,0.698,22.0,city_152,Male,No relevent experience,no_enrollment,High School,,9,,,never,0
1079.0,0.92,13.0,city_103,,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,0
15545.0,0.91,59.0,city_16,,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,1,0
32213.0,0.92,90.0,city_103,Male,Has relevent experience,no_enrollment,Masters,Business Degree,>20,50-99,Pvt Ltd,1,0
22339.0,0.579,47.0,city_74,Male,No relevent experience,Part time course,Graduate,STEM,3,,,never,1
9096.0,0.92,28.0,city_103,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,1
1502.0,0.903,200.0,city_165,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,4,0
7271.0,0.727,300.0,city_142,,Has relevent experience,no_enrollment,Masters,STEM,7,50-99,Pvt Ltd,3,0
25229.0,0.802,30.0,city_65,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,<10,Pvt Ltd,3,0
15852.0,0.926,8.0,city_114,Male,Has relevent experience,no_enrollment,High School,,2,50-99,Pvt Ltd,2,0
23516.0,0.887,45.0,city_100,Male,No relevent experience,no_enrollment,Graduate,Humanities,5,<10,Pvt Ltd,2,1
11252.0,0.887,18.0,city_100,Male,No relevent experience,no_enrollment,Graduate,STEM,14,,,1,0
28464.0,0.939,34.0,city_28,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,>4,0
11779.0,0.884,51.0,city_71,Male,No relevent experience,no_enrollment,Masters,STEM,11,5000-9999,Pvt Ltd,>4,0
30737.0,0.92,55.0,city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,<10,Early Stage Startup,2,0
26687.0,0.926,4.0,city_114,Female,No relevent experience,no_enrollment,Masters,STEM,6,<10,Public Sector,>4,0
16511.0,0.555,86.0,city_145,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,,,never,0
27103.0,0.91,59.0,city_16,Male,Has relevent experience,no_enrollment,Graduate,Arts,12,10000+,Pvt Ltd,4,0
18754.0,0.926,123.0,city_114,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,0
6478.0,0.624,105.0,city_21,Male,No relevent experience,no_enrollment,Masters,STEM,16,500-999,Pvt Ltd,1,0
22397.0,0.92,70.0,city_103,,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,0
213.0,0.624,22.0,city_21,Female,Has relevent experience,no_enrollment,Masters,STEM,3,50-99,Early Stage Startup,1,1
14649.0,0.698,35.0,city_150,,Has relevent experience,no_enrollment,Graduate,STEM,14,1000-4999,Public Sector,1,0
18190.0,0.767,43.0,city_162,,No relevent experience,Full time course,High School,,4,<10,Early Stage Startup,1,0
22942.0,0.92,84.0,city_103,Male,Has relevent experience,Full time course,Masters,STEM,11,10000+,Pvt Ltd,>4,0
11987.0,0.91,27.0,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10/49,Early Stage Startup,4,0
18628.0,0.887,37.0,city_100,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,10/49,Pvt Ltd,1,0
19891.0,0.926,42.0,city_114,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,1
