V1,V2,V5,V7,V8,V10,V11,V16,V17,V18,V20,V21,V22,V23,V24,V26,V27,V28,V29,V30,V32,V33,V35,V36,V41,V42,V43,V45,V46,V50,V52,V53,V54,V59,V60,V61,V62,V63,V65,V67,V70,V71,V72,V73,V74,V75,V76,V77,V78,V80,V82,V85,V86,V87,V88,V91,V94,V95,V3,V4,V6,V9,V12,V13,V14,V15,V19,V25,V31,V34,V37,V38,V39,V40,V44,V47,V48,V49,V51,V55,V56,V57,V58,V64,V66,V68,V69,V79,V81,V83,V84,V89,V90,V92,V93,V96,V97,V98,V99,V100,label
1.0,0.0,0.04,1.0,3.0,2.0,39053.0,0.39,728.0,37.2,53.0,74.5,0.918,195.0,4.0,0.0,433.0,4.0,0.937,689.0,0.634,648.0,4008.0,0.429,2.0,5373.0,1.0,8.75,3.0,1.0,0.0,4.2,0.0,53284.0,5904.0,51.2,1.0,36.6,0.0,19733.0,5.92,0.0,6469.0,0.2,6051.0,1.0,66.0,79.6,4.0,1.0,6.47,47.3,4.44,0.0,736.0,0.0,1.0,5219.0,v4,v4,v3,v1,v1,v2,v1,v1,v2,v1,v2,v6,v3,v3,v2,v1,v5,v3,v3,v1,v5,v5,v3,v1,v3,v5,v2,v2,v4,v5,v1,v3,v1,v6,v3,v1,v2,v4,v2,v1,v1,v4,0
1.0,1.0,0.46,0.0,1.0,3.0,71934.0,0.57,519.0,37.2,57.0,71.7,0.9,264.0,3.0,0.0,452.0,3.0,0.918,869.0,0.444,659.0,4019.0,0.193,1.0,6401.0,0.0,7.75,3.0,1.0,0.0,5.76,1.0,47386.0,6280.0,25.0,1.0,60.7,0.0,20143.0,5.57,2.0,5800.0,0.47,2392.0,1.0,68.0,79.7,0.0,1.0,5.44,46.8,5.75,1.0,438.0,1.0,0.0,5122.0,v3,v4,v2,v1,v1,v1,v4,v4,v1,v4,v2,v1,v2,v1,v5,v1,v3,v3,v1,v5,v4,v2,v1,v2,v3,v2,v1,v5,v3,v5,v3,v2,v2,v6,v3,v1,v1,v2,v2,v4,v2,v4,1
0.0,0.0,0.39,1.0,2.0,2.0,80268.0,0.56,321.0,31.0,34.0,81.0,0.834,244.0,1.0,0.0,315.0,0.0,0.913,757.0,0.552,596.0,5140.0,0.15,0.0,6093.0,2.0,8.3,1.0,2.0,3.0,6.72,1.0,54089.0,6351.0,63.0,0.0,29.5,1.0,19948.0,6.68,0.0,7019.0,0.53,6083.0,1.0,62.0,79.4,0.0,1.0,6.84,47.5,4.59,3.0,456.0,1.0,1.0,5946.0,v1,v4,v2,v2,v1,v1,v5,v6,v2,v3,v2,v2,v5,v4,v4,v2,v2,v5,v3,v3,v1,v5,v1,v2,v2,v1,v2,v3,v4,v3,v4,v1,v1,v1,v3,v1,v2,v1,v1,v5,v2,v2,1
0.0,0.0,0.48,1.0,1.0,2.0,31287.0,0.39,869.0,31.1,50.0,68.2,0.94,240.0,4.0,1.0,312.0,2.0,0.926,741.0,0.636,655.0,6389.0,0.604,1.0,5903.0,3.0,7.6,2.0,1.0,2.0,7.18,0.0,52965.0,6454.0,51.5,0.0,60.8,0.0,19062.0,6.58,3.0,6548.0,0.15,2576.0,2.0,63.0,79.3,5.0,0.0,6.41,44.9,5.21,3.0,453.0,1.0,1.0,5334.0,v5,v2,v3,v3,v2,v1,v1,v4,v2,v3,v2,v4,v4,v1,v4,v2,v1,v1,v3,v5,v3,v2,v3,v2,v1,v3,v2,v2,v1,v4,v4,v2,v2,v3,v1,v2,v2,v1,v3,v5,v2,v5,0
0.0,4.0,0.48,0.0,3.0,0.0,71943.0,0.25,795.0,33.6,51.0,70.2,0.926,243.0,3.0,0.0,402.0,4.0,0.923,547.0,0.58,656.0,5332.0,0.137,3.0,6886.0,1.0,7.44,3.0,2.0,1.0,4.17,0.0,56505.0,6283.0,27.1,1.0,60.6,2.0,20061.0,6.77,3.0,5735.0,0.74,2719.0,2.0,68.0,81.0,0.0,0.0,3.86,45.7,7.62,3.0,523.0,2.0,1.0,5462.0,v2,v3,v1,v2,v3,v2,v5,v4,v2,v2,v1,v3,v1,v1,v1,v1,v5,v4,v2,v4,v3,v3,v1,v1,v2,v4,v1,v1,v4,v5,v4,v1,v1,v2,v2,v2,v2,v5,v2,v4,v1,v5,1
1.0,4.0,0.25,1.0,1.0,1.0,35610.0,0.17,853.0,33.7,61.0,82.7,0.954,267.0,0.0,0.0,437.0,0.0,0.942,694.0,0.636,613.0,6481.0,0.473,3.0,5924.0,1.0,7.72,0.0,2.0,3.0,6.93,0.0,46674.0,6371.0,47.7,0.0,37.3,0.0,20320.0,5.57,2.0,7014.0,0.54,4282.0,1.0,74.0,79.6,2.0,0.0,3.63,43.9,4.48,3.0,903.0,2.0,0.0,6030.0,v6,v3,v3,v2,v2,v2,v3,v5,v1,v1,v1,v6,v1,v4,v1,v1,v2,v2,v2,v3,v2,v1,v1,v3,v2,v2,v2,v2,v3,v1,v4,v2,v2,v2,v2,v2,v2,v4,v1,v3,v2,v3,1
1.0,3.0,0.05,1.0,0.0,3.0,82272.0,0.28,390.0,37.1,50.0,70.3,0.856,194.0,2.0,0.0,468.0,2.0,0.939,877.0,0.594,592.0,5279.0,0.347,3.0,6048.0,4.0,7.3,0.0,1.0,1.0,5.01,1.0,40708.0,5819.0,47.9,0.0,54.5,1.0,21913.0,5.57,2.0,6578.0,0.46,3293.0,0.0,72.0,79.2,5.0,0.0,4.15,62.0,4.28,2.0,899.0,1.0,0.0,5881.0,v3,v1,v2,v4,v2,v2,v5,v5,v2,v4,v2,v5,v1,v4,v3,v1,v3,v4,v3,v5,v2,v3,v3,v2,v2,v4,v2,v5,v4,v3,v3,v1,v2,v4,v2,v1,v2,v2,v3,v4,v1,v3,1
1.0,0.0,0.04,0.0,1.0,2.0,72121.0,0.22,376.0,37.2,44.0,72.0,0.933,269.0,3.0,0.0,323.0,4.0,0.936,773.0,0.605,652.0,3977.0,0.145,2.0,5550.0,1.0,7.71,2.0,1.0,2.0,4.95,0.0,65673.0,6508.0,45.6,1.0,61.4,2.0,16077.0,5.58,1.0,7299.0,0.38,2766.0,2.0,88.0,80.7,1.0,1.0,6.48,48.0,7.7,2.0,471.0,2.0,1.0,5702.0,v1,v3,v3,v4,v2,v1,v4,v2,v1,v1,v1,v3,v2,v1,v1,v2,v3,v2,v2,v6,v5,v1,v4,v2,v2,v1,v2,v1,v2,v5,v2,v1,v1,v3,v2,v2,v1,v1,v3,v3,v1,v2,1
1.0,3.0,0.47,1.0,3.0,3.0,31447.0,0.32,827.0,37.2,63.0,67.1,0.915,277.0,2.0,1.0,428.0,1.0,0.936,803.0,0.51,625.0,6521.0,0.166,1.0,6278.0,1.0,7.74,3.0,1.0,3.0,4.17,0.0,54228.0,6393.0,46.7,1.0,60.7,1.0,18890.0,7.08,1.0,6914.0,0.15,2462.0,2.0,74.0,79.2,4.0,0.0,6.69,48.6,3.46,3.0,539.0,1.0,0.0,5474.0,v5,v1,v1,v1,v2,v2,v4,v1,v2,v3,v1,v1,v3,v1,v1,v2,v2,v2,v1,v4,v5,v5,v4,v1,v2,v4,v2,v3,v1,v5,v3,v2,v1,v3,v3,v1,v1,v5,v2,v5,v2,v4,1
0.0,3.0,0.49,1.0,2.0,1.0,71934.0,0.12,540.0,36.1,32.0,71.8,0.929,205.0,0.0,0.0,451.0,4.0,0.936,730.0,0.445,647.0,5096.0,0.421,2.0,6497.0,4.0,8.09,0.0,2.0,1.0,7.23,0.0,41670.0,6273.0,39.3,1.0,61.0,2.0,13079.0,5.58,3.0,6895.0,0.22,3057.0,2.0,83.0,79.7,1.0,1.0,3.43,44.1,7.38,2.0,697.0,1.0,1.0,5117.0,v6,v4,v2,v3,v3,v1,v5,v6,v1,v3,v1,v4,v2,v2,v5,v2,v5,v6,v3,v3,v3,v4,v2,v1,v3,v3,v2,v4,v4,v2,v2,v3,v2,v5,v2,v1,v2,v4,v2,v4,v2,v5,1
1.0,0.0,0.04,0.0,2.0,2.0,42392.0,0.26,772.0,31.0,28.0,66.4,0.915,236.0,1.0,1.0,359.0,1.0,0.943,762.0,0.588,606.0,5412.0,0.724,2.0,6177.0,2.0,7.61,3.0,0.0,2.0,4.78,1.0,71802.0,5698.0,52.3,1.0,60.7,2.0,13121.0,7.03,3.0,5883.0,0.15,2988.0,1.0,74.0,79.2,5.0,0.0,6.36,51.7,7.94,2.0,672.0,1.0,0.0,5604.0,v6,v4,v3,v1,v3,v2,v1,v3,v2,v4,v2,v6,v2,v2,v4,v1,v3,v1,v1,v2,v2,v5,v4,v2,v3,v3,v2,v4,v2,v1,v4,v3,v2,v6,v3,v1,v1,v1,v2,v2,v1,v2,1
0.0,2.0,0.46,0.0,3.0,0.0,71972.0,0.32,464.0,37.1,61.0,75.5,0.947,206.0,0.0,0.0,427.0,0.0,0.925,626.0,0.584,660.0,5166.0,0.885,3.0,6371.0,0.0,8.26,3.0,2.0,1.0,4.9,0.0,47124.0,6308.0,51.0,1.0,55.1,0.0,20110.0,5.58,3.0,6778.0,0.43,8043.0,2.0,67.0,81.8,2.0,1.0,6.45,62.8,3.79,3.0,421.0,2.0,1.0,6013.0,v4,v1,v2,v1,v2,v2,v1,v4,v2,v4,v2,v1,v5,v4,v3,v2,v2,v3,v3,v4,v5,v5,v4,v2,v3,v5,v2,v3,v3,v1,v1,v2,v1,v3,v3,v1,v2,v2,v3,v6,v2,v3,1
0.0,4.0,0.13,0.0,2.0,3.0,35478.0,0.09,714.0,31.6,44.0,83.1,0.821,198.0,0.0,1.0,398.0,4.0,0.942,677.0,0.454,628.0,5108.0,0.149,0.0,6344.0,3.0,7.31,2.0,2.0,0.0,5.53,0.0,54254.0,5889.0,46.1,1.0,31.1,2.0,20682.0,6.86,2.0,5874.0,0.15,4469.0,1.0,91.0,81.1,3.0,1.0,5.58,50.7,4.74,0.0,394.0,0.0,1.0,5563.0,v5,v1,v3,v3,v1,v1,v4,v3,v2,v4,v2,v3,v2,v4,v5,v2,v4,v1,v2,v3,v5,v5,v1,v2,v1,v2,v2,v1,v3,v5,v4,v1,v1,v5,v3,v2,v1,v1,v2,v1,v2,v2,0
1.0,0.0,0.3,1.0,1.0,1.0,37656.0,0.41,896.0,33.4,50.0,68.5,0.931,262.0,3.0,0.0,340.0,0.0,0.943,709.0,0.576,648.0,4059.0,0.193,2.0,6221.0,0.0,8.26,3.0,1.0,2.0,3.87,1.0,54894.0,6281.0,50.4,1.0,40.5,0.0,16925.0,6.86,1.0,6912.0,0.48,2688.0,1.0,69.0,82.2,4.0,0.0,4.1,47.0,7.83,1.0,368.0,1.0,0.0,6124.0,v4,v4,v2,v3,v1,v1,v3,v1,v2,v3,v1,v6,v5,v2,v1,v1,v3,v3,v3,v1,v1,v2,v1,v2,v2,v5,v2,v2,v4,v5,v4,v2,v2,v3,v2,v2,v2,v4,v2,v4,v1,v2,1
1.0,2.0,0.21,1.0,2.0,1.0,39679.0,0.15,761.0,31.2,37.0,68.8,0.874,226.0,0.0,0.0,401.0,3.0,0.915,846.0,0.528,653.0,6381.0,0.785,1.0,6279.0,0.0,7.75,3.0,2.0,1.0,6.67,0.0,68571.0,6027.0,50.0,0.0,30.2,0.0,16070.0,5.57,3.0,7188.0,0.18,3234.0,2.0,85.0,79.0,1.0,1.0,5.52,48.1,4.46,1.0,667.0,0.0,1.0,5756.0,v3,v3,v2,v2,v3,v2,v4,v4,v2,v3,v2,v3,v2,v4,v3,v1,v1,v2,v3,v6,v4,v3,v5,v3,v3,v2,v1,v3,v3,v5,v4,v2,v1,v1,v1,v1,v2,v2,v2,v1,v2,v5,0
1.0,2.0,0.3,1.0,2.0,2.0,33693.0,0.45,866.0,36.4,50.0,74.0,0.929,249.0,4.0,1.0,487.0,2.0,0.932,604.0,0.643,657.0,5187.0,0.665,2.0,6201.0,0.0,7.6,3.0,0.0,0.0,4.05,1.0,52870.0,6334.0,45.4,0.0,33.0,1.0,19107.0,6.65,3.0,6739.0,0.67,2716.0,2.0,65.0,81.1,0.0,0.0,4.08,56.3,4.39,3.0,496.0,1.0,1.0,5169.0,v1,v2,v3,v4,v3,v1,v5,v6,v2,v2,v1,v1,v2,v1,v2,v1,v4,v2,v2,v2,v4,v2,v4,v2,v3,v1,v2,v5,v2,v3,v4,v1,v1,v2,v1,v1,v2,v3,v3,v2,v2,v5,1
1.0,2.0,0.46,1.0,2.0,1.0,34999.0,0.2,684.0,30.7,30.0,78.8,0.951,270.0,1.0,0.0,460.0,0.0,0.914,774.0,0.458,606.0,5259.0,0.553,2.0,5398.0,2.0,8.21,0.0,1.0,2.0,4.93,1.0,41321.0,6411.0,38.0,0.0,31.2,1.0,22721.0,5.72,0.0,6075.0,0.15,5022.0,2.0,85.0,79.5,1.0,1.0,3.41,55.4,7.45,0.0,480.0,0.0,1.0,5345.0,v2,v2,v1,v2,v3,v1,v5,v5,v2,v1,v2,v4,v1,v4,v4,v1,v4,v3,v2,v1,v4,v5,v1,v2,v3,v1,v2,v4,v4,v3,v2,v3,v1,v1,v1,v2,v1,v1,v1,v6,v1,v5,0
0.0,1.0,0.47,1.0,2.0,1.0,71940.0,0.56,750.0,34.4,56.0,84.8,0.939,282.0,4.0,0.0,283.0,1.0,0.932,872.0,0.465,637.0,4030.0,0.222,2.0,6229.0,4.0,7.74,3.0,1.0,1.0,3.84,1.0,62358.0,6411.0,35.7,1.0,42.0,2.0,17245.0,5.57,0.0,6770.0,0.24,2881.0,0.0,68.0,81.9,4.0,1.0,4.57,52.1,6.23,3.0,910.0,2.0,1.0,5865.0,v6,v4,v1,v3,v3,v1,v2,v3,v2,v1,v1,v3,v3,v2,v1,v1,v3,v2,v3,v2,v5,v4,v4,v3,v2,v4,v2,v2,v4,v1,v2,v2,v1,v4,v1,v2,v2,v4,v1,v3,v1,v4,2
0.0,4.0,0.14,1.0,2.0,1.0,42453.0,0.56,851.0,30.2,41.0,69.7,0.943,255.0,3.0,0.0,349.0,2.0,0.937,818.0,0.624,630.0,4723.0,0.667,1.0,6245.0,3.0,7.52,1.0,1.0,3.0,5.74,1.0,53016.0,6276.0,29.5,0.0,38.4,1.0,16072.0,6.83,0.0,6158.0,0.54,2421.0,2.0,69.0,82.2,2.0,1.0,6.44,46.9,3.98,1.0,763.0,2.0,1.0,5063.0,v3,v4,v1,v1,v1,v2,v4,v1,v2,v4,v2,v1,v1,v3,v1,v2,v5,v3,v1,v4,v2,v4,v3,v1,v2,v1,v1,v2,v2,v1,v4,v1,v2,v1,v2,v2,v1,v2,v3,v2,v2,v4,1
1.0,2.0,0.22,0.0,1.0,0.0,71921.0,0.15,277.0,31.1,41.0,78.1,0.819,280.0,0.0,0.0,481.0,3.0,0.924,818.0,0.573,603.0,4502.0,0.606,3.0,5406.0,2.0,8.29,3.0,0.0,0.0,5.72,1.0,52616.0,5911.0,82.0,1.0,29.2,1.0,17321.0,6.97,3.0,7212.0,0.15,3179.0,2.0,68.0,79.2,5.0,0.0,6.87,52.0,7.88,3.0,440.0,1.0,1.0,5685.0,v4,v3,v3,v4,v2,v2,v1,v3,v1,v1,v2,v6,v3,v2,v2,v1,v1,v2,v3,v5,v4,v3,v2,v3,v2,v3,v1,v1,v4,v2,v2,v2,v2,v2,v2,v1,v1,v1,v3,v1,v1,v4,0
0.0,2.0,0.28,0.0,1.0,3.0,41037.0,0.2,868.0,34.1,44.0,71.0,0.945,204.0,0.0,0.0,480.0,2.0,0.926,591.0,0.467,648.0,5205.0,0.666,0.0,6325.0,2.0,8.49,2.0,0.0,0.0,4.75,1.0,71127.0,6830.0,39.0,0.0,29.9,1.0,16073.0,5.57,1.0,6973.0,0.18,3204.0,2.0,72.0,79.3,1.0,0.0,5.44,45.3,4.44,3.0,468.0,0.0,1.0,5529.0,v1,v3,v1,v3,v1,v2,v3,v4,v1,v4,v1,v3,v4,v4,v2,v1,v4,v4,v2,v4,v2,v3,v2,v2,v3,v3,v2,v3,v4,v1,v4,v3,v1,v3,v2,v2,v2,v5,v2,v1,v2,v1,1
0.0,4.0,0.32,1.0,3.0,1.0,40039.0,0.46,549.0,32.6,60.0,74.3,0.807,257.0,0.0,0.0,422.0,4.0,0.921,545.0,0.608,654.0,4047.0,0.479,3.0,6401.0,3.0,7.4,0.0,0.0,1.0,6.69,1.0,51594.0,5780.0,31.1,0.0,35.3,1.0,19997.0,6.96,3.0,6568.0,0.27,6765.0,0.0,67.0,79.8,4.0,1.0,3.9,44.7,4.39,1.0,790.0,0.0,1.0,5545.0,v2,v3,v1,v1,v2,v2,v2,v2,v1,v2,v2,v1,v3,v3,v1,v1,v2,v3,v1,v6,v4,v4,v5,v2,v1,v4,v1,v4,v4,v5,v3,v3,v2,v5,v1,v2,v2,v5,v1,v6,v2,v5,0
1.0,0.0,0.22,1.0,1.0,2.0,36666.0,0.31,676.0,32.4,32.0,68.0,0.938,248.0,1.0,1.0,443.0,0.0,0.939,704.0,0.493,659.0,5803.0,0.158,2.0,6271.0,2.0,7.56,3.0,2.0,3.0,5.09,1.0,53475.0,6553.0,22.7,1.0,48.4,1.0,15068.0,6.64,0.0,6565.0,0.73,3095.0,0.0,76.0,82.6,3.0,1.0,6.84,45.4,4.01,3.0,437.0,2.0,0.0,5061.0,v4,v4,v3,v4,v1,v2,v5,v4,v1,v1,v2,v1,v3,v3,v1,v2,v5,v6,v1,v4,v5,v2,v3,v2,v1,v1,v1,v2,v4,v3,v4,v1,v1,v2,v3,v2,v2,v1,v3,v3,v2,v4,1
1.0,3.0,0.49,1.0,3.0,2.0,72022.0,0.39,826.0,24.7,58.0,80.4,0.949,203.0,2.0,0.0,480.0,1.0,0.934,769.0,0.661,649.0,6073.0,0.492,1.0,6391.0,3.0,7.39,3.0,1.0,3.0,5.01,0.0,53189.0,6092.0,44.4,1.0,36.5,1.0,17371.0,6.64,2.0,7005.0,0.54,2601.0,0.0,88.0,81.6,1.0,1.0,5.44,59.3,5.19,2.0,889.0,0.0,1.0,5255.0,v5,v4,v2,v2,v1,v2,v2,v2,v1,v4,v1,v5,v3,v2,v1,v2,v3,v5,v2,v2,v1,v4,v1,v2,v2,v3,v2,v1,v3,v1,v3,v3,v1,v4,v1,v2,v1,v4,v3,v6,v2,v5,1
0.0,3.0,0.48,1.0,3.0,2.0,71927.0,0.12,754.0,36.4,63.0,81.3,0.924,192.0,1.0,1.0,394.0,0.0,0.938,545.0,0.456,658.0,5431.0,0.503,0.0,6401.0,3.0,7.85,2.0,0.0,0.0,3.89,1.0,53557.0,6318.0,50.8,0.0,29.7,1.0,20048.0,6.59,3.0,6458.0,0.65,5160.0,1.0,82.0,82.4,1.0,1.0,5.87,56.6,6.3,2.0,416.0,1.0,1.0,5397.0,v4,v4,v3,v3,v2,v1,v5,v5,v1,v4,v2,v1,v1,v2,v4,v1,v5,v6,v1,v3,v1,v5,v4,v1,v3,v3,v2,v3,v1,v3,v3,v2,v2,v5,v1,v1,v2,v1,v2,v1,v1,v2,0
0.0,4.0,0.06,0.0,3.0,3.0,75176.0,0.49,650.0,33.4,63.0,70.5,0.957,228.0,2.0,0.0,418.0,1.0,0.923,705.0,0.495,629.0,4440.0,0.181,3.0,6400.0,4.0,7.58,3.0,0.0,2.0,4.81,1.0,42430.0,5854.0,45.5,1.0,31.2,0.0,19254.0,6.56,1.0,6997.0,0.45,7670.0,1.0,66.0,80.9,2.0,0.0,6.51,44.9,4.44,0.0,457.0,2.0,0.0,5300.0,v1,v3,v3,v4,v2,v1,v5,v3,v2,v3,v1,v6,v1,v2,v2,v2,v3,v3,v1,v6,v3,v4,v5,v3,v2,v4,v1,v2,v2,v4,v1,v3,v2,v2,v3,v1,v1,v4,v3,v5,v2,v2,1
0.0,2.0,0.37,0.0,0.0,0.0,71967.0,0.25,837.0,25.8,51.0,66.6,0.917,224.0,4.0,0.0,458.0,4.0,0.943,625.0,0.608,597.0,6545.0,0.583,2.0,6114.0,2.0,8.52,2.0,0.0,0.0,7.06,0.0,52441.0,6010.0,39.6,1.0,32.9,1.0,16466.0,6.99,3.0,5706.0,0.52,2686.0,0.0,62.0,83.9,1.0,1.0,6.23,44.1,4.46,2.0,442.0,2.0,0.0,5739.0,v3,v2,v3,v3,v2,v1,v4,v6,v1,v4,v2,v5,v2,v3,v1,v2,v4,v2,v3,v6,v5,v3,v3,v1,v2,v5,v2,v5,v2,v1,v1,v2,v1,v1,v3,v2,v2,v1,v1,v3,v1,v3,0
0.0,2.0,0.35,1.0,0.0,3.0,71922.0,0.25,834.0,28.2,51.0,66.4,0.87,189.0,3.0,0.0,390.0,3.0,0.939,826.0,0.618,596.0,3974.0,0.528,1.0,6391.0,2.0,7.52,0.0,0.0,2.0,4.68,0.0,52913.0,5659.0,81.7,0.0,31.9,1.0,16093.0,6.99,0.0,6737.0,0.66,7148.0,1.0,68.0,81.6,4.0,0.0,4.08,44.7,3.82,0.0,757.0,0.0,0.0,5631.0,v2,v4,v2,v3,v2,v1,v3,v2,v1,v4,v2,v1,v1,v3,v1,v1,v4,v4,v2,v2,v3,v5,v3,v1,v1,v5,v1,v1,v4,v3,v2,v2,v1,v4,v3,v1,v1,v5,v3,v3,v1,v5,0
1.0,1.0,0.37,1.0,3.0,0.0,34706.0,0.14,540.0,27.5,40.0,73.4,0.909,210.0,0.0,1.0,425.0,1.0,0.926,814.0,0.445,652.0,6757.0,0.481,3.0,6266.0,0.0,7.41,3.0,2.0,2.0,5.66,1.0,54030.0,5906.0,69.2,1.0,35.8,1.0,15763.0,5.57,1.0,6394.0,0.15,3244.0,0.0,72.0,79.6,0.0,1.0,4.09,49.0,4.36,2.0,808.0,1.0,1.0,5331.0,v2,v4,v3,v2,v1,v2,v1,v1,v1,v4,v1,v4,v5,v3,v3,v2,v5,v2,v3,v3,v4,v1,v4,v1,v2,v4,v1,v5,v4,v2,v1,v1,v1,v1,v3,v1,v2,v2,v3,v3,v2,v2,0
0.0,0.0,0.33,1.0,1.0,2.0,35942.0,0.25,401.0,31.0,27.0,83.1,0.956,264.0,1.0,1.0,323.0,1.0,0.92,706.0,0.614,653.0,5288.0,0.355,0.0,5375.0,4.0,7.72,1.0,1.0,0.0,4.9,0.0,46667.0,6434.0,45.4,0.0,61.4,2.0,16511.0,6.96,3.0,6813.0,0.74,6992.0,0.0,87.0,79.1,5.0,0.0,4.17,47.2,4.46,1.0,442.0,1.0,0.0,5114.0,v1,v3,v2,v3,v2,v2,v1,v2,v2,v2,v2,v6,v4,v4,v1,v1,v4,v5,v3,v6,v3,v5,v1,v3,v2,v5,v2,v5,v2,v3,v4,v2,v2,v1,v3,v2,v2,v2,v3,v1,v1,v5,1
0.0,4.0,0.26,0.0,0.0,1.0,32895.0,0.36,286.0,33.0,34.0,82.7,0.845,257.0,3.0,1.0,395.0,2.0,0.929,878.0,0.463,600.0,3973.0,0.486,0.0,6250.0,0.0,7.43,2.0,2.0,0.0,6.48,1.0,40495.0,6340.0,47.4,0.0,33.1,0.0,18724.0,6.97,0.0,6502.0,0.15,2387.0,0.0,69.0,82.9,4.0,1.0,5.73,50.4,5.26,2.0,472.0,1.0,1.0,5597.0,v5,v4,v2,v3,v3,v2,v1,v4,v1,v2,v2,v6,v5,v1,v3,v2,v5,v5,v3,v3,v5,v2,v3,v1,v2,v2,v1,v2,v2,v4,v3,v1,v1,v6,v2,v2,v1,v1,v2,v3,v1,v4,1
0.0,1.0,0.46,0.0,1.0,2.0,52375.0,0.45,520.0,26.8,28.0,74.1,0.826,196.0,0.0,0.0,386.0,2.0,0.935,547.0,0.483,654.0,5294.0,0.763,2.0,5555.0,3.0,8.15,2.0,1.0,1.0,5.04,0.0,60261.0,6513.0,38.1,1.0,29.7,0.0,19716.0,5.57,1.0,6999.0,0.74,2830.0,2.0,69.0,79.3,2.0,1.0,4.26,44.7,4.25,1.0,386.0,2.0,0.0,6073.0,v5,v1,v3,v4,v1,v1,v1,v6,v1,v1,v2,v4,v5,v3,v2,v1,v5,v1,v1,v2,v4,v5,v3,v3,v3,v5,v1,v3,v2,v1,v4,v1,v2,v1,v2,v1,v1,v4,v3,v4,v2,v2,1
1.0,1.0,0.44,1.0,0.0,3.0,71934.0,0.18,767.0,37.1,31.0,69.1,0.872,286.0,4.0,0.0,351.0,2.0,0.941,561.0,0.463,598.0,5199.0,0.928,3.0,5775.0,3.0,8.36,0.0,0.0,2.0,6.94,0.0,45361.0,5708.0,15.4,0.0,35.4,2.0,14448.0,5.58,1.0,6582.0,0.24,4368.0,2.0,68.0,80.3,1.0,1.0,3.58,62.2,4.62,3.0,385.0,0.0,0.0,5191.0,v1,v4,v1,v2,v1,v1,v4,v5,v1,v4,v1,v2,v3,v4,v4,v2,v3,v1,v2,v5,v5,v4,v2,v1,v2,v4,v1,v1,v2,v4,v1,v2,v2,v4,v1,v2,v1,v2,v1,v6,v2,v2,2
1.0,3.0,0.47,1.0,1.0,0.0,72240.0,0.21,836.0,30.5,45.0,75.4,0.879,263.0,2.0,0.0,309.0,0.0,0.931,793.0,0.627,657.0,4371.0,0.895,1.0,6578.0,0.0,8.08,2.0,1.0,3.0,4.89,0.0,71135.0,6491.0,19.4,0.0,38.4,1.0,16071.0,6.4,2.0,6824.0,0.15,2438.0,0.0,77.0,83.3,3.0,1.0,5.65,46.3,4.75,2.0,473.0,0.0,1.0,5071.0,v6,v2,v3,v4,v2,v1,v5,v1,v2,v2,v1,v6,v3,v2,v4,v2,v5,v2,v2,v2,v3,v1,v1,v3,v2,v2,v1,v5,v1,v5,v3,v3,v1,v1,v2,v2,v1,v5,v3,v2,v1,v5,1
0.0,2.0,0.47,1.0,3.0,1.0,72012.0,0.1,675.0,34.4,54.0,73.7,0.916,275.0,3.0,1.0,416.0,4.0,0.926,696.0,0.614,654.0,4007.0,0.61,2.0,6263.0,4.0,8.28,2.0,2.0,2.0,4.92,1.0,45796.0,6548.0,77.4,0.0,58.2,2.0,20056.0,6.57,2.0,7333.0,0.15,3279.0,1.0,68.0,81.8,2.0,1.0,4.88,44.4,7.8,1.0,471.0,1.0,1.0,5080.0,v4,v4,v2,v2,v2,v2,v3,v2,v2,v4,v1,v6,v5,v2,v4,v2,v2,v4,v1,v3,v3,v4,v3,v3,v2,v4,v1,v5,v4,v1,v3,v2,v2,v6,v2,v1,v1,v3,v3,v6,v2,v2,1
0.0,0.0,0.31,0.0,3.0,2.0,71919.0,0.21,320.0,34.2,49.0,82.5,0.914,198.0,4.0,0.0,375.0,0.0,0.916,712.0,0.503,652.0,6637.0,0.52,2.0,6143.0,0.0,7.52,3.0,1.0,2.0,3.87,0.0,56061.0,6324.0,20.6,1.0,29.7,2.0,18851.0,6.83,2.0,6843.0,0.15,2405.0,2.0,90.0,83.8,3.0,0.0,3.65,46.1,3.33,0.0,728.0,2.0,1.0,5128.0,v4,v1,v3,v1,v3,v1,v5,v4,v1,v3,v1,v1,v5,v2,v1,v1,v5,v1,v1,v6,v3,v3,v4,v2,v1,v2,v1,v2,v1,v3,v3,v2,v2,v2,v3,v2,v2,v3,v3,v6,v1,v5,1
0.0,1.0,0.34,1.0,1.0,2.0,35653.0,0.36,404.0,37.1,54.0,84.9,0.865,194.0,0.0,1.0,446.0,0.0,0.938,549.0,0.607,657.0,5261.0,0.426,1.0,6137.0,1.0,7.72,2.0,1.0,0.0,6.95,0.0,52135.0,6338.0,16.2,0.0,60.3,0.0,13041.0,5.58,2.0,6898.0,0.74,2937.0,1.0,75.0,80.6,4.0,0.0,4.11,43.7,3.67,1.0,433.0,1.0,1.0,6079.0,v4,v1,v2,v1,v1,v2,v2,v6,v2,v4,v2,v2,v1,v2,v1,v2,v5,v2,v2,v5,v5,v1,v4,v1,v3,v3,v2,v1,v3,v2,v4,v1,v2,v2,v1,v1,v1,v3,v1,v2,v1,v1,1
