Wifes_age,Number_of_children_ever_born,Wifes_education,Husbands_education,Wifes_religion,Wifes_now_working\%3F,Husbands_occupation,Standard-of-living_index,Media_exposure,label
39.649422,5.188097,3,4,1,0,1,4,0,0
19.091129,2.0,4,4,0,0,1,2,0,1
26.773447,2.0,4,4,1,0,2,3,0,2
41.614827,0.825648,3,4,1,1,3,3,0,0
28.985634,2.0,4,4,1,1,1,4,0,0
22.859252,2.0,4,4,1,1,3,4,0,2
32.907753,3.0,4,4,1,0,3,4,0,1
31.821926,0.632377,3,3,1,1,3,4,0,2
34.200305,4.652927,4,4,1,1,1,4,0,2
46.54585,8.372369,2,4,1,1,1,4,0,0
28.476267,3.028099,3,3,1,1,3,4,0,0
26.970259,1.118929,4,4,1,0,1,4,0,0
29.218188,5.100274,3,4,1,0,1,4,0,2
43.062059,5.378603,2,4,1,0,3,2,0,0
19.184059,2.0,4,4,1,1,2,2,0,2
39.755261,3.0,2,4,1,1,2,4,0,2
36.38615,0.916778,4,4,1,1,1,4,0,0
26.470795,0.185403,3,3,0,1,3,3,0,2
38.282768,6.158755,3,3,1,1,1,2,0,1
20.735537,1.634227,4,4,1,1,2,3,0,2
44.403456,4.549091,4,4,1,1,1,4,0,1
38.768116,7.284663,4,3,1,1,1,3,0,1
29.940223,2.0,2,3,1,1,2,2,0,2
36.122892,7.637645,3,4,1,0,3,2,0,2
20.686896,3.0,4,4,1,1,1,4,0,0
44.35251,3.971606,2,4,1,1,2,3,0,0
22.765407,0.607425,2,2,1,1,2,1,0,2
29.131119,1.021222,2,2,1,0,3,3,1,0
25.430932,3.0,1,1,1,1,3,3,0,0
35.929799,4.55086,4,4,1,1,2,4,0,0
23.811706,1.04848,4,3,1,1,1,4,0,1
43.538535,8.43403,4,4,1,1,4,3,0,0
39.702333,6.28421,2,4,1,1,1,3,0,2
36.227114,4.072671,4,4,1,0,2,3,0,1
37.96666,2.0,3,4,1,1,1,4,0,2
36.123727,4.308696,4,4,0,1,1,3,0,1
37.405087,3.0,2,3,1,1,3,3,0,0
24.971836,2.0,2,3,1,0,3,3,0,2
30.727778,4.981946,3,2,1,0,3,1,0,0
44.253891,5.4964,2,3,0,1,3,4,0,0
50.042468,3.731823,2,4,1,0,3,4,0,0
25.917961,3.0,4,4,1,1,1,4,0,1
30.714166,3.0,3,4,1,1,2,4,0,0
33.19743,3.0,3,3,1,1,3,4,0,2
45.979375,0.678954,2,4,1,0,2,3,0,0
38.911199,6.590678,2,4,0,1,3,3,0,2
43.107849,0.736429,2,1,1,1,2,1,0,0
35.600849,8.184305,2,3,1,0,3,4,0,2
46.097521,5.689982,4,4,1,1,2,4,0,1
31.441647,4.801622,3,3,1,1,3,3,0,1
36.768954,4.403723,4,4,1,1,3,3,0,0
27.275005,0.785909,3,3,1,1,3,2,0,0
22.900404,3.0,3,4,1,0,3,4,0,2
27.418845,3.912411,1,3,1,1,3,4,1,0
28.219217,2.0,4,4,1,1,1,4,0,1
25.099173,0.330026,3,4,1,1,1,3,0,0
26.67281,3.0,2,1,1,1,1,1,1,0
42.568645,7.838463,4,4,1,1,1,4,0,0
49.594291,10.499612,4,4,1,1,2,3,0,0
24.283888,4.965627,4,4,0,1,1,4,0,2
36.895983,1.173465,4,4,1,1,1,4,0,0
31.233778,2.0,3,4,1,1,2,3,0,0
42.716396,6.78051,1,2,1,1,3,2,1,0
49.120454,4.244569,4,4,0,0,1,4,0,1
37.270918,0.273723,4,4,0,1,2,4,0,0
24.970542,3.0,4,4,1,1,2,3,0,2
20.916318,3.0,3,4,1,0,1,3,0,2
36.510436,7.30657,3,4,1,1,2,2,0,2
26.661168,2.0,4,4,1,1,3,4,0,0
26.760951,0.882458,4,4,1,1,2,4,0,0
21.620041,0.803325,1,3,1,0,3,4,0,0
31.788591,3.0,1,2,1,1,2,3,0,2
31.301584,2.0,4,4,0,0,3,4,0,1
26.303126,0.644699,1,2,1,1,2,4,1,0
30.988515,4.616723,4,4,1,1,2,4,0,2
39.489441,3.0,3,4,1,1,1,3,0,1
24.867723,2.0,4,4,1,1,1,4,1,2
31.114073,5.230911,3,3,0,0,3,3,0,0
19.653119,2.0,3,3,1,1,3,3,0,0
27.666679,0.477613,4,4,1,1,2,3,0,0
24.586225,2.0,2,2,1,1,3,4,0,2
37.022348,3.437454,2,3,1,1,1,2,1,2
41.010339,2.0,3,4,1,1,3,4,0,0
47.193679,7.347205,4,4,1,0,2,3,0,0
42.142549,3.985046,3,4,1,1,3,3,0,1
38.082549,4.771622,3,2,0,1,3,4,0,1
37.679821,-0.285351,4,4,1,1,2,1,0,0
47.320604,4.106858,4,4,1,1,3,4,0,2
25.692176,2.0,3,4,1,1,3,3,0,2
26.04619,0.705452,3,3,1,1,3,4,0,0
27.708502,4.434303,4,4,1,0,1,4,0,0
24.784463,4.790394,4,3,1,1,3,1,0,2
26.874526,0.661853,3,2,1,1,3,4,0,0
29.963936,3.0,1,2,1,0,3,4,1,0
23.968716,0.975965,2,1,1,0,2,2,0,0
22.203468,0.385409,2,4,1,1,2,3,0,1
31.526742,2.0,3,4,1,1,1,4,0,1
32.643954,3.0,4,4,1,1,1,4,0,1
31.211635,3.0,2,4,1,1,3,1,0,0
35.024559,2.0,2,1,1,1,3,1,0,0
35.031419,5.871855,4,4,1,1,3,4,0,1
42.976136,7.750612,4,4,1,1,1,3,0,0
45.787451,4.144647,4,4,1,1,1,4,0,2
41.060514,-0.118578,3,4,1,0,2,4,0,0
31.637987,4.648819,2,2,1,1,2,2,1,0
35.485577,8.655987,3,4,1,1,3,4,0,0
31.07505,0.627345,4,4,1,1,2,4,0,1
37.17549,2.0,2,1,1,0,3,1,0,1
22.861031,3.0,4,3,1,0,2,2,0,2
25.079116,0.967188,3,4,1,1,1,1,0,0
39.02584,2.0,1,2,1,1,2,1,0,0
48.045846,3.0,4,4,1,1,4,4,0,2
26.764431,3.0,3,4,1,1,1,1,0,1
38.011793,5.224478,4,4,1,1,1,4,0,1
25.873948,2.0,4,4,1,1,3,4,0,1
36.432526,5.45406,4,4,0,1,2,3,0,1
27.779191,3.0,2,2,1,1,3,4,0,1
35.550687,2.0,1,2,1,1,3,3,1,2
37.648459,3.0,4,4,1,1,1,4,0,2
24.453733,2.0,4,4,0,1,1,3,0,1
24.609839,3.0,3,4,1,1,3,1,0,2
21.95992,3.0,3,4,1,1,1,4,0,0
42.559636,9.346496,3,4,1,1,1,4,0,2
21.224924,0.532737,4,4,1,1,2,4,0,2
25.171287,2.0,4,4,1,1,1,4,0,1
30.003659,3.0,4,4,0,1,2,4,0,0
29.962686,6.39789,3,4,0,1,1,4,0,1
29.502074,2.0,4,4,1,1,1,3,0,1
38.296897,8.237561,4,4,0,1,3,4,0,2
25.969164,1.318619,2,4,1,0,3,4,0,0
37.233771,2.0,4,4,1,1,2,2,0,2
25.868019,2.0,1,4,1,1,2,4,0,2
31.322357,3.0,2,3,1,1,3,3,0,2
28.889414,3.0,3,2,1,0,1,4,0,0
31.812002,0.809911,4,4,1,0,3,2,0,0
42.882384,4.177785,1,3,1,1,1,1,0,0
22.37368,1.159741,3,4,1,1,2,2,0,2
30.995161,3.0,2,2,1,1,3,4,0,1
38.600824,5.179269,2,4,1,1,2,3,0,2
30.454825,2.0,2,2,1,1,2,2,0,1
23.936323,2.0,3,3,0,1,2,3,1,2
35.391209,3.0,4,4,1,1,1,3,0,2
22.764674,2.0,3,4,1,1,1,4,0,1
33.911995,4.203682,3,3,1,1,3,3,0,0
32.085238,3.0,4,4,0,1,1,4,0,1
36.142831,4.278243,4,4,1,0,2,4,0,0
27.154599,0.513621,2,4,1,0,2,4,0,0
19.980893,2.0,4,4,1,1,1,4,0,2
26.902148,0.641571,2,4,0,0,1,4,0,0
19.181634,2.0,4,4,1,1,1,3,0,2
26.804448,0.917394,1,3,1,1,3,3,0,0
31.833729,9.183797,1,2,1,1,3,3,1,0
28.370722,4.693661,4,4,1,1,2,4,1,2
20.987242,4.208086,4,4,0,1,2,3,0,0
31.940803,4.340578,3,4,1,1,1,3,0,2
23.341195,-0.383281,1,3,1,1,2,3,0,0
32.667878,4.661405,2,3,1,0,1,4,0,1
30.447883,11.39175,3,4,0,1,1,3,0,2
26.995945,1.174592,3,4,1,1,1,4,0,2
44.746037,3.0,4,4,1,1,1,4,0,1
34.708777,4.238151,1,3,1,1,3,1,0,2
33.489029,4.355713,3,4,1,1,3,3,0,0
39.554614,4.10303,4,4,0,0,3,3,0,1
36.471371,2.0,2,4,1,1,2,3,0,0
46.310848,10.426729,4,4,1,1,2,4,0,2
32.058067,5.064612,3,4,1,1,2,4,0,2
38.691916,6.217927,1,3,1,1,3,3,0,0
24.052288,0.780569,2,3,1,1,2,2,0,0
35.146681,2.0,4,4,1,1,1,3,0,0
43.327224,3.565538,4,4,1,1,1,2,0,1
37.086503,3.0,2,3,0,0,3,3,0,1
23.933477,1.390682,2,4,1,1,1,4,0,2
21.940793,3.0,4,4,0,0,1,4,0,0
25.644208,0.269125,2,2,1,1,4,2,0,2
32.64534,3.0,3,4,1,0,2,4,0,0
36.052591,4.62585,3,4,1,1,1,3,1,2
44.278136,8.542638,2,4,1,0,1,2,0,0
25.317564,2.0,4,4,0,0,1,4,0,1
39.970932,3.964113,4,4,1,1,1,4,0,1
19.033553,3.0,2,2,1,1,2,2,0,2
22.475031,1.683062,3,3,1,1,2,3,0,2
23.176789,2.0,4,4,1,1,3,2,0,1
26.747146,3.0,3,3,1,0,2,4,0,0
46.168925,7.958858,4,4,1,0,2,4,0,2
20.938764,2.0,4,4,1,1,3,2,0,0
31.560031,3.0,3,3,0,1,3,4,0,1
30.808994,3.0,2,2,1,1,2,2,1,2
38.124856,0.493701,3,3,1,1,2,3,0,0
23.643821,3.403276,3,3,1,1,2,3,0,2
22.773736,2.0,2,4,1,1,2,4,0,0
44.019952,1.755216,3,2,1,0,3,3,0,0
34.691637,10.430653,4,4,0,1,1,4,0,2
36.596565,0.737115,1,1,1,1,3,4,1,0
29.073435,3.0,4,4,0,0,3,4,0,2
35.865604,4.218176,4,4,1,0,1,4,0,1
32.831577,5.697897,2,4,1,1,1,3,1,0
25.285678,1.065987,4,4,1,1,1,3,0,0
36.142957,2.0,1,3,1,1,2,4,0,0
19.668931,0.689353,4,4,1,0,1,2,0,1
21.43371,4.393297,2,3,1,1,3,3,0,2
30.776002,0.040728,2,4,1,1,3,3,0,2
42.158789,8.545848,4,4,1,1,1,4,0,1
24.599494,0.667763,1,2,1,1,2,4,0,0
27.066006,3.0,4,4,1,1,1,3,0,1
30.087541,6.985083,2,2,1,0,1,2,0,0
21.324769,-0.027523,3,4,1,1,1,2,0,0
21.163047,0.1258,4,2,1,1,4,1,0,0
26.988591,2.0,4,4,1,1,1,4,0,1
25.904478,2.0,4,4,1,0,1,4,0,2
35.336907,4.050415,1,2,1,0,2,4,1,2
37.974482,7.857826,4,4,0,1,3,2,0,2
26.595792,3.0,4,4,1,1,4,3,0,1
47.593406,5.675752,4,4,1,1,1,2,0,1
40.444042,1.128699,3,3,1,1,3,2,0,0
22.963604,0.588526,2,3,1,0,2,4,0,0
41.326138,2.0,3,4,1,1,3,3,1,0
43.061703,2.0,3,3,1,1,1,4,0,0
30.964109,3.0,4,4,1,1,1,4,0,2
34.465923,3.0,4,4,0,1,1,4,0,1
45.153756,3.645977,2,4,1,1,1,2,0,0
43.337744,1.077217,3,4,1,1,3,4,0,0
34.648896,3.0,2,4,1,0,1,4,0,1
22.619166,1.757821,3,3,1,0,1,4,0,1
26.43879,4.171411,3,4,1,1,2,2,0,0
27.494628,4.478316,3,4,1,0,1,2,0,0
41.081683,0.694433,4,4,1,0,3,3,0,0
38.227881,0.498792,4,4,1,1,3,4,1,0
21.712628,1.256394,4,4,1,0,3,3,1,0
39.464706,3.0,4,4,1,1,2,4,0,0
32.446936,0.690439,3,3,1,1,3,3,0,0
26.661839,0.095764,3,3,1,0,3,2,0,2
48.551972,4.656979,4,4,1,1,1,4,0,1
25.59093,2.0,4,4,1,1,1,4,0,1
44.352427,7.508905,3,1,1,1,3,4,0,0
21.860555,2.0,2,3,0,1,3,3,0,2
44.63805,2.0,3,3,1,0,2,3,0,0
22.532718,2.0,2,2,1,1,3,1,0,0
22.592377,1.578525,1,3,1,1,3,4,0,0
36.563319,3.0,4,4,0,0,1,4,0,1
28.625257,4.655503,3,3,1,1,3,3,0,2
37.966654,3.633426,2,4,1,0,2,4,0,1
36.627735,6.182223,3,3,1,1,2,4,1,2
36.200676,0.597334,2,4,1,1,2,4,0,0
30.537165,5.525883,4,4,0,0,1,4,0,1
37.705389,4.022901,4,4,0,1,1,3,0,1
35.816516,4.5589,4,4,1,0,1,4,0,0
31.289877,3.0,2,4,1,1,1,4,0,0
44.007033,6.946385,2,4,1,1,3,2,0,0
25.75821,3.843267,4,4,1,0,3,4,0,0
39.021337,4.794182,4,4,1,1,3,4,0,1
35.893849,9.324001,2,2,1,1,2,4,0,0
26.922224,0.037067,2,4,1,1,2,3,0,0
18.587093,0.316635,4,4,0,1,1,4,0,0
19.832975,0.848889,2,2,1,1,3,3,0,2
46.341854,2.0,2,2,1,1,3,2,0,0
36.153241,6.550558,4,4,1,1,1,4,0,0
31.076675,3.0,2,4,1,1,3,4,0,0
26.917219,2.0,4,4,1,1,1,4,0,2
22.200693,0.719329,2,4,1,1,1,4,0,0
20.437757,3.0,1,1,1,1,3,3,1,0
28.456732,2.0,4,4,1,1,1,4,0,1
36.352487,5.519765,1,3,1,0,2,3,0,0
21.40589,0.066428,4,4,1,1,1,3,0,0
45.407133,0.881967,2,3,1,1,2,3,0,0
29.940376,2.0,3,3,1,0,3,4,0,0
41.358673,1.106269,3,3,1,1,3,2,0,0
28.208652,2.0,4,3,1,1,3,2,0,2
43.038837,0.746756,1,2,1,0,3,2,1,0
27.823779,7.38791,4,2,1,1,2,4,0,1
46.410065,1.032098,2,2,1,0,3,2,0,0
44.827486,3.0,2,4,1,1,1,3,0,0
35.829905,3.887359,4,4,0,1,3,3,0,0
23.1489,0.582962,1,2,1,1,3,2,1,0
44.689685,3.0,4,4,1,1,2,3,0,1
24.907643,0.696456,2,2,1,1,3,1,0,0
27.235489,1.886683,3,4,1,1,1,3,0,0
23.682282,2.0,3,4,0,1,1,4,0,0
20.90693,0.941447,3,4,1,0,3,4,0,0
26.190022,1.150146,4,4,0,0,3,3,0,0
43.843409,6.134661,1,1,1,0,3,3,0,0
31.59059,3.0,3,2,0,1,3,3,0,2
32.98151,3.934027,3,3,1,1,3,4,1,2
27.238213,4.402884,4,4,1,1,1,4,0,0
35.758956,2.0,3,3,1,1,1,2,0,0
26.077908,3.0,3,4,1,1,1,3,0,0
37.815072,2.0,2,4,1,1,2,3,0,0
30.936924,8.374236,4,4,1,1,3,3,0,0
44.86512,4.057899,3,4,1,1,2,3,0,0
43.138484,8.918667,4,4,1,0,1,3,0,0
38.729908,5.502532,4,4,1,1,3,3,0,0
26.986607,2.0,4,4,1,1,3,3,0,2
44.257699,11.388455,1,3,1,1,3,2,0,0
26.694642,0.254632,2,3,1,1,3,3,0,2
22.500471,0.631571,4,4,1,1,2,3,0,2
26.492733,0.020163,4,4,1,1,2,4,0,2
36.907469,4.30557,1,2,1,1,2,4,1,1
45.038187,4.064929,2,3,1,1,3,4,0,1
18.748987,0.942951,1,3,1,1,3,4,1,0
19.834514,3.0,3,3,1,0,1,4,0,1
34.316438,3.0,4,4,1,1,3,4,0,2
48.924043,5.737397,4,4,1,1,1,3,0,1
31.637275,4.093358,1,3,1,1,2,3,1,0
24.442799,3.0,4,4,1,1,2,3,0,0
36.68013,5.353295,3,3,1,1,2,1,0,0
44.687387,3.0,2,2,1,0,2,3,0,0
37.725166,5.159894,4,4,1,1,1,3,0,1
32.240932,3.904372,3,4,1,1,1,4,0,0
45.824731,4.283745,4,4,0,1,3,4,0,2
38.571599,7.297959,3,4,1,1,2,3,0,0
34.557306,4.864338,3,4,1,1,2,2,0,1
30.587598,4.526022,4,4,0,1,1,3,0,2
32.339127,2.0,4,4,0,0,3,1,0,0
35.457944,3.0,4,4,1,1,3,4,0,2
32.410365,4.952221,1,1,1,1,2,1,1,0
25.193327,3.0,3,4,1,1,3,4,0,2
26.544216,2.0,2,3,1,1,3,4,1,2
47.191163,5.217658,3,3,1,1,4,2,0,2
35.935122,7.165006,3,3,1,0,3,4,0,2
25.721828,0.618599,4,4,1,1,3,3,0,0
23.086245,3.0,3,4,1,1,1,3,0,2
37.8396,4.368641,4,4,1,1,3,2,0,0
21.043987,1.010048,1,4,1,0,2,4,0,0
28.182414,4.344919,3,4,1,1,1,4,0,2
46.440849,5.567781,4,4,0,1,1,3,0,1
40.552363,0.650347,3,3,1,0,2,2,0,0
36.28416,5.305446,2,4,1,0,1,1,0,0
31.583024,3.0,4,4,0,1,1,4,0,2
42.220932,7.71626,4,4,1,1,1,4,0,1
25.484964,0.626137,2,3,1,0,3,4,0,0
31.407559,5.35127,4,4,1,1,2,4,0,2
31.139885,4.256689,4,4,1,0,3,4,0,2
31.543216,4.325118,2,3,1,1,3,3,0,1
45.403238,4.515858,2,4,1,0,3,4,0,0
25.663745,0.727184,2,2,1,1,3,2,0,0
25.782372,2.0,4,4,1,1,1,4,0,2
36.687051,1.316643,2,3,1,0,3,4,0,0
21.597861,2.0,1,1,1,1,2,3,0,0
45.38433,2.048521,4,4,1,1,1,4,0,2
26.609966,2.0,4,4,1,0,2,4,0,1
28.455966,2.0,4,4,0,1,3,3,0,1
41.643902,4.209279,4,4,0,1,2,4,0,0
29.238621,4.372678,2,2,1,1,2,4,0,2
35.126101,0.447687,2,4,1,1,3,2,0,0
45.242777,4.46341,4,4,0,1,1,1,0,0
44.789186,0.779421,1,4,1,0,1,4,1,0
22.586704,2.0,4,4,1,1,1,3,0,2
46.350616,2.0,3,3,1,1,3,2,0,0
32.186336,9.358836,4,4,1,1,2,1,0,2
36.028547,4.077736,4,4,1,1,3,3,0,2
23.555756,2.0,3,4,1,1,1,4,0,2
43.034548,3.0,2,3,1,0,3,2,0,2
26.484095,3.0,2,4,0,1,1,3,0,0
29.652281,5.133526,2,3,1,1,3,3,0,0
34.920247,4.078973,1,4,1,1,1,3,1,1
37.195767,3.0,4,4,1,1,1,4,0,1
34.504585,6.148018,1,4,1,1,1,3,0,1
27.232293,3.0,4,4,1,1,3,4,0,2
25.682529,3.0,3,3,1,1,3,3,0,2
29.888798,2.0,4,4,1,1,1,4,0,2
19.788162,2.0,4,4,0,1,3,4,0,2
45.141587,4.345116,4,4,1,1,1,4,0,0
43.998523,2.0,2,2,1,1,2,3,0,2
31.026317,3.0,4,3,1,1,3,2,0,2
22.894301,3.0,3,4,1,0,3,2,0,2
35.633939,6.722058,4,4,0,1,3,4,0,1
38.52264,10.664106,2,3,1,1,2,4,0,2
26.211667,2.0,2,2,1,1,3,4,0,2
36.498932,4.413035,3,4,1,1,3,3,0,2
43.112754,2.0,4,4,0,0,2,4,0,0
29.899766,5.076846,3,4,1,1,3,4,0,2
28.727831,2.0,4,4,0,0,1,2,0,0
23.155741,0.528619,4,4,1,1,1,4,0,2
35.954564,3.0,3,4,1,1,2,3,0,1
32.980338,2.0,3,4,1,1,1,4,0,2
38.981857,0.475816,2,2,1,1,3,1,0,0
30.907152,3.0,2,2,1,1,3,3,0,2
26.809923,2.0,3,4,0,0,1,3,0,0
41.155808,0.125354,3,4,1,1,2,4,0,0
40.82434,5.270632,3,1,0,0,3,3,0,0
32.409492,0.518626,2,4,1,1,1,4,0,0
31.576359,4.244448,4,4,1,1,3,4,0,2
37.702105,5.066129,3,3,1,1,1,3,0,1
25.48145,0.65149,4,4,1,1,2,4,0,1
49.240587,8.978244,4,4,1,0,2,3,0,1
19.952928,-0.580167,3,4,1,0,2,3,0,2
29.536357,5.262264,4,4,0,0,3,1,0,0
42.35454,4.368313,4,4,1,0,3,4,0,0
23.181435,0.624762,4,4,0,1,3,4,0,2
26.636998,0.756879,4,4,1,0,3,3,0,0
32.123509,4.46975,3,3,1,1,2,3,0,1
46.544803,3.872486,3,4,1,1,2,4,0,0
44.21549,7.907755,3,3,1,1,3,2,0,0
22.74347,4.40569,4,4,1,1,1,4,0,1
24.343803,2.0,4,4,1,1,3,3,0,2
30.224642,3.0,4,4,1,1,3,4,0,1
43.215927,9.281606,2,2,1,1,3,2,0,0
22.058148,0.120674,1,2,1,1,3,1,0,0
24.829774,0.124862,4,4,0,1,2,4,0,0
27.308069,2.0,4,4,0,1,3,4,0,1
44.283897,3.0,4,4,0,0,2,2,0,1
20.941515,0.193129,4,4,0,1,1,4,0,0
36.357171,3.0,3,4,1,1,3,2,0,2
35.051428,3.597684,4,4,1,1,3,4,0,1
19.028989,0.853135,4,4,0,0,2,4,0,1
34.648717,4.401076,4,4,1,1,3,4,0,2
43.322055,4.047659,2,3,1,1,3,2,0,0
29.730496,8.72612,4,4,0,1,1,3,0,1
32.598516,0.627925,4,4,1,1,3,4,0,0
27.63369,3.0,3,3,1,0,3,4,0,0
22.938153,0.804406,4,4,1,1,3,1,0,2
44.215128,4.762177,3,4,0,0,1,3,1,1
31.104901,3.0,2,4,0,1,3,3,0,2
43.90686,0.927064,4,4,1,1,1,3,0,1
30.164111,3.600989,3,4,1,1,2,3,0,0
36.662398,4.740329,4,4,1,0,2,2,0,1
46.219568,0.647665,3,4,1,1,1,4,0,0
32.50209,2.0,2,4,1,1,2,2,0,0
35.226531,3.46726,1,3,1,1,3,4,0,2
38.280839,3.0,4,4,1,1,1,4,0,1
36.252008,3.0,4,4,1,1,1,2,1,1
36.090318,6.054889,2,2,1,1,2,3,1,2
49.849703,0.148656,4,4,1,1,1,3,0,2
31.401564,4.958671,2,4,1,1,1,3,0,2
35.485726,3.76417,4,4,1,1,1,4,0,1
25.875338,1.724001,4,4,1,0,3,4,0,0
33.888351,3.920071,2,3,1,1,3,4,0,2
43.376211,4.236529,4,4,0,1,3,1,0,1
43.90057,4.311991,1,2,1,1,1,2,0,0
49.274186,8.754595,1,3,1,1,2,4,1,0
29.326923,3.0,2,2,1,1,3,2,1,2
32.723227,0.158218,4,4,1,0,3,3,0,0
19.449675,2.0,4,4,1,1,2,3,0,2
35.713615,3.0,4,4,1,1,2,3,0,1
37.730633,2.0,2,4,1,1,1,4,0,0
30.833974,0.380583,3,3,1,0,3,4,0,2
25.477085,0.444077,4,4,1,0,3,2,0,2
38.53247,3.691798,4,4,1,1,1,3,0,0
27.542462,3.0,2,1,0,1,3,4,1,1
44.70893,6.491651,4,4,0,0,1,3,0,1
33.767359,3.90381,4,4,0,1,3,4,0,0
18.729472,0.78674,3,4,1,1,1,4,0,1
32.969689,2.0,1,4,1,1,3,1,1,0
43.92945,2.0,3,4,1,1,2,2,0,0
24.996842,2.0,2,2,1,1,3,3,0,2
27.247654,2.0,4,4,1,1,3,4,0,0
33.50947,6.510061,2,1,1,1,3,4,0,0
21.906378,2.0,2,2,1,0,2,2,0,0
32.827728,2.0,4,4,1,1,2,4,0,0
25.091208,7.810674,3,3,1,1,3,4,0,2
37.669084,3.0,3,3,1,1,1,4,0,1
38.337903,2.0,1,4,1,1,3,2,1,2
48.888177,6.815014,4,4,1,1,2,4,0,1
25.40636,1.301427,4,4,1,1,1,4,0,2
25.681135,5.176685,4,4,1,1,3,4,0,2
21.439554,0.794709,2,3,1,1,3,3,0,0
23.624482,0.245383,1,2,1,1,2,4,0,2
30.656122,3.0,4,3,1,0,3,3,0,1
19.669321,1.069645,3,4,1,0,3,1,0,0
30.882086,0.4655,3,3,1,1,3,1,0,0
33.333722,3.0,3,3,1,0,3,4,1,1
43.596956,1.073135,3,4,1,1,3,4,0,0
30.697611,7.841468,2,2,1,1,3,3,0,2
36.857118,0.758308,2,3,1,1,3,1,0,0
40.420943,2.0,3,3,1,1,2,4,0,0
44.391225,5.873909,3,4,1,1,3,4,0,0
26.959794,0.77935,4,4,1,1,2,3,0,0
29.819262,4.644075,3,3,1,1,2,3,0,1
43.35375,4.219842,1,4,1,1,3,3,0,0
31.365334,4.022993,1,2,1,1,3,2,0,2
38.885475,3.0,3,4,1,1,1,4,0,0
46.806925,0.776608,1,2,1,1,3,4,1,0
20.162344,0.485709,4,4,1,1,1,4,0,1
35.95536,4.169675,1,2,1,1,4,1,0,1
33.015938,3.897736,4,3,1,1,2,3,0,1
38.637923,3.0,4,4,1,0,1,4,0,1
20.003618,4.004011,2,1,1,0,2,2,0,1
26.068898,3.0,1,2,1,0,3,1,1,0
37.786014,6.71384,4,4,0,1,1,4,0,1
36.265481,2.0,3,4,1,1,2,3,0,2
45.869915,1.545516,2,3,1,0,2,2,0,2
30.149982,2.0,4,4,1,1,4,4,0,1
30.505589,0.216889,2,3,1,1,2,4,1,0
16.948335,0.8804,3,4,1,0,1,3,0,1
44.414276,0.619958,3,4,1,1,2,3,0,0
26.387056,2.0,4,4,1,1,2,4,0,2
22.153797,1.01949,3,3,1,1,2,4,0,0
19.085777,0.304476,4,3,1,1,1,4,0,1
25.323719,2.0,1,2,1,1,2,1,0,0
31.193067,1.108607,2,2,1,1,2,4,0,0
22.597798,0.666142,4,4,1,1,1,4,0,0
36.330591,4.581468,3,3,1,0,2,4,0,0
25.189941,1.083906,4,4,0,1,2,3,0,0
43.060075,7.338738,3,4,1,1,2,4,0,0
38.415945,2.0,4,3,0,0,3,1,0,2
32.843033,0.931736,3,3,1,1,3,1,0,0
26.54815,0.168374,4,4,1,0,2,2,0,0
45.033426,6.350158,2,2,1,1,2,2,0,1
26.049462,0.790785,4,4,1,1,3,2,0,0
32.01985,4.815369,1,2,1,1,2,4,0,0
31.206091,1.265225,2,4,1,0,1,4,0,2
25.229524,4.103108,3,4,1,0,1,3,0,0
20.065083,0.807137,4,4,1,0,2,4,0,0
29.968381,3.0,2,2,1,1,3,2,0,2
34.705574,4.578956,1,2,1,1,3,4,0,2
29.053678,0.293147,4,4,1,1,1,4,0,0
24.844007,0.794953,2,2,1,1,2,1,0,0
34.166692,4.597296,3,2,1,1,2,1,0,2
25.710913,3.0,1,3,1,0,1,3,0,0
25.241734,3.0,1,2,1,0,4,3,1,2
22.488675,1.200614,2,4,1,1,2,4,0,0
35.828354,7.197731,4,4,1,1,1,2,0,1
26.839749,2.0,3,4,1,1,2,3,0,2
27.569569,3.0,4,4,1,1,1,3,0,2
50.892947,9.459123,4,4,1,1,1,4,0,1
25.423545,3.905244,2,3,1,1,3,4,0,0
25.397235,0.63595,3,3,1,1,2,2,0,0
47.771783,4.723222,3,3,1,1,2,1,0,0
24.14506,0.452275,4,4,1,0,3,3,0,1
30.613367,0.866782,1,3,1,1,2,4,1,0
25.688317,0.66394,2,2,1,0,3,2,1,0
21.360988,2.0,4,4,1,1,2,2,0,0
36.784563,6.068863,1,1,1,1,3,1,1,1
28.235054,4.045072,3,3,1,1,1,3,0,2
44.286414,3.911613,4,4,1,1,3,4,0,2
25.591761,2.0,4,4,1,1,3,4,0,1
20.14737,2.0,4,4,1,1,1,3,0,2
42.407629,4.845549,4,4,0,0,3,4,0,0
22.682418,2.0,4,4,0,1,3,4,0,2
23.236438,0.641406,2,4,1,1,3,4,0,2
32.423664,2.0,4,4,1,1,3,3,0,0
32.64585,3.800272,3,4,1,1,1,4,0,2
22.969177,0.077472,4,4,1,1,2,3,0,0
35.315753,3.0,3,4,1,1,1,4,0,1
33.637336,4.31558,3,4,1,1,1,4,1,2
26.729421,1.968292,1,4,1,1,1,3,1,0
26.56536,3.0,3,4,1,1,1,3,0,1
36.401258,4.007966,3,3,0,1,3,2,0,0
26.40807,3.0,3,4,1,1,2,2,0,2
45.012856,4.575185,2,3,1,1,4,4,0,0
48.757899,3.0,4,4,1,1,1,4,0,1
24.16305,0.561382,3,4,1,1,3,3,0,0
22.133172,3.0,4,4,1,1,3,4,0,2
