WSR0,WSR1,WSR2,WSR3,WSR4,WSR5,WSR6,WSR7,WSR8,WSR9,WSR10,WSR11,WSR12,WSR13,WSR14,WSR15,WSR16,WSR17,WSR18,WSR19,WSR20,WSR21,WSR22,WSR23,WSR_PK,WSR_AV,T85,RH85,T70,RH70,T50,RH50,HT50,SLP,SLP_,Precp,label
2.9,2.6,2.3,2.2,2.5,2.6,2.2,3,4.1,4.1,4.7,4.8,4.7,5,4.7,4.3,3.9,4.5,3.3,3.2,3.3,3.1,3.2,2.9,5,3.5,13.6,0.69,8.2,0.2,-11.2,0.26,5770,10100,-25,0,0
0.4,0.2,0.4,0.4,0.3,0.2,0.4,0.2,0.3,1.4,3.2,4.4,4.2,3.9,3,3.1,3.2,3.2,2,2.1,1.6,1.2,1.1,0.9,4.4,1.7,4.2,0.29,0.35,0.28,-16.5,0.18,5710,10230,-30,0,0
3.6,4.2,3.5,3.4,3.5,3.9,4.2,5,5.1,5.1,5.1,5.3,4.9,4.7,5.4,5.1,4.7,4.3,4.9,4.1,3.4,2.7,2.3,2.5,5.4,4.2,15,0.87,10.9,0.11,-6,0.09,5910,10170,0,0,0
0.4,0.4,0.4,0.4,0.1,0.5,0.3,1.3,2.7,3.4,4,4,4.9,5.1,4.8,5,4.4,4.2,3.6,3.3,2.6,1.3,2.3,3.1,5.1,2.6,14.7,0.04,8.3,0.06,-10.4,0.23,5825,10155,0,0,0
1.6,1.7,2,1.7,1.5,1.7,1.3,1.2,2.6,3.3,3.9,4.9,4.7,4.2,3.9,4.2,3.4,3.4,3,3.3,2.4,2.3,2.7,2.3,4.9,2.8,17.4,0.8,9.7,0.44,-5.2,0.13,5900,10130,0,0,0
0.8,0.8,1.2,0.6,0.9,1.4,1.5,1.7,1.9,1.6,1.6,1.8,2.5,3.2,4.2,4.5,3.3,2.9,2.8,2.7,2.4,2.7,2.6,3.1,4.5,2.2,16.3,0.79,12.2,0.1,-6.3,0.14,5885,10130,30,0,0
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4.7,0.66,3.1,0.12,-13.1,0.07,5770,10235,-50,0,0
0.3,0.1,0.2,0.3,0.7,0.2,0.7,0.4,0.9,1.1,0.8,0.5,1.8,1.1,1.1,2.2,2.1,2.2,2.6,2.2,1.8,1.5,1.4,1.5,2.6,1.2,13.1,0.44,7.5,0.02,-8.6,0.03,5895,10225,10,0,0
1.6,1.4,1,0.5,0.2,0.4,0.4,1.4,3,2.1,1.6,1.5,1.4,1.6,1.6,1.9,2.4,3.5,4.2,3.9,2.7,1.7,1.6,1.8,4.2,1.8,22.3,0.27,10.8,0.25,-6.1,0.67,5945,10160,-10,0,0
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,8.4,0.11,1.6,0.22,-15,0.09,5785,10285,15,0,0
2.9,2.8,2.9,2.5,2.1,2.1,2,2.6,3.2,3.8,3.8,3.7,3.8,4.2,4.3,3.7,3.9,2.3,1.6,1.8,1.4,2.3,2.3,2.7,4.3,2.9,11.1,0.4,1,0.54,-14.6,0.44,5715,10145,-55,0,0
0.6,0.4,1,1,0.7,0.9,1.3,1.7,1.2,0.3,1.5,1.5,1.2,2.1,3.8,1.1,2.7,1.7,1.9,1.5,0.4,0.2,1.3,1.7,3.8,1.3,15.3,0.65,5.7,0.38,-9.8,0.29,5880,10185,5,1.4,0
0.7,0.7,0.2,0.2,0.4,0.3,0.4,0.9,1.2,2.5,2,0.9,0.8,1.2,1,1.4,2.8,2.9,2.5,1.5,0.6,0.5,0.3,0.1,2.9,1.1,17.4,0.8,7.7,0.38,-6.3,0.42,5895,10135,15,0,0
1.7,1.7,1.3,1.3,1.6,1.3,0.7,1.5,1.9,2.5,3.6,3.6,3.8,4,3.6,3.3,3.9,3.6,2.8,2.2,1.9,1.6,1.8,2.1,4,2.4,13.5,0.77,7.1,0.32,-8.1,0.23,5870,10190,-20,0.13,0
3.4,4.2,4.3,4,3.4,2.6,2.3,2.2,2.8,3,3.1,3.6,3.8,4.1,3.7,4.1,3.5,2.4,1.1,0.3,0.3,0.4,0.4,0.5,4.3,2.6,7.9,0.39,-0.25,0.54,-17.5,0.18,5670,10155,35,0,0
1.2,1.3,1.2,1,1.1,1.1,1.2,1.6,1.8,2,2.2,1.8,2.6,2.7,2.2,2,2.3,1.8,1.5,0.8,0.8,0.3,0.1,0.1,2.7,1.4,16.1,0.87,7.6,0.99,-5.3,0.92,5860,10125,-15,0,0
3.5,3.8,2.9,2.2,3.9,4.7,4.7,4.2,4.4,3.9,3.6,3.7,4.4,4.1,3.6,4.2,3.6,3.2,3.4,3.7,4.2,4.3,4.3,3.9,4.7,3.9,14.8,0.97,4.5,0.79,-10.1,0.15,5780,10100,-35,0.89,0
0.6,1.1,1.1,1.1,1.1,1.3,1.7,2.6,2.4,3,2.3,2.1,3.7,3.9,2.6,2.5,3.3,3.4,2.4,1.7,0.8,0.7,0.8,1.3,3.9,2,17.1,0.92,8.9,0.66,-5.5,0.04,5875,10115,-20,0.2,0
2.6,3,3.3,3.2,2.6,1.9,1.2,1,0.4,1.9,2.9,3.5,4.5,4.1,4.6,3.8,3.7,3.1,2.9,2.7,2.7,2.1,1.3,1,4.6,2.7,14.5,0.83,3,0.8,-12.3,0.1,5825,10195,0,0,0
0.1,0.2,0.1,1,1,1.1,1.7,1.9,2.6,3,3.8,3.8,3.8,4.4,4.6,4.9,4.8,4.7,3.5,2.9,2.5,2.1,1.8,2,4.9,2.6,12,0.64,2.5,0.69,-12.7,0.19,5800,10190,-20,0,0
1.7,1.3,0.7,0.3,1,1.3,2.1,2.8,4,4.8,5.1,5.1,4.6,4.2,4.2,4.2,4,3.9,3,2.3,1.9,1.3,0.9,1.1,5.1,2.7,8.6,0.13,1.4,0.03,-12.6,0.05,5780,10215,-15,0,0
2.7,2.1,2.1,1.3,1,0.3,1,3.1,3.3,3,2.6,2.1,2,2.4,2.1,2.2,2.8,4,4.2,3.5,3.6,3.2,2.3,3,4.2,2.5,21,0.58,10.6,0.62,-4.3,0.1,5945,10160,-5,0,0
0.9,0.8,0.8,1.1,1.4,1.9,1.7,2.8,3,3.7,5,5,6.3,5.7,?,5.8,5.4,5.3,5.2,4.8,3.6,3.2,3.3,2.6,6.3,3.4,9.7,0.06,1.3,0.37,-13.6,0.16,5755,10200,-25,0,0
0.4,0.7,0.5,0.5,0.7,0.9,0.6,1.3,1.4,0.7,2.1,2.1,2.4,2.1,1.3,2.3,1.4,0.8,0.4,0.5,0.3,0.2,0.5,0.5,2.4,1,17.2,0.77,7.2,0.7,-7.4,0.55,5920,10200,20,0,0
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5.4,0.45,-0.25,0.32,-15.7,0.18,5770,10300,90,0,0
1.5,1.7,2.5,2.4,1.9,1.5,2.1,4.2,4.8,3.5,2.8,2.2,1.3,1.8,1.4,1.2,1.6,3,4,3.3,3,3.1,2.5,2.1,4.8,2.5,22.4,0.3,10.7,0.48,-7.5,0.34,5930,10150,-20,0,0
1.7,2.1,1.7,0.9,1.3,1.4,1.1,2.3,3.3,3.8,3.4,3.4,2.5,2.1,2.5,2.6,2.6,2.4,1.6,2.2,2.6,3.1,2.1,2.5,3.8,2.3,5.2,0.17,-1.7,0.07,-14.9,0.1,5710,10220,80,0,0
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,17.7,0.91,8,0.73,-7.5,0.16,5895,10150,15,0.03,0
0.3,0.5,0.8,0.5,0.1,0.1,0.5,0.8,1.4,2.7,2.4,1.7,1.3,2,3.1,1.2,4.4,2.2,2.4,2,1.8,1.7,0.7,0.4,4.4,1.5,18.6,0.69,7.3,0.5,-6.8,0.05,5875,10150,20,1.27,0
2.5,2.6,2.2,2.7,2.9,2.5,0.6,3.1,0.3,0.8,2.6,3.5,4.1,3.6,4.1,3.7,3.1,2.6,2.9,3.5,3.6,2.8,3.1,3.1,4.1,2.8,12.4,0.66,5.5,0.23,-11.7,0.09,5785,10150,25,2.31,0
2,2.1,2.8,2.7,2.4,2.6,1.9,2.4,3.8,4.9,5.2,5.6,5.5,4.9,4,4.8,4.1,4.1,3.5,3.6,3.7,4.1,3.9,4.1,5.6,3.7,5.9,0.61,-2.4,0.37,-17.5,0.24,5640,10150,-15,0,0
3.2,2.9,2.5,2.4,2.1,2,1.8,1.8,2.4,3.7,4.7,4.5,5.1,4.4,3.8,4,4,3.2,3,2.7,1.8,2.5,3.5,3.5,5.1,3.1,13.6,0.8,5.6,0.24,-6.2,0.02,5835,10155,5,0,0
1.9,2,2.5,2.1,2.2,1.4,2.2,2.3,2.9,3.4,4.7,5.5,4.7,4.8,4.9,4.6,3.7,3.3,3.4,3.2,3.4,3,2.8,3.4,5.5,3.3,10.1,0.42,3.9,0.41,-13.6,0.35,5795,10220,-45,0,0
0.9,0.4,0.8,0.4,0.8,0.2,0.5,1.6,1.4,1.1,1,1.5,1.1,1.4,2,3.3,3.4,2.4,1.9,1.9,1.3,1.4,0.9,1,3.4,1.4,18.8,0.66,9.3,0.59,-6.3,0.54,5895,10135,0,0,1
1.4,2.3,2.3,2.6,2.6,3,3.3,3.7,3.1,3.8,3.2,3.4,3.6,3.4,3.4,3.1,2.6,2.4,2.3,2,2.1,2.5,2.3,2.4,3.8,2.8,8.3,1,-1.2,1,-17.1,0.74,5665,10140,-95,0.18,0
1.7,1.7,1.3,0.8,0.6,1,1.3,1.2,1.5,2.2,1.1,1.4,1,0.8,1.8,1.6,1.5,2.9,2.1,2.2,1.9,0.8,1.1,1.1,2.9,1.4,6.4,0.47,-2.4,0.21,-19.1,0.2,5640,10145,10,0,0
1.3,1.6,1.6,1.4,1.8,1.9,1.4,1.7,2.1,2.1,1.8,2,1.8,1.9,2.5,2.4,2.5,2.2,2.3,2.1,2.1,2.6,1.5,2,2.6,1.9,7.4,0.87,-0.25,0.47,-16.4,0.21,5765,10280,30,0,0
1,1.2,1.3,1.9,2.1,1.7,2.1,2.8,2.7,2.3,2.3,2,1.7,2.5,3.2,3.4,2.8,2.5,1.7,0.4,0.2,0.5,0.5,0.4,3.4,1.8,11.7,0.46,7,0.23,-8,0.03,5820,10160,50,0,0
1.4,1.8,1.5,1.3,1.3,1.8,2.1,2.7,3.4,3.8,4.2,4.3,3.9,4.3,4.2,4.5,4.2,4.5,4,4.2,3.8,3.8,3.3,2.2,4.5,3.2,17.4,0.56,9.3,0.3,-6.6,0.09,5835,10105,-20,0,0
3.3,3.5,3.4,3.4,3.2,3.1,2.8,3.5,3.3,3.8,4.1,4.6,4.7,5,5.1,5.3,5,4.4,3.8,3.8,3.4,3.4,4.1,2.9,5.3,3.9,15,0.45,7.9,0.27,-11.2,0.6,5830,10150,15,0,0
3.5,3.3,2.9,3.4,2.7,2.2,2.5,3.1,2.7,3,3,3.2,2.9,2.7,2.1,2.7,2.7,1.9,2.3,2.5,3.4,1.3,1,0.9,3.5,2.6,10.8,0.79,5.3,0.39,-9.3,0.3,5815,10185,0,0.08,0
0.2,0.6,0.2,0.2,0.8,0.8,1.3,2.4,2.3,1.7,1.1,1.4,0.2,0.8,2,2.2,2.7,2.2,2.2,2.5,1.7,0.5,0.6,1.1,2.7,1.3,20,0.7,11.7,0.45,-5.1,0.15,5905,10105,-10,0.18,0
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,11.1,0.21,5.2,0.13,-10.3,0.29,5810,10215,20,0,0
0.7,0.2,0.5,0.4,1.3,1.3,1.8,2.2,3,4.2,5.2,5.6,6.3,5.9,5.1,5.4,5.4,3.4,2.6,1.8,2.1,3.7,1.9,0.7,6.3,2.9,12.4,0.25,3.2,0.22,-12,0.12,5730,10105,-15,0,0
2.6,2.4,2.5,2.9,3.6,3.3,4.2,4.1,3.4,2.8,1.6,2.5,2.6,2.1,4.5,5.5,6.7,5.9,5.5,4.6,3.2,3.4,3.4,4.2,6.7,3.6,5.2,0.85,-0.45,0.49,-17.8,0.66,5680,10185,-65,2.69,0
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0
1.7,1.3,2.9,0.1,0.7,1.8,3.8,3,2.3,4.6,5.9,5.4,5.8,5.5,4.9,5.3,3.9,3.1,0.8,0.8,0.6,0.8,0.4,0.5,5.9,2.7,12.5,0.8,4.2,0.81,-11,0.96,5750,10095,-25,0.03,0
1.1,1.1,1.5,1.6,1.6,1.5,1.5,1.8,2.4,3,3.4,3.5,3.2,3.4,4.1,3.9,3.6,2.8,2.7,1.5,0.9,1.1,1,0.9,4.1,2.2,13.6,0.62,5.9,0.26,-10.5,0.14,5830,10180,0,0,0
1.3,1.7,1.3,1.5,1.1,1.3,1.4,2.4,3.7,2.7,3.3,3.3,2.8,4.2,5.1,4.4,4,3.8,2,1.7,1.8,1,1.1,1.5,5.1,2.4,18,0.44,8.2,0.3,-10.3,0.5,5855,10140,5,0.66,0
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,8.1,0.48,4.2,0.15,-9.7,0.13,5870,10295,45,0,0
0.2,0.1,0.3,0.2,0.4,0.2,0.4,0.2,0.1,0.4,1,2.1,2.7,2.9,2.3,2.3,1.3,0.4,0,0.2,0.3,0.4,0.4,0.3,2.9,0.8,?,?,?,?,?,?,?,?,?,0,0
1.7,2,1.8,1.7,1.6,1.2,1.3,1.6,2.5,3.1,3.4,3.1,2.9,2.8,3,3.4,3.1,2.3,2.5,1.5,0.6,0.4,0.4,0.5,3.4,2,12.2,0.85,8.1,0.04,-8.8,0.24,5850,10180,-15,0,0
1.6,1.3,1.3,0.5,0.6,0.8,0.4,0.5,1.7,2.4,2.7,2.1,2,2.1,1.5,1.6,1.5,1.2,0.8,0.6,1,0.7,0.8,0.4,2.7,1.3,6.8,0.17,0.05,0.75,-12.5,0.4,5705,10190,0,0,0
1.5,1.5,0.9,0.4,0.1,0.3,0.2,0.6,0.8,1.6,0.4,0.6,0.4,1.6,2.8,3.3,1.7,2.7,1,1.7,0.6,0.6,0.4,0.4,3.3,1.1,7.5,0.3,-1.1,0.24,-14.4,0.53,5595,10050,0,0,0
4.9,5.1,5.5,4.5,4.4,5.2,5.2,4.3,3.8,4.2,3.9,3.8,3.8,4.6,4,4.3,3.5,2.7,2.7,1.7,0.9,0.4,1,1,5.5,3.6,13.5,0.59,3.7,0.96,-10.2,0.58,5810,10205,75,0,0
2.5,1.9,1.8,1.8,1.6,2.1,2.4,2.2,2.8,2.7,2.5,2.3,2.2,2.5,2.9,3.7,2.5,2.9,3,1.7,1.7,1.6,1.2,0.9,3.7,2.2,18.1,0.84,8.8,0.74,-6.9,0.23,5860,10090,-15,0,0
0.4,0.8,1.2,0.8,0.8,1,0.7,1.8,2.6,3.4,3.1,2.3,2.5,3.1,2.8,3,2.8,2.1,1.2,1,0.7,0.4,0.4,0.6,3.4,1.7,?,?,?,?,?,?,?,?,?,0,0
2.6,2.1,1.7,1.3,0.8,1,1,1.7,2.9,3.1,2.5,2.5,2.5,2.1,1.8,1.6,1.3,3.9,3.3,3.4,3.7,3.2,2.5,1.9,3.9,2.3,18.7,0.79,8.4,0.72,-7.5,0.48,5900,10140,-15,0,0
0.1,0.1,0.3,0.6,0.5,0.4,0.6,1.4,1.7,1.7,2.1,2.3,2.4,2.9,2.9,2.9,3.3,3.1,2.5,1.6,1.3,0.4,0.1,0.4,3.3,1.5,10.3,0.69,1.9,0.12,-13.3,0.06,5745,10160,10,0,0
2,1.7,0.6,0.9,0.7,0.4,0.6,0.9,1.1,1,1.3,0.8,0.7,1.3,1.5,3.4,3.7,3.1,3.1,3.4,2.6,2,1.8,2.9,3.7,1.7,10.9,0.91,7.3,0.09,-13.1,0.18,5825,10190,-45,0,0
2,0.2,1.6,0.9,0.8,0.6,0.4,0.7,1.6,0.7,1.2,1.7,2.2,2,3,3.2,2.7,2.4,1.5,1.6,1.4,0.2,0.1,0.1,3.2,1.4,10.5,0.51,1.8,0.17,-15.1,0.52,5730,10150,10,0,0
2.2,1.5,1.3,0.9,0.4,0.8,1.4,1.3,1.1,1.4,2,2,2.8,2.4,2.5,3.5,3.3,3,2.6,3,3.5,2.9,2,1.5,3.5,2.1,14.8,0.17,8.5,0.07,-8,0.03,5855,10185,25,0,0
1.8,1.5,0.7,0.8,0.4,0.3,0.4,0.8,1.8,2.7,3.5,2.5,2.6,2.9,3.6,3,3.4,2.7,2.1,2.2,2.1,1.5,1.3,1.1,3.6,1.9,14.6,0.45,7.7,0.32,-8.1,0.08,5865,10190,0,0,0
0.5,0.8,0.6,0.6,0,0.6,0.4,0.7,0.9,1.9,2,1.5,1.3,1.6,2,2.1,3.1,2.1,1.9,1.9,2,1.8,1.3,0.4,3.1,1.3,13.3,0.08,4.1,0.39,-12.8,0.55,5835,10230,0,0,0
1.9,1.6,1.6,1.5,1.3,1.3,1.6,3.3,4.2,3.7,2.7,2.1,0.9,1.4,1.6,0.6,1.6,2.6,4.1,3.4,3.1,3.5,2.6,2.2,4.2,2.3,21.3,0.45,9.9,0.52,-7.9,0.43,5900,10135,0,0,0
1.3,1.1,1.2,0.8,0.3,0.8,1,1.1,1.3,1.3,0.8,1.1,1.3,3,2.4,2.8,2.8,2,1.8,0.9,0.2,0.2,0.7,0.3,3,1.3,16.9,0.73,8.5,0.76,-7,0.92,5880,10145,5,0,0
2.5,2.1,2,2.2,2.1,2.4,2.1,2.5,2.8,3.8,3.3,2.9,2.8,2.3,1.8,2.7,2.9,2.7,2.2,1.9,2.3,2.6,2.2,1.9,3.8,2.5,2.4,0.18,-2.3,0.43,-11,0.27,5750,10335,90,0,0
1.7,1.4,1.3,1.9,2.5,3.1,3,3.2,2.7,2.8,2.9,2.4,2,2.1,2.8,2.7,2.5,2.5,2.9,2.8,2.8,3.2,3.3,2.9,3.3,2.6,13.7,0.32,4.4,0.47,-9.2,0.27,5830,10240,85,0,0
0.7,1,1.7,1.6,1.7,1.3,1.2,2.3,3,4,3.4,4.1,4.2,3.5,3.3,3.5,3.1,3.2,3.5,2.8,2.7,2.8,2.4,2.7,4.2,2.7,18.1,0.82,9.1,0.57,-7.7,0.95,5900,10155,5,0,0
1.1,1,1.4,1.6,1.3,0.7,1.6,2.1,2.7,2.7,2.7,3.1,3.4,2.5,3.5,3.3,2.1,2,3.8,2.3,2.2,2.8,3.3,3.7,3.8,2.4,17.4,0.69,8.2,0.59,-7.5,0.28,5885,10150,-15,0.46,0
0.6,0.3,0.3,0.1,0,0.1,0.1,0.4,1.1,1.1,0.5,1.9,1.7,1.5,1.7,2,2.5,2,2,1.7,1.1,0.8,0.2,0.1,2.5,1,12.7,0.09,6.8,0.01,-11.5,0.15,5875,10245,-40,0,1
1.4,1.8,1.3,1.3,0.8,1.5,2.1,1.8,2.1,2.7,3.1,3.5,5,5.3,5.5,4.6,4.5,4.4,4.1,3.8,3.4,3.3,3.2,3.6,5.5,3.1,14,0.57,8.8,0.17,-11.2,0.19,5835,10165,-5,0,0
0.8,1.3,0.9,2.2,0.4,2.3,2.5,3,1.1,2,2.5,3.6,3.1,2.7,3,1.9,1.7,1.3,2.2,1.1,1.3,1.7,1.8,1.1,3.6,1.9,15.7,0.65,9.1,0.17,-12.7,0.9,5805,10110,-30,6.22,0
0.2,0.4,0.3,0.2,0.4,1.4,1.7,1.7,3,3.6,2.5,1.7,0.7,1.3,1.1,0.9,1.2,1.6,1.3,2.3,2.5,2.4,2.2,1.8,3.6,1.5,10.4,0.86,0.8,0.81,-14.7,0.15,5725,10155,-40,0.15,0
0.3,0.2,0.4,0.2,0.2,0.5,0.4,0.8,1.3,1.3,2.5,2.9,2.8,3,2.4,3.4,2.9,1.6,1.5,0.9,0.1,0.1,0.2,2.1,3.4,1.3,15.7,0.19,4.5,0.28,-9.3,0.08,5845,10170,90,0,0
3.4,2.8,3,2.8,1.2,1.1,1.3,2.4,2.6,3.3,3.1,3.6,3.8,3.2,2.8,3.8,4,3.3,2.7,2,2.6,3.5,3.1,2.7,4,2.8,?,?,?,?,?,?,?,?,?,0,0
0.2,0.4,0.1,0.4,0.3,0,0.3,1,2.1,2.6,3.4,3.1,3.7,4.6,4.2,5.1,4.6,4.5,2.3,0.8,1.3,1.5,0.2,0.1,5.1,1.9,11.6,0.16,1.7,0.39,-16.3,0.41,5765,10205,20,0,0
0.4,0.2,0.4,0.4,0.9,1.4,1.8,2,2.4,2.6,3.5,3.3,3.5,3.3,3.8,4.1,4,3.5,3.6,2.1,2.3,2.6,2.9,3,4.1,2.4,12.1,0.41,6.3,0.02,-10.1,0.35,5850,10210,-15,0,0
2.3,1.2,1.6,1.5,1.7,1.8,1.9,2.3,3.1,4.1,4.1,4,4.5,4.8,4.7,4.7,4.8,4.7,4.3,4.2,3.9,3.6,3.4,3.3,4.8,3.4,13.1,0.27,5,0.17,-11.6,0.03,5765,10135,-5,0,0
2.5,2,3.6,3.8,3.8,3.8,3.5,4.1,4.9,5,4.3,6.5,6.8,7,5.8,5.9,5.8,5.9,5.5,5.8,4.8,4.7,5,4.9,7,4.8,13.4,0.75,6.5,0.34,-7.4,0.15,5855,10150,-15,0,0
1.3,0.9,0.7,0.7,0.2,0.2,0.3,0.7,1.5,1.9,2.1,2.6,2.1,1.1,0.8,0.8,2,3.2,2.4,2.8,1.9,1.7,1.3,0.4,3.2,1.4,15.6,0.62,8.1,0.51,-10.9,0.53,5815,10115,-30,0,0
0.4,0.2,0.1,0.3,0.4,0.3,0.5,1,2,2.6,2.8,1.6,1.2,0.8,0.6,1.5,1.5,1,1.3,1.3,0.9,0.4,0.2,0.3,2.8,1,12.7,0.32,3.7,0.23,-11.3,0.04,5795,10170,-25,0,0
1.2,0.7,0.7,0.4,0.3,0.2,0.8,0.8,0.6,1.8,1.9,1.6,2.1,2.2,3,4,4.6,4.2,3.4,2.5,2.5,2,1.5,1.2,4.6,1.8,19.5,0.49,10.1,0.31,-5,0.11,5910,10130,0,0,0
2.5,2.5,2.5,2.7,2.4,3,4,4.3,4.5,4.5,3.9,3.8,4.6,4.9,4.2,4.2,3.5,2.9,3,2.5,2.7,2.8,3,3,4.9,3.4,7.8,0.84,4,0.9,-10.1,0.89,5785,10215,50,5.13,0
0.2,0.4,0.3,0.4,0.3,0.6,0.8,1.6,2.3,2.1,2.9,4.3,4.2,3.7,4.3,4.6,5.3,4.6,2.8,1.6,0.8,0.2,0.4,0.4,5.3,2.1,9.4,0.66,2.3,0.14,-15.6,0.41,5785,10210,-5,0,0
1.2,1.5,1.3,1.6,1.3,1,1.7,3,3.4,3,3.5,2.6,2.5,2.5,2.5,2.3,2.5,3,3.9,3.2,3.5,2.7,2.1,2.1,3.9,2.4,19.3,0.38,8.6,0.29,-6,0.2,5900,10160,-10,0,0
4,3.8,3.6,4.3,3.8,5.1,4.9,3.8,3.8,4.8,5.1,4.8,4.9,5.3,5.9,6.2,4.6,4.4,4.7,3.8,3.2,2.4,2.3,2.2,6.2,4.2,17,0.7,7.9,0.67,-6.9,0.37,5880,10140,-10,1.17,0
2.5,2.7,1.7,1.7,1.3,2.5,4.1,3.3,3.7,3.3,3.9,3.9,3.8,3.4,3.6,3.4,3,1.9,1.8,2.4,2.1,2.2,2.7,2.7,4.1,2.8,13,0.08,5.3,0.07,-13.9,0.1,5785,10165,40,0,0
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,16.9,0.58,9.1,0.35,-4.7,0.03,5895,10165,10,0.84,0
2,2.5,3.5,3.9,0.9,0.8,1.3,1.8,2.9,3,2.4,5.7,5.8,6,4.9,4.6,4,3.7,3,2.5,2.5,3.4,3.8,4.2,6,3.3,16.1,0.04,8.5,0.02,-13,0.02,5740,10065,-55,0.05,0
1.2,0.7,0.3,0.6,1,0.9,1.2,0.9,1.3,1.9,1.6,1.5,1.9,1.6,1.6,0.5,1.3,1.2,1.3,1.1,1.1,0.8,0.3,0.5,1.9,1.1,15.8,0.85,6.8,0.86,-8,0.79,5865,10150,5,0.23,0
1.1,1.4,1.5,1.9,1.9,1.6,1.7,2,2.8,3.3,4,3.8,3.4,4.4,4.2,4.1,3.8,3.4,3.5,3.4,3.6,4,3.4,3.8,4.4,3,15.2,0.59,8.7,0.24,-7.8,0.13,5850,10120,15,0,0
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,18.5,0.74,10,0.5,-7.1,0.47,5920,10160,5,0,0
2.5,1.7,1.7,1.3,1,0.8,0.7,2,3.3,3.6,4,2.8,2.1,3.6,4,4.6,4.2,3.9,3.8,2.9,2.6,2.4,1.7,1.9,4.6,2.6,18.7,0.7,10.4,0.45,-7.3,0.63,5910,10145,-10,0,0
0.4,0.4,0.6,0.9,0.7,0.5,1,1.4,2.2,2.5,2.7,2.3,1.8,1.9,2.9,3.4,2.9,2.1,0.9,1.5,1.3,1,0.2,0.5,3.4,1.5,15.1,0.36,8,0.5,-6.3,0.08,5875,10160,-15,0,0
0.7,0.5,0.7,0.7,0.2,0.4,0.3,0.5,1.4,2.2,1.7,1.3,2,1.1,1.2,2.2,2.5,2.1,?,?,?,?,?,0.8,2.5,1.2,15.5,0.28,11.1,0.07,-5.7,0.07,5870,10135,-45,0,0
1,1.4,1.4,1,0.8,0.2,0.5,1.9,2.9,2.8,2.3,1.6,1.7,1.9,1.9,2.9,3.8,3.6,3.4,3,3,2.1,1.5,1.6,3.8,2,18.5,0.68,8.4,0.76,-7,0.35,5915,10165,5,0,0
1.1,1.1,0.8,1.6,1.8,1.2,1.5,2.2,3.8,3.3,2.7,4.2,4.4,4.5,4.6,4.6,3.7,2.3,1.2,0.3,0.3,0.2,0.4,0,4.6,2.2,?,?,?,?,?,?,?,?,?,0.25,0
4.9,4.5,5.4,4.6,4.5,4.2,3.3,3.8,4.7,6.3,6.6,4.9,4.8,4.4,4.2,4.1,4.5,3.6,2.5,3,2.9,4.2,6.3,6,6.6,4.5,?,?,?,?,?,?,?,?,?,0.03,0
1,0.4,0.3,0.4,0,0.1,0.9,1,1.2,1.4,2.2,2.6,2,2.3,3.5,3.3,4.2,3.9,3.8,2.9,2.5,2,1.7,1.7,4.2,1.9,14.9,0.5,7.1,0.44,-11,0.31,5835,10145,-15,0,1
0.4,0.2,0.4,0.8,1,0.8,1.2,1.8,2.2,1.8,1.4,1.3,1.7,1.1,1.4,1.2,2.1,2.7,3,1.5,0.9,1,0.9,1,3,1.3,14.7,0.78,7.6,0.13,-8,0.06,5855,10150,-10,0,0
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.65,0.7,1.1,0.06,-17.7,0.19,5665,10195,90,0,0
1,0.4,0.8,0.8,0.6,0.7,1.2,1.6,1.7,1.4,1.5,1.5,2.2,2.3,2.5,3,3,2.8,2,1,0.7,1,0.6,0,3,1.4,16.7,0.81,8.1,0.57,-6.8,0.11,5865,10125,-15,0,0
1.1,1.3,1,1.3,1.6,1.3,1,1.9,2.6,2.9,2.2,2.1,2.9,2.8,2.1,2.6,3.1,3.3,3.9,3.3,2.2,1.3,0.4,1.3,3.9,2.1,12.7,0.53,9.3,0.04,-7,0.15,5895,10210,-20,0,0
0.3,0.2,0.5,0.4,0.4,0.5,0.5,0.5,0.7,1.8,2.7,2.2,2.4,2.8,3.2,3.4,4.1,3.4,2.4,2,1.6,1,1.7,0.9,4.1,1.7,2,0.04,-2.9,0.22,-19.5,0.14,5630,10200,5,0,0
