V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,label
0.009766,0.005859,0.050781,0.017578,0.009766,0.0,0.029297,0.0,0.001953,0.015625,0.001953,0.021484,0.033203,0.001953,0.013672,0.0,0.023438,0.015625,0.003906,0.011719,0.046875,0.011719,0.0,0.003906,0.009766,0.019531,0.001953,0.019531,0.021484,0.009766,0.005859,0.0,0.009766,0.0,0.011719,0.015625,0.023438,0.037109,0.005859,0.011719,0.0,0.001953,0.085938,0.011719,0.023438,0.005859,0.025391,0.025391,0.003906,0.072266,0.019531,0.0,0.048828,0.0,0.021484,0.011719,0.015625,0.005859,0.027344,0.011719,0.005859,0.013672,0.025391,0.003906,48
0.0,0.0,0.011719,0.001953,0.050781,0.0,0.037109,0.0,0.0,0.007812,0.0,0.029297,0.011719,0.0,0.039062,0.0,0.009766,0.0,0.011719,0.001953,0.005859,0.005859,0.0,0.0,0.019531,0.017578,0.003906,0.021484,0.001953,0.015625,0.083984,0.056641,0.003906,0.0,0.0,0.007812,0.005859,0.046875,0.035156,0.035156,0.019531,0.0,0.005859,0.027344,0.003906,0.042969,0.046875,0.046875,0.048828,0.0,0.023438,0.0,0.013672,0.052734,0.044922,0.023438,0.005859,0.001953,0.0,0.007812,0.0,0.003906,0.0,0.0,43
0.001953,0.003906,0.03125,0.023438,0.025391,0.0,0.013672,0.0,0.0,0.009766,0.003906,0.042969,0.007812,0.005859,0.039062,0.0,0.025391,0.009766,0.005859,0.009766,0.003906,0.017578,0.007812,0.048828,0.023438,0.011719,0.005859,0.011719,0.017578,0.001953,0.017578,0.017578,0.005859,0.0,0.003906,0.007812,0.011719,0.013672,0.046875,0.013672,0.009766,0.003906,0.03125,0.009766,0.015625,0.009766,0.023438,0.097656,0.015625,0.015625,0.003906,0.0,0.035156,0.03125,0.046875,0.009766,0.005859,0.011719,0.025391,0.015625,0.0,0.013672,0.019531,0.0,15
0.0,0.0,0.005859,0.017578,0.015625,0.0,0.007812,0.0,0.001953,0.001953,0.009766,0.027344,0.005859,0.003906,0.029297,0.0,0.005859,0.019531,0.041016,0.003906,0.023438,0.027344,0.035156,0.035156,0.009766,0.017578,0.003906,0.013672,0.029297,0.003906,0.011719,0.011719,0.003906,0.0,0.001953,0.005859,0.011719,0.005859,0.033203,0.007812,0.003906,0.019531,0.0625,0.005859,0.011719,0.015625,0.007812,0.11328,0.005859,0.017578,0.003906,0.007812,0.060547,0.011719,0.046875,0.021484,0.003906,0.017578,0.011719,0.011719,0.005859,0.011719,0.03125,0.0,86
0.013672,0.03125,0.042969,0.003906,0.0,0.013672,0.021484,0.0,0.007812,0.027344,0.009766,0.021484,0.056641,0.005859,0.025391,0.0,0.013672,0.009766,0.007812,0.013672,0.064453,0.003906,0.0,0.0,0.015625,0.009766,0.003906,0.009766,0.005859,0.009766,0.005859,0.005859,0.023438,0.0,0.017578,0.021484,0.027344,0.052734,0.015625,0.007812,0.003906,0.005859,0.060547,0.007812,0.003906,0.013672,0.050781,0.035156,0.003906,0.042969,0.025391,0.0,0.017578,0.005859,0.015625,0.007812,0.011719,0.001953,0.015625,0.011719,0.0,0.0,0.03125,0.0,47
0.015625,0.003906,0.001953,0.10352,0.001953,0.064453,0.0,0.0,0.0,0.023438,0.041016,0.003906,0.001953,0.0,0.001953,0.0,0.023438,0.019531,0.005859,0.044922,0.0,0.0,0.0,0.0,0.001953,0.011719,0.0,0.003906,0.037109,0.054688,0.0,0.0,0.042969,0.0,0.023438,0.021484,0.019531,0.0,0.001953,0.0,0.007812,0.037109,0.015625,0.017578,0.125,0.0,0.0,0.0,0.0,0.0,0.001953,0.0,0.003906,0.007812,0.0,0.0,0.035156,0.082031,0.056641,0.017578,0.0,0.0,0.015625,0.0,35
0.025391,0.017578,0.023438,0.007812,0.003906,0.011719,0.015625,0.0,0.003906,0.021484,0.03125,0.011719,0.035156,0.001953,0.015625,0.0,0.027344,0.013672,0.005859,0.013672,0.03125,0.013672,0.0,0.011719,0.009766,0.025391,0.005859,0.005859,0.023438,0.0,0.009766,0.001953,0.041016,0.0,0.011719,0.027344,0.013672,0.025391,0.013672,0.005859,0.0,0.017578,0.076172,0.001953,0.025391,0.003906,0.019531,0.048828,0.0,0.072266,0.037109,0.0,0.027344,0.0,0.021484,0.013672,0.009766,0.023438,0.015625,0.009766,0.0,0.0,0.007812,0.003906,49
0.003906,0.017578,0.048828,0.064453,0.003906,0.029297,0.013672,0.0,0.0,0.029297,0.029297,0.003906,0.001953,0.0,0.007812,0.0,0.033203,0.035156,0.013672,0.037109,0.003906,0.005859,0.0,0.0,0.0,0.044922,0.0,0.023438,0.03125,0.044922,0.0,0.001953,0.042969,0.0,0.011719,0.013672,0.033203,0.0,0.011719,0.0,0.007812,0.027344,0.007812,0.037109,0.035156,0.0,0.001953,0.015625,0.001953,0.0,0.007812,0.0,0.044922,0.001953,0.011719,0.0,0.019531,0.054688,0.046875,0.009766,0.0,0.0,0.025391,0.0,93
0.019531,0.013672,0.007812,0.001953,0.007812,0.025391,0.046875,0.0,0.007812,0.037109,0.015625,0.017578,0.007812,0.019531,0.011719,0.0,0.029297,0.011719,0.025391,0.015625,0.021484,0.017578,0.0,0.058594,0.005859,0.023438,0.007812,0.005859,0.009766,0.015625,0.007812,0.001953,0.033203,0.0,0.015625,0.013672,0.0,0.007812,0.017578,0.007812,0.001953,0.019531,0.027344,0.007812,0.017578,0.007812,0.029297,0.035156,0.003906,0.03125,0.013672,0.019531,0.041016,0.0,0.03125,0.003906,0.017578,0.015625,0.003906,0.007812,0.003906,0.029297,0.005859,0.03125,23
0.015625,0.019531,0.035156,0.017578,0.019531,0.035156,0.029297,0.0,0.003906,0.044922,0.005859,0.003906,0.03125,0.001953,0.009766,0.005859,0.033203,0.017578,0.009766,0.042969,0.005859,0.003906,0.019531,0.009766,0.0,0.025391,0.001953,0.027344,0.023438,0.03125,0.0,0.0,0.033203,0.0,0.019531,0.015625,0.027344,0.005859,0.005859,0.003906,0.029297,0.015625,0.009766,0.017578,0.015625,0.009766,0.007812,0.005859,0.003906,0.005859,0.041016,0.0,0.03125,0.009766,0.017578,0.001953,0.023438,0.019531,0.033203,0.029297,0.001953,0.0,0.027344,0.0,72
0.003906,0.003906,0.03125,0.021484,0.03125,0.0,0.083984,0.001953,0.001953,0.035156,0.007812,0.003906,0.001953,0.0,0.005859,0.0,0.017578,0.001953,0.009766,0.015625,0.007812,0.001953,0.0,0.001953,0.0,0.046875,0.0,0.044922,0.007812,0.056641,0.013672,0.011719,0.023438,0.003906,0.005859,0.015625,0.019531,0.056641,0.023438,0.003906,0.013672,0.019531,0.007812,0.033203,0.003906,0.019531,0.023438,0.005859,0.013672,0.005859,0.013672,0.001953,0.054688,0.019531,0.080078,0.003906,0.015625,0.005859,0.017578,0.007812,0.001953,0.003906,0.001953,0.0,45
0.072266,0.087891,0.009766,0.001953,0.0,0.19336,0.021484,0.005859,0.0,0.021484,0.072266,0.0,0.082031,0.0,0.0,0.0,0.027344,0.007812,0.003906,0.011719,0.0,0.0,0.0,0.0,0.0,0.007812,0.0,0.0,0.015625,0.003906,0.0,0.0,0.023438,0.001953,0.021484,0.064453,0.005859,0.005859,0.0,0.0,0.0,0.041016,0.0,0.003906,0.015625,0.0,0.0,0.0,0.0,0.0,0.054688,0.0,0.017578,0.0,0.001953,0.0,0.005859,0.027344,0.007812,0.015625,0.001953,0.0,0.037109,0.0,14
0.011719,0.003906,0.03125,0.005859,0.025391,0.017578,0.011719,0.0,0.005859,0.009766,0.003906,0.039062,0.013672,0.023438,0.025391,0.0,0.007812,0.021484,0.001953,0.007812,0.042969,0.013672,0.0,0.0,0.033203,0.007812,0.023438,0.007812,0.015625,0.009766,0.023438,0.033203,0.009766,0.001953,0.003906,0.007812,0.007812,0.076172,0.019531,0.015625,0.009766,0.003906,0.007812,0.009766,0.011719,0.025391,0.085938,0.042969,0.033203,0.007812,0.005859,0.0,0.011719,0.027344,0.007812,0.013672,0.003906,0.007812,0.007812,0.013672,0.001953,0.005859,0.029297,0.003906,73
0.060547,0.095703,0.019531,0.015625,0.0,0.19531,0.001953,0.0,0.0,0.011719,0.070312,0.003906,0.068359,0.0,0.001953,0.0,0.011719,0.027344,0.005859,0.009766,0.0,0.0,0.0,0.0,0.0,0.003906,0.0,0.005859,0.046875,0.001953,0.0,0.0,0.027344,0.0,0.009766,0.039062,0.001953,0.015625,0.0,0.0,0.0,0.025391,0.017578,0.001953,0.035156,0.0,0.0,0.003906,0.0,0.0,0.048828,0.0,0.009766,0.0,0.0,0.0,0.019531,0.046875,0.009766,0.009766,0.0,0.0,0.019531,0.0,91
0.003906,0.007812,0.037109,0.027344,0.007812,0.007812,0.023438,0.0,0.0,0.033203,0.007812,0.009766,0.015625,0.0,0.023438,0.0,0.015625,0.003906,0.021484,0.023438,0.03125,0.003906,0.0,0.019531,0.0,0.021484,0.001953,0.019531,0.015625,0.007812,0.003906,0.0,0.015625,0.0,0.007812,0.011719,0.021484,0.029297,0.025391,0.003906,0.0,0.013672,0.050781,0.011719,0.021484,0.005859,0.039062,0.091797,0.001953,0.050781,0.005859,0.0,0.027344,0.003906,0.085938,0.005859,0.007812,0.013672,0.021484,0.0,0.0,0.001953,0.029297,0.0,74
0.083984,0.19141,0.007812,0.0,0.0,0.16797,0.003906,0.0,0.005859,0.015625,0.097656,0.0,0.048828,0.001953,0.0,0.0,0.001953,0.021484,0.0,0.007812,0.0,0.0,0.0,0.0,0.001953,0.0,0.0,0.0,0.015625,0.0,0.0,0.0,0.013672,0.0,0.021484,0.023438,0.007812,0.005859,0.0,0.0,0.0,0.009766,0.001953,0.0,0.023438,0.0,0.001953,0.009766,0.001953,0.0,0.12305,0.0,0.001953,0.0,0.009766,0.0,0.009766,0.025391,0.007812,0.0,0.0,0.0,0.027344,0.0,28
0.025391,0.1582,0.001953,0.005859,0.0,0.19336,0.011719,0.0,0.005859,0.003906,0.074219,0.0,0.11914,0.001953,0.0,0.0,0.0,0.027344,0.0,0.005859,0.0,0.0,0.0,0.0,0.0,0.001953,0.0,0.0,0.039062,0.001953,0.0,0.0,0.013672,0.0,0.017578,0.039062,0.005859,0.0,0.001953,0.0,0.0,0.025391,0.009766,0.001953,0.015625,0.0,0.0,0.015625,0.0,0.0,0.097656,0.0,0.0,0.0,0.005859,0.0,0.001953,0.025391,0.013672,0.005859,0.0,0.0,0.025391,0.0,30
0.021484,0.029297,0.023438,0.050781,0.007812,0.013672,0.019531,0.0,0.005859,0.027344,0.035156,0.001953,0.060547,0.001953,0.003906,0.0,0.027344,0.046875,0.021484,0.021484,0.003906,0.0,0.0,0.0,0.001953,0.019531,0.0,0.019531,0.029297,0.037109,0.001953,0.0,0.023438,0.0,0.009766,0.03125,0.015625,0.003906,0.007812,0.0,0.005859,0.019531,0.009766,0.023438,0.058594,0.007812,0.007812,0.011719,0.0,0.0,0.025391,0.0,0.019531,0.0,0.015625,0.0,0.021484,0.037109,0.041016,0.037109,0.0,0.0,0.03125,0.001953,6
0.011719,0.013672,0.087891,0.001953,0.003906,0.03125,0.033203,0.003906,0.0,0.017578,0.003906,0.009766,0.039062,0.0,0.009766,0.0,0.019531,0.011719,0.013672,0.013672,0.033203,0.0,0.0,0.003906,0.001953,0.013672,0.0,0.005859,0.023438,0.007812,0.001953,0.0,0.015625,0.003906,0.017578,0.009766,0.023438,0.078125,0.017578,0.005859,0.0,0.011719,0.048828,0.003906,0.007812,0.003906,0.060547,0.082031,0.0,0.019531,0.021484,0.001953,0.027344,0.001953,0.048828,0.003906,0.003906,0.005859,0.025391,0.009766,0.001953,0.0,0.019531,0.0,39
0.005859,0.005859,0.021484,0.007812,0.007812,0.003906,0.029297,0.001953,0.003906,0.017578,0.005859,0.015625,0.013672,0.003906,0.029297,0.0,0.015625,0.003906,0.011719,0.017578,0.013672,0.009766,0.005859,0.058594,0.0,0.021484,0.001953,0.017578,0.015625,0.009766,0.013672,0.009766,0.017578,0.003906,0.015625,0.03125,0.007812,0.019531,0.027344,0.009766,0.003906,0.027344,0.035156,0.005859,0.011719,0.005859,0.013672,0.10742,0.0,0.005859,0.029297,0.003906,0.044922,0.005859,0.068359,0.007812,0.007812,0.013672,0.023438,0.015625,0.001953,0.015625,0.005859,0.005859,86
0.052734,0.10156,0.023438,0.007812,0.0,0.082031,0.003906,0.0,0.005859,0.050781,0.058594,0.001953,0.048828,0.001953,0.0,0.0,0.021484,0.039062,0.019531,0.007812,0.0,0.0,0.0,0.0,0.0,0.019531,0.0,0.005859,0.035156,0.0,0.001953,0.0,0.048828,0.001953,0.025391,0.03125,0.021484,0.007812,0.0,0.0,0.001953,0.035156,0.005859,0.0,0.027344,0.0,0.003906,0.001953,0.0,0.0,0.044922,0.0,0.007812,0.0,0.001953,0.0,0.013672,0.046875,0.033203,0.013672,0.0,0.0,0.035156,0.0,64
0.0,0.0,0.046875,0.15625,0.001953,0.0,0.0,0.0,0.005859,0.0,0.0,0.011719,0.003906,0.046875,0.009766,0.0,0.001953,0.029297,0.017578,0.0,0.021484,0.001953,0.0,0.0,0.021484,0.001953,0.001953,0.039062,0.064453,0.001953,0.003906,0.001953,0.001953,0.0,0.0,0.003906,0.013672,0.042969,0.005859,0.0,0.003906,0.035156,0.005859,0.003906,0.041016,0.001953,0.041016,0.005859,0.015625,0.0,0.001953,0.0,0.013672,0.021484,0.0,0.003906,0.003906,0.048828,0.1543,0.029297,0.0,0.0,0.007812,0.0,60
0.003906,0.005859,0.035156,0.007812,0.060547,0.003906,0.035156,0.0,0.005859,0.003906,0.007812,0.021484,0.007812,0.001953,0.042969,0.0,0.019531,0.001953,0.003906,0.011719,0.015625,0.003906,0.0,0.003906,0.009766,0.017578,0.0,0.033203,0.005859,0.029297,0.017578,0.007812,0.011719,0.0,0.005859,0.0,0.017578,0.082031,0.033203,0.042969,0.015625,0.001953,0.005859,0.029297,0.009766,0.037109,0.048828,0.037109,0.009766,0.005859,0.007812,0.0,0.023438,0.017578,0.068359,0.005859,0.007812,0.0,0.021484,0.007812,0.0,0.005859,0.009766,0.003906,96
0.044922,0.080078,0.0,0.005859,0.003906,0.09375,0.087891,0.0,0.0,0.070312,0.078125,0.0,0.054688,0.0,0.0,0.0,0.03125,0.021484,0.013672,0.021484,0.003906,0.001953,0.0,0.009766,0.0,0.019531,0.001953,0.001953,0.005859,0.003906,0.0,0.0,0.037109,0.005859,0.041016,0.042969,0.0,0.0,0.0,0.0,0.001953,0.033203,0.0,0.0,0.003906,0.001953,0.005859,0.0,0.0,0.0,0.066406,0.0,0.019531,0.0,0.005859,0.0,0.007812,0.027344,0.005859,0.019531,0.0,0.001953,0.009766,0.005859,9
0.037109,0.18359,0.009766,0.003906,0.0,0.27148,0.003906,0.0,0.003906,0.005859,0.10938,0.003906,0.066406,0.001953,0.001953,0.0,0.003906,0.025391,0.001953,0.003906,0.0,0.0,0.0,0.0,0.001953,0.001953,0.0,0.001953,0.023438,0.0,0.0,0.0,0.005859,0.0,0.015625,0.021484,0.005859,0.003906,0.0,0.0,0.0,0.013672,0.009766,0.0,0.013672,0.0,0.0,0.001953,0.0,0.0,0.082031,0.0,0.0,0.0,0.0,0.0,0.003906,0.011719,0.021484,0.0,0.0,0.0,0.021484,0.0,30
0.013672,0.035156,0.048828,0.005859,0.009766,0.039062,0.042969,0.005859,0.0,0.013672,0.007812,0.007812,0.046875,0.0,0.021484,0.0,0.009766,0.015625,0.003906,0.001953,0.025391,0.001953,0.007812,0.0,0.0,0.025391,0.0,0.011719,0.035156,0.021484,0.001953,0.0,0.019531,0.001953,0.009766,0.019531,0.039062,0.023438,0.021484,0.005859,0.0,0.001953,0.003906,0.017578,0.001953,0.007812,0.033203,0.064453,0.0,0.005859,0.035156,0.0,0.035156,0.0,0.082031,0.001953,0.001953,0.011719,0.039062,0.001953,0.001953,0.001953,0.048828,0.0,22
0.019531,0.013672,0.009766,0.041016,0.017578,0.017578,0.013672,0.0,0.003906,0.017578,0.021484,0.001953,0.042969,0.001953,0.005859,0.015625,0.042969,0.013672,0.023438,0.027344,0.007812,0.0,0.015625,0.009766,0.0,0.021484,0.0,0.029297,0.035156,0.005859,0.0,0.001953,0.039062,0.0,0.019531,0.023438,0.007812,0.007812,0.005859,0.005859,0.042969,0.021484,0.007812,0.013672,0.048828,0.007812,0.0,0.001953,0.0,0.005859,0.0625,0.001953,0.025391,0.001953,0.013672,0.0,0.027344,0.027344,0.03125,0.041016,0.001953,0.0,0.027344,0.0,72
0.0,0.0,0.035156,0.003906,0.009766,0.0,0.019531,0.0,0.001953,0.003906,0.0,0.015625,0.025391,0.03125,0.025391,0.0,0.015625,0.003906,0.001953,0.007812,0.048828,0.019531,0.0,0.003906,0.029297,0.017578,0.044922,0.007812,0.007812,0.017578,0.027344,0.03125,0.003906,0.0,0.003906,0.001953,0.017578,0.076172,0.029297,0.011719,0.005859,0.005859,0.017578,0.021484,0.005859,0.009766,0.0625,0.039062,0.019531,0.017578,0.019531,0.007812,0.025391,0.011719,0.015625,0.017578,0.011719,0.0,0.003906,0.0,0.005859,0.025391,0.017578,0.03125,78
0.019531,0.064453,0.009766,0.039062,0.0,0.13867,0.001953,0.0,0.009766,0.007812,0.041016,0.0,0.060547,0.001953,0.001953,0.0,0.007812,0.064453,0.0,0.013672,0.0,0.0,0.0,0.0,0.001953,0.003906,0.0,0.001953,0.035156,0.019531,0.0,0.0,0.039062,0.0,0.015625,0.029297,0.015625,0.011719,0.0,0.0,0.001953,0.03125,0.001953,0.003906,0.09375,0.001953,0.0,0.0,0.001953,0.0,0.039062,0.0,0.003906,0.0,0.0,0.0,0.017578,0.076172,0.025391,0.011719,0.001953,0.0,0.029297,0.001953,18
0.0,0.0,0.007812,0.013672,0.048828,0.0,0.007812,0.0,0.011719,0.0,0.0,0.017578,0.0,0.007812,0.037109,0.0,0.011719,0.003906,0.011719,0.005859,0.019531,0.021484,0.0,0.0,0.023438,0.027344,0.015625,0.03125,0.005859,0.029297,0.054688,0.064453,0.003906,0.0,0.0,0.003906,0.005859,0.044922,0.033203,0.015625,0.027344,0.003906,0.005859,0.023438,0.005859,0.046875,0.037109,0.03125,0.056641,0.009766,0.0,0.0,0.058594,0.037109,0.007812,0.019531,0.0,0.007812,0.005859,0.017578,0.0,0.005859,0.001953,0.003906,98
0.001953,0.003906,0.015625,0.097656,0.001953,0.0,0.0,0.0,0.025391,0.0,0.039062,0.001953,0.025391,0.005859,0.0,0.0,0.005859,0.085938,0.005859,0.009766,0.015625,0.0,0.0,0.0,0.0,0.009766,0.0,0.011719,0.085938,0.009766,0.001953,0.0,0.015625,0.0,0.0,0.015625,0.013672,0.019531,0.0,0.0,0.0,0.056641,0.003906,0.001953,0.12305,0.0,0.021484,0.0,0.005859,0.003906,0.019531,0.001953,0.001953,0.005859,0.0,0.0,0.0,0.085938,0.085938,0.029297,0.005859,0.001953,0.013672,0.005859,65
0.005859,0.009766,0.019531,0.005859,0.007812,0.001953,0.025391,0.0,0.003906,0.015625,0.039062,0.009766,0.029297,0.011719,0.015625,0.0,0.029297,0.023438,0.027344,0.009766,0.033203,0.013672,0.0,0.042969,0.007812,0.017578,0.009766,0.009766,0.035156,0.001953,0.007812,0.0,0.025391,0.0,0.003906,0.003906,0.007812,0.021484,0.017578,0.0,0.0,0.013672,0.080078,0.0,0.035156,0.003906,0.019531,0.041016,0.0,0.046875,0.029297,0.001953,0.044922,0.0,0.041016,0.009766,0.005859,0.017578,0.019531,0.015625,0.0,0.009766,0.009766,0.003906,49
0.017578,0.041016,0.017578,0.005859,0.003906,0.027344,0.017578,0.003906,0.0,0.017578,0.050781,0.013672,0.056641,0.0,0.007812,0.0,0.011719,0.035156,0.029297,0.019531,0.035156,0.0,0.0,0.007812,0.0,0.009766,0.0,0.001953,0.033203,0.003906,0.003906,0.0,0.025391,0.003906,0.027344,0.039062,0.013672,0.019531,0.009766,0.001953,0.001953,0.017578,0.03125,0.0,0.044922,0.003906,0.011719,0.044922,0.0,0.019531,0.039062,0.0,0.017578,0.0,0.015625,0.001953,0.007812,0.027344,0.029297,0.009766,0.003906,0.0,0.058594,0.0,0
0.072266,0.13867,0.001953,0.001953,0.0,0.1582,0.007812,0.0,0.001953,0.011719,0.083984,0.0,0.083984,0.001953,0.001953,0.0,0.009766,0.017578,0.005859,0.007812,0.005859,0.0,0.0,0.0,0.001953,0.0,0.0,0.0,0.03125,0.0,0.0,0.001953,0.025391,0.0,0.03125,0.033203,0.001953,0.003906,0.001953,0.0,0.0,0.017578,0.005859,0.0,0.015625,0.0,0.007812,0.011719,0.001953,0.0,0.097656,0.0,0.0,0.0,0.0,0.0,0.005859,0.039062,0.007812,0.009766,0.0,0.0,0.033203,0.0,28
0.007812,0.042969,0.025391,0.019531,0.005859,0.023438,0.025391,0.0,0.003906,0.035156,0.0625,0.003906,0.054688,0.001953,0.007812,0.0,0.021484,0.035156,0.013672,0.044922,0.007812,0.001953,0.0,0.001953,0.001953,0.027344,0.0,0.005859,0.042969,0.007812,0.005859,0.001953,0.039062,0.0,0.023438,0.007812,0.013672,0.015625,0.007812,0.001953,0.001953,0.025391,0.005859,0.009766,0.027344,0.0,0.009766,0.015625,0.001953,0.003906,0.035156,0.003906,0.035156,0.0,0.013672,0.0,0.013672,0.042969,0.052734,0.005859,0.0,0.001953,0.041016,0.001953,76
0.054688,0.14063,0.009766,0.001953,0.0,0.10742,0.023438,0.005859,0.0,0.042969,0.09375,0.0,0.095703,0.0,0.0,0.0,0.025391,0.001953,0.001953,0.007812,0.0,0.0,0.0,0.0,0.0,0.007812,0.0,0.0,0.009766,0.001953,0.0,0.0,0.015625,0.001953,0.029297,0.072266,0.005859,0.0,0.0,0.0,0.0,0.023438,0.0,0.0,0.003906,0.0,0.0,0.0,0.0,0.0,0.089844,0.0,0.001953,0.001953,0.0,0.0,0.007812,0.027344,0.005859,0.009766,0.001953,0.0,0.068359,0.0,14
0.003906,0.005859,0.085938,0.021484,0.011719,0.013672,0.005859,0.0,0.005859,0.009766,0.001953,0.025391,0.074219,0.003906,0.015625,0.0,0.013672,0.011719,0.011719,0.003906,0.001953,0.0,0.0,0.0,0.017578,0.017578,0.0,0.013672,0.025391,0.023438,0.009766,0.007812,0.007812,0.0,0.005859,0.025391,0.039062,0.070312,0.027344,0.003906,0.005859,0.003906,0.005859,0.011719,0.023438,0.019531,0.029297,0.033203,0.007812,0.0,0.037109,0.007812,0.039062,0.017578,0.0,0.005859,0.025391,0.005859,0.058594,0.003906,0.001953,0.0,0.03125,0.001953,85
0.015625,0.03125,0.10156,0.015625,0.005859,0.017578,0.0,0.0,0.041016,0.005859,0.015625,0.007812,0.074219,0.029297,0.005859,0.0,0.009766,0.021484,0.005859,0.003906,0.035156,0.005859,0.0,0.005859,0.015625,0.005859,0.005859,0.011719,0.029297,0.007812,0.009766,0.005859,0.015625,0.0,0.003906,0.005859,0.027344,0.076172,0.003906,0.007812,0.0,0.011719,0.013672,0.015625,0.015625,0.003906,0.054688,0.0,0.005859,0.017578,0.021484,0.003906,0.0,0.001953,0.0,0.0,0.001953,0.005859,0.037109,0.003906,0.005859,0.003906,0.066406,0.021484,77
0.0,0.0,0.021484,0.007812,0.052734,0.0,0.015625,0.0,0.005859,0.009766,0.0,0.013672,0.001953,0.003906,0.027344,0.0,0.009766,0.0,0.009766,0.001953,0.013672,0.015625,0.0,0.005859,0.025391,0.037109,0.017578,0.033203,0.0,0.025391,0.056641,0.052734,0.005859,0.001953,0.0,0.005859,0.003906,0.056641,0.042969,0.009766,0.035156,0.013672,0.007812,0.033203,0.001953,0.027344,0.044922,0.023438,0.021484,0.003906,0.0,0.0,0.083984,0.027344,0.03125,0.015625,0.011719,0.003906,0.001953,0.009766,0.001953,0.007812,0.0,0.0,98
0.035156,0.11719,0.019531,0.003906,0.0,0.2168,0.0,0.0,0.003906,0.001953,0.068359,0.001953,0.15039,0.003906,0.0,0.0,0.007812,0.027344,0.003906,0.003906,0.0,0.0,0.0,0.0,0.001953,0.001953,0.0,0.0,0.021484,0.0,0.0,0.0,0.017578,0.0,0.021484,0.039062,0.005859,0.0,0.0,0.0,0.0,0.017578,0.009766,0.001953,0.025391,0.0,0.0,0.001953,0.0,0.0,0.064453,0.0,0.001953,0.0,0.0,0.0,0.001953,0.044922,0.023438,0.005859,0.0,0.0,0.025391,0.0,28
0.001953,0.007812,0.005859,0.017578,0.021484,0.003906,0.042969,0.0,0.001953,0.037109,0.003906,0.011719,0.003906,0.001953,0.027344,0.0,0.015625,0.001953,0.003906,0.011719,0.042969,0.009766,0.0,0.017578,0.003906,0.029297,0.001953,0.017578,0.003906,0.029297,0.021484,0.003906,0.009766,0.0,0.017578,0.021484,0.007812,0.023438,0.041016,0.021484,0.001953,0.001953,0.025391,0.025391,0.0,0.013672,0.042969,0.10938,0.0,0.052734,0.021484,0.001953,0.033203,0.013672,0.042969,0.023438,0.005859,0.005859,0.015625,0.005859,0.003906,0.003906,0.0,0.001953,67
0.0,0.0,0.037109,0.050781,0.003906,0.0,0.003906,0.0,0.048828,0.003906,0.001953,0.005859,0.007812,0.03125,0.005859,0.0,0.0,0.009766,0.03125,0.003906,0.052734,0.005859,0.0,0.001953,0.011719,0.007812,0.017578,0.023438,0.099609,0.009766,0.011719,0.001953,0.003906,0.0,0.0,0.009766,0.017578,0.056641,0.005859,0.001953,0.003906,0.033203,0.003906,0.005859,0.083984,0.0,0.033203,0.001953,0.019531,0.029297,0.007812,0.005859,0.005859,0.009766,0.0,0.001953,0.003906,0.017578,0.076172,0.015625,0.0,0.015625,0.015625,0.023438,79
0.025391,0.007812,0.033203,0.039062,0.003906,0.003906,0.037109,0.005859,0.0,0.027344,0.03125,0.009766,0.017578,0.0,0.015625,0.0,0.023438,0.029297,0.007812,0.015625,0.029297,0.0,0.0,0.0,0.0,0.033203,0.0,0.023438,0.046875,0.019531,0.003906,0.0,0.039062,0.001953,0.011719,0.009766,0.015625,0.039062,0.011719,0.003906,0.005859,0.009766,0.017578,0.011719,0.044922,0.001953,0.041016,0.044922,0.0,0.011719,0.025391,0.0,0.03125,0.001953,0.011719,0.0,0.019531,0.029297,0.025391,0.017578,0.001953,0.0,0.023438,0.0,68
0.009766,0.009766,0.011719,0.064453,0.0,0.035156,0.013672,0.0,0.0,0.033203,0.023438,0.001953,0.005859,0.001953,0.0,0.0,0.015625,0.039062,0.005859,0.041016,0.0,0.0,0.0,0.0,0.001953,0.019531,0.0,0.007812,0.015625,0.11914,0.0,0.0,0.037109,0.0,0.03125,0.013672,0.050781,0.005859,0.0,0.0,0.007812,0.025391,0.013672,0.023438,0.072266,0.0,0.0,0.0,0.001953,0.0,0.003906,0.0,0.001953,0.0,0.0,0.001953,0.060547,0.068359,0.048828,0.009766,0.0,0.0,0.044922,0.0,35
0.027344,0.025391,0.03125,0.011719,0.005859,0.046875,0.019531,0.0,0.0,0.011719,0.027344,0.015625,0.087891,0.0,0.007812,0.0,0.011719,0.03125,0.005859,0.009766,0.011719,0.0,0.0,0.019531,0.0,0.013672,0.001953,0.015625,0.035156,0.005859,0.005859,0.001953,0.029297,0.0,0.027344,0.054688,0.017578,0.052734,0.0,0.005859,0.0,0.011719,0.054688,0.011719,0.021484,0.001953,0.019531,0.011719,0.0,0.003906,0.048828,0.005859,0.019531,0.0,0.013672,0.0,0.007812,0.001953,0.017578,0.005859,0.0,0.001953,0.064453,0.0,80
