Age,Community_Building,Community_Membership_Family,Community_Membership_Hobbies,Community_Membership_None,Community_Membership_Other,Community_Membership_Political,Community_Membership_Professional,Community_Membership_Religious,Community_Membership_Support,Country,Disability_Cognitive,Disability_Hearing,Disability_Motor,Disability_Not_Impaired,Disability_Not_Say,Disability_Vision,Education_Attainment,Falsification_of_Information,Gender,Household_Income,How_You_Heard_About_Survey_Banner,How_You_Heard_About_Survey_Friend,How_You_Heard_About_Survey_Mailing_List,How_You_Heard_About_Survey_Others,How_You_Heard_About_Survey_Printed_Media,How_You_Heard_About_Survey_Remebered,How_You_Heard_About_Survey_Search_Engine,How_You_Heard_About_Survey_Usenet_News,How_You_Heard_About_Survey_WWW_Page,Major_Geographical_Location,Major_Occupation,Marital_Status,Most_Import_Issue_Facing_the_Internet,Opinions_on_Censorship,Primary_Computing_Platform,Primary_Language,Primary_Place_of_WWW_Access,Race,Not_Purchasing_Bad_experience,Not_Purchasing_Bad_press,Not_Purchasing_Cant_find,Not_Purchasing_Company_policy,Not_Purchasing_Easier_locally,Not_Purchasing_Enough_info,Not_Purchasing_Judge_quality,Not_Purchasing_Never_tried,Not_Purchasing_No_credit,Not_Purchasing_Not_applicable,Not_Purchasing_Not_option,Not_Purchasing_Other,Not_Purchasing_Prefer_people,Not_Purchasing_Privacy,Not_Purchasing_Receipt,Not_Purchasing_Security,Not_Purchasing_Too_complicated,Not_Purchasing_Uncomfortable,Not_Purchasing_Unfamiliar_vendor,Registered_to_Vote,Sexual_Preference,Web_Ordering,Web_Page_Creation,Who_Pays_for_Access_Dont_Know,Who_Pays_for_Access_Other,Who_Pays_for_Access_Parents,Who_Pays_for_Access_School,Who_Pays_for_Access_Self,Who_Pays_for_Access_Work,Willingness_to_Pay_Fees,Years_on_Internet,label
43,More,1,1,0,0,1,1,0,0,North_Carolina,0,0,0,1,0,0,College,Never,Male,Over_$100,0,0,0,0,0,0,0,1,0,USA,Computer,Other,Censorship,1,OS2,English,Primarily_home,White,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0,Other_sources,1-3_yr,37
54,Equally,0,1,0,0,0,0,0,0,Kentucky,0,0,0,1,0,0,Masters,Never,Male,$50-74,0,0,0,0,0,0,0,0,1,USA,Education,Married,Dont_Know,4,Win95,English,Primarily_home,White,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,Yes,Heterosexual,No,No,0,0,0,0,1,0,Already_paying,1-3_yr,12
29,More,1,1,0,1,0,1,0,0,Connecticut,0,0,0,1,0,0,Masters,Under_25,Female,$75-99,0,0,0,0,0,0,0,1,0,USA,Management,Married,Dont_Know,3,NT,English,Primarily_work,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,1,Already_paying,1-3_yr,44
23,More,0,1,0,0,0,1,0,0,Georgia,0,0,0,1,0,0,College,Never,Female,Not_Say,0,0,0,0,0,0,0,1,0,USA,Computer,Single,Navigation,4,Macintosh,English,Home,White,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0,Already_paying,4-6_yr,34
26,Equally,1,1,0,0,0,1,0,0,New_York,0,0,0,1,0,0,Masters,Never,Female,$10-19,0,0,0,0,0,0,0,0,1,USA,Education,Single,Privacy,4,Win95,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Already_paying,Under_6_mo,13
31,More,0,0,0,0,0,1,0,0,Virginia,0,0,0,1,0,0,College,Never,Male,Over_$100,0,0,0,0,0,0,0,1,0,USA,Management,Married,Navigation,2,NT,English,Primarily_work,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,0,1,Poor_quality,4-6_yr,7
49,More,1,1,0,1,0,0,0,1,Florida,0,0,0,1,0,0,Some_College,Never,Female,$50-74,0,0,0,1,0,0,0,0,1,USA,Other,Married,Privacy,2,,English,Home,White,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,Yes,Heterosexual,No,No,0,0,0,0,1,0,Already_paying,Under_6_mo,20
24,More,0,1,0,1,0,1,0,0,California,0,0,0,1,0,0,College,Under_25,Male,$30-39,0,0,0,1,0,0,0,0,0,USA,Computer,Married,Other,1,Win95,English,Primarily_work,White,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,1,Cost_too_high,4-6_yr,31
26,More,0,0,0,1,0,0,0,0,California,0,0,0,1,0,0,College,Under_25,Male,$40-49,0,0,1,0,0,0,0,0,0,USA,Computer,Other,Privacy,4,Win95,English,Primarily_home,White,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0,Other_sources,1-3_yr,21
37,Equally,0,0,0,1,0,0,0,0,Australia,0,0,0,1,0,0,Some_College,Never,Male,$20-29,0,0,0,0,0,1,0,0,0,Oceania,Management,Single,Privacy,4,Macintosh,English,Home,White,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0,Already_paying,1-3_yr,27
59,Equally,0,0,1,0,0,0,0,0,Virginia,0,0,0,1,0,0,Masters,Over_75,Female,$50-74,0,0,1,0,0,0,0,0,0,USA,Education,Divorced,Censorship,1,Windows,English,Primarily_home,White,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Already_paying,1-3_yr,23
42,More,1,1,0,0,1,1,1,0,Arkansas,0,0,0,1,0,0,College,Under_25,Female,$40-49,0,0,0,0,0,0,0,0,1,USA,Professional,Divorced,Censorship,1,Win95,English,Primarily_home,White,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Already_paying,1-3_yr,33
42,More,0,0,0,1,0,0,0,0,Georgia,0,0,0,1,0,0,Masters,Never,Male,$40-49,0,0,0,0,0,0,0,0,1,USA,Professional,Married,Encryption,4,Win95,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Other_sources,1-3_yr,34
66,Equally,1,1,0,0,1,0,0,0,Oregon,0,0,0,1,0,0,Masters,Never,Male,$40-49,0,0,0,0,0,0,0,0,1,USA,Other,Married,Navigation,1,Win95,English,Home,White,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0,Other_sources,1-3_yr,39
48,Equally,0,0,0,0,0,1,0,0,Maryland,0,0,1,0,0,1,Masters,26-50,Female,Over_$100,0,1,0,0,0,0,0,0,0,USA,Professional,Married,Navigation,3,NT,English,Primarily_work,White,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,1,Other_sources,1-3_yr,34
54,Dont_Know,0,1,0,0,0,0,0,0,Michigan,0,0,0,1,0,0,Some_College,Never,Female,$20-29,0,0,0,0,0,0,1,0,0,USA,Other,Single,Privacy,4,Win95,English,Work,White,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,0,1,Other,1-3_yr,1
59,Less,0,0,1,0,0,0,0,0,Michigan,0,0,0,1,0,0,College,Under_25,Female,$30-39,0,0,0,0,0,0,0,0,1,USA,Computer,Widowed,Privacy,3,,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,1,0,Already_paying,6-12_mo,34
33,Equally,0,0,0,0,0,1,0,1,Georgia,0,0,0,1,0,0,College,NA,Male,$30-39,0,0,0,0,0,0,0,0,1,USA,Professional,Single,Censorship,3,Win95,English,Primarily_home,White,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,Yes,Gay_male,No,No,0,0,0,0,1,0,Already_paying,1-3_yr,17
18,Dont_Know,0,0,0,1,0,0,0,0,Ontario,0,0,0,1,0,0,High_School,NA,Female,Not_Say,0,0,0,1,0,0,0,0,0,Canada,Education,Single,Privacy,4,Win95,English,Primarily_home,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,No,No,0,0,1,1,0,0,Other,1-3_yr,24
36,More,1,1,0,0,0,1,0,0,Massachusetts,0,0,0,1,0,0,Masters,Never,Male,$75-99,0,0,0,0,0,1,0,0,0,USA,Computer,Married,Navigation,2,Macintosh,English,Primarily_work,Asian,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,1,Other_sources,Over_7_yr,34
25,Less,0,1,0,0,0,0,0,0,Virginia,0,0,0,1,0,0,High_School,Under_25,Male,$10-19,0,0,0,0,0,0,0,0,1,USA,Other,Married,Censorship,4,Win95,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Cost_too_high,Under_6_mo,42
23,Equally,1,1,0,1,0,0,0,0,Michigan,0,0,0,1,0,0,High_School,Never,Male,$20-29,0,0,0,0,0,0,0,0,1,USA,Other,Single,Privacy,1,,English,Home,White,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Cost_too_high,Over_7_yr,26
20,Dont_Know,0,0,1,0,0,0,0,0,United_Kingdom,0,0,0,1,0,0,Some_College,Never,Male,Not_Say,0,0,0,0,0,0,0,0,1,Europe,Education,Other,Censorship,1,Win95,English,Primarily_work,White,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,1,0,0,Poor_quality,1-3_yr,13
5,Equally,0,1,0,0,0,0,0,0,California,0,0,0,1,0,0,Masters,Never,Female,$40-49,1,0,0,0,0,0,0,0,0,USA,Other,Single,Privacy,1,,English,Home,Hispanic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Not_say,No,No,0,0,0,0,1,0,Already_paying,Under_6_mo,34
20,More,0,1,0,0,0,0,0,0,Australia,0,0,0,1,0,0,High_School,Over_75,Male,$40-49,0,0,0,0,0,0,0,0,1,Oceania,Education,Single,Censorship,1,Win95,English,Primarily_home,White,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,Yes,Heterosexual,No,Yes,0,0,0,0,1,1,Other_sources,1-3_yr,13
39,Dont_Know,0,0,0,1,0,0,0,0,Alabama,0,0,0,1,0,0,Special,Never,Male,$40-49,1,0,0,0,0,0,0,0,0,USA,Other,Married,Censorship,1,,English,Primarily_home,White,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Other,1-3_yr,42
30,More,1,0,0,0,0,1,0,0,Alaska,0,0,0,1,0,0,Masters,Never,Female,$10-19,0,0,0,0,0,0,1,0,0,USA,Education,Married,Privacy,4,Macintosh,Englishczech,Home,Other,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,Not_Applicable,Heterosexual,Yes,No,0,0,0,1,0,0,Other,6-12_mo,12
37,Less,0,0,0,0,0,1,0,0,Italy,0,0,0,0,1,0,High_School,NA,Male,Not_Say,0,0,0,0,1,0,0,0,0,Europe,Professional,Divorced,Encryption,1,Macintosh,Italian,Public,Latino,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Yes,Heterosexual,No,Yes,0,0,0,0,1,0,Already_paying,6-12_mo,28
51,Dont_Know,0,0,0,0,0,0,0,1,New_Zealand,0,0,0,1,0,0,High_School,Never,Female,$20-29,0,0,0,0,0,0,0,1,0,Oceania,Professional,Single,Dont_Know,1,Win95,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Yes,Lesbian,No,No,0,0,0,0,0,1,Yes_regardless,1-3_yr,28
43,Dont_Know,0,0,0,0,0,0,1,0,Utah,0,0,0,1,0,0,Some_College,Never,Female,$20-29,0,0,0,0,0,0,0,0,1,USA,Computer,Single,Privacy,1,NT,English,Work,White,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,0,1,Other_sources,6-12_mo,34
61,Dont_Know,0,0,1,0,0,0,0,0,West_Virginia,0,0,0,1,0,0,Masters,NA,Male,$40-49,0,0,0,0,0,0,0,0,1,USA,Professional,Single,Censorship,4,Windows,English,Primarily_work,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Other_sources,6-12_mo,34
35,Dont_Know,0,0,1,0,0,0,0,0,Connecticut,0,0,0,1,0,0,Special,Not_Say,Female,Not_Say,0,0,0,0,0,0,0,0,1,USA,Other,Married,Privacy,2,Win95,English,Primarily_work,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0,Other_sources,Over_7_yr,34
21,Dont_Know,0,0,0,0,0,0,0,1,New_York,0,0,0,1,0,0,Some_College,Under_25,Female,Under_$10,0,0,0,0,0,0,1,0,0,USA,Education,Single,Taxes,1,Macintosh,English,School,White,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,Yes,Heterosexual,No,No,0,0,0,1,0,0,Poor_quality,4-6_yr,13
26,More,0,1,0,1,0,0,1,1,Ohio,0,0,0,1,0,0,Some_College,Under_25,Female,$30-39,0,0,0,0,0,0,0,0,1,USA,Other,Married,Censorship,1,Win95,English,Home,White,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Already_paying,1-3_yr,34
28,More,0,0,0,1,0,1,0,0,Netherlands,0,0,0,1,0,0,Some_College,Never,Male,$20-29,0,0,0,0,0,0,1,0,0,Europe,Computer,Single,Censorship,2,Win95,Dutch,Primarily_work,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,1,Other_sources,4-6_yr,34
27,More,0,0,0,0,0,1,0,0,British_Columbia,0,0,0,1,0,0,Some_College,Never,Male,$40-49,0,0,0,0,0,0,0,0,1,Canada,Computer,Married,Censorship,4,NT,English,Primarily_work,White,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,No,Yes,0,0,0,0,0,1,Other_sources,1-3_yr,37
52,Equally,1,0,0,0,0,0,0,0,California,0,0,0,1,0,0,Some_College,51-75,Female,$50-74,0,0,0,0,0,0,0,0,1,USA,Management,Married,Privacy,1,,English,Home,White,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0,Already_paying,1-3_yr,27
37,Equally,0,0,1,0,0,0,0,0,Thailand,0,0,0,1,0,0,Masters,Not_Say,Male,$75-99,0,0,0,0,0,0,0,0,1,Asia,Management,Married,Navigation,1,Win95,German,Home,White,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,1,0,Already_paying,Under_6_mo,44
23,More,0,1,0,1,0,0,0,0,Arizona,0,0,0,1,0,0,High_School,Under_25,Male,$10-19,0,0,0,0,0,0,0,0,1,USA,Management,Single,Navigation,1,,English,Home,White,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,Yes,Gay_male,Yes,Yes,0,0,0,0,1,0,Dont_trust,Under_6_mo,34
19,More,0,0,0,0,1,1,0,0,Georgia,0,0,0,1,0,0,Some_College,26-50,Male,Not_Say,0,0,0,0,0,1,0,0,0,USA,Education,Single,Censorship,1,NT,English,Primarily_work,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,1,1,0,0,Other_sources,4-6_yr,13
Not_Say,More,0,0,0,0,0,1,0,0,Michigan,0,0,0,1,0,0,College,Never,Male,Not_Say,0,0,0,0,0,0,0,1,0,USA,Professional,Married,Privacy,1,Windows,English,Work,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,0,1,Other_sources,4-6_yr,34
37,Dont_Know,0,0,1,0,0,0,0,0,British_Columbia,0,0,0,1,0,0,College,Never,Male,Under_$10,0,0,0,0,0,0,0,0,1,Canada,Education,Single,Navigation,4,Win95,English,Primarily_home,White,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,1,0,Payment_mechanism,1-3_yr,13
40,More,0,1,0,0,0,0,0,1,Massachusetts,0,0,0,1,0,0,College,Under_25,Male,Over_$100,0,0,0,0,0,0,0,0,1,USA,Computer,Married,Encryption,1,Win95,English,Primarily_work,White,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,Yes,Bisexual,Yes,No,0,0,0,0,1,1,Cost_too_high,Over_7_yr,34
23,More,0,1,0,0,0,1,0,0,Minnesota,0,0,0,1,0,0,College,Under_25,Male,Under_$10,0,0,0,0,0,0,0,0,1,USA,Education,Single,Censorship,2,Windows,English,Primarily_home,Hispanic,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Yes,Heterosexual,No,Yes,0,0,0,1,0,0,Other_sources,4-6_yr,13
52,Dont_Know,1,0,1,0,0,0,0,0,Texas,0,0,0,1,0,0,College,Under_25,Female,$10-19,0,0,0,0,0,0,0,0,1,USA,Education,Widowed,Privacy,1,Win95,English,Primarily_work,White,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,1,0,0,Already_paying,1-3_yr,13
32,More,1,0,0,0,1,1,1,0,Ohio,0,0,0,1,0,0,Masters,Never,Male,$50-74,0,0,0,1,0,0,0,0,0,USA,Professional,Married,Other,1,Macintosh,English,Primarily_work,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,0,1,Other_sources,4-6_yr,17
19,More,0,1,0,0,1,1,0,0,Australia,0,0,0,1,0,0,High_School,Never,Male,$50-74,0,1,0,0,0,0,0,0,0,Oceania,Computer,Single,Taxes,1,Unix,English,Primarily_work,White,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,No,Heterosexual,Yes,Yes,0,0,0,0,1,0,Other_sources,1-3_yr,21
32,More,0,1,0,0,0,0,0,0,Georgia,0,0,0,1,0,0,Some_College,Never,Female,$20-29,0,0,0,0,0,0,0,0,1,USA,Computer,Single,Privacy,1,,English,Primarily_home,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Already_paying,4-6_yr,34
20,More,1,1,0,0,1,1,0,0,Oregon,0,0,0,1,0,0,Some_College,Under_25,Male,$10-19,0,0,1,0,0,0,0,0,0,USA,Education,Single,Encryption,3,NT,English,School,Asian,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,Yes,Heterosexual,Yes,Yes,0,0,0,1,1,0,Other_sources,Over_7_yr,13
22,Less,0,0,1,0,0,0,0,0,Hong_Kong,0,0,0,1,0,0,College,51-75,Male,Under_$10,0,0,0,0,0,0,0,0,1,Asia,Computer,Single,Privacy,2,Win95,Chinese,Primarily_home,Asian,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,No,Yes,0,0,0,1,1,0,Cost_too_high,1-3_yr,34
19,Dont_Know,0,0,0,1,0,0,0,0,Arkansas,0,0,0,1,0,0,High_School,NA,Female,Not_Say,0,0,0,1,0,0,0,0,0,USA,Education,Married,Privacy,3,Dont_Know,English,Home,White,0,1,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0,1,1,Yes,Heterosexual,No,No,0,0,0,0,1,0,Already_paying,6-12_mo,13
27,More,0,0,0,1,0,0,0,0,Tennessee,0,0,0,0,1,0,Special,Never,Male,$20-29,0,0,0,1,0,0,0,0,0,USA,Professional,Single,Privacy,1,,English,Home,Indigenous,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,1,0,Dont_trust,6-12_mo,45
45,Dont_Know,0,0,1,0,0,0,0,0,Minnesota,0,0,0,1,0,0,Some_College,Never,Female,$50-74,0,0,0,0,0,0,0,0,1,USA,Other,Married,Censorship,1,,English,Home,White,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,1,0,Already_paying,6-12_mo,20
62,Dont_Know,0,0,0,1,0,0,0,0,Missouri,1,0,0,0,0,0,Some_College,Under_25,Male,$20-29,0,0,0,1,0,0,0,0,0,USA,Other,Married,Taxes,3,,English,Home,Other,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,Yes,Bisexual,No,No,0,0,0,0,1,0,Already_paying,1-3_yr,39
40,Dont_Know,0,0,1,0,0,0,0,0,California,0,0,0,1,0,0,College,Under_25,Female,Over_$100,0,0,0,0,0,0,0,0,1,USA,Computer,Married,Navigation,1,Win95,English,Primarily_work,White,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,0,1,Other_sources,4-6_yr,37
36,Equally,1,1,0,1,0,0,0,0,Illinois,0,0,0,1,0,0,Masters,Never,Female,$75-99,0,0,0,0,0,0,1,0,0,USA,Management,Other,Privacy,2,Win95,English,Home,White,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Lesbian,Yes,No,0,0,0,0,1,0,Already_paying,1-3_yr,44
39,Equally,1,1,0,0,1,1,0,1,Michigan,0,0,0,1,0,0,Masters,Over_75,Male,Over_$100,0,0,0,0,0,0,0,0,1,USA,Professional,Married,Taxes,3,NT,English,Primarily_work,White,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,1,Poor_quality,Over_7_yr,17
49,More,1,1,0,1,0,0,0,0,Oregon,0,0,0,1,0,0,Some_College,Never,Female,$10-19,0,0,0,0,0,0,0,0,1,USA,Other,Married,Privacy,4,Win95,English,Home,White,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Already_paying,6-12_mo,39
30,More,1,0,0,0,0,1,0,0,South_Africa,0,0,0,1,0,0,Professional,Not_Say,Male,Not_Say,0,0,1,0,0,0,0,0,0,Africa,Professional,Married,Privacy,1,Win95,English,Primarily_home,White,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not_Applicable,Heterosexual,Yes,Yes,0,0,0,0,1,0,Other_sources,1-3_yr,5
50,More,0,1,0,0,0,0,0,1,Ohio,0,0,0,1,0,0,Some_College,Never,Female,$40-49,0,0,0,0,0,0,0,0,1,USA,Other,Married,Censorship,4,,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,1,0,Already_paying,6-12_mo,20
28,Equally,0,0,1,0,0,0,0,0,Illinois,0,0,0,1,0,0,College,Under_25,Male,$20-29,0,0,1,0,0,0,0,0,0,USA,Computer,Single,Censorship,1,Macintosh,English,Primarily_home,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Already_paying,Over_7_yr,34
13,More,0,1,0,0,0,1,0,0,Belgium,0,0,0,1,0,0,Grammar,Under_25,Female,Not_Say,0,0,0,0,0,0,1,0,0,Europe,Education,Single,Censorship,1,DOS,Dutch,Home,White,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,No,Heterosexual,No,Yes,0,0,1,0,1,0,Poor_quality,1-3_yr,13
35,Dont_Know,0,0,1,0,0,0,0,0,Maryland,0,0,0,1,0,0,College,26-50,Male,Not_Say,0,0,0,0,0,0,0,0,1,USA,Management,Married,Censorship,1,Win95,English,Primarily_work,White,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,1,Already_paying,1-3_yr,27
18,More,0,0,1,0,0,0,0,0,Massachusetts,0,0,0,1,0,0,Some_College,Never,Female,Not_Say,0,0,0,0,0,0,1,0,0,USA,Education,Single,Privacy,4,Win95,English,Primarily_work,White,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,Yes,Heterosexual,No,No,0,0,1,1,0,0,Already_paying,1-3_yr,13
24,More,1,1,0,0,0,1,0,1,California,0,0,0,1,0,0,Some_College,Never,Female,$20-29,0,0,0,0,0,0,0,0,1,USA,Professional,Other,Censorship,2,Win95,English,Primarily_home,White,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0,Already_paying,1-3_yr,34
31,Dont_Know,0,0,1,0,0,0,0,0,Australia,0,0,0,1,0,0,Professional,26-50,Female,$75-99,0,0,0,0,0,1,0,0,0,Oceania,Professional,Married,Privacy,4,Win95,English,Primarily_work,White,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,Not_Applicable,Heterosexual,Yes,No,0,0,0,0,1,1,Already_paying,1-3_yr,0
31,More,0,0,0,0,0,1,0,0,Georgia,0,0,0,1,0,0,Masters,Under_25,Male,$75-99,0,0,1,0,0,0,0,0,0,USA,Computer,Married,Privacy,1,NT,English,Primarily_work,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0,Poor_quality,Over_7_yr,37
24,More,0,1,0,0,0,0,0,0,Indiana,0,0,0,1,0,0,High_School,Never,Male,$30-39,1,0,0,0,0,0,0,0,0,USA,Other,Single,Censorship,2,,English,Home,Other,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,No,Heterosexual,Yes,No,0,0,0,0,1,0,Other_sources,6-12_mo,34
22,Equally,0,1,0,0,0,0,0,0,Massachusetts,0,0,0,1,0,0,Some_College,Under_25,Male,Not_Say,0,0,0,1,0,0,0,0,0,USA,Education,Single,Culture,1,Macintosh,English,Primarily_work,White,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,1,0,0,Other,4-6_yr,13
38,Equally,0,1,0,0,0,1,0,0,Alaska,0,0,0,1,0,0,College,Never,Female,$75-99,0,0,0,1,0,0,0,0,0,USA,Computer,Married,Privacy,4,Macintosh,English,Primarily_work,White,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0,Other_sources,4-6_yr,34
