age,income96,height,weight,famsize,illegalact,charged,jobsnum90,afqt89,race,gender,grade90,partner,genhealth,typejob90,jobtrain90,label
15.0,1.85,508.0,130.0,5.0,0.0,0.0,15.0,61.0,IRISH,Female,12TH GRADE,No,Excellent,enter,No,1
18.0,3.7,601.0,190.0,4.0,0.0,0.0,9.0,58.0,BLACK,Male,4TH YR COL,No,Good,pub,No,1
18.0,3.7,506.0,170.0,6.0,0.0,0.0,5.0,71.0,MEXICAN,Male,12TH GRADE,No,Excellent,retail,No,1
21.0,5.6,511.0,170.0,1.0,0.0,0.0,2.0,86.0,GERMAN,Male,1ST YR COL,No,Good,busi,No,1
17.0,1.6,506.0,126.0,4.0,0.0,0.0,6.0,61.0,ENGLISH,Female,3RD YR COL,No,Excellent,pro,No,0
16.0,2.0,511.0,162.0,6.0,0.0,0.0,5.0,13.0,BLACK,Male,12TH GRADE,No,Good,retail,No,1
14.0,0.8556,504.0,175.0,4.0,0.0,0.0,6.0,20.0,ENGLISH,Female,12TH GRADE,No,Excellent,retail,No,0
20.0,2.4,509.0,160.0,1.0,0.0,0.0,13.0,64.0,GERMAN,Male,4TH YR COL,No,Excellent,retail,No,1
19.0,7.2,506.0,150.0,9.0,0.0,0.0,10.0,74.0,OTHER,Male,3RD YR COL,No,Very Good,pro,No,1
16.0,2.1,506.0,140.0,6.0,0.0,0.0,6.0,4.0,OTHER,Female,11TH GRADE,No,Fair,pro,No,1
18.0,3.8,505.0,145.0,9.0,0.0,0.0,3.0,55.0,MEXICAN,Male,12TH GRADE,No,Very Good,transp,No,1
19.0,1.0,511.0,160.0,4.0,0.0,0.0,21.0,19.0,ENGLISH,Male,8TH GRADE,No,Good,busi,No,0
16.0,2.0,507.0,170.0,5.0,0.0,0.0,4.0,15.0,BLACK,Male,12TH GRADE,Yes,Excellent,retail,No,1
15.0,2.25,508.0,121.0,3.0,0.0,0.0,7.0,8.0,AMERICAN,Female,12TH GRADE,Yes,Very Good,wholesale,No,1
16.0,5.69,507.0,130.0,7.0,0.0,0.0,3.0,73.0,OTHER,Female,5TH YR COL,No,Good,busi,No,1
17.0,3.9,504.0,125.0,4.0,0.0,0.0,10.0,53.0,GERMAN,Female,4TH YR COL,No,Very Good,fin,No,1
14.0,0.6,602.0,185.0,6.0,1.0,0.0,8.0,15.0,BLACK,Male,9TH GRADE,Yes,Very Good,manuf,No,0
16.0,4.2,504.0,280.0,4.0,1.0,0.0,11.0,44.0,ITALIAN,Female,12TH GRADE,No,Very Good,transp,No,1
19.0,8.5,602.0,190.0,5.0,0.0,0.0,10.0,80.0,POLISH,Male,4TH YR COL,No,Excellent,manuf,Yes,1
17.0,3.3,510.0,180.0,5.0,0.0,0.0,9.0,18.0,BLACK,Male,12TH GRADE,Yes,Good,manuf,No,1
17.0,3.7,600.0,170.0,6.0,1.0,0.0,7.0,6.0,ENGLISH,Male,9TH GRADE,No,Very Good,retail,No,1
18.0,0.0,506.0,160.0,9.0,0.0,0.0,8.0,26.0,BLACK,Female,12TH GRADE,No,Very Good,retail,No,0
17.0,2.2,601.0,160.0,5.0,4.0,1.0,20.0,68.0,IRISH,Male,2ND YR COL,No,Very Good,pro,No,1
16.0,1.0,511.0,155.0,7.0,0.0,0.0,8.0,9.0,BLACK,Male,12TH GRADE,No,Very Good,transp,No,0
15.0,2.7,506.0,145.0,3.0,0.0,0.0,10.0,18.0,ENGLISH,Male,11TH GRADE,No,Very Good,construction,No,1
20.0,1.368,503.0,160.0,4.0,0.0,0.0,7.0,39.0,MEXICAN,Male,12TH GRADE,No,Excellent,manuf,Yes,0
18.0,3.6,507.0,125.0,3.0,0.0,0.0,10.0,86.0,ENGLISH,Female,4TH YR COL,No,Very Good,manuf,No,1
17.0,13.8775,506.0,110.0,4.0,0.0,0.0,9.0,79.0,ENGLISH,Female,4TH YR COL,No,Excellent,manuf,No,1
20.0,4.6,506.0,125.0,1.0,0.0,1.0,4.0,93.0,GERMAN,Male,4TH YR COL,No,Excellent,pro,No,1
16.0,0.0,510.0,155.0,5.0,0.0,0.0,3.0,16.0,BLACK,Female,1ST YR COL,No,Excellent,retail,No,0
19.0,5.4,510.0,230.0,4.0,0.0,0.0,2.0,7.0,ENGLISH,Male,12TH GRADE,No,Very Good,manuf,No,1
21.0,0.375,508.0,150.0,5.0,0.0,0.0,14.0,29.0,BLACK,Male,12TH GRADE,No,Very Good,construction,No,0
19.0,3.1,510.0,210.0,4.0,1.0,0.0,5.0,66.0,GERMAN,Male,12TH GRADE,No,Excellent,pub,Yes,1
17.0,7.8,602.0,190.0,4.0,1.0,0.0,10.0,89.0,ENGLISH,Male,4TH YR COL,No,Excellent,manuf,No,1
15.0,0.25,511.0,185.0,8.0,0.0,0.0,4.0,10.0,BLACK,Male,12TH GRADE,No,Good,retail,No,0
14.0,1.5,509.0,150.0,6.0,0.0,0.0,8.0,7.0,ENGLISH,Male,11TH GRADE,No,Excellent,wholesale,No,0
20.0,4.2,600.0,210.0,1.0,0.0,0.0,5.0,55.0,MEXICAN-AMERICAN,Male,2ND YR COL,No,Very Good,fin,No,1
20.0,2.6,506.0,170.0,6.0,0.0,0.0,4.0,78.0,BLACK,Female,4TH YR COL,No,Good,fin,No,1
21.0,0.2,409.0,200.0,3.0,0.0,0.0,3.0,9.0,BLACK,Female,12TH GRADE,No,Very Good,personal,No,0
20.0,2.0,507.0,170.0,1.0,0.0,1.0,12.0,79.0,MEXICAN-AMERICAN,Male,2ND YR COL,No,Fair,fin,No,1
14.0,2.4,600.0,160.0,5.0,0.0,0.0,8.0,48.0,ENGLISH,Male,12TH GRADE,No,Excellent,manuf,No,1
15.0,0.0,508.0,185.0,7.0,0.0,0.0,6.0,12.0,BLACK,Male,12TH GRADE,No,Excellent,agri,No,0
15.0,0.0,502.0,125.0,3.0,0.0,0.0,12.0,80.0,GERMAN,Female,4TH YR COL,No,Very Good,manuf,Yes,0
16.0,3.1,503.0,110.0,5.0,0.0,0.0,16.0,87.0,OTHER,Female,3RD YR COL,No,Excellent,manuf,No,1
21.0,1.2,509.0,185.0,2.0,0.0,0.0,1.0,7.0,BLACK,Male,12TH GRADE,No,Very Good,manuf,No,0
14.0,1.95,511.0,165.0,6.0,0.0,0.0,14.0,25.0,ENGLISH,Male,1ST YR COL,No,Good,manuf,No,1
16.0,3.2,506.0,150.0,5.0,0.0,0.0,6.0,30.0,ENGLISH,Female,12TH GRADE,No,Good,manuf,Yes,1
14.0,2.0,411.0,110.0,3.0,0.0,0.0,4.0,23.0,MEXICAN-AMERICAN,Female,12TH GRADE,No,Very Good,retail,No,1
19.0,3.0,509.0,130.0,1.0,0.0,1.0,9.0,42.0,GERMAN,Male,10TH GRADE,No,Good,manuf,Yes,1
17.0,4.5,507.0,142.0,3.0,0.0,0.0,9.0,97.0,GERMAN,Female,4TH YR COL,No,Good,fin,No,1
16.0,0.053,504.0,135.0,11.0,0.0,0.0,8.0,4.0,BLACK,Female,12TH GRADE,No,Very Good,personal,No,0
18.0,1.5,506.0,160.0,3.0,1.0,0.0,8.0,45.0,BLACK,Female,3RD YR COL,No,Good,pro,No,0
20.0,1.4,502.0,130.0,2.0,0.0,0.0,4.0,9.0,BLACK,Female,4TH YR COL,No,Good,pro,No,0
16.0,0.7,510.0,186.0,12.0,2.0,1.0,14.0,20.0,BLACK,Male,12TH GRADE,Yes,Fair,manuf,No,0
20.0,0.0,509.0,198.0,2.0,0.0,0.0,6.0,20.0,MEXICAN,Male,10TH GRADE,No,Poor,retail,No,0
18.0,0.9,501.0,155.0,9.0,0.0,0.0,3.0,30.0,BLACK,Female,12TH GRADE,No,Excellent,retail,No,0
15.0,1.0,505.0,185.0,4.0,3.0,0.0,12.0,37.0,NATIVE-AMERICAN,Male,12TH GRADE,No,Fair,transp,No,0
21.0,5.8,509.0,200.0,3.0,0.0,0.0,7.0,59.0,BLACK,Male,7TH YR COL,Yes,Good,transp,Yes,1
20.0,3.3134,504.0,230.0,2.0,0.0,0.0,7.0,34.0,CUBAN,Male,2ND YR COL,No,Excellent,pub,Yes,1
22.0,2.39,501.0,110.0,4.0,0.0,0.0,3.0,42.0,FRENCH,Female,1ST YR COL,No,Excellent,construction,No,1
20.0,8.5,511.0,160.0,3.0,1.0,0.0,6.0,85.0,BLACK,Male,8TH YR COL OR MORE,No,Excellent,pro,No,1
21.0,3.87,504.0,128.0,4.0,0.0,0.0,18.0,74.0,FILIPINO,Female,1ST YR COL,No,Excellent,transp,Yes,1
19.0,7.5,602.0,190.0,1.0,0.0,0.0,9.0,80.0,ITALIAN,Male,2ND YR COL,No,Excellent,retail,No,1
18.0,2.4,510.0,160.0,8.0,0.0,0.0,11.0,41.0,MEXICAN-AMERICAN,Male,12TH GRADE,No,Very Good,retail,Yes,1
17.0,3.6,507.0,170.0,4.0,0.0,0.0,9.0,91.0,GERMAN,Male,5TH YR COL,No,Excellent,pro,No,1
15.0,3.2,504.0,127.0,2.0,0.0,0.0,10.0,29.0,POLISH,Female,12TH GRADE,Yes,Good,pub,No,1
19.0,2.8,511.0,140.0,4.0,1.0,1.0,18.0,35.0,IRISH,Female,12TH GRADE,No,Excellent,retail,No,1
16.0,4.5,506.0,125.0,5.0,1.0,0.0,7.0,58.0,GERMAN,Female,1ST YR COL,No,Very Good,retail,No,1
14.0,2.2,411.0,115.0,5.0,0.0,0.0,3.0,22.0,FILIPINO,Female,12TH GRADE,No,Good,retail,No,1
19.0,13.8775,601.0,170.0,4.0,3.0,0.0,10.0,24.0,FRENCH,Male,12TH GRADE,No,Very Good,pro,Yes,1
15.0,0.0,502.0,114.0,6.0,0.0,0.0,4.0,8.0,OTHER-HISPANIC,Female,12TH GRADE,No,Good,manuf,No,0
16.0,6.0,503.0,150.0,4.0,0.0,0.0,2.0,63.0,ENGLISH,Male,3RD YR COL,No,Excellent,manuf,Yes,1
15.0,2.9,502.0,115.0,7.0,0.0,0.0,5.0,17.0,MEXICAN-AMERICAN,Female,12TH GRADE,No,Good,pub,No,1
20.0,4.6,511.0,198.0,2.0,2.0,0.0,5.0,81.0,ENGLISH,Male,12TH GRADE,No,Very Good,fin,No,1
16.0,0.0,500.0,113.0,1.0,0.0,0.0,12.0,4.0,BLACK,Female,12TH GRADE,No,Good,retail,Yes,0
15.0,0.3,503.0,120.0,3.0,0.0,0.0,9.0,32.0,GERMAN,Female,4TH YR COL,No,Very Good,fin,No,0
18.0,2.3,507.0,154.0,2.0,1.0,0.0,4.0,8.0,BLACK,Female,12TH GRADE,No,Very Good,pro,No,1
21.0,6.3,602.0,170.0,4.0,0.0,0.0,6.0,78.0,AMERICAN,Male,7TH YR COL,No,Excellent,manuf,No,1
18.0,4.2,502.0,120.0,5.0,0.0,0.0,10.0,25.0,PUERTORICAN,Female,2ND YR COL,No,Excellent,fin,No,1
15.0,3.9,504.0,230.0,8.0,0.0,0.0,4.0,27.0,BLACK,Male,12TH GRADE,No,Very Good,construction,No,1
17.0,2.1,600.0,180.0,5.0,0.0,0.0,9.0,11.0,GREEK,Male,9TH GRADE,Yes,Fair,construction,No,1
17.0,0.0,502.0,96.0,4.0,0.0,0.0,1.0,6.0,BLACK,Female,3RD YR COL,No,Fair,pro,Yes,0
21.0,1.2,506.0,132.0,1.0,0.0,0.0,5.0,37.0,BLACK,Female,12TH GRADE,No,Very Good,manuf,No,0
18.0,1.0,503.0,130.0,2.0,1.0,0.0,21.0,48.0,IRISH,Female,12TH GRADE,Yes,Very Good,retail,No,0
17.0,0.0,503.0,115.0,7.0,0.0,0.0,5.0,63.0,ENGLISH,Female,4TH YR COL,No,Good,busi,No,0
16.0,5.9,500.0,190.0,7.0,0.0,0.0,9.0,71.0,BLACK,Female,3RD YR COL,No,Good,pro,No,1
16.0,1.2,506.0,142.0,4.0,1.0,0.0,10.0,71.0,ENGLISH,Female,12TH GRADE,No,Poor,agri,No,0
21.0,0.0,510.0,216.0,3.0,0.0,1.0,10.0,3.0,MEXICAN,Male,9TH GRADE,No,Good,wholesale,No,0
21.0,0.075,507.0,150.0,7.0,0.0,0.0,7.0,85.0,OTHER,Female,4TH YR COL,No,Very Good,retail,No,0
15.0,1.4993,500.0,100.0,9.0,1.0,0.0,2.0,7.0,MEXICAN,Female,12TH GRADE,No,Very Good,pro,No,0
15.0,4.95,509.0,178.0,6.0,0.0,0.0,5.0,62.0,GERMAN,Male,3RD YR COL,No,Excellent,pub,No,1
17.0,0.6,505.0,115.0,3.0,0.0,0.0,15.0,66.0,ENGLISH,Female,12TH GRADE,Yes,Very Good,pro,No,0
20.0,4.5,411.0,100.0,1.0,0.0,0.0,14.0,74.0,ITALIAN,Female,2ND YR COL,No,Good,pro,No,1
16.0,0.82,411.0,97.0,5.0,0.0,0.0,9.0,41.0,MEXICAN,Female,12TH GRADE,No,Very Good,busi,No,0
16.0,3.2,508.0,124.0,6.0,0.0,0.0,8.0,76.0,ENGLISH,Female,12TH GRADE,No,Very Good,pro,No,1
14.0,2.2,504.0,130.0,4.0,0.0,0.0,15.0,62.0,ENGLISH,Female,12TH GRADE,No,Good,fin,No,1
18.0,1.5,602.0,165.0,4.0,0.0,0.0,12.0,21.0,BLACK,Male,12TH GRADE,No,Excellent,construction,No,0
18.0,2.0,507.0,220.0,3.0,0.0,0.0,4.0,52.0,GERMAN,Female,12TH GRADE,No,Poor,pro,No,1
15.0,0.5,504.0,125.0,6.0,0.0,0.0,6.0,37.0,BLACK,Female,3RD YR COL,No,Very Good,manuf,No,0
15.0,3.2,600.0,185.0,6.0,0.0,0.0,9.0,9.0,AMERICAN,Male,1ST YR COL,No,Good,pub,No,1
20.0,2.9,600.0,190.0,5.0,3.0,0.0,4.0,58.0,FRENCH,Male,12TH GRADE,No,Good,retail,No,1
18.0,0.0,600.0,190.0,15.0,0.0,0.0,8.0,12.0,BLACK,Male,12TH GRADE,No,Good,construction,No,0
17.0,0.0,506.0,135.0,4.0,0.0,0.0,7.0,12.0,IRISH,Female,12TH GRADE,No,Poor,busi,Yes,0
20.0,0.0,504.0,115.0,4.0,0.0,0.0,8.0,37.0,GERMAN,Female,12TH GRADE,No,Fair,wholesale,No,0
15.0,4.4,601.0,175.0,2.0,0.0,0.0,7.0,93.0,ENGLISH,Male,4TH YR COL,No,Very Good,manuf,Yes,1
16.0,6.2,505.0,108.0,5.0,0.0,0.0,13.0,85.0,ENGLISH,Female,5TH YR COL,No,Very Good,pro,Yes,1
18.0,2.2,509.0,135.0,6.0,3.0,0.0,4.0,34.0,BLACK,Female,2ND YR COL,No,Good,pro,No,1
21.0,1.3,506.0,120.0,1.0,0.0,0.0,3.0,22.0,GERMAN,Female,12TH GRADE,No,Excellent,retail,Yes,0
16.0,3.15,507.0,180.0,3.0,0.0,0.0,13.0,45.0,BLACK,Female,1ST YR COL,Yes,Good,pro,No,1
19.0,3.5,507.0,170.0,5.0,0.0,0.0,2.0,57.0,ITALIAN,Male,12TH GRADE,No,Good,retail,No,1
14.0,2.3,500.0,135.0,8.0,0.0,0.0,8.0,3.0,MEXICAN,Male,12TH GRADE,Yes,Good,retail,No,1
14.0,3.28,507.0,180.0,4.0,1.0,0.0,14.0,70.0,IRISH,Male,4TH YR COL,No,Good,construction,Yes,1
15.0,4.0,605.0,190.0,3.0,4.0,0.0,8.0,99.0,NATIVE-AMERICAN,Male,4TH YR COL,No,Excellent,fin,No,1
16.0,4.25,600.0,210.0,4.0,0.0,0.0,3.0,51.0,IRISH,Male,12TH GRADE,No,Good,retail,No,1
15.0,2.2252,411.0,117.0,5.0,0.0,0.0,6.0,17.0,PUERTORICAN,Female,12TH GRADE,Yes,Very Good,busi,No,1
15.0,5.5,600.0,165.0,4.0,1.0,0.0,10.0,32.0,ENGLISH,Male,2ND YR COL,Yes,Good,retail,Yes,1
16.0,2.1,506.0,145.0,9.0,1.0,0.0,6.0,18.0,BLACK,Female,12TH GRADE,No,Fair,retail,No,1
15.0,0.0,503.0,170.0,5.0,0.0,0.0,4.0,48.0,AMERICAN,Female,12TH GRADE,No,Very Good,wholesale,No,0
14.0,2.85,600.0,200.0,4.0,0.0,0.0,8.0,86.0,ENGLISH,Male,12TH GRADE,Yes,Excellent,enter,No,1
17.0,2.4,505.0,135.0,7.0,0.0,0.0,6.0,17.0,BLACK,Male,11TH GRADE,No,Excellent,manuf,No,1
16.0,1.2,506.0,112.0,4.0,0.0,0.0,2.0,18.0,ENGLISH,Female,12TH GRADE,No,Good,manuf,No,0
16.0,2.2,501.0,110.0,6.0,0.0,0.0,8.0,13.0,BLACK,Female,5TH YR COL,No,Excellent,pro,No,1
18.0,2.8,500.0,103.0,1.0,2.0,0.0,9.0,26.0,BLACK,Female,2ND YR COL,No,Very Good,pro,No,1
20.0,2.3,503.0,130.0,3.0,0.0,0.0,10.0,35.0,GERMAN,Female,1ST YR COL,No,Excellent,wholesale,No,1
14.0,0.0,501.0,105.0,9.0,0.0,0.0,3.0,8.0,BLACK,Female,12TH GRADE,No,Fair,personal,Yes,0
18.0,2.6,605.0,290.0,3.0,0.0,0.0,5.0,58.0,GERMAN,Male,12TH GRADE,No,Poor,agri,No,1
17.0,2.8,505.0,130.0,5.0,3.0,0.0,11.0,53.0,GERMAN,Female,3RD YR COL,No,Fair,busi,No,1
16.0,2.4,600.0,160.0,7.0,1.0,0.0,16.0,24.0,FRENCH,Male,1ST YR COL,Yes,Very Good,manuf,No,1
17.0,3.1,507.0,127.0,6.0,0.0,0.0,2.0,55.0,GERMAN,Female,12TH GRADE,No,Excellent,fin,No,1
20.0,2.0,507.0,135.0,5.0,0.0,0.0,3.0,19.0,BLACK,Female,3RD YR COL,No,Excellent,pro,Yes,1
14.0,2.5,600.0,175.0,7.0,1.0,1.0,9.0,15.0,ENGLISH,Male,12TH GRADE,No,Fair,retail,No,1
20.0,0.0,511.0,250.0,4.0,0.0,0.0,4.0,29.0,BLACK,Male,12TH GRADE,No,Fair,transp,No,0
20.0,5.2,511.0,185.0,1.0,2.0,0.0,11.0,48.0,FRENCH,Male,12TH GRADE,No,Good,manuf,No,1
15.0,3.8,505.0,97.0,8.0,0.0,0.0,12.0,26.0,BLACK,Female,3RD YR COL,No,Very Good,pro,No,1
17.0,1.6,507.0,145.0,9.0,5.0,0.0,4.0,4.0,BLACK,Male,12TH GRADE,No,Excellent,agri,No,0
15.0,2.75,505.0,120.0,5.0,0.0,0.0,6.0,69.0,GERMAN,Female,12TH GRADE,No,Very Good,pro,No,1
19.0,1.4,503.0,115.0,1.0,0.0,0.0,4.0,30.0,OTHER-SPANISH,Female,12TH GRADE,No,Very Good,retail,No,0
17.0,0.6,507.0,160.0,4.0,0.0,0.0,12.0,50.0,ENGLISH,Female,11TH GRADE,No,Excellent,agri,Yes,0
21.0,2.7,509.0,165.0,5.0,1.0,0.0,4.0,26.0,BLACK,Male,11TH GRADE,Yes,Very Good,wholesale,No,1
18.0,0.6,508.0,210.0,3.0,0.0,0.0,12.0,8.0,BLACK,Male,9TH GRADE,Yes,Good,retail,No,0
19.0,1.7,507.0,165.0,3.0,0.0,0.0,5.0,71.0,ENGLISH,Female,12TH GRADE,No,Fair,pro,No,0
20.0,0.0,505.0,130.0,3.0,0.0,0.0,1.0,4.0,MEXICAN,Female,8TH GRADE,No,Very Good,busi,No,0
16.0,0.0,511.0,149.0,5.0,0.0,1.0,9.0,4.0,BLACK,Male,10TH GRADE,No,Excellent,agri,No,0
14.0,0.4,508.0,130.0,5.0,0.0,0.0,5.0,48.0,GERMAN,Male,2ND YR COL,No,Very Good,wholesale,No,0
14.0,3.0,508.0,140.0,3.0,0.0,0.0,7.0,89.0,ENGLISH,Female,2ND YR COL,No,Very Good,transp,No,1
18.0,2.5,601.0,160.0,6.0,0.0,1.0,12.0,4.0,BLACK,Male,12TH GRADE,No,Very Good,pro,No,1
18.0,7.4,600.0,163.0,4.0,0.0,0.0,3.0,91.0,BLACK,Male,4TH YR COL,Yes,Very Good,manuf,No,1
21.0,1.6,505.0,120.0,2.0,0.0,0.0,4.0,22.0,AMERICAN,Female,12TH GRADE,No,Good,manuf,No,0
21.0,1.5,506.0,232.0,2.0,0.0,0.0,1.0,4.0,BLACK,Female,12TH GRADE,No,Fair,manuf,No,0
17.0,5.0,510.0,220.0,9.0,3.0,0.0,8.0,69.0,GERMAN,Male,12TH GRADE,No,Good,manuf,No,1
18.0,0.56,505.0,135.0,4.0,1.0,0.0,19.0,29.0,ENGLISH,Female,12TH GRADE,Yes,Very Good,enter,No,0
15.0,0.8,600.0,155.0,4.0,0.0,0.0,11.0,22.0,AMERICAN,Male,5TH YR COL,No,Good,transp,No,0
20.0,1.3,503.0,157.0,3.0,0.0,0.0,4.0,46.0,BLACK,Female,2ND YR COL,No,Good,manuf,No,0
17.0,2.9,509.0,155.0,5.0,0.0,0.0,8.0,71.0,ITALIAN,Male,2ND YR COL,Yes,Very Good,construction,No,1
17.0,5.0,504.0,130.0,5.0,0.0,0.0,4.0,44.0,MEXICAN,Female,4TH YR COL,No,Very Good,manuf,Yes,1
22.0,1.6,507.0,175.0,3.0,0.0,0.0,5.0,35.0,IRISH,Male,12TH GRADE,No,Fair,mining,No,0
16.0,2.2,509.0,155.0,5.0,2.0,0.0,17.0,96.0,ENGLISH,Male,5TH YR COL,No,Very Good,manuf,No,1
20.0,1.0,507.0,200.0,7.0,0.0,0.0,8.0,32.0,MEXICAN-AMERICAN,Male,1ST YR COL,No,Very Good,wholesale,No,0
18.0,1.4,507.0,130.0,4.0,0.0,0.0,10.0,73.0,IRISH,Female,12TH GRADE,No,Very Good,fin,Yes,0
19.0,1.35,602.0,235.0,6.0,1.0,0.0,6.0,47.0,BLACK,Male,12TH GRADE,No,Good,manuf,No,0
20.0,4.0,502.0,115.0,3.0,0.0,0.0,13.0,55.0,OTHER-HISPANIC,Female,12TH GRADE,No,Excellent,fin,No,1
15.0,3.2,503.0,135.0,5.0,0.0,0.0,4.0,16.0,MEXICAN-AMERICAN,Female,12TH GRADE,Yes,Very Good,transp,No,1
18.0,0.5,507.0,125.0,3.0,0.0,0.0,13.0,12.0,IRISH,Male,9TH GRADE,No,Fair,retail,No,0
19.0,1.5,507.0,165.0,5.0,5.0,0.0,37.0,61.0,ITALIAN,Male,2ND YR COL,No,Excellent,agri,No,0
21.0,6.5,602.0,155.0,5.0,0.0,0.0,5.0,94.0,OTHER,Male,4TH YR COL,No,Very Good,pro,No,1
15.0,1.86,504.0,140.0,5.0,0.0,0.0,5.0,89.0,ENGLISH,Male,4TH YR COL,No,Good,fin,No,1
15.0,0.0,601.0,175.0,8.0,1.0,0.0,8.0,13.0,BLACK,Male,10TH GRADE,No,Very Good,manuf,No,0
21.0,3.2,502.0,120.0,1.0,0.0,0.0,6.0,38.0,AMERICAN,Female,12TH GRADE,No,Excellent,busi,No,1
15.0,3.5,509.0,152.0,7.0,2.0,0.0,7.0,52.0,BLACK,Male,1ST YR COL,No,Excellent,busi,No,1
16.0,2.5421,501.0,120.0,6.0,0.0,0.0,8.0,16.0,MEXICAN,Female,1ST YR COL,No,Good,pro,No,1
18.0,0.0,509.0,160.0,6.0,0.0,0.0,7.0,25.0,BLACK,Male,1ST YR COL,No,Fair,transp,Yes,0
18.0,5.5,604.0,235.0,7.0,2.0,0.0,4.0,54.0,GERMAN,Male,12TH GRADE,No,Good,manuf,No,1
18.0,1.4,506.0,135.0,6.0,0.0,0.0,4.0,32.0,MEXICAN,Male,9TH GRADE,No,Good,agri,No,0
18.0,3.4,507.0,170.0,6.0,0.0,0.0,8.0,95.0,ENGLISH,Female,5TH YR COL,No,Excellent,pro,No,1
14.0,1.1,504.0,158.0,6.0,0.0,0.0,10.0,19.0,FRENCH,Female,10TH GRADE,Yes,Good,retail,No,0
21.0,0.2,503.0,150.0,2.0,0.0,0.0,7.0,18.0,MEXICAN-AMERICAN,Female,12TH GRADE,No,Good,pro,No,0
14.0,2.3,506.0,150.0,6.0,1.0,0.0,13.0,8.0,BLACK,Male,12TH GRADE,No,Very Good,manuf,No,1
16.0,0.12,506.0,140.0,7.0,0.0,0.0,8.0,13.0,BLACK,Female,12TH GRADE,No,Fair,manuf,No,0
20.0,2.5,506.0,145.0,1.0,0.0,0.0,16.0,35.0,ENGLISH,Female,12TH GRADE,No,Excellent,pro,No,1
17.0,1.2,505.0,105.0,6.0,0.0,0.0,11.0,4.0,MEXICAN,Male,9TH GRADE,Yes,Excellent,personal,No,0
18.0,1.86,511.0,160.0,3.0,0.0,0.0,8.0,73.0,ENGLISH,Male,12TH GRADE,No,Very Good,retail,No,1
14.0,2.2,511.0,210.0,4.0,0.0,0.0,3.0,48.0,IRISH,Male,1ST YR COL,No,Poor,busi,No,1
17.0,2.5,505.0,110.0,4.0,3.0,0.0,4.0,64.0,ENGLISH,Female,2ND YR COL,Yes,Excellent,pub,Yes,1
20.0,1.4,501.0,110.0,1.0,0.0,0.0,13.0,66.0,CHICANO,Female,5TH YR COL,No,Very Good,pro,No,0
19.0,3.7,508.0,150.0,4.0,0.0,0.0,9.0,21.0,BLACK,Female,4TH YR COL,No,Very Good,fin,No,1
16.0,0.0,509.0,140.0,4.0,0.0,0.0,9.0,95.0,GERMAN,Female,4TH YR COL,No,Very Good,pro,No,0
19.0,1.92,508.0,150.0,3.0,0.0,0.0,9.0,46.0,BLACK,Male,1ST YR COL,No,Very Good,transp,Yes,1
18.0,4.5,600.0,165.0,8.0,0.0,0.0,3.0,97.0,GERMAN,Male,4TH YR COL,No,Excellent,retail,No,1
14.0,1.26,508.0,130.0,4.0,0.0,0.0,5.0,21.0,GERMAN,Female,11TH GRADE,Yes,Very Good,pro,No,0
14.0,2.58,510.0,160.0,4.0,0.0,0.0,5.0,19.0,ITALIAN,Male,2ND YR COL,No,Very Good,manuf,No,1
20.0,6.0,510.0,195.0,3.0,2.0,0.0,2.0,41.0,ITALIAN,Male,12TH GRADE,No,Good,mining,No,1
17.0,2.1,508.0,165.0,5.0,0.0,0.0,2.0,66.0,GERMAN,Male,12TH GRADE,No,Very Good,retail,No,1
16.0,3.1,603.0,198.0,4.0,0.0,0.0,8.0,13.0,BLACK,Male,2ND YR COL,No,Excellent,manuf,Yes,1
17.0,1.7,505.0,158.0,6.0,0.0,0.0,8.0,20.0,BLACK,Female,12TH GRADE,Yes,Very Good,pro,No,0
16.0,3.0,507.0,165.0,4.0,0.0,0.0,8.0,18.0,IRISH,Female,12TH GRADE,No,Very Good,fin,No,1
17.0,3.1,508.0,177.0,5.0,0.0,0.0,7.0,51.0,ENGLISH,Male,2ND YR COL,No,Very Good,manuf,No,1
16.0,2.4,507.0,135.0,6.0,0.0,0.0,10.0,24.0,ENGLISH,Male,12TH GRADE,No,Excellent,construction,No,1
19.0,0.5,503.0,130.0,1.0,0.0,0.0,7.0,65.0,NATIVE-AMERICAN,Female,12TH GRADE,Yes,Good,manuf,No,0
17.0,3.4,508.0,165.0,4.0,3.0,0.0,15.0,52.0,FRENCH,Male,12TH GRADE,No,Fair,transp,No,1
19.0,2.0,511.0,185.0,3.0,0.0,0.0,12.0,91.0,ENGLISH,Male,8TH YR COL OR MORE,No,Very Good,pro,No,1
18.0,3.7,604.0,224.0,10.0,0.0,0.0,15.0,23.0,BLACK,Male,12TH GRADE,No,Good,pub,No,1
20.0,1.2,503.0,125.0,13.0,0.0,0.0,5.0,53.0,MEXICAN-AMERICAN,Female,4TH YR COL,No,Fair,pro,Yes,0
14.0,2.7,511.0,195.0,5.0,0.0,0.0,9.0,37.0,AMERICAN,Male,1ST YR COL,No,Very Good,fin,No,1
20.0,2.4,601.0,183.0,10.0,1.0,0.0,1.0,7.0,BLACK,Male,11TH GRADE,No,Very Good,manuf,No,1
21.0,0.5,500.0,112.0,1.0,0.0,0.0,16.0,59.0,ITALIAN,Female,12TH GRADE,Yes,Good,transp,No,0
