ROLE_ROLLUP_1,ROLE_ROLLUP_2,ROLE_DEPTNAME,ROLE_TITLE,ROLE_FAMILY_DESC,ROLE_FAMILY,ROLE_CODE,label
117887,118178,117945,123670,305057,121916,123672,1
117961,118300,119181,118321,117906,290919,118322,1
117961,118052,120671,120357,120065,118424,120359,1
118256,118257,117945,259173,118806,292795,118943,1
118169,118170,118179,126684,204891,292795,126685,0
117961,118343,119987,118784,118785,290919,118786,1
117961,118225,120551,128230,302830,4673,128231,1
117961,118343,119598,119743,311752,3130,119745,1
117890,118102,117878,134118,211100,119788,134120,1
117961,118225,120663,138019,153236,120518,138021,1
117902,117903,134257,118318,168365,118205,118319,1
117961,118052,118881,118321,117906,290919,118322,1
117961,118327,118391,117905,240983,290919,117908,1
117961,118386,118896,120773,310589,118960,120774,1
118290,118291,121108,126869,118302,118295,126870,1
120140,120141,120559,120952,128432,118453,120954,1
117961,118052,126137,118924,148208,118667,118926,1
117876,117877,117878,117879,117879,19721,117880,1
118887,118888,127284,118912,309291,118424,118914,1
118887,118888,118631,118728,301534,118295,118730,1
118582,118583,117945,118274,249704,292795,118276,0
118887,118888,118889,118890,126250,118398,118892,1
117961,118343,118856,118451,230830,118453,118454,1
117961,118052,122392,120097,174445,270488,120099,1
117961,118225,119924,118318,168365,118205,118319,1
91261,118026,118317,117905,117906,290919,117908,1
117961,118327,128935,149337,205238,118398,149339,1
118290,118291,119837,118980,261436,118295,118982,1
117961,118327,118492,132692,174445,270488,132694,1
117961,118343,123125,118278,132715,290919,118279,1
119134,119135,118042,117896,287998,117887,117898,1
117961,118343,119993,118321,117906,290919,118322,1
91261,118026,118027,118451,126309,118453,118454,1
117961,118327,118929,118321,117906,290919,118322,0
117961,118386,123901,117905,117906,290919,117908,1
117961,118386,118746,118451,130134,118453,118454,1
117961,118386,125884,118523,299505,118331,118525,1
117961,118225,124380,307024,311622,118331,118332,1
117961,118343,118700,118784,117906,290919,118786,1
119280,119281,117945,118995,119282,292795,118997,1
117961,118413,119968,118321,117906,290919,118322,1
117961,118225,118616,117905,117906,290919,117908,1
117961,118225,118403,117905,117906,290919,117908,1
117961,118343,119987,307024,311622,118331,118332,0
118095,118096,117941,117899,128628,19721,117900,1
117902,117903,120171,120990,157414,118398,120992,1
117961,118300,118458,120006,143820,118424,120008,1
118003,118004,117878,117885,118157,117887,117888,1
117961,118340,117970,179731,179731,117887,117973,1
117961,118327,121694,122645,306795,119221,122647,0
118990,118991,118992,117905,117906,290919,117908,1
117961,118300,147589,118912,309291,118424,118914,1
117961,118300,28618,119351,149246,3130,119353,1
117961,118300,118395,118396,300044,118398,118399,1
120864,120865,171098,118702,194774,118704,118705,1
117961,118343,118700,118784,117906,290919,118786,1
121518,121519,117895,118194,118195,117887,118196,1
117961,118300,19772,118321,117906,290919,118322,1
117961,118225,120551,119928,127692,118331,119929,1
117961,118052,118706,117905,117906,290919,117908,1
117929,117940,117941,117879,117886,19721,117880,1
118315,118463,118522,123651,121927,118467,123652,1
117961,118446,124170,123067,300044,118398,123068,1
118212,118213,118437,118636,192211,118638,118639,1
117961,118327,126310,118641,123881,118643,118644,1
117876,117877,118810,118811,128802,19793,118813,1
118290,118291,119598,120344,260942,118424,120346,1
117951,117952,117941,117885,117886,117887,117888,1
119062,119091,123125,118321,117906,290919,118322,1
117961,118327,118933,117905,117906,290919,117908,1
117961,118343,118344,118321,117906,290919,118322,1
118106,118107,117884,118568,145206,19721,118570,1
117961,117962,118352,118321,290919,290919,118322,1
117961,118300,119984,120647,311441,118398,120649,1
117961,118343,119142,118685,152298,308574,118687,1
117961,118446,119961,132671,118260,290919,132673,1
117961,118413,122007,118321,117906,290919,118322,1
119280,119281,117945,280788,130913,292795,119082,1
117961,118413,127522,118784,240983,290919,118786,1
117961,118052,126137,126138,194170,124136,126140,1
118169,118170,118623,118047,120779,117887,118049,1
117961,118343,119945,117905,240983,290919,117908,1
118256,118257,117945,117946,118806,292795,117948,1
118219,118220,117920,117885,117913,117887,117888,1
117961,118386,118746,118451,152307,118453,118454,1
117961,118052,118320,118784,121556,290919,118786,1
117961,118446,120317,118321,117906,290919,118322,1
120342,120343,119076,118834,124426,118424,118836,1
117961,118327,118320,118641,150275,118643,118644,1
117961,117969,118970,118890,311441,118398,118892,1
117961,118386,118733,169634,235935,118736,169635,1
118315,118463,119214,118321,117906,290919,118322,1
117961,118343,123125,307024,311622,118331,118332,1
118256,118257,118623,118995,136748,292795,118997,1
118602,118603,117941,118568,118568,19721,118570,1
117961,118327,120559,118784,117906,290919,118786,1
118887,118888,118458,118728,138565,118295,118730,1
117961,118327,118328,119172,121927,118467,119174,1
117961,118225,118403,117905,117906,290919,117908,1
117910,117911,117920,119192,169561,119184,119194,1
117961,118343,118833,117905,117906,290919,117908,1
118006,118007,118008,117879,122240,19721,117880,1
117961,118225,120551,118321,117906,290919,118322,0
117916,118150,117920,127389,127390,19721,127391,1
118595,118596,81476,118422,149098,118424,118425,1
117961,118052,119742,118321,118448,290919,118322,1
119062,119091,118992,118028,130134,117887,118030,1
119062,119091,118514,119962,168365,118205,119964,1
117902,117903,118507,118028,118368,117887,118030,0
118315,118316,118202,118321,117906,290919,118322,1
117961,118300,118631,124576,124577,118424,124578,1
119596,119597,118214,118702,195315,118704,118705,1
117961,117969,6725,125687,188215,6725,125689,1
117961,118300,119890,120006,133833,118424,120008,1
118441,118442,118378,118054,122554,117887,118055,1
117961,118052,118979,128764,217580,118612,128765,1
117961,118300,118360,120812,278797,118638,120814,1
118169,118170,118575,130479,139169,119784,130481,1
117961,118225,119924,117905,117906,290919,117908,1
117993,117994,117895,117896,117913,117887,117898,1
117961,118300,119890,118368,254718,117887,118486,1
117961,118225,119238,119093,139668,119095,119096,1
117961,118300,118514,118321,240983,290919,118322,1
117961,118225,120551,118321,117906,290919,118322,1
118212,118213,118458,118912,309291,118424,118914,1
122532,122533,118575,119192,129506,119184,119194,1
117961,118343,120722,117905,117906,290919,117908,1
117961,118225,118403,117905,117906,290919,117908,1
117902,118041,118042,118043,118044,270488,118046,0
118887,118888,118825,118728,306088,118295,118730,1
118006,118007,118008,118568,122240,19721,118570,0
117961,118052,120417,118702,125047,118704,118705,0
119062,119091,118042,118563,118563,270488,118565,1
117961,118052,120304,307024,311622,118331,118332,1
117961,118446,118684,118321,117906,290919,118322,1
117910,117911,117884,117879,117886,19721,117880,1
117961,118052,121949,118636,122158,118638,118639,1
118169,118170,117945,117946,125711,292795,117948,1
117961,118413,118481,118321,118785,290919,118322,1
117961,118386,118746,117905,240983,290919,117908,0
117961,118343,118395,123067,269406,118398,123068,1
117916,118011,117941,117879,117886,19721,117880,1
117926,118266,119569,117885,117913,117887,117888,1
117961,118446,122550,118321,117906,290919,118322,1
117961,118343,119598,118422,300136,118424,118425,1
118990,118991,118992,117905,117906,290919,117908,0
117961,118446,118684,118321,117906,290919,118322,1
117961,118300,118957,118784,240983,290919,118786,1
117961,118300,118301,124152,300136,118424,124154,1
117961,118327,118933,117905,117906,290919,117908,1
117961,117962,118501,120702,126111,118504,120704,1
117961,118327,118507,118890,138290,118398,118892,1
117961,118386,123901,117905,117906,290919,117908,0
121005,121006,117945,117946,141723,292795,117948,1
117893,117894,117895,117879,117897,19721,117880,1
118752,119070,120995,280788,280788,292795,119082,0
117961,118300,121108,119928,150810,118331,119929,1
117961,118225,118403,117905,117906,290919,117908,1
117961,118343,149210,120097,174445,270488,120099,1
117961,118052,120417,118702,125047,118704,118705,0
117910,117911,117912,118568,198040,19721,118570,1
119062,119091,119781,130479,169944,119784,130481,1
117961,118300,119181,118321,117906,290919,118322,1
117916,118011,118810,118054,120238,117887,118055,1
119062,119091,118957,118278,118260,290919,118279,1
118212,118213,123614,120497,229576,118424,120499,1
117961,118343,123125,117905,117906,290919,117908,1
117961,118052,120096,117905,117906,290919,117908,1
118573,118574,118623,118995,123460,292795,118997,1
117961,118300,125821,118054,118443,117887,118055,1
117961,118225,121574,122645,309858,119221,122647,1
118953,118954,117920,118568,131694,19721,118570,1
117961,118446,120368,117905,240983,290919,117908,1
117910,117911,117920,118568,129510,19721,118570,1
117961,117962,118352,117905,117906,290919,117908,1
117961,118300,120410,118777,140279,308574,118779,1
118219,118220,117941,118568,118568,19721,118570,1
118219,118220,117912,118568,136473,19721,118570,1
117961,118343,118833,118054,124356,117887,118055,1
117961,118052,118867,118523,311622,118331,118525,1
118315,118316,118317,118318,168365,118205,118319,1
117961,118225,120663,118321,117906,290919,118322,1
119178,119179,117895,117896,117913,117887,117898,1
117961,118300,118783,118451,130134,118453,118454,1
118290,118291,119598,120344,260942,118424,120346,1
117961,118413,122007,118321,117906,290919,118322,1
117961,118386,118896,120773,310589,118960,120774,1
117961,118343,118437,118523,306404,118331,118525,1
117961,118413,127522,117905,117906,290919,117908,1
117961,117962,122215,118784,117906,290919,118786,1
117961,117962,118910,117905,117906,290919,117908,1
117961,118300,118514,128230,302830,4673,128231,1
117961,118446,118684,118924,140784,118667,118926,1
117961,118225,120663,118321,117906,290919,118322,1
117926,117927,117884,117879,117886,19721,117880,1
117961,118327,120383,118641,120319,118643,118644,1
117961,118446,16232,118530,278014,118131,118532,1
117961,118386,120361,117905,117906,290919,117908,1
117961,118300,120312,119849,282370,118638,119851,1
117961,118300,118514,119962,168365,118205,119964,1
119665,119666,117895,117896,117897,117887,117898,1
117961,118413,119968,118784,117906,290919,118786,1
117943,117944,119781,130479,183249,119784,130481,1
117961,118327,129972,118784,117906,290919,118786,1
117961,118225,118403,118321,117906,290919,118322,1
118090,118091,117912,117879,117886,19721,117880,1
117961,118343,118292,124576,124577,118424,124578,1
117961,118300,119181,118321,118448,290919,118322,1
117961,118446,119969,123082,239633,19793,123084,1
117961,118300,120144,118054,124356,117887,118055,1
117961,117962,119223,118278,118260,290919,118279,1
117961,118343,118700,118784,165715,290919,118786,1
118106,118107,117884,117885,117913,117887,117888,1
117961,118300,119181,118641,153273,118643,118644,1
117961,118225,124449,122297,143193,118331,118899,1
117902,117903,120428,117905,118036,290919,117908,1
117887,118178,118320,118451,130134,118453,118454,1
91261,118026,118706,118451,126309,118453,118454,1
118006,118007,118008,117879,117897,19721,117880,1
117961,118343,118833,118777,279443,308574,118779,1
117961,118446,122550,118321,117906,290919,118322,1
117961,117969,118970,118890,148662,118398,118892,1
122532,122533,118575,119192,129506,119184,119194,1
117961,118327,118320,118641,150275,118643,118644,1
117961,118386,118746,118747,160002,118453,118749,1
117961,117962,5488,120618,304465,118643,120619,1
119301,119302,119303,118784,233216,290919,118786,1
117926,117927,119569,119323,123932,19793,119325,1
118006,118007,117941,117879,117897,19721,117880,1
118079,118080,117878,117879,118177,19721,117880,0
117961,118052,119986,118321,117906,290919,118322,1
118079,118080,117878,117885,117913,117887,117888,0
117961,118343,120291,118422,300136,118424,118425,1
117961,118052,120356,122067,141493,118424,122069,1
117961,118225,118403,117905,117906,290919,117908,1
117961,118343,119598,118834,133686,118424,118836,1
117961,117969,130192,123400,130319,19793,123402,1
117961,118225,120663,117905,172635,290919,117908,1
117961,118343,120722,120516,123107,120518,120519,1
117961,118300,123719,118784,118785,290919,118786,1
91261,118026,118202,117905,117906,290919,117908,1
118256,118257,117945,259173,280788,292795,118943,1
126918,126919,118042,118043,118043,270488,118046,1
117961,118300,118631,118826,168415,118424,118828,1
117961,118343,118395,123067,269406,118398,123068,1
118976,118977,117895,117879,118250,19721,117880,1
119596,119597,119837,118293,118294,118295,118296,1
117961,117962,118910,119346,4673,4673,119348,0
117961,118386,118522,118321,117906,290919,118322,1
117961,118300,118301,120344,267615,118424,120346,1
119062,119091,123125,118784,121556,290919,118786,0
117929,117940,117920,118568,164985,19721,118570,1
117961,118343,119796,307024,310608,118331,118332,1
117961,118300,120410,118784,117906,290919,118786,1
117961,118300,118783,120690,168373,290919,120692,1
117961,118300,125872,118422,249904,118424,118425,1
118752,118753,119121,118274,128130,292795,118276,1
119920,119921,142145,128230,302830,4673,128231,0
117961,118386,121883,118278,125206,290919,118279,1
119062,119091,118514,118777,279443,308574,118779,0
117961,118446,120317,129561,134531,3130,129563,1
117961,118300,119984,118396,300044,118398,118399,1
117961,118327,118378,120952,120953,118453,120954,1
117959,117960,117912,117879,117886,19721,117880,1
118953,118954,117920,118568,131694,19721,118570,1
117961,118343,118437,117905,117906,290919,117908,1
117961,118413,122007,118321,117906,290919,118322,0
117961,118413,119968,118784,117906,290919,118786,1
117961,117962,120924,307024,294485,118331,118332,1
91261,118026,118202,119962,168365,118205,119964,1
117961,118386,118404,118784,121556,290919,118786,1
117961,118300,119181,118465,159686,118467,118468,1
117961,118327,123757,118054,169823,117887,118055,1
118000,118001,117878,118054,311261,117887,118055,1
117961,118327,120171,120647,249497,118398,120649,1
117961,118300,119181,117905,117906,290919,117908,1
117961,118327,124921,118368,141452,117887,118486,1
118114,118115,117920,121067,229187,121069,121070,1
117961,118343,119598,124576,124577,118424,124578,1
117961,118413,120526,117905,240983,290919,117908,1
117961,118300,120722,118784,130735,290919,118786,0
118212,119763,123173,124537,199592,118870,124539,1
138798,138799,120539,118321,117906,290919,118322,1
117961,118225,120663,123045,148730,120518,123047,1
117961,118225,118403,122274,134008,3130,122275,1
117961,118225,120551,118321,240983,290919,118322,1
119740,119741,118810,134067,302708,19793,134069,1
118602,118603,117941,117885,118097,117887,117888,1
117961,118386,118635,118685,262400,308574,118687,1
117961,118327,118492,132692,166382,270488,132694,1
117961,118052,126137,126138,126139,124136,126140,1
117961,118343,119598,120773,123107,118960,120774,1
117961,118052,122392,118054,118054,117887,118055,1
117961,118327,118507,179731,118054,117887,117973,1
117961,118300,119181,121594,127596,4673,121596,0
117961,118300,119181,118784,121873,290919,118786,1
117961,118343,120722,118321,117906,290919,118322,1
117961,118446,119064,117905,117906,290919,117908,1
119062,119091,120663,117905,117906,290919,117908,0
117961,118300,118301,120006,259215,118424,120008,1
117961,118225,120663,121594,131163,4673,121596,1
117961,118052,121949,120097,174445,270488,120099,1
117961,118300,123719,118784,118785,290919,118786,1
117961,118327,118378,120952,120953,118453,120954,1
117961,118327,118492,129909,129910,118453,129911,0
117961,118343,119984,118396,269406,118398,118399,1
117961,118343,123454,118784,117906,290919,118786,1
117961,118225,120050,117905,117906,290919,117908,1
117961,118300,19772,118321,117906,290919,118322,0
118256,118257,118623,118995,286106,292795,118997,0
118315,118316,123656,118784,208095,290919,118786,1
91261,118026,119734,128422,128423,118453,128424,1
118216,118587,117920,128093,139264,119184,128095,0
117961,118300,127849,118826,236735,118424,118828,1
117983,117984,117878,117879,117879,19721,117880,1
117961,118225,120041,122849,120324,119095,122850,1
91261,118026,118202,118203,190841,118205,118206,1
117961,118225,120663,117905,240983,290919,117908,1
118887,118888,118889,118890,311441,118398,118892,1
117961,118327,118378,120952,120953,118453,120954,1
120810,120811,119019,120812,120813,118638,120814,1
118595,118596,81476,118054,120238,117887,118055,1
117961,118386,118522,118536,118537,308574,118539,1
118315,118463,118464,118465,127658,118467,118468,1
117916,118150,118599,179731,131017,117887,117973,1
117961,118343,118700,118784,117906,290919,118786,1
117961,118386,121961,124152,304629,118424,124154,1
117902,117903,120283,118863,142453,118398,118865,1
117961,118327,118933,118784,130086,290919,118786,1
117961,117969,118970,120647,145499,118398,120649,0
117961,118300,124942,117905,117906,290919,117908,1
117961,118343,118395,120647,120647,118398,120649,1
117961,118300,118458,118834,223125,118424,118836,1
117961,118300,120312,120516,123107,120518,120519,1
118185,31010,117941,117879,147755,19721,117880,1
118725,118726,121014,126085,309858,119221,126087,1
117961,117962,119223,123670,139296,121916,123672,1
117961,118343,123476,120006,294485,118424,120008,1
118887,118888,124656,118422,149364,118424,118425,1
118256,118257,117945,126684,280788,292795,126685,1
117961,118300,118514,118054,287351,117887,118055,1
117983,117984,117878,117879,117879,19721,117880,1
118090,118091,119424,179731,306570,117887,117973,1
117961,118343,119598,119433,133686,118424,119435,1
118138,118139,117884,117879,117886,19721,117880,1
121518,121519,117895,118568,212837,19721,118570,1
117961,118300,118783,118784,147114,290919,118786,1
117961,118343,119598,118834,133686,118424,118836,1
117961,118225,119238,122849,149223,119095,122850,1
117932,117933,117878,117879,117879,19721,117880,1
117961,118052,118821,118321,117906,290919,118322,1
117961,117969,6725,122290,268766,6725,122292,1
117961,118413,122007,118321,117906,290919,118322,1
117961,118225,120663,117905,240983,290919,117908,1
117916,118011,117920,118568,300163,19721,118570,1
117961,118343,119598,118685,155651,308574,118687,1
117961,118300,118514,118321,117906,290919,118322,1
118290,118291,120291,119928,278266,118331,119929,0
117961,118343,119598,119433,133686,118424,119435,1
117961,118343,119796,118685,120316,308574,118687,1
117961,118343,119598,120348,255097,118295,120350,1
117961,118225,120535,123067,300044,118398,123068,1
117890,117891,117878,117879,117879,19721,117880,1
117961,118300,123719,118321,118406,290919,118322,1
117961,118052,118821,117905,117906,290919,117908,1
117961,118300,120026,118422,239205,118424,118425,1
117902,118041,118042,118043,118044,270488,118046,1
117961,117962,118791,307024,306404,118331,118332,1
117902,118041,119781,130479,179826,119784,130481,1
117961,118413,126229,118321,117906,290919,118322,1
117961,118052,118746,117905,117906,290919,117908,1
117910,117911,119791,179731,118247,117887,117973,1
117961,118300,119890,118834,150799,118424,118836,1
117961,118386,118692,117905,240983,290919,117908,1
117961,118343,118437,118784,117906,290919,118786,1
117961,118052,118867,117905,172635,290919,117908,1
117961,118327,118391,118641,123881,118643,118644,1
117961,118052,118881,118321,117906,290919,118322,1
117961,117962,118910,117905,117906,290919,117908,1
117961,118343,120722,118321,117906,290919,118322,1
117902,117903,118783,117905,118036,290919,117908,1
126918,126919,118042,118043,118043,270488,118046,1
117926,117927,117941,117885,117913,117887,117888,1
117961,118386,125016,118685,178199,308574,118687,1
117935,117936,120694,118636,130218,118638,118639,0
117961,119256,119257,117946,118806,292795,117948,1
118595,118596,81476,120344,138524,118424,120346,1
117961,118052,120096,118321,117906,290919,118322,1
117961,118386,118317,118685,122058,308574,118687,1
120864,120865,171098,118702,194774,118704,118705,1
118256,118257,119796,118636,121386,118638,118639,1
117961,118300,124725,118784,118785,290919,118786,1
91261,118026,129526,128422,130134,118453,128424,1
119280,119281,117945,280788,280788,292795,119082,1
118006,118007,117941,117899,122240,19721,117900,1
117961,118300,119181,128230,302830,4673,128231,1
117961,118300,120059,118636,133779,118638,118639,1
117961,118343,118979,120344,303717,118424,120346,1
117961,118300,118514,118321,240983,290919,118322,1
118212,118213,123201,117905,240983,290919,117908,1
117961,118225,119924,118685,279443,308574,118687,1
117961,118225,122273,118321,117906,290919,118322,1
117961,117962,118501,118502,118503,118504,118505,1
117961,118300,118458,120006,311622,118424,120008,1
117961,117969,6725,122290,268766,6725,122292,1
117961,118327,118378,120952,120953,118453,120954,1
119062,119091,131461,119778,174194,19721,119779,1
117961,118300,127168,118321,240983,290919,118322,1
117961,118386,118692,118321,240983,290919,118322,1
117926,118124,117941,117879,117886,19721,117880,1
119170,119171,118522,129229,200658,119788,129231,1
117961,118386,120677,123670,305057,121916,123672,1
117929,117930,119569,118568,146968,19721,118570,1
91261,118026,118202,118278,118260,290919,118279,1
117961,117962,118501,117905,240983,290919,117908,1
117916,118150,117941,118568,281735,19721,118570,1
118953,118954,117920,120632,220305,118131,120634,1
117961,118052,122938,118321,117906,290919,118322,1
117961,118300,118597,118054,118054,117887,118055,1
117961,118300,123055,120344,311360,118424,120346,1
118953,118954,118246,179731,141712,117887,117973,0
117961,117962,122215,119849,128470,118638,119851,1
117961,117962,118791,121469,310997,118424,121471,1
117961,118327,118320,118321,118448,290919,118322,1
117961,117962,118910,118321,118448,290919,118322,1
117961,118225,124449,120313,230838,118424,120315,1
117876,117877,117878,117879,117879,19721,117880,1
117961,118327,118328,124886,258798,118643,124888,1
117902,117903,118507,120990,261540,118398,120992,1
117961,118225,118403,117905,117906,290919,117908,1
117961,118343,118292,118422,300136,118424,118425,1
117983,117984,117878,118568,292195,19721,118570,1
117961,118327,123901,118321,117906,290919,118322,1
117961,118343,120722,118784,117906,290919,118786,1
117961,118225,120663,118321,117906,290919,118322,1
118212,118213,118597,118728,301534,118295,118730,1
117929,117930,117920,117879,117886,19721,117880,0
117929,117930,117920,119323,123932,19793,119325,1
117961,117962,119223,125793,139296,118643,125795,1
117961,118327,118933,118784,118785,290919,118786,1
117961,118327,120171,120647,240979,118398,120649,1
91261,118026,118202,117905,117906,290919,117908,1
117961,118052,118867,118784,118785,290919,118786,1
120140,120141,120559,122269,306399,118643,122271,1
117961,118225,120551,118321,117906,290919,118322,1
120810,120811,121108,118422,124428,118424,118425,1
117961,118052,123144,118890,203706,118398,118892,1
117961,118343,119598,118834,133686,118424,118836,1
117961,118052,123144,118396,300044,118398,118399,1
117910,118855,119791,179731,155568,117887,117973,1
118595,118596,81476,118728,301534,118295,118730,1
117961,118052,118867,307024,311622,118331,118332,1
117961,117962,118501,118502,118503,118504,118505,1
117961,118300,119890,118054,118054,117887,118055,1
118006,118007,117941,118568,292195,19721,118570,1
118752,118753,120995,117946,118806,292795,117948,1
124034,124035,117945,280788,126042,292795,119082,1
117961,118300,118514,118259,118260,290919,118261,1
117961,118343,118395,118396,233714,118398,118399,1
117916,118011,117941,117885,117913,117887,117888,1
117961,118386,118896,119849,182753,118638,119851,1
118006,118007,117884,117885,117886,117887,117888,1
119596,119597,118597,120789,194103,118424,120791,1
117961,118327,118518,120097,146705,270488,120099,1
117961,118052,120304,307024,311622,118331,118332,1
117961,118327,119830,118321,117906,290919,118322,1
117961,118225,118403,121594,170665,4673,121596,1
117961,118343,120722,118784,121873,290919,118786,1
117961,118413,121639,118321,117906,290919,118322,1
117961,118300,123055,120006,150350,118424,120008,1
117961,118300,118783,118321,117906,290919,118322,1
117961,118225,122273,118784,147114,290919,118786,1
117961,118300,121216,123178,128787,3130,123180,1
117961,118343,120671,121469,125853,118424,121471,1
91261,118026,118202,117905,117906,290919,117908,1
118315,118463,119214,118784,127126,290919,118786,1
117961,118327,120383,118321,117906,290919,118322,1
117961,118327,118320,117905,117906,290919,117908,1
117961,118052,120096,117905,117906,290919,117908,1
117961,117962,118409,119928,310608,118331,119929,1
117983,117984,117878,117879,117897,19721,117880,1
117961,118225,120050,117905,117906,290919,117908,1
118219,118220,118008,117879,117897,19721,117880,1
119062,119091,122012,118028,117906,117887,118030,1
120864,121013,124133,120344,303717,118424,120346,1
117961,118225,123173,118054,121311,117887,118055,1
117961,118300,120722,118784,240983,290919,118786,1
117961,118446,118447,118777,279443,308574,118779,1
117961,118300,119181,118777,279443,308574,118779,1
117961,118446,120317,118321,117906,290919,118322,1
117961,118413,118481,117905,117906,290919,117908,1
117961,117962,118673,119976,302418,19793,119978,1
118163,118164,117878,118811,310825,19793,118813,1
117961,118300,118458,118834,223125,118424,118836,1
117961,119256,120943,126684,126684,292795,126685,1
5110,117954,117895,117885,117955,117887,117888,1
117961,118327,118933,117905,117906,290919,117908,1
91261,118026,118027,119409,122603,119006,119411,1
118074,23779,117884,117885,117913,117887,117888,1
117961,118052,122938,117905,117906,290919,117908,1
117926,118124,119569,179731,167069,117887,117973,1
117983,117984,117878,117899,119057,19721,117900,1
117961,118052,120671,117905,240983,290919,117908,1
117961,118446,118447,118777,279443,308574,118779,1
117902,117903,118783,120952,122352,118453,120954,1
117961,118343,118437,118361,249872,118363,118364,1
118602,118603,117941,117885,118097,117887,117888,1
117961,118386,120361,120690,127922,290919,120692,1
118163,119075,119076,118834,124426,118424,118836,1
117961,117962,118910,117905,117906,290919,117908,1
117929,117940,117941,118568,293374,19721,118570,1
117961,118343,122012,118784,127126,290919,118786,1
117961,118446,118684,117905,117906,290919,117908,1
117961,118386,118522,118259,230101,290919,118261,1
117961,118446,118684,118784,118785,290919,118786,1
117961,118446,118684,118760,118761,118762,118763,1
117961,118343,118344,118777,279443,308574,118779,1
117961,118386,119214,117905,117906,290919,117908,1
117961,118225,123173,119093,123174,119095,119096,1
119062,119091,118992,179731,117906,117887,117973,1
117929,117930,117884,117879,117886,19721,117880,1
117961,118446,118684,117905,117906,290919,117908,1
117961,118413,120526,117905,240983,290919,117908,1
117961,118446,119969,120621,166884,19793,120623,1
117961,118327,121589,118641,118842,118643,118644,1
118212,118580,117895,117896,117897,117887,117898,1
117926,118124,117884,117885,117913,117887,117888,1
117980,118076,117884,117879,117886,19721,117880,1
117961,118327,120171,118054,120716,117887,118055,1
117943,117944,118575,259173,298522,292795,118943,1
117961,117969,6725,125687,259130,6725,125689,1
117961,118300,118631,118834,123413,118424,118836,1
117961,118300,123055,118834,127160,118424,118836,1
118315,118463,118404,118777,279443,308574,118779,1
119062,119091,118535,118321,117906,290919,118322,1
117961,118343,118700,118784,165715,290919,118786,1
117961,118300,121108,120344,202649,118424,120346,1
117961,117962,118910,119949,230830,290919,119951,1
117961,118446,119961,118259,125206,290919,118261,1
117961,117962,5488,120618,304465,118643,120619,1
117961,118300,119984,118890,311441,118398,118892,1
117951,117952,117878,128093,128322,119184,128095,1
117902,118041,117945,259173,130913,292795,118943,1
117961,118300,19772,118321,117906,290919,118322,1
117961,118327,118518,118207,190710,270488,118209,1
117961,118225,119092,119093,132519,119095,119096,1
119062,119091,118514,118278,151426,290919,118279,1
119691,119692,118635,174391,117906,119695,174393,1
91261,118026,118317,117905,117906,290919,117908,1
117961,118225,118403,121594,170665,4673,121596,1
117961,118446,126352,152308,152309,118612,152310,1
120140,120141,118378,120952,120953,118453,120954,1
119920,119921,137107,118321,117906,290919,118322,0
130570,119256,118042,118043,118043,270488,118046,1
117961,118343,118514,117905,240983,290919,117908,1
118185,31010,117884,117879,117886,19721,117880,1
117961,118052,118053,118636,122158,118638,118639,1
117961,118300,119181,118321,117906,290919,118322,1
117961,118052,120398,122067,164160,118424,122069,0
118212,118213,124449,119849,164945,118638,119851,1
117961,118300,118783,118321,117906,290919,118322,1
118887,118888,119136,120056,137950,118474,120058,1
117961,118300,119181,118321,117906,290919,118322,1
117916,118011,118599,179731,258199,117887,117973,1
117961,117962,118910,118685,128848,308574,118687,1
118169,118170,125857,259173,127240,292795,118943,1
117961,118052,118328,299559,259703,118205,163732,1
126918,126919,119136,119065,246580,118667,119067,1
117961,118052,120539,118321,118448,290919,118322,1
117961,118327,120171,120647,240979,118398,120649,1
117961,118327,126310,118641,306399,118643,118644,1
117961,118225,118403,118321,117906,290919,118322,1
120864,120865,124449,118636,175255,118638,118639,1
117961,118225,119924,118777,279443,308574,118779,1
118742,118743,117884,117885,117886,117887,117888,1
117929,117930,117912,118568,281735,19721,118570,1
117876,117877,117878,117879,117879,19721,117880,1
117961,118300,120722,118321,117906,290919,118322,1
117961,118225,122870,118207,279443,270488,118209,1
117961,118386,118896,120773,310589,118960,120774,1
117961,117962,122215,127782,250328,290919,127783,1
117961,118413,120370,117905,117906,290919,117908,1
117961,118300,147589,118826,236735,118424,118828,1
5110,117954,117895,118568,157237,19721,118570,1
117961,118225,119924,118321,117906,290919,118322,1
117961,118225,120323,119093,121698,119095,119096,1
117961,118052,120096,118321,117906,290919,118322,1
127044,127045,118821,118784,165715,290919,118786,1
117961,118052,120356,120357,127906,118424,120359,1
117961,118446,120317,118784,118785,290919,118786,1
117961,117962,117904,119949,230830,290919,119951,1
119062,119091,121710,118321,117906,290919,118322,1
117961,118225,120663,118777,279443,308574,118779,1
117961,118300,118631,119928,219829,118331,119929,1
119062,119091,118042,118043,118044,270488,118046,1
117983,117984,117878,117879,117879,19721,117880,1
117961,119256,120943,118995,118806,292795,118997,1
117961,118300,119181,118321,240983,290919,118322,1
118169,118170,118171,130479,185784,119784,130481,0
117961,118225,118403,117905,117906,290919,117908,1
117961,118225,120050,118784,117906,290919,118786,1
117961,118413,120526,117905,117906,290919,117908,1
117961,118225,120551,117905,117906,290919,117908,1
117961,118052,122938,118523,306404,118331,118525,1
