N1,N2,N3,N4,N5,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,label
140.0,124.3,12.7,3.7,-1.7,1.0,43.0,2.0,9991.0,0.0,1.0,1.0,37.0,37.0,5.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,27.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0
137.0,127.9,15.5,2.8,-4.06,1.0,43.0,1.0,9773.0,1.0,1.0,1.0,38.0,37.0,9.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0,6.0,7.0,6.0,0.0,2
133.1,107.0,7.6,2.6,0.32,1.0,39.0,1.0,9670.0,1.0,6.0,1.0,1.0,1.0,90.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,30.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0
120.0,120.0,7.6,2.6,0.32,1.0,43.0,1.0,9500.0,1.0,1.0,1.0,37.0,37.0,9.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,26.0,0.0,0.0,7.0,8.0,6.0,0.0,0.0,7.0,8.0,6.0,0.0,1
150.0,160.0,9.4,-0.8,-3.12,1.0,39.0,1.0,9130.0,1.0,1.0,1.0,19.0,19.0,9.0,5.0,1.0,0.0,0.0,1.0,1.0,0.0,24.0,0.0,0.0,5.0,13.0,4.0,1.0,0.0,5.0,9.0,3.0,0.0,1
115.0,115.0,9.4,-0.8,-3.12,1.0,17.0,1.0,9147.0,1.0,1.0,1.0,19.0,19.0,7.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,23.0,0.0,0.0,5.0,7.0,2.0,1.0,0.0,5.0,9.0,1.0,0.0,1
120.0,111.6,12.4,0.5,1.79,1.0,1.0,1.0,9238.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0,6.0,6.0,6.0,0.0,2
117.0,113.5,9.4,-0.8,-3.12,1.0,1.0,1.0,9670.0,1.0,1.0,1.0,1.0,38.0,5.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,5.0,6.0,4.0,0.0,0.0,5.0,5.0,4.0,0.0,2
148.0,131.6,15.5,2.8,-4.06,1.0,1.0,1.0,9003.0,1.0,1.0,1.0,19.0,37.0,9.0,9.0,1.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0,8.0,12.0,17.0,11.0,2.0,4.0,12.0,21.0,12.0,0.0,2
136.0,134.3,12.4,0.5,1.79,1.0,1.0,2.0,171.0,1.0,1.0,1.0,39.0,1.0,3.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120.0,118.1,8.9,1.4,3.51,1.0,51.0,1.0,9991.0,0.0,39.0,1.0,1.0,4.0,4.0,10.0,0.0,0.0,0.0,1.0,1.0,0.0,28.0,0.0,13.0,15.0,17.0,13.0,0.0,9.0,13.0,13.0,9.0,0.0,0
140.0,140.0,15.5,2.8,-4.06,1.0,7.0,1.0,9003.0,1.0,3.0,1.0,39.0,39.0,9.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,50.0,0.0,2.0,6.0,8.0,2.0,0.0,1.0,6.0,9.0,1.0,0.0,0
135.0,127.3,15.5,2.8,-4.06,1.0,17.0,2.0,9500.0,1.0,1.0,1.0,19.0,1.0,5.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,7.0,8.0,7.0,0.0,0.0,8.0,8.0,8.0,0.0,2
121.0,111.9,10.8,1.4,1.74,1.0,17.0,3.0,9085.0,1.0,1.0,1.0,38.0,1.0,9.0,9.0,1.0,0.0,0.0,1.0,1.0,0.0,21.0,0.0,0.0,5.0,11.0,0.0,0.0,0.0,5.0,10.0,5.0,1.0,2
133.1,113.5,11.1,0.6,2.02,4.0,39.0,1.0,8014.0,0.0,19.0,1.0,37.0,37.0,9.0,9.0,0.0,0.0,0.0,1.0,0.0,1.0,39.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0,6.0,6.0,6.0,0.0,2
141.0,126.7,12.7,3.7,-1.7,1.0,1.0,1.0,9070.0,1.0,1.0,1.0,37.0,37.0,9.0,9.0,1.0,0.0,1.0,1.0,0.0,1.0,20.0,0.0,0.0,6.0,9.0,6.0,0.0,0.0,6.0,10.0,6.0,0.0,2
130.0,118.1,13.9,-0.3,0.79,1.0,1.0,5.0,9500.0,1.0,1.0,1.0,1.0,3.0,9.0,10.0,1.0,0.0,0.0,1.0,1.0,0.0,18.0,0.0,0.0,7.0,10.0,6.0,0.0,0.0,8.0,9.0,7.0,0.0,1
160.0,156.1,13.9,-0.3,0.79,1.0,44.0,1.0,8014.0,0.0,39.0,1.0,37.0,37.0,7.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,21.0,0.0,3.0,6.0,6.0,6.0,0.0,2.0,6.0,6.0,6.0,0.0,2
123.0,118.0,10.8,1.4,1.74,1.0,18.0,1.0,9500.0,1.0,1.0,1.0,37.0,37.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,8.0,8.0,7.0,0.0,0.0,8.0,8.0,7.0,0.0,2
120.0,112.0,12.7,3.7,-1.7,1.0,43.0,1.0,9500.0,1.0,1.0,1.0,1.0,1.0,5.0,8.0,1.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,8.0,15.0,7.0,0.0,0.0,8.0,15.0,7.0,0.0,2
142.0,141.7,13.9,-0.3,0.79,1.0,17.0,1.0,9254.0,1.0,1.0,1.0,19.0,39.0,5.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,6.0,8.0,6.0,0.0,0.0,6.0,6.0,6.0,0.0,2
125.0,116.3,13.9,-0.3,0.79,1.0,17.0,2.0,9147.0,1.0,1.0,1.0,19.0,38.0,9.0,7.0,1.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0,0.0,5.0,8.0,5.0,0.0,0.0,5.0,8.0,5.0,0.0,2
139.0,124.0,15.5,2.8,-4.06,1.0,17.0,2.0,9773.0,1.0,1.0,1.0,3.0,1.0,2.0,7.0,1.0,0.0,0.0,1.0,0.0,1.0,20.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0,6.0,7.0,6.0,0.0,0
133.1,100.0,7.6,2.6,0.32,1.0,39.0,1.0,8014.0,0.0,1.0,1.0,34.0,34.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,27.0,0.0,0.0,6.0,11.0,4.0,0.0,0.0,6.0,16.0,3.0,0.0,0
140.0,152.4,10.8,1.4,1.74,2.0,39.0,1.0,9991.0,0.0,3.0,1.0,19.0,19.0,9.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,5.0,6.0,5.0,0.0,2
140.0,125.5,10.8,1.4,1.74,1.0,1.0,3.0,9500.0,1.0,1.0,1.0,19.0,37.0,9.0,9.0,1.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,8.0,8.0,7.0,0.0,0.0,8.0,8.0,7.0,0.0,2
133.1,123.0,10.8,1.4,1.74,4.0,39.0,2.0,9556.0,1.0,19.0,1.0,19.0,19.0,4.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,37.0,0.0,0.0,7.0,10.0,7.0,0.0,0.0,8.0,11.0,8.0,0.0,2
121.0,120.5,10.8,1.4,1.74,1.0,17.0,1.0,9500.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,21.0,0.0,0.0,8.0,8.0,7.0,0.0,0.0,8.0,8.0,7.0,0.0,2
136.0,122.0,9.4,-0.8,-3.12,1.0,51.0,1.0,9670.0,1.0,1.0,1.0,19.0,19.0,5.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,18.0,0.0,0.0,5.0,6.0,2.0,0.0,0.0,5.0,6.0,4.0,0.0,0
143.0,133.5,12.7,3.7,-1.7,5.0,17.0,5.0,9500.0,1.0,1.0,1.0,37.0,38.0,5.0,8.0,1.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,8.0,8.0,7.0,0.0,0.0,8.0,8.0,7.0,0.0,2
126.0,116.9,11.1,0.6,2.02,1.0,17.0,5.0,9119.0,1.0,1.0,1.0,38.0,38.0,5.0,9.0,1.0,0.0,1.0,1.0,1.0,0.0,20.0,0.0,0.0,5.0,5.0,4.0,0.0,0.0,6.0,8.0,3.0,0.0,0
131.0,128.2,12.4,0.5,1.79,1.0,17.0,1.0,9130.0,1.0,1.0,1.0,12.0,12.0,2.0,8.0,1.0,0.0,0.0,1.0,1.0,0.0,18.0,0.0,0.0,6.0,7.0,6.0,0.0,0.0,6.0,8.0,6.0,0.0,2
133.1,126.0,15.5,2.8,-4.06,1.0,17.0,1.0,9773.0,1.0,1.0,1.0,19.0,37.0,7.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0,6.0,7.0,6.0,0.0,2
118.0,122.2,7.6,2.6,0.32,1.0,17.0,1.0,9254.0,1.0,1.0,1.0,11.0,34.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,22.0,0.0,0.0,6.0,10.0,4.0,0.0,0.0,6.0,14.0,1.0,0.0,0
121.0,111.9,8.9,1.4,3.51,1.0,17.0,2.0,9070.0,1.0,1.0,1.0,1.0,19.0,144.0,144.0,1.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0,0.0,6.0,9.0,5.0,0.0,0.0,6.0,10.0,4.0,0.0,2
143.0,133.8,9.4,-0.8,-3.12,1.0,1.0,3.0,9500.0,1.0,1.0,1.0,37.0,38.0,7.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,8.0,8.0,8.0,0.0,0.0,8.0,8.0,8.0,0.0,1
123.0,121.6,11.1,0.6,2.02,1.0,1.0,1.0,9853.0,1.0,1.0,1.0,1.0,38.0,9.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,7.0,12.0,5.0,0.0,0.0,7.0,9.0,6.0,0.0,1
120.0,120.0,15.5,2.8,-4.06,1.0,7.0,1.0,9085.0,1.0,3.0,1.0,37.0,37.0,7.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,32.0,0.0,4.0,10.0,20.0,4.0,2.0,3.0,9.0,13.0,3.0,2.0,0
133.1,103.5,15.5,2.8,-4.06,2.0,39.0,1.0,9238.0,1.0,19.0,1.0,37.0,37.0,9.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,42.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0
165.0,152.4,16.2,0.3,-0.92,1.0,1.0,1.0,9238.0,1.0,1.0,1.0,37.0,38.0,9.0,8.0,1.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,6.0,8.0,6.0,0.0,0.0,6.0,7.0,6.0,0.0,2
133.1,120.0,12.7,3.7,-1.7,1.0,39.0,1.0,9130.0,1.0,1.0,1.0,1.0,1.0,90.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,41.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,5.0,5.0,0.0,5.0,0
160.0,120.0,7.6,2.6,0.32,1.0,42.0,1.0,9991.0,0.0,1.0,1.0,1.0,2.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,30.0,0.0,4.0,7.0,9.0,7.0,0.0,1.0,5.0,5.0,5.0,0.0,2
127.0,123.5,9.4,-0.8,-3.12,1.0,1.0,3.0,9147.0,1.0,1.0,1.0,1.0,38.0,5.0,7.0,1.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,5.0,11.0,3.0,0.0,1
141.0,128.8,10.8,1.4,1.74,1.0,1.0,1.0,9238.0,1.0,1.0,1.0,19.0,1.0,7.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,18.0,0.0,0.0,6.0,10.0,5.0,0.0,0.0,6.0,6.0,6.0,0.0,2
146.0,149.5,11.1,0.6,2.02,1.0,1.0,1.0,9670.0,1.0,1.0,1.0,1.0,1.0,9.0,8.0,1.0,0.0,0.0,1.0,1.0,1.0,17.0,0.0,0.0,6.0,8.0,6.0,0.0,0.0,6.0,8.0,6.0,0.0,2
140.0,140.0,15.5,2.8,-4.06,1.0,43.0,1.0,9130.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,10.0,17.0,29.0,14.0,4.0,7.0,12.0,24.0,12.0,1.0,2
116.0,116.4,8.9,1.4,3.51,1.0,1.0,1.0,9238.0,1.0,1.0,1.0,38.0,38.0,9.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0,6.0,6.0,6.0,0.0,2
125.0,121.5,13.9,-0.3,0.79,1.0,1.0,1.0,9254.0,1.0,1.0,1.0,19.0,38.0,9.0,8.0,0.0,0.0,0.0,1.0,0.0,1.0,21.0,0.0,0.0,6.0,7.0,6.0,0.0,0.0,6.0,6.0,6.0,0.0,2
111.0,117.7,9.4,-0.8,-3.12,1.0,17.0,1.0,9254.0,1.0,1.0,1.0,19.0,19.0,3.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,6.0,8.0,5.0,0.0,0.0,6.0,9.0,4.0,0.0,2
144.0,134.9,15.5,2.8,-4.06,1.0,1.0,1.0,9130.0,1.0,1.0,1.0,3.0,1.0,2.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,18.0,0.0,0.0,6.0,13.0,6.0,0.0,0.0,6.0,10.0,4.0,0.0,0
123.0,129.0,10.8,1.4,1.74,1.0,1.0,4.0,9238.0,1.0,1.0,1.0,38.0,1.0,4.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,6.0,8.0,6.0,0.0,0.0,6.0,6.0,6.0,0.0,2
133.1,104.0,11.1,0.6,2.02,1.0,39.0,1.0,9773.0,1.0,19.0,1.0,19.0,19.0,171.0,163.0,0.0,0.0,1.0,0.0,0.0,1.0,24.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0,6.0,6.0,6.0,0.0,2
140.0,110.0,16.2,0.3,-0.92,1.0,39.0,1.0,9003.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,31.0,0.0,0.0,6.0,8.0,6.0,0.0,0.0,6.0,10.0,6.0,0.0,2
138.0,134.9,7.6,2.6,0.32,1.0,17.0,4.0,9085.0,1.0,1.0,1.0,19.0,36.0,90.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,5.0,7.0,4.0,0.0,0.0,5.0,9.0,5.0,0.0,2
133.1,140.0,16.2,0.3,-0.92,1.0,39.0,1.0,9130.0,1.0,19.0,1.0,19.0,3.0,9.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,24.0,0.0,0.0,6.0,13.0,5.0,0.0,0.0,6.0,15.0,3.0,0.0,0
128.0,125.8,9.4,-0.8,-3.12,1.0,18.0,1.0,9500.0,1.0,1.0,1.0,19.0,1.0,9.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,20.0,0.0,0.0,8.0,8.0,0.0,8.0,0.0,8.0,8.0,0.0,8.0,1
140.0,140.0,8.9,1.4,3.51,1.0,44.0,1.0,9003.0,1.0,39.0,1.0,38.0,1.0,134.0,134.0,1.0,0.0,1.0,1.0,1.0,0.0,26.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,6.0,7.0,0.0,0.0,1
140.0,104.8,15.5,2.8,-4.06,2.0,39.0,1.0,9003.0,1.0,1.0,1.0,37.0,37.0,9.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,46.0,0.0,14.0,19.0,24.0,19.0,0.0,11.0,13.0,13.0,13.0,0.0,2
120.0,115.8,13.9,-0.3,0.79,1.0,18.0,2.0,9853.0,1.0,1.0,1.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,7.0,12.0,6.0,0.0,0.0,7.0,11.0,6.0,0.0,1
134.0,126.0,13.9,-0.3,0.79,1.0,17.0,5.0,9238.0,1.0,1.0,1.0,38.0,37.0,9.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,21.0,0.0,0.0,6.0,10.0,5.0,0.0,0.0,6.0,10.0,5.0,0.0,0
133.0,128.5,9.4,-0.8,-3.12,1.0,1.0,2.0,9500.0,1.0,1.0,1.0,19.0,37.0,1.0,9.0,1.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,8.0,8.0,8.0,0.0,0.0,8.0,8.0,8.0,0.0,2
145.0,132.1,11.1,0.6,2.02,1.0,17.0,1.0,9147.0,1.0,1.0,1.0,19.0,38.0,4.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,21.0,0.0,0.0,5.0,10.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0
141.0,125.6,8.9,1.4,3.51,1.0,17.0,3.0,9238.0,1.0,1.0,1.0,19.0,38.0,9.0,7.0,1.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,6.0,8.0,6.0,0.0,0.0,6.0,6.0,6.0,0.0,2
130.0,116.8,12.7,3.7,-1.7,1.0,1.0,1.0,9500.0,1.0,1.0,1.0,19.0,19.0,4.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,8.0,8.0,7.0,0.0,0.0,8.0,8.0,7.0,0.0,2
127.0,120.7,10.8,1.4,1.74,1.0,1.0,1.0,9254.0,1.0,1.0,1.0,19.0,19.0,4.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,0.0,0.0,6.0,10.0,5.0,0.0,0.0,6.0,12.0,0.0,0.0,0
100.0,117.9,10.8,1.4,1.74,1.0,43.0,1.0,9991.0,0.0,1.0,1.0,3.0,19.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,40.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0
133.1,100.0,13.9,-0.3,0.79,1.0,39.0,1.0,9085.0,1.0,19.0,1.0,37.0,37.0,9.0,9.0,1.0,0.0,1.0,0.0,0.0,1.0,26.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0
133.1,106.0,7.6,2.6,0.32,1.0,39.0,1.0,9500.0,1.0,19.0,1.0,38.0,38.0,9.0,8.0,1.0,0.0,0.0,1.0,1.0,0.0,24.0,0.0,0.0,7.0,7.0,6.0,1.0,0.0,7.0,7.0,6.0,1.0,2
125.0,115.6,16.2,0.3,-0.92,1.0,1.0,5.0,9500.0,1.0,1.0,1.0,1.0,1.0,3.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,7.0,9.0,6.0,0.0,0.0,7.0,9.0,6.0,0.0,1
141.0,133.3,13.9,-0.3,0.79,1.0,43.0,1.0,9670.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,18.0,0.0,0.0,6.0,13.0,4.0,0.0,0.0,6.0,8.0,5.0,0.0,1
137.0,124.5,16.2,0.3,-0.92,1.0,39.0,1.0,9254.0,1.0,39.0,1.0,1.0,1.0,5.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,26.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0
150.0,120.0,9.4,-0.8,-3.12,2.0,39.0,2.0,9991.0,0.0,1.0,1.0,37.0,37.0,9.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,43.0,0.0,0.0,5.0,11.0,3.0,0.0,1.0,5.0,10.0,4.0,0.0,1
123.0,122.3,7.6,2.6,0.32,1.0,1.0,1.0,9085.0,1.0,1.0,1.0,30.0,19.0,4.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,5.0,6.0,5.0,0.0,0.0,5.0,7.0,5.0,0.0,2
120.0,120.0,9.4,-0.8,-3.12,2.0,2.0,1.0,9147.0,1.0,2.0,1.0,37.0,37.0,9.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,57.0,0.0,12.0,15.0,17.0,12.0,0.0,9.0,14.0,16.0,9.0,0.0,0
137.0,126.3,9.4,-0.8,-3.12,1.0,1.0,6.0,9500.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,8.0,8.0,8.0,0.0,0.0,8.0,8.0,8.0,0.0,2
145.0,129.3,10.8,1.4,1.74,1.0,1.0,1.0,9238.0,1.0,1.0,1.0,1.0,19.0,9.0,9.0,0.0,0.0,1.0,1.0,0.0,1.0,19.0,0.0,0.0,6.0,11.0,3.0,0.0,0.0,6.0,9.0,4.0,0.0,2
112.0,111.0,9.4,-0.8,-3.12,1.0,1.0,2.0,9853.0,1.0,1.0,1.0,3.0,1.0,3.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,21.0,0.0,0.0,6.0,8.0,5.0,0.0,0.0,6.0,9.0,5.0,0.0,2
133.1,100.0,9.4,-0.8,-3.12,1.0,39.0,1.0,9670.0,1.0,19.0,1.0,1.0,1.0,4.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,5.0,5.0,5.0,0.0,0
124.0,123.3,13.9,-0.3,0.79,1.0,17.0,2.0,9254.0,1.0,1.0,41.0,19.0,38.0,9.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,22.0,1.0,0.0,6.0,7.0,6.0,0.0,0.0,6.0,6.0,6.0,0.0,2
135.0,137.1,7.6,2.6,0.32,1.0,1.0,1.0,9853.0,1.0,1.0,1.0,19.0,12.0,9.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0,6.0,7.0,6.0,0.0,2
138.0,127.2,15.5,2.8,-4.06,1.0,1.0,6.0,9500.0,1.0,1.0,1.0,37.0,37.0,9.0,8.0,1.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,7.0,8.0,7.0,0.0,0.0,8.0,8.0,8.0,0.0,2
122.0,121.7,9.4,-0.8,-3.12,1.0,17.0,1.0,9130.0,1.0,1.0,1.0,19.0,19.0,9.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0
133.0,123.2,9.4,-0.8,-3.12,1.0,17.0,6.0,9147.0,1.0,1.0,1.0,19.0,38.0,5.0,6.0,1.0,0.0,0.0,1.0,1.0,0.0,20.0,0.0,0.0,5.0,7.0,3.0,1.0,0.0,5.0,12.0,2.0,0.0,1
130.0,127.6,10.8,1.4,1.74,1.0,43.0,2.0,9670.0,1.0,1.0,1.0,19.0,1.0,4.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,22.0,0.0,4.0,6.0,6.0,6.0,0.0,0.0,6.0,11.0,4.0,0.0,0
143.0,155.3,11.1,0.6,2.02,1.0,1.0,1.0,171.0,1.0,1.0,1.0,12.0,12.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
120.0,114.8,10.8,1.4,1.74,1.0,17.0,2.0,8014.0,0.0,1.0,1.0,19.0,1.0,5.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,6.0,8.0,4.0,0.0,0.0,6.0,8.0,4.0,0.0,2
120.0,155.7,10.8,1.4,1.74,1.0,39.0,1.0,9991.0,0.0,12.0,1.0,37.0,38.0,5.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,33.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,5.0,6.0,5.0,0.0,2
144.0,128.0,10.8,1.4,1.74,1.0,1.0,3.0,9500.0,1.0,1.0,1.0,38.0,38.0,5.0,7.0,1.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,8.0,11.0,7.0,0.0,0.0,8.0,11.0,7.0,0.0,2
150.0,150.2,9.4,-0.8,-3.12,1.0,43.0,5.0,9853.0,1.0,1.0,1.0,34.0,34.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,6.0,9.0,4.0,1.0,0.0,5.0,5.0,0.0,5.0,0
140.0,131.1,11.1,0.6,2.02,1.0,17.0,5.0,9500.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,7.0,7.0,7.0,0.0,0.0,8.0,8.0,8.0,0.0,2
133.1,126.0,13.9,-0.3,0.79,4.0,42.0,1.0,9500.0,1.0,19.0,1.0,1.0,1.0,5.0,5.0,1.0,0.0,0.0,1.0,1.0,0.0,29.0,0.0,2.0,7.0,10.0,5.0,0.0,1.0,8.0,10.0,5.0,0.0,0
153.0,131.8,7.6,2.6,0.32,1.0,1.0,3.0,9500.0,1.0,1.0,6.0,37.0,37.0,9.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,18.0,1.0,0.0,7.0,7.0,6.0,0.0,0.0,7.0,7.0,6.0,0.0,2
135.0,121.0,12.4,0.5,1.79,1.0,1.0,3.0,9238.0,1.0,1.0,1.0,1.0,12.0,9.0,10.0,1.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,6.0,7.0,6.0,0.0,0.0,6.0,6.0,6.0,0.0,2
133.1,156.4,13.9,-0.3,0.79,1.0,39.0,1.0,9130.0,1.0,19.0,1.0,37.0,37.0,9.0,10.0,1.0,0.0,1.0,1.0,1.0,0.0,44.0,0.0,0.0,6.0,9.0,5.0,0.0,0.0,6.0,11.0,0.0,0.0,0
125.0,118.0,8.9,1.4,3.51,1.0,17.0,4.0,9147.0,1.0,1.0,1.0,19.0,19.0,5.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,5.0,7.0,5.0,0.0,0.0,5.0,6.0,5.0,0.0,2
133.1,135.5,11.1,0.6,2.02,1.0,39.0,1.0,8014.0,0.0,19.0,1.0,37.0,37.0,9.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,58.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0
140.0,140.0,12.4,0.5,1.79,1.0,7.0,1.0,9500.0,1.0,3.0,1.0,3.0,19.0,2.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,27.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0
132.0,119.1,9.4,-0.8,-3.12,1.0,1.0,5.0,9119.0,1.0,1.0,1.0,38.0,19.0,5.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,5.0,11.0,0.0,0.0,0.0,5.0,8.0,0.0,0.0,0
168.0,161.0,16.2,0.3,-0.92,1.0,1.0,1.0,9500.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,0.0,0.0,1.0,1.0,0.0,18.0,0.0,0.0,7.0,7.0,7.0,0.0,0.0,8.0,9.0,0.0,0.0,0
