s12,s13,s14,s15,s16,s21,s23,s24,s25,s26,s31,s32,s34,s35,s36,s41,s42,s43,s45,s46,s51,s52,s53,s54,s56,s61,s62,s63,s64,s65,label
-0.002865,0.006617,-0.002163,0.003222,-0.000159,-6.7e-05,-0.00068,0.001203,-0.001263,0.001515,-0.00754,-0.001309,-0.000454,0.00019,0.001722,-0.003012,0.000842,-0.001094,0.001246,-0.000237,-0.001254,0.001122,0.001551,-0.011509,-0.001311,-0.001003,0.000948,7.8e-05,0.002676,-0.002263,0
-0.003875,0.005264,-0.000905,0.003112,0.000599,-0.000767,0.000175,0.000534,-0.001815,0.000969,-0.008729,-0.000862,-0.000744,-0.000115,0.001733,-0.003538,0.001129,-0.002107,0.001395,-0.000315,-0.000859,0.001138,0.000998,-0.011916,-0.001295,-0.001091,0.00088,-0.000316,0.003046,-0.002186,0
-0.003647,0.002909,-0.000949,0.003683,-0.000905,-0.000343,-0.000311,0.001744,-0.000894,0.001363,-0.007982,-0.001536,-0.000591,-0.00016,0.000557,-0.002992,0.000998,-0.001958,0.001316,-0.00038,-0.00036,0.000887,0.000374,-0.012256,-0.001632,-0.000747,0.000979,-0.000396,0.003279,-0.00169,0
-0.001902,0.006366,-0.0019,0.002809,-3.2e-05,0.000253,-0.000469,0.001187,-0.001275,0.001224,-0.007539,-0.001369,-0.000616,0.000168,0.001343,-0.003126,0.001042,-0.001343,0.001194,-0.00042,-0.000986,0.001246,0.001599,-0.011296,-0.001469,-0.00092,0.000878,-0.000206,0.00278,-0.002405,0
-0.002713,0.004375,-0.001696,0.001968,5.4e-05,0.000204,-0.000298,0.000976,-0.000871,0.000956,-0.004921,-0.000889,-0.000594,0.000111,0.000682,-0.002009,0.00082,-0.00116,0.000911,-0.000141,-0.000687,0.000609,0.002702,-0.007524,-0.000999,-0.000572,0.000552,9e-06,0.001759,-0.001559,1
-0.002405,0.003651,-0.001703,-0.002639,0.001561,-0.000602,0.000779,-0.000513,-0.001602,0.000489,-0.005888,-0.000794,-0.000474,-0.00023,0.000648,-0.002511,0.000821,-0.001115,0.001073,0.000162,-0.000666,0.000749,0.002413,-0.00682,-0.00117,-0.000501,0.000474,-0.00028,0.001861,-0.001422,1
-0.002168,0.003534,-0.002338,-0.002757,0.000243,0.000219,0.000439,-0.000704,-0.000942,0.001152,-0.0047,-0.000979,-0.000361,0.000187,0.000993,-0.001934,0.000632,-0.000873,0.000776,-5e-06,-0.001079,0.000507,0.002787,-0.007456,-0.000911,-0.000598,0.000537,-8.9e-05,0.001856,-0.001602,0
-0.004182,0.004022,8.8e-05,0.003902,-0.00068,-0.001491,0.00024,0.001224,-0.000799,0.001895,-0.008918,-0.0021,-0.000728,0.000275,0.000625,-0.003506,0.000878,-0.001955,0.001406,-0.000273,-0.000421,0.000877,0.001087,-0.011562,-0.001769,-0.000664,0.000842,-0.000232,0.002752,-0.002121,0
-0.002845,0.006541,-0.00225,0.003417,-0.000153,-2.7e-05,-0.000601,0.001138,-0.001453,0.001649,-0.007562,-0.001071,-0.000484,0.000211,0.001629,-0.003096,0.000836,-0.001342,0.001127,-0.000413,-0.001288,0.001112,0.001722,-0.011681,-0.001374,-0.00106,0.001096,-8.5e-05,0.002761,-0.002306,0
-0.001509,0.0032,-0.00214,-0.003709,0.001151,-5.3e-05,0.00085,-0.000639,-0.001409,0.000422,-0.005326,-0.000912,-0.000421,-0.000162,0.000765,-0.002305,0.001032,-0.001017,0.000934,5e-06,-0.000881,0.000701,0.002521,-0.007435,-0.000916,-0.000508,0.000532,-0.000203,0.002062,-0.001495,0
-0.002186,0.001806,-0.002416,-0.002867,0.000342,-0.000469,0.000391,-0.000431,-0.00044,0.000719,-0.005213,-0.001284,-0.000295,-5.1e-05,0.000476,-0.002094,0.000698,-0.001322,0.000924,-0.000298,-0.000185,0.000596,0.002351,-0.008015,-0.001057,-0.000355,0.000744,-0.000268,0.00188,-0.001469,0
-0.001989,0.001993,-0.002219,-0.002532,0.000712,-0.000867,0.000353,-0.000666,-0.00041,0.000667,-0.005128,-0.001298,-0.000334,-4e-06,0.000372,-0.002258,0.00071,-0.001077,0.000843,-0.000147,-0.000226,0.000494,0.002623,-0.008192,-0.001127,-0.00032,0.000649,-0.000165,0.002018,-0.001539,1
-0.002736,0.002931,-0.00032,0.002664,0.000355,-0.001237,2.2e-05,0.00057,-0.001388,0.000647,-0.005735,-0.001308,-0.000279,9.3e-05,0.000651,-0.002355,0.000333,-0.001179,0.001096,-6.5e-05,-0.000463,0.000454,0.001701,-0.007641,-0.000966,-0.000384,0.000552,-0.000184,0.001679,-0.001348,1
-0.003844,0.005809,-0.000977,0.003078,0.001,-0.000155,-0.000456,0.001311,-0.001516,0.000979,-0.00844,-0.001563,-0.000724,-0.000278,0.001145,-0.003545,0.001513,-0.001642,0.001226,-2.8e-05,-0.001229,0.00135,0.0016,-0.011116,-0.001604,-0.000845,0.000918,-0.000254,0.002975,-0.002312,0
-0.004115,0.004546,0.000117,0.004031,0.000306,-0.001215,0.000276,0.001129,-0.00089,0.00167,-0.008784,-0.001847,-0.000753,0.000165,0.000199,-0.003349,0.000505,-0.0026,0.001466,-0.000192,0.000123,0.001249,0.000327,-0.012768,-0.002084,-0.000885,0.000946,-0.000209,0.002453,-0.002347,1
-0.001685,0.004066,-0.002111,-0.003284,0.000425,0.000367,0.000636,-0.000345,-0.000946,0.001062,-0.005047,-0.001216,-0.000533,-2.7e-05,0.000631,-0.00203,0.001042,-0.001129,0.000874,-0.000161,-0.000529,0.000673,0.0023,-0.007485,-0.001015,-0.000443,0.000585,-0.000115,0.001688,-0.001531,1
-0.003206,0.003148,-0.000317,0.002567,0.000362,-0.001273,-7.9e-05,0.000516,-0.001522,0.00066,-0.005843,-0.001132,-0.000299,9.3e-05,0.000581,-0.002442,0.00028,-0.001085,0.001024,-3.4e-05,-0.000466,0.000396,0.00144,-0.007428,-0.001028,-0.000426,0.000519,-0.000143,0.001699,-0.001329,1
-0.001168,0.006295,-0.002335,0.003412,0.000134,0.000235,-0.000664,0.001607,-0.000989,0.001364,-0.007831,-0.001546,-0.000672,-6.9e-05,0.001103,-0.002986,0.00115,-0.001316,0.00109,-0.00038,-0.000838,0.001395,0.001305,-0.011592,-0.001572,-0.000814,0.000804,-0.000315,0.002685,-0.002342,0
-0.002548,0.002546,-0.001253,0.003335,0.000191,-0.001122,-0.000614,0.000792,-0.000171,0.000643,-0.004754,-0.001342,-0.000413,-4.3e-05,0.000445,-0.002352,0.000862,-0.000937,0.000972,-0.000221,-0.000317,0.000425,0.002957,-0.008088,-0.000984,-0.000382,0.000573,-0.000107,0.001844,-0.00152,1
-0.001832,0.004526,-0.001874,0.002597,6.5e-05,-0.000299,-0.000829,0.000878,-0.00093,0.00105,-0.005231,-0.000873,-3.4e-05,-4.8e-05,0.001284,-0.002178,0.000656,-0.000742,0.000926,-0.000122,-0.001017,0.000583,0.002258,-0.007718,-0.000844,-0.000629,0.000577,8.2e-05,0.001513,-0.001467,1
-0.003776,0.005946,-0.001887,0.003179,2.9e-05,0.000217,-0.000463,0.001369,-0.001485,0.001344,-0.008428,-0.001362,-0.000612,-5.9e-05,0.001499,-0.003146,0.001211,-0.001342,0.001241,-0.000359,-0.001077,0.001224,0.001223,-0.011259,-0.00143,-0.000961,0.000855,-7.7e-05,0.002824,-0.002367,0
-0.002536,0.00174,-0.001574,-0.002957,0.000772,-0.000717,0.00079,-0.000371,-0.000944,0.001229,-0.005367,-0.001284,-0.000514,6.3e-05,8.5e-05,-0.002181,0.000344,-0.00183,0.001023,5e-05,-3.9e-05,0.000792,0.0023,-0.008365,-0.001298,-0.000573,0.000577,-0.000175,0.001513,-0.001562,1
-0.002237,0.001562,-0.001534,-0.002387,0.000175,-0.001062,0.000926,-0.000331,-0.000491,0.001208,-0.005856,-0.001505,-0.000493,0.000119,0.000333,-0.002254,0.00041,-0.001341,0.000953,5.9e-05,-0.000394,0.000548,0.002189,-0.00813,-0.001202,-0.000399,0.000531,-0.000173,0.001506,-0.001364,1
-0.003307,0.003183,-0.000834,0.002889,-4.3e-05,-0.000894,-0.000731,0.000822,-0.000527,0.000891,-0.005593,-0.001964,-0.000279,-4.2e-05,0.000523,-0.002141,0.000505,-0.001304,0.000888,-0.000108,-0.000247,0.000476,0.002294,-0.008041,-0.001232,-0.000427,0.000668,-0.000371,0.001816,-0.001223,1
-0.00112,0.001635,-0.001867,-0.003191,0.00154,-0.000547,0.001068,-0.000586,-0.001526,0.000203,-0.005288,-0.00142,-0.0003,-4.9e-05,0.001147,-0.002487,0.000626,-0.000821,0.00111,2.7e-05,-0.000803,0.000667,0.002534,-0.007658,-0.000799,-0.00059,0.000598,-7.5e-05,0.002136,-0.001505,0
-0.003453,0.00314,-0.000342,0.004621,2.6e-05,-0.000984,0.000234,0.001618,-0.000638,0.001311,-0.007985,-0.001051,-0.000698,-0.000143,0.000617,-0.003012,0.000809,-0.002056,0.001526,-0.000173,-0.0004,0.001267,0.000772,-0.013063,-0.001727,-0.000717,0.000715,-0.000366,0.003238,-0.001881,0
-0.001792,0.00171,-0.001824,-0.002801,0.000391,-0.0012,0.001755,-0.000958,-0.00095,0.000448,-0.005513,-0.001046,-4.8e-05,3.1e-05,0.001385,-0.002315,0.000526,-0.000916,0.000841,-5.1e-05,-0.000812,0.000608,0.002126,-0.007891,-0.000799,-0.000508,0.000653,-0.000222,0.002261,-0.001576,0
-0.003036,0.002851,-0.000222,0.00274,-0.000253,-0.00137,7.4e-05,0.000622,-0.001077,0.000793,-0.005891,-0.001362,-0.000402,0.000176,0.00048,-0.002335,0.000235,-0.001191,0.000994,-9e-06,-0.000531,0.000436,0.001797,-0.007679,-0.001079,-0.0004,0.000505,-0.000172,0.001645,-0.001311,1
-0.002714,0.002454,-0.001614,-0.002876,0.000563,-0.001061,0.000694,-0.000438,-0.000756,0.001327,-0.005772,-0.001212,-0.000637,0.000236,0.000178,-0.002147,0.000408,-0.001546,0.000812,8.2e-05,-0.000266,0.000647,0.001891,-0.008162,-0.001233,-0.00061,0.000555,-0.000266,0.001283,-0.00158,1
-0.002083,0.001458,-0.002195,-0.002902,1.6e-05,-0.000292,0.000672,-0.000264,-0.000683,0.000917,-0.005533,-0.001277,-0.000301,-4.4e-05,0.000275,-0.00203,0.000585,-0.00154,0.000938,-0.000128,-3.7e-05,0.000754,0.001635,-0.008402,-0.001184,-0.000406,0.000724,-0.000248,0.001908,-0.001376,1
-0.001953,0.001687,-0.002358,-0.002588,0.000333,-0.000533,0.000504,-0.000244,-0.000421,0.000629,-0.005007,-0.001029,-0.000286,-9e-05,0.000383,-0.002142,0.000672,-0.001186,0.000864,-0.000222,-0.000101,0.000515,0.002399,-0.008231,-0.001062,-0.000336,0.000697,-0.000248,0.001947,-0.00136,1
-0.001987,0.001918,-0.001377,-0.002709,0.001541,-0.000533,0.001074,-0.000412,-0.001359,0.000326,-0.005658,-0.001436,-0.000245,-8.3e-05,0.001086,-0.002561,0.00074,-0.000877,0.001234,6.1e-05,-0.000591,0.000491,0.002907,-0.007532,-0.000856,-0.000514,0.000664,-0.000103,0.001988,-0.001479,0
-0.002247,0.006796,-0.002217,0.003562,-9.8e-05,-0.000333,-0.000854,0.001136,-0.001567,0.00143,-0.007649,-0.001213,-0.000178,0.000136,0.001949,-0.003379,0.000707,-0.00113,0.001055,-0.000359,-0.001486,0.001219,0.001281,-0.01186,-0.001346,-0.001023,0.001054,-1.1e-05,0.002595,-0.002276,0
-0.001828,0.005706,-0.002046,0.004098,-2.5e-05,-0.000442,-0.000965,0.001733,-0.00149,0.001039,-0.007878,-0.001975,-0.000395,8.9e-05,0.001961,-0.002915,0.000917,-0.000743,0.001217,-0.000277,-0.001212,0.001162,0.001382,-0.011917,-0.001419,-0.000906,0.000938,3.2e-05,0.002351,-0.002342,0
-0.002093,0.001476,-0.001418,-0.002885,0.000726,-0.000622,0.000878,-0.000417,-0.00076,0.001115,-0.005258,-0.001246,-0.000468,2e-05,0.000307,-0.00216,0.000489,-0.00184,0.001084,3.4e-05,-9.1e-05,0.000751,0.002611,-0.008485,-0.001252,-0.00047,0.00057,-0.000204,0.001756,-0.001578,0
-0.001435,0.004231,-0.001906,0.002482,8.3e-05,-0.000295,-0.000802,0.001112,-0.000827,0.001019,-0.005267,-0.001127,-0.00014,-1e-06,0.00115,-0.00215,0.000719,-0.000751,0.00098,-0.000161,-0.000962,0.000683,0.002317,-0.007771,-0.000884,-0.000464,0.000549,0.000106,0.001404,-0.001521,0
-0.001303,0.00504,-0.001749,0.004131,4.8e-05,-0.000327,-0.001561,0.00126,-0.001155,0.001351,-0.008564,-0.001175,-8.9e-05,-0.000395,0.001795,-0.003034,0.001352,-0.000643,0.001128,-0.000436,-0.001657,0.001506,0.001095,-0.011687,-0.001358,-0.000997,0.000913,0.000196,0.002334,-0.002024,0
-0.002404,0.001738,-0.0015,-0.00229,-2.7e-05,-0.00124,0.000985,-0.000484,-0.000779,0.000846,-0.005727,-0.00128,-0.000377,0.000242,0.000455,-0.002342,0.000237,-0.00128,0.000903,3e-06,-0.000502,0.000512,0.002022,-0.007981,-0.001088,-0.000369,0.000561,-0.000115,0.001575,-0.00139,1
-0.00336,0.006472,-0.001092,0.002701,0.000448,-0.001909,-8.5e-05,0.000741,-0.002307,0.001445,-0.008779,-3.4e-05,-0.000898,0.000123,0.000927,-0.003923,0.000692,-0.001419,0.001347,-0.000141,-0.000719,0.001271,0.000486,-0.010195,-0.001703,-0.00116,0.000652,-0.000571,0.002888,-0.002043,0
-0.003077,0.003067,-0.000346,0.002486,0.000158,-0.001299,-1.2e-05,0.000489,-0.00137,0.000577,-0.00592,-0.001183,-0.00037,0.000108,0.000513,-0.002436,0.000328,-0.00112,0.001,-3e-05,-0.000494,0.00041,0.001603,-0.007522,-0.001063,-0.000408,0.000497,-0.000198,0.001725,-0.001269,1
-0.003219,0.003244,-0.000829,0.002528,0.001049,-0.000931,-6.2e-05,0.000666,-0.001471,0.000386,-0.005912,-0.000977,-0.00035,-6.5e-05,0.000821,-0.002425,0.000552,-0.00111,0.001175,4.8e-05,-0.000569,0.000594,0.001984,-0.007172,-0.001018,-0.000493,0.000571,-8.2e-05,0.001779,-0.001407,1
-0.003061,0.00247,-0.001027,0.002835,-0.000438,-0.000401,-0.000639,0.001033,-0.000416,0.00082,-0.005302,-0.001143,-0.000293,-6.8e-05,0.000343,-0.002094,0.000689,-0.001338,0.000921,-0.000279,-0.000181,0.000614,0.001971,-0.008297,-0.001159,-0.000361,0.000689,-0.000305,0.001887,-0.001338,1
-0.002343,0.001535,-0.001428,-0.002776,0.000681,-0.000799,0.000895,-0.000377,-0.00086,0.001303,-0.00561,-0.001603,-0.000507,9.9e-05,0.000164,-0.002185,0.000409,-0.001639,0.000987,8.2e-05,-9.9e-05,0.000674,0.002343,-0.008486,-0.001292,-0.000493,0.000624,-0.000152,0.001539,-0.001569,1
-0.001266,0.000951,-0.002333,-0.003366,0.000123,-0.00045,0.000801,-0.000202,-0.00072,0.00073,-0.005215,-0.001006,-0.000309,-7.6e-05,0.000376,-0.002123,0.000879,-0.00149,0.000944,-0.00011,-0.000225,0.001002,0.002075,-0.008505,-0.001082,-0.000436,0.000611,-0.000365,0.001933,-0.001504,1
-0.002992,0.002636,-0.001108,0.002941,-0.000343,-0.000485,-0.000668,0.001007,-0.000631,0.000859,-0.00542,-0.001485,-0.000303,-6.7e-05,0.000324,-0.002105,0.00074,-0.001296,0.000909,-0.000164,-0.000114,0.000568,0.002123,-0.008187,-0.001183,-0.000372,0.000761,-0.000218,0.001857,-0.001394,0
-0.003523,0.004658,-0.000771,0.003552,-0.000843,-0.001635,-3.3e-05,0.000851,-0.001376,0.001005,-0.00892,-0.001086,-0.000614,0.000403,0.001437,-0.003518,0.00016,-0.001841,0.001043,-0.000232,-0.000316,0.00103,-8.2e-05,-0.011215,-0.001542,-0.000979,0.000784,-0.000363,0.00321,-0.002112,0
-0.003879,0.005515,-0.001275,0.003212,0.001218,-0.000458,-9.9e-05,0.001095,-0.002008,0.001074,-0.008619,-0.001396,-0.000482,-0.000263,0.001293,-0.003754,0.001398,-0.001445,0.001429,-0.000104,-0.000958,0.001152,0.001532,-0.011249,-0.001437,-0.000841,0.000936,-0.000243,0.00313,-0.002535,0
-0.00066,0.004021,-0.002232,-0.002672,0.000446,4.9e-05,-0.000231,-0.00059,-0.001093,0.000991,-0.005454,-0.001518,-6.2e-05,-0.00022,0.001349,-0.002182,0.000909,-0.000877,0.001008,-0.000217,-0.001269,0.000619,0.002792,-0.007616,-0.000906,-0.000645,0.000693,9.5e-05,0.001574,-0.0015,0
-0.002469,0.001855,-0.002275,-0.00365,0.000768,-0.000541,0.001235,-0.000753,-0.000847,0.00121,-0.005423,-0.001092,-0.000675,0.000311,0.000564,-0.002167,-0.000113,-0.00177,0.000756,4e-05,-0.000427,0.000646,0.002109,-0.008788,-0.001148,-0.000678,0.000554,-0.000246,0.00198,-0.001435,0
-0.001145,0.004014,-0.002359,-0.003335,0.000306,0.000319,0.00041,-9.3e-05,-0.000843,0.001059,-0.004994,-0.001321,-0.000538,-8e-06,0.00079,-0.001986,0.000891,-0.001083,0.000886,-0.000151,-0.000646,0.000664,0.002869,-0.007529,-0.001084,-0.00044,0.00048,-0.000149,0.001564,-0.001515,1
-0.002203,0.002298,-0.001574,-0.002789,0.001379,-0.000251,0.000908,-0.000516,-0.001425,0.000518,-0.005392,-0.001344,-0.000301,-0.00013,0.001086,-0.002445,0.000705,-0.000739,0.00109,0.000159,-0.000768,0.000704,0.00271,-0.007537,-0.000896,-0.00056,0.000582,-9.8e-05,0.001851,-0.001653,0
-0.001501,0.004268,-0.00199,0.002369,2.5e-05,1.6e-05,-0.000559,0.001198,-0.000787,0.000864,-0.005025,-0.001122,-0.00047,-0.0,0.000724,-0.002011,0.000768,-0.000945,0.00085,-0.000156,-0.000571,0.000833,0.002754,-0.007698,-0.001046,-0.000428,0.000518,-0.000156,0.00145,-0.001572,0
-0.003152,0.002639,-0.000936,0.002742,-0.000615,-0.000383,-0.000596,0.001037,-0.000599,0.000802,-0.005529,-0.001234,-0.000239,-4.4e-05,0.000289,-0.001995,0.00069,-0.001326,0.000917,-0.000168,-4.8e-05,0.000635,0.001742,-0.008276,-0.001177,-0.000419,0.000682,-0.000239,0.001779,-0.001371,1
-0.002425,0.003247,-0.001682,-0.003025,0.000299,0.000381,0.000842,-0.000429,-0.001175,0.001099,-0.005107,-0.001332,-0.000444,4.5e-05,0.000766,-0.002082,0.000862,-0.001205,0.001073,-0.000171,-0.000652,0.00067,0.002555,-0.007536,-0.000959,-0.000529,0.000546,-7.7e-05,0.001732,-0.001579,1
-0.003014,0.004653,-0.001162,0.00292,0.000448,0.000193,-1.8e-05,0.000912,-0.002032,0.000805,-0.008898,-0.001495,-0.000628,0.000188,0.001513,-0.003161,0.000834,-0.002025,0.001206,-0.000225,-0.000921,0.00093,0.001146,-0.011994,-0.001262,-0.000966,0.000901,-0.000124,0.002928,-0.002316,0
-0.002264,0.000994,-0.002295,-0.00322,-0.000116,-0.000458,0.000492,-0.000212,-0.000547,0.000548,-0.005587,-0.00108,-0.000256,-0.000102,0.000531,-0.002158,0.000421,-0.00142,0.000901,-0.000157,1.8e-05,0.000841,0.001877,-0.008224,-0.001095,-0.000526,0.000669,-0.000427,0.001841,-0.001391,1
-0.002643,0.006666,-0.001708,0.00287,0.001627,-0.00137,-0.000211,0.001165,-0.001925,0.001007,-0.008365,-0.000662,-0.000987,-0.000347,0.001148,-0.003856,0.001079,-0.001647,0.001347,-0.000141,-0.001034,0.001456,0.001499,-0.010901,-0.001681,-0.00108,0.000551,-0.000603,0.003137,-0.002052,0
-0.002454,0.002548,-0.00204,-0.00305,0.000486,-0.001392,0.000794,-0.000816,-0.001778,0.000572,-0.005629,-0.000672,-0.000476,0.000105,0.000598,-0.002571,0.00044,-0.001003,0.000911,-5.1e-05,-0.000576,0.000673,0.001507,-0.007518,-0.001175,-0.000596,0.000408,-0.000369,0.001692,-0.001438,1
-0.002648,0.002966,-0.000306,0.004048,-0.000434,-0.001254,0.000334,0.001076,-0.001007,0.001424,-0.008285,-0.001277,-0.000564,0.000402,0.001453,-0.003552,-0.00016,-0.001925,0.001309,-8.8e-05,-0.000422,0.001469,0.000609,-0.011918,-0.001428,-0.000686,0.000742,-0.00017,0.003314,-0.002088,0
-0.002426,0.004675,-0.001744,0.002141,-7e-05,0.000165,-0.000371,0.001013,-0.000757,0.001199,-0.004804,-0.000798,-0.000464,0.000144,0.000774,-0.001937,0.000816,-0.001099,0.000885,-0.000152,-0.000637,0.00064,0.002533,-0.007499,-0.000947,-0.000472,0.000579,-9.8e-05,0.001665,-0.001553,1
-0.002274,0.00676,-0.001737,0.00349,-0.000225,-0.000433,-0.000138,0.000779,-0.001651,0.001268,-0.008127,-0.001045,-0.000448,9.5e-05,0.001775,-0.003041,0.00067,-0.001583,0.001109,-0.00024,-0.001182,0.001131,0.001118,-0.011983,-0.001238,-0.001078,0.000955,-5.7e-05,0.00299,-0.002386,0
-0.00261,0.002024,-0.001407,-0.002568,0.000297,-0.001052,0.000911,-0.000355,-0.000646,0.001448,-0.005971,-0.001455,-0.000564,0.000177,0.000283,-0.002314,0.000438,-0.001412,0.000923,0.000113,-0.000309,0.000563,0.002176,-0.00816,-0.00127,-0.000437,0.000498,-0.000274,0.001488,-0.001483,1
-0.001519,0.003779,-0.002519,-0.003573,0.000238,0.00012,0.000644,-0.00057,-0.000998,0.000646,-0.005098,-0.000674,-0.000339,2.2e-05,0.001047,-0.001995,0.000445,-0.000993,0.000929,-5.3e-05,-0.000737,0.00045,0.00282,-0.008066,-0.000856,-0.000519,0.000406,-0.000103,0.001866,-0.001567,0
-0.002585,0.002309,-0.000438,0.003101,-0.000143,-0.000677,-4.1e-05,0.001089,-0.000618,0.000954,-0.005138,-0.000752,-0.000422,-1.2e-05,0.000259,-0.002191,0.000686,-0.001595,0.000999,0.0,2.5e-05,0.000782,0.00214,-0.008503,-0.001133,-0.000367,0.000613,-0.00023,0.001807,-0.001533,1
-0.003357,0.004045,-0.00062,0.002116,0.000875,-0.001148,-0.000105,0.00054,-0.00191,0.00076,-0.00589,-0.000502,-0.000398,-1.3e-05,0.000546,-0.002495,0.0006,-0.001043,0.001056,7.6e-05,-0.000457,0.000585,0.001498,-0.006971,-0.00108,-0.000481,0.000453,-0.000239,0.001699,-0.00137,1
-0.002559,0.003755,-0.000753,0.003588,0.000993,-0.001616,-0.00015,0.000788,-0.002243,0.000803,-0.008613,-0.001702,-0.000312,0.000116,0.001586,-0.003859,0.000634,-0.0013,0.001411,-0.000238,-0.000833,0.001017,0.0002,-0.011273,-0.001293,-0.000935,0.00097,-0.000158,0.0033,-0.001833,0
-0.001963,0.001157,-0.002006,-0.002881,0.000535,-0.001195,0.000906,-0.000625,-0.001278,0.000494,-0.005574,-0.001656,-0.000245,0.000201,0.00085,-0.002438,0.00031,-0.000941,0.000977,-1.5e-05,-0.000637,0.000613,0.001817,-0.007704,-0.000893,-0.000453,0.000577,-0.00014,0.001799,-0.001377,1
-0.003009,0.002405,-0.000373,0.003259,7.2e-05,-0.00076,0.000118,0.001016,-0.000552,0.000922,-0.005194,-0.000833,-0.000488,2.5e-05,0.000192,-0.002215,0.000472,-0.00176,0.000968,7.1e-05,1.5e-05,0.000811,0.00221,-0.008784,-0.001206,-0.000357,0.000552,-0.000148,0.001633,-0.001533,1
-0.004777,0.004254,-0.000737,0.003469,-0.000698,-0.001737,9.5e-05,0.000991,-0.001535,0.0017,-0.008912,-0.00165,-0.000718,0.000386,0.000757,-0.0037,0.000421,-0.001544,0.001159,-0.00023,-0.000755,0.001145,0.000182,-0.011388,-0.001781,-0.000927,0.000761,-0.000542,0.002581,-0.001899,0
-0.002027,0.001799,-0.002427,-0.002586,7.8e-05,-0.000276,0.000475,-0.000154,-0.000541,0.00087,-0.00527,-0.001196,-0.000319,-0.000129,0.000399,-0.002032,0.000753,-0.001237,0.000857,-0.000232,-8.7e-05,0.000573,0.002007,-0.008363,-0.001094,-0.000386,0.000699,-0.000198,0.001908,-0.001347,1
-0.002173,0.001408,-0.001721,-0.002765,0.000668,-0.000655,0.000955,-0.000406,-0.000539,0.000911,-0.005354,-0.000956,-0.000437,6.3e-05,0.000258,-0.002075,0.00036,-0.001691,0.000983,7e-05,-3.9e-05,0.000808,0.0023,-0.008817,-0.001228,-0.000444,0.000609,-0.00019,0.001719,-0.001536,1
-0.001022,0.00373,-0.002967,-0.00383,0.000376,-5.8e-05,0.000241,-0.00054,-0.001041,0.000642,-0.004777,-0.001032,-0.000195,0.000156,0.001198,-0.001914,0.000592,-0.000666,0.000873,-4.6e-05,-0.000978,0.000631,0.002535,-0.007786,-0.000764,-0.000607,0.000545,6e-06,0.001826,-0.001479,0
-0.002022,0.001579,-0.00194,-0.00343,0.000773,-0.000732,0.000792,-0.000499,-0.000959,0.000816,-0.004991,-0.001354,-0.000481,0.000117,0.000357,-0.002124,0.00027,-0.001696,0.000885,3.2e-05,-0.000217,0.000841,0.002156,-0.008601,-0.001117,-0.000608,0.000592,-0.000264,0.001806,-0.001491,0
-0.002199,0.001528,-0.001483,-0.002705,0.000434,-0.000951,0.000975,-0.00042,-0.000659,0.001215,-0.005432,-0.001224,-0.000442,0.000159,0.000147,-0.002251,0.000564,-0.001442,0.000968,9.6e-05,-6.8e-05,0.000689,0.002034,-0.008636,-0.001232,-0.000389,0.00053,-0.000213,0.00145,-0.001494,1
-0.002712,0.003193,-0.00161,-0.002605,0.001486,-0.000824,0.00101,-0.000518,-0.001861,0.000702,-0.005929,-0.000913,-0.000422,-8.7e-05,0.000846,-0.002477,0.000749,-0.001084,0.001111,0.000132,-0.000577,0.000551,0.002128,-0.007035,-0.001005,-0.000508,0.000488,-0.000203,0.001904,-0.001333,0
-0.00222,0.003722,-0.001805,-0.003164,0.001198,-3.8e-05,0.000806,-0.00045,-0.001263,0.000543,-0.00547,-0.000917,-0.000515,-0.000223,0.000561,-0.002306,0.00118,-0.001146,0.001048,1.6e-05,-0.000659,0.00075,0.002491,-0.007354,-0.001082,-0.000436,0.000499,-0.00014,0.001694,-0.001577,1
-0.002626,0.004658,-0.001777,0.002154,-3.2e-05,7.3e-05,-0.000342,0.001012,-0.000871,0.001089,-0.004826,-0.00083,-0.000492,0.000177,0.00079,-0.0019,0.000778,-0.001054,0.000894,-0.000139,-0.000658,0.000586,0.002766,-0.007494,-0.001001,-0.000542,0.000575,-8.4e-05,0.001649,-0.001516,1
-0.001835,0.001479,-0.002193,-0.002823,-8.4e-05,-0.000351,0.000671,-0.000215,-0.000683,0.000721,-0.005289,-0.001007,-0.000312,-1e-05,0.000235,-0.002068,0.000689,-0.001358,0.000933,-0.000218,-0.0,0.000724,0.001702,-0.008354,-0.001125,-0.000361,0.000626,-0.000291,0.001822,-0.00137,1
-0.003868,0.003426,-9.6e-05,0.004314,0.000287,-0.000979,3.2e-05,0.001262,-0.001074,0.001496,-0.007959,-0.001438,-0.000729,0.00013,0.000647,-0.003239,0.000748,-0.002638,0.001426,-5e-06,0.000137,0.001233,0.000381,-0.012847,-0.001891,-0.00083,0.000956,-0.000489,0.002616,-0.002287,0
-0.003461,0.006275,-0.001183,0.002887,-1.6e-05,-0.000648,0.000565,0.001476,-0.001563,0.001085,-0.00807,-0.000663,-0.000771,0.000362,0.001497,-0.00287,0.000668,-0.001831,0.001235,-0.000531,-0.001119,0.001323,0.001287,-0.012139,-0.001395,-0.000839,0.000695,-0.000158,0.0034,-0.002446,0
