N1,N2,N3,N4,N5,N6,N7,label
401,95,306,4,57,2,2,0
70,70,0,1,0,1,0,2
164,78,86,2,30,1,1,0
70,70,0,1,0,1,0,2
60,60,0,1,0,1,0,1
78,78,0,1,0,1,0,1
62,62,0,1,0,1,0,1
733,85,648,2,31,1,1,0
177,94,83,2,31,1,1,0
200,102,98,2,30,1,1,0
9490,1158,8332,24,256,13,11,0
223,86,137,2,30,1,1,0
66,66,0,1,0,1,0,2
141220,4280,136940,159,17,59,100,0
2802,1902,900,22,1118,12,10,0
146,146,0,1,0,1,0,1
214,102,112,2,30,1,1,0
956,502,454,12,15,7,5,0
70,70,0,1,5,1,0,0
219,98,121,2,30,1,1,0
165,86,79,2,30,1,1,0
66,66,0,1,0,1,0,1
70,70,0,2,8,2,0,0
306,110,196,2,30,1,1,0
66,66,0,1,0,1,0,2
260,86,174,2,29,1,1,0
60,60,0,1,0,1,0,1
66,66,0,1,0,1,0,2
66,66,0,1,0,1,0,1
1222,782,440,11,15,6,5,0
62,62,0,1,0,1,0,1
182,93,89,2,31,1,1,0
182,93,89,2,31,1,1,0
70,70,0,2,8,2,0,0
419378,16035,403343,506,132,226,280,0
168,78,90,2,30,1,1,0
70,70,0,1,0,1,0,2
183,94,89,2,30,1,1,0
3855,2679,1176,28,45,15,13,0
257,101,156,2,33,1,1,0
62,62,0,1,0,1,0,1
262,106,156,2,33,1,1,0
12824,2604,10220,46,255,20,26,0
66,66,0,1,0,1,0,2
62,62,0,1,0,1,0,1
1784,252,1532,5,31,3,2,0
2225,1649,576,10,38,6,4,0
138,78,60,2,5,1,1,0
1914,1914,0,30,1766,30,0,0
70,70,0,1,4,1,0,0
66,66,0,1,0,1,0,1
221,94,127,2,29,1,1,0
62,62,0,1,0,1,0,1
901,166,735,2,1200,1,1,0
138,78,60,2,5,1,1,0
150,150,0,1,1200,1,0,0
199,102,97,2,29,1,1,0
585,206,379,6,79,3,3,0
70,70,0,1,0,1,0,2
216,110,106,2,30,1,1,0
62,62,0,1,0,1,0,1
62,62,0,1,0,1,0,1
66,66,0,1,0,1,0,1
3616,429,3187,11,16,6,5,0
60,60,0,1,0,1,0,1
62,62,0,1,0,1,0,1
70,70,0,1,0,1,0,2
4378,1471,2907,19,30,11,8,0
777,87,690,2,31,1,1,0
6135,770,5365,17,26,9,8,0
183,94,89,2,30,1,1,0
70,70,0,1,5,1,0,0
66,66,0,1,0,1,0,2
7459,2962,4497,24,47,14,10,0
66,66,0,1,0,1,0,1
13929,2854,11075,43,128,22,21,0
51604,4684,46920,70,133,28,42,0
4063,969,3094,16,26,9,7,0
66,66,0,1,0,1,0,2
132,132,0,3,1201,3,0,0
1494,898,596,12,142,6,6,0
66,66,0,1,0,1,0,2
70,70,0,1,0,1,0,2
66,66,0,1,0,1,0,1
66,66,0,1,0,1,0,2
5043,432,4611,12,15,6,6,0
776,283,493,8,82,4,4,0
66,66,0,1,0,1,0,2
70,70,0,1,0,1,0,2
70,70,0,1,0,1,0,2
2257,461,1796,9,39,4,5,0
199,102,97,2,30,1,1,0
190,64,126,4,103,2,2,0
62,62,0,1,0,1,0,1
235,90,145,2,32,1,1,0
70,70,0,1,0,1,0,2
70,70,0,2,8,2,0,0
70,70,0,1,0,1,0,2
60,60,0,1,0,1,0,1
11716,7393,4323,47,146,21,26,0
66,66,0,1,0,1,0,1
18568,12357,6211,43,18,24,19,0
6043,1568,4475,11,120,4,7,0
70,70,0,1,0,1,0,2
9108,4045,5063,84,72,39,45,0
168,86,82,2,30,1,1,0
66,66,0,1,0,1,0,1
62,62,0,1,0,1,0,1
37165,2164,35001,58,29,28,30,0
286,78,208,2,30,1,1,0
70,70,0,1,0,1,0,2
184,94,90,2,29,1,1,0
13330975,109486,13221489,10177,23,1394,8783,0
2601,1455,1146,18,16,8,10,0
186,64,122,4,27,2,2,0
62,62,0,1,0,1,0,1
62,62,0,1,0,1,0,1
62,62,0,1,0,1,0,1
252,78,174,2,30,1,1,0
301,108,193,4,55,2,2,0
7000,1799,5201,20,256,12,8,0
26702,3270,23432,40,136,16,24,0
728,102,626,2,29,1,1,0
70,70,0,1,0,1,0,2
62,62,0,1,0,1,0,1
62,62,0,1,0,1,0,1
70,70,0,1,0,1,0,2
46113,6913,39200,86,34,41,45,0
4573,2614,1959,25,80,13,12,0
225,86,139,2,30,1,1,0
66,66,0,1,0,1,0,1
199,102,97,2,30,1,1,0
66,66,0,1,0,1,0,1
109,109,0,1,0,1,0,1
321,102,219,2,31,1,1,0
70,70,0,1,0,1,0,2
233,91,142,2,30,1,1,0
62,62,0,1,0,1,0,1
60,60,0,1,0,1,0,1
60,60,0,1,0,1,0,1
10726,4848,5878,79,588,40,39,0
183,94,89,2,30,1,1,0
66,66,0,1,0,1,0,1
866223,30135,836088,916,138,300,616,0
78,78,0,1,0,1,0,1
11277,2233,9044,43,215,20,23,0
66,66,0,1,0,1,0,2
222,86,136,2,30,1,1,0
70,70,0,1,0,1,0,2
66,66,0,1,0,1,0,1
210,110,100,2,30,1,1,0
70,70,0,1,0,1,0,2
198,102,96,2,31,1,1,0
70,70,0,1,0,1,0,2
198,101,97,2,31,1,1,0
33823,28233,5590,84,102,47,37,0
70,70,0,1,0,1,0,2
214,110,104,2,30,1,1,0
749,94,655,2,31,1,1,0
62,62,0,1,0,1,0,1
66,66,0,1,0,1,0,2
70,70,0,1,0,1,0,2
199,102,97,2,30,1,1,0
172,88,84,2,30,1,1,0
209,110,99,2,30,1,1,0
382,164,218,2,30,1,1,0
70,70,0,2,6,2,0,0
66,66,0,1,0,1,0,1
7018,2751,4267,24,39,11,13,0
760,97,663,2,31,1,1,0
629,83,546,4,31,2,2,0
70,70,0,1,0,1,0,2
261,94,167,2,30,1,1,0
9856,1973,7883,32,140,17,15,0
6904692,144860,6759832,6483,140,1783,4700,0
70,70,0,1,4,1,0,0
66,66,0,1,90,1,0,0
159,159,0,1,0,1,0,1
130,70,60,3,4,2,1,0
145,145,0,1,0,1,0,1
66,66,0,1,0,1,0,2
70,70,0,1,0,1,0,2
62,62,0,1,0,1,0,1
184,94,90,2,31,1,1,0
66,66,0,1,0,1,0,1
66,66,0,1,0,1,0,2
162,102,60,2,4,1,1,0
209,77,132,2,32,1,1,0
184,94,90,2,30,1,1,0
70,70,0,1,0,1,0,2
316,136,180,6,6,3,3,0
130,70,60,3,6,2,1,0
1749,924,825,6,31,3,3,0
70,70,0,1,0,1,0,2
177,94,83,2,29,1,1,0
60,60,0,1,0,1,0,1
60,60,0,1,0,1,0,1
66,66,0,1,0,1,0,2
66,66,0,1,0,1,0,1
66,66,0,1,0,1,0,2
66,66,0,1,0,1,0,2
130,70,60,2,5,1,1,0
70,70,0,1,0,1,0,2
70,70,0,1,5,1,0,0
318,192,126,6,41,4,2,0
146,146,0,1,0,1,0,1
70,70,0,1,5,1,0,0
62,62,0,1,0,1,0,1
2849,1631,1218,9,721,5,4,0
70,70,0,1,0,1,0,2
26402,2904,23498,56,270,29,27,0
62,62,0,1,0,1,0,1
146,146,0,1,0,1,0,1
66,66,0,1,0,1,0,2
450,246,204,8,29,5,3,0
8558,1006,7552,16,121,7,9,0
345,345,0,1,0,1,0,1
70,70,0,1,0,1,0,2
322,110,212,4,30,2,2,0
66,66,0,1,0,1,0,1
214,140,74,4,31,3,1,0
70,70,0,1,0,1,0,2
66,66,0,1,0,1,0,1
145,145,0,1,0,1,0,1
10000,2634,7366,28,46,16,12,0
170,87,83,2,30,1,1,0
70,70,0,1,0,1,0,2
62,62,0,1,0,1,0,1
6846,2479,4367,41,256,19,22,0
8075,1766,6309,22,78,13,9,0
66,66,0,1,0,1,0,1
10050,1192,8858,28,81,14,14,0
60,60,0,1,0,1,0,1
66,66,0,1,0,1,0,1
380,110,270,2,31,1,1,0
70,70,0,1,5,1,0,0
66,66,0,1,0,1,0,1
182,102,80,2,30,1,1,0
70,70,0,1,0,1,0,2
70,70,0,1,0,1,0,2
177,94,83,2,29,1,1,0
184,94,90,2,31,1,1,0
130,70,60,3,5,2,1,0
176,78,98,2,30,1,1,0
10506,2063,8443,31,46,17,14,0
5311,1546,3765,15,122,7,8,0
200,102,98,2,30,1,1,0
62,62,0,1,0,1,0,1
177,94,83,2,29,1,1,0
832,106,726,2,29,1,1,0
197,90,107,2,30,1,1,0
146,146,0,1,0,1,0,1
66,66,0,1,0,1,0,2
168,82,86,2,30,1,1,0
788,108,680,2,30,1,1,0
62,62,0,1,0,1,0,1
66,66,0,1,0,1,0,1
469,165,304,4,30,2,2,0
1915,1466,449,10,20,6,4,0
199,94,105,2,30,1,1,0
62,62,0,1,0,1,0,1
825,99,726,2,30,1,1,0
62,62,0,1,0,1,0,1
366,240,126,7,25,5,2,0
209,110,99,2,30,1,1,0
70,70,0,1,0,1,0,2
62,62,0,1,0,1,0,1
19544,4428,15116,79,119,39,40,0
62,62,0,1,0,1,0,1
528,178,350,6,43,3,3,0
62,62,0,1,0,1,0,1
1737,1158,579,16,74,10,6,0
66,66,0,1,0,1,0,1
244,94,150,2,30,1,1,0
6592,1735,4857,23,360,11,12,0
178,94,84,2,29,1,1,0
513,152,361,2,1200,1,1,0
197,102,95,2,30,1,1,0
213,87,126,2,30,1,1,0
62,62,0,1,0,1,0,1
257,78,179,2,30,1,1,0
2279,1129,1150,25,120,12,13,0
70,70,0,2,7,2,0,0
9686,2335,7351,28,124,13,15,0
60,60,0,1,0,1,0,1
62,62,0,1,0,1,0,1
86,86,0,1,30,1,0,0
7435,2697,4738,23,30,13,10,0
72,72,0,1,0,1,0,1
70,70,0,1,0,1,0,2
5055,3100,1955,34,17,28,6,0
9493,2266,7227,24,14,13,11,0
4093,1595,2498,23,15,12,11,0
741,435,306,10,16,5,5,0
126,62,64,2,5,1,1,0
209,102,107,2,30,1,1,0
184,86,98,2,29,1,1,0
8688,3211,5477,24,343,11,13,0
183,94,89,2,30,1,1,0
172,94,78,2,30,1,1,0
66,66,0,1,0,1,0,1
70,70,0,1,0,1,0,2
5737,1929,3808,19,201,11,8,0
4736,1829,2907,19,29,11,8,0
70,70,0,1,0,1,0,2
184,94,90,2,31,1,1,0
207289,9233,198056,234,136,83,151,0
10753,1585,9168,24,120,10,14,0
70,70,0,2,8,2,0,0
214,110,104,2,30,1,1,0
66,66,0,1,0,1,0,2
254,128,126,5,16,3,2,0
66,66,0,1,0,1,0,1
70,70,0,1,0,1,0,2
235,90,145,2,32,1,1,0
199,102,97,2,30,1,1,0
8024,2572,5452,39,15,23,16,0
70,70,0,1,0,1,0,2
66,66,0,1,0,1,0,2
62,62,0,1,0,1,0,1
70,70,0,1,0,1,0,2
62,62,0,1,0,1,0,1
66,66,0,1,0,1,0,2
1724,1157,567,14,17,9,5,0
5823,1597,4226,21,19,11,10,0
66,66,0,1,0,1,0,1
150,150,0,1,1199,1,0,0
60,60,0,1,0,1,0,1
60,60,0,1,0,1,0,1
194,102,92,2,30,1,1,0
918,126,792,2,31,1,1,0
5910,4455,1455,19,15,11,8,0
66,66,0,1,0,1,0,1
66,66,0,1,0,1,0,1
582,270,312,8,32,4,4,0
109,109,0,1,0,1,0,1
66,66,0,1,0,1,0,1
62,62,0,1,0,1,0,1
210,110,100,2,30,1,1,0
780,93,687,2,31,1,1,0
146,146,0,1,0,1,0,1
198,110,88,2,30,1,1,0
18735,3452,15283,42,52,22,20,0
70,70,0,1,0,1,0,2
62,62,0,1,0,1,0,1
70,70,0,1,0,1,0,2
177,94,83,2,30,1,1,0
6416,1302,5114,20,119,10,10,0
617919,23432,594487,706,39,297,409,0
9859,3252,6607,24,74,12,12,0
62,62,0,1,0,1,0,1
6144,939,5205,18,70,9,9,0
70,70,0,2,8,2,0,0
66,66,0,1,0,1,0,2
62,62,0,1,0,1,0,1
2910,1489,1421,10,16,6,4,0
2163,676,1487,14,14,7,7,0
306,120,186,6,27,3,3,0
242149,7606,234543,260,150,92,168,0
749,89,660,2,30,1,1,0
66,66,0,1,0,1,0,1
4039,805,3234,17,120,8,9,0
231,90,141,2,31,1,1,0
331,331,0,1,0,1,0,1
1755,986,769,13,25,8,5,0
66,66,0,1,0,1,0,1
66,66,0,1,0,1,0,2
62,62,0,1,0,1,0,1
1760,252,1508,5,31,3,2,0
199,102,97,2,30,1,1,0
9634,3110,6524,26,138,11,15,0
9399,632,8767,15,15,7,8,0
177,94,83,2,30,1,1,0
216,110,106,2,30,1,1,0
70,70,0,1,0,1,0,2
62,62,0,1,0,1,0,1
144138,17538,126600,275,300,115,160,0
1360,540,820,20,187,10,10,0
62,62,0,1,0,1,0,1
15055,6439,8616,26,89,14,12,0
755,94,661,2,31,1,1,0
501559,13849,487710,527,15,193,334,0
66,66,0,1,0,1,0,1
66,66,0,1,0,1,0,1
70,70,0,1,0,1,0,2
31954,2972,28982,71,138,36,35,0
1867,250,1617,8,120,4,4,0
194,70,124,3,11,1,2,0
66,66,0,1,0,1,0,2
70,70,0,2,8,2,0,0
66,66,0,1,0,1,0,1
197,94,103,2,29,1,1,0
14826,7220,7606,53,94,29,24,0
66,66,0,1,0,1,0,2
1550,853,697,9,15,5,4,0
146,146,0,1,0,1,0,1
66,66,0,1,0,1,0,2
528,528,0,9,1199,9,0,0
66,66,0,1,0,1,0,2
2506,1461,1045,21,88,10,11,0
62,62,0,1,0,1,0,1
212,110,102,2,30,1,1,0
66,66,0,1,0,1,0,2
170,87,83,2,30,1,1,0
320,140,180,6,7,3,3,0
62,62,0,1,0,1,0,1
62,62,0,1,0,1,0,1
70,70,0,1,0,1,0,2
195,102,93,2,31,1,1,0
134,60,74,3,11,2,1,0
70,70,0,1,0,1,0,2
316,136,180,6,7,3,3,0
167,86,81,2,30,1,1,0
194,102,92,2,30,1,1,0
194,102,92,2,29,1,1,0
70,70,0,1,0,1,0,2
60,60,0,1,0,1,0,1
70,70,0,1,0,1,0,2
66,66,0,1,0,1,0,2
7920,2731,5189,27,82,15,12,0
62,62,0,1,0,1,0,1
2044,1024,1020,17,80,9,8,0
10580,2487,8093,28,16,16,12,0
66,66,0,1,0,1,0,2
200,102,98,2,30,1,1,0
164,164,0,1,0,1,0,1
167,86,81,2,31,1,1,0
70,70,0,1,0,1,0,2
70,70,0,1,0,1,0,2
62,62,0,1,0,1,0,1
198,101,97,2,31,1,1,0
70,70,0,1,0,1,0,2
60,60,0,1,0,1,0,1
62,62,0,1,0,1,0,1
2651,1504,1147,24,68,13,11,0
66,66,0,1,0,1,0,2
146,146,0,1,0,1,0,1
62,62,0,1,0,1,0,1
70,70,0,1,0,1,0,2
11808,5409,6399,73,123,33,40,0
70,70,0,1,0,1,0,2
314,192,122,6,15,4,2,0
35474,2800,32674,56,135,27,29,0
109,109,0,1,0,1,0,1
253,190,63,2,30,1,1,0
66,66,0,1,0,1,0,1
70,70,0,2,8,2,0,0
66,66,0,1,0,1,0,1
754,94,660,2,31,1,1,0
1176,701,475,9,150,6,3,0
16191,13348,2843,30,55,17,13,0
70,70,0,1,5,1,0,0
159,159,0,1,0,1,0,1
70,70,0,1,0,1,0,2
66,66,0,1,0,1,0,1
66,66,0,1,0,1,0,2
1335,87,1248,4,59,2,2,0
62768,25796,36972,75,34,33,42,0
66,66,0,1,0,1,0,2
62,62,0,1,0,1,0,1
210,140,70,4,14,3,1,0
168,86,82,2,31,1,1,0
6058,1749,4309,22,201,13,9,0
60,60,0,1,0,1,0,1
2588313,95154,2493159,2645,190,811,1834,0
70,70,0,1,0,1,0,2
233,90,143,2,32,1,1,0
7710,2476,5234,18,135,8,10,0
1143,401,742,9,360,5,4,0
62,62,0,1,0,1,0,1
103486,7416,96070,161,42,82,79,0
159,159,0,1,0,1,0,1
244,244,0,2,0,2,0,0
66,66,0,1,0,1,0,1
312,192,120,6,27,4,2,0
18959,3307,15652,33,19,16,17,0
148,148,0,1,0,1,0,1
66,66,0,1,0,1,0,1
70,70,0,1,0,1,0,2
55739,967,54772,53,15,13,40,0
100,100,0,1,0,1,0,1
658,140,518,10,3632,3,7,0
317618,11688,305930,350,164,118,232,0
5446,805,4641,17,26,9,8,0
62,62,0,1,0,1,0,1
193,94,99,2,30,1,1,0
62,62,0,1,0,1,0,1
35152,27056,8096,56,104,31,25,0
334,158,176,2,1199,1,1,0
168,86,82,2,31,1,1,0
62,62,0,1,0,1,0,1
70,70,0,1,0,1,0,2
62,62,0,1,0,1,0,1
66,66,0,1,0,1,0,2
66,66,0,1,0,1,0,2
184,102,82,2,30,1,1,0
62,62,0,1,0,1,0,1
66,66,0,1,0,1,0,1
546,486,60,2,30,1,1,0
761,100,661,2,30,1,1,0
70,70,0,1,0,1,0,2
66,66,0,1,0,1,0,1
66,66,0,1,0,1,0,2
66,66,0,1,0,1,0,2
70,70,0,1,0,1,0,2
522,190,332,5,48,3,2,0
4198,3534,664,13,19,8,5,0
166,86,80,2,29,1,1,0
7674,2829,4845,23,31,14,9,0
62,62,0,1,0,1,0,1
70,70,0,1,0,1,0,2
304,86,218,2,30,1,1,0
66,66,0,1,0,1,0,2
62,62,0,1,0,1,0,1
66,66,0,1,0,1,0,2
567854,22650,545204,713,158,311,402,0
2693,461,2232,14,17,6,8,0
2258,559,1699,22,120,6,16,0
220,220,0,3,6,3,0,0
193,102,91,2,30,1,1,0
66,66,0,1,0,1,0,2
74,74,0,1,0,1,0,1
200,94,106,2,30,1,1,0
9618,7387,2231,30,26,18,12,0
184,102,82,2,31,1,1,0
66,66,0,1,0,1,0,2
70,70,0,1,0,1,0,2
3115,1849,1266,18,16,8,10,0
23852,1662,22190,36,15,19,17,0
5200,499,4701,13,15,7,6,0
142,142,0,1,5,1,0,0
70,70,0,1,0,1,0,2
66,66,0,2,7,2,0,0
504,382,122,8,15,6,2,0
66,66,0,1,0,1,0,1
70,70,0,1,0,1,0,2
66,66,0,1,0,1,0,2
146,146,0,1,0,1,0,1
66,66,0,1,0,1,0,1
70,70,0,1,0,1,0,2
62,62,0,1,0,1,0,1
60,60,0,1,0,1,0,1
718,94,624,2,30,1,1,0
60,60,0,1,0,1,0,1
9805,1642,8163,24,362,12,12,0
8599,4862,3737,47,195,26,21,0
70,70,0,1,0,1,0,2
1327,918,409,10,26,6,4,0
70,70,0,1,0,1,0,2
6716,922,5794,20,20,10,10,0
220,220,0,1,0,1,0,1
66,66,0,1,0,1,0,2
70,70,0,1,0,1,0,2
70,70,0,1,0,1,0,2
70,70,0,1,0,1,0,2
5756,1781,3975,23,136,11,12,0
62,62,0,1,0,1,0,1
78,78,0,1,0,1,0,1
211,102,109,2,30,1,1,0
10265,1831,8434,34,319,17,17,0
62,62,0,1,0,1,0,1
66,66,0,1,0,1,0,2
70,70,0,1,0,1,0,2
62,62,0,1,0,1,0,1
280,94,186,2,30,1,1,0
38455,5252,33203,71,60,41,30,0
66,66,0,1,0,1,0,1
35406,17785,17621,79,141,40,39,0
195,102,93,2,30,1,1,0
70,70,0,1,0,1,0,2
183,94,89,2,30,1,1,0
7788,2581,5207,39,70,19,20,0
70,70,0,1,0,1,0,2
62,62,0,1,0,1,0,1
225,87,138,2,31,1,1,0
4343,2350,1993,17,36,9,8,0
199,102,97,2,29,1,1,0
66,66,0,1,0,1,0,2
70,70,0,1,0,1,0,2
16023,3677,12346,42,37,21,21,0
177,94,83,2,30,1,1,0
283,102,181,2,29,1,1,0
776,102,674,2,30,1,1,0
8123,1809,6314,22,71,12,10,0
177,94,83,2,31,1,1,0
70,70,0,2,7,2,0,0
66,66,0,1,0,1,0,2
180,94,86,2,30,1,1,0
316,94,222,2,30,1,1,0
177,94,83,2,29,1,1,0
66,66,0,1,0,1,0,2
70,70,0,1,0,1,0,2
66,66,0,1,0,1,0,1
4975,2828,2147,14,135,7,7,0
146,146,0,1,0,1,0,1
66,66,0,1,5,1,0,0
62,62,0,1,0,1,0,1
70,70,0,1,4,1,0,0
7332,3746,3586,37,176,19,18,0
184,94,90,2,31,1,1,0
145,145,0,1,0,1,0,1
5619,1387,4232,18,205,10,8,0
62,62,0,1,0,1,0,1
60,60,0,1,0,1,0,1
70,70,0,1,5,1,0,0
218,86,132,2,31,1,1,0
70,70,0,1,0,1,0,2
12150,1262,10888,29,41,13,16,0
213,87,126,2,31,1,1,0
211,102,109,2,30,1,1,0
499,425,74,4,0,3,1,0
1969,730,1239,19,1199,10,9,0
302,84,218,4,46,2,2,0
183,94,89,2,30,1,1,0
164902,9835,155067,227,32,114,113,0
66,66,0,1,0,1,0,2
8607,3608,4999,25,256,14,11,0
70,70,0,1,0,1,0,2
8445,2120,6325,27,107,15,12,0
569,164,405,2,30,1,1,0
62,62,0,1,0,1,0,1
16925,11562,5363,36,363,19,17,0
66,66,0,1,0,1,0,2
62,62,0,1,0,1,0,1
62,62,0,1,0,1,0,1
70,70,0,1,0,1,0,2
70,70,0,1,0,1,0,2
66,66,0,1,0,1,0,1
62,62,0,1,0,1,0,1
70,70,0,1,0,1,0,2
461,94,367,2,29,1,1,0
146,146,0,1,0,1,0,1
7243,4797,2446,42,136,23,19,0
7839,1726,6113,21,77,11,10,0
62,62,0,1,0,1,0,1
66,66,0,1,0,1,0,1
181,94,87,2,30,1,1,0
70,70,0,1,0,1,0,2
3821,2814,1007,22,17,12,10,0
62,62,0,1,0,1,0,1
200,111,89,2,1200,1,1,0
5520,3416,2104,27,22,13,14,0
70,70,0,1,4,1,0,0
70,70,0,1,0,1,0,2
70,70,0,1,0,1,0,2
60,60,0,1,0,1,0,1
805,665,140,6,32,4,2,0
196,102,94,2,31,1,1,0
8124,1079,7045,16,26,8,8,0
12087,9521,2566,76,32,38,38,0
2895,726,2169,10,121,5,5,0
70,70,0,1,0,1,0,2
198,101,97,2,30,1,1,0
70,70,0,2,8,2,0,0
70,70,0,1,0,1,0,2
70,70,0,1,0,1,0,2
6485,1957,4528,22,16,11,11,0
62,62,0,1,0,1,0,1
70,70,0,1,5,1,0,0
1007,252,755,4,32,3,1,0
70,70,0,1,0,1,0,2
817,102,715,2,30,1,1,0
70,70,0,1,0,1,0,2
17762,4403,13359,92,616,47,45,0
66,66,0,1,0,1,0,1
241,98,143,2,30,1,1,0
70,70,0,1,0,1,0,2
178,94,84,2,29,1,1,0
152,152,0,1,1200,1,0,0
70,70,0,1,4,1,0,0
70,70,0,1,0,1,0,2
60,60,0,1,0,1,0,1
177,94,83,2,30,1,1,0
3067,1817,1250,18,16,8,10,0
6423,1543,4880,21,191,12,9,0
574,448,126,10,25,8,2,0
70,70,0,1,0,1,0,2
66,66,0,1,0,1,0,1
6673,1531,5142,22,341,10,12,0
711,87,624,2,30,1,1,0
123194,68738,54456,402,287,167,235,0
62,62,0,1,0,1,0,1
180,94,86,2,35,1,1,0
330,330,0,6,1199,6,0,0
211,78,133,2,29,1,1,0
5778,1095,4683,17,26,10,7,0
70,70,0,1,0,1,0,2
70,70,0,1,5,1,0,0
209,110,99,2,30,1,1,0
62,62,0,1,0,1,0,1
545,166,379,2,1199,1,1,0
70,70,0,1,0,1,0,2
1617,161,1456,4,1199,2,2,0
62,62,0,1,0,1,0,1
1628,126,1502,4,31,2,2,0
146,146,0,1,0,1,0,1
66,66,0,1,0,1,0,2
78,78,0,1,30,1,0,0
1614,1300,314,10,16,5,5,0
198,101,97,2,31,1,1,0
70,70,0,1,0,1,0,2
161,161,0,1,0,1,0,1
216,110,106,2,30,1,1,0
231,231,0,4,47,4,0,0
318,120,198,6,26,3,3,0
12954,2333,10621,20,120,9,11,0
62,62,0,1,0,1,0,1
168,78,90,2,30,1,1,0
70,70,0,1,0,1,0,2
7304882,206543,7098339,7398,37,2677,4721,0
214,102,112,2,30,1,1,0
3790,1685,2105,18,17,10,8,0
70,70,0,1,5,1,0,0
60,60,0,1,0,1,0,1
645,90,555,2,29,1,1,0
66,66,0,1,0,1,0,2
60,60,0,1,0,1,0,1
145,145,0,1,0,1,0,1
62,62,0,1,0,1,0,1
734,94,640,2,30,1,1,0
328,86,242,2,30,1,1,0
70,70,0,1,0,1,0,2
204,118,86,2,30,1,1,0
62,62,0,1,0,1,0,1
66,66,0,1,0,1,0,1
210,110,100,2,30,1,1,0
227,110,117,2,30,1,1,0
90303,5838,84465,140,103,68,72,0
66,66,0,1,0,1,0,1
211,110,101,2,30,1,1,0
304,86,218,2,30,1,1,0
194,128,66,4,25,3,1,0
130,70,60,2,15,1,1,0
168,78,90,2,30,1,1,0
209,110,99,2,30,1,1,0
186,95,91,2,31,1,1,0
66,66,0,1,0,1,0,1
3047,1277,1770,16,144,8,8,0
66,66,0,1,0,1,0,2
62,62,0,1,0,1,0,1
10768,1726,9042,35,199,17,18,0
60,60,0,1,0,1,0,1
2124,1158,966,13,87,7,6,0
317,96,221,4,32,2,2,0
62,62,0,1,0,1,0,1
13168,2875,10293,48,99,27,21,0
8954,3404,5550,34,46,19,15,0
198,101,97,2,30,1,1,0
179,94,85,2,30,1,1,0
1115,534,581,12,16,7,5,0
152,66,86,2,9,1,1,0
70,70,0,1,0,1,0,2
70,70,0,1,0,1,0,2
8304,2968,5336,24,362,13,11,0
1837,852,985,8,1200,4,4,0
1852,1103,749,16,32,9,7,0
179,94,85,2,30,1,1,0
3132,815,2317,14,15,7,7,0
220,90,130,2,30,1,1,0
760,96,664,2,31,1,1,0
316,136,180,6,7,3,3,0
199,102,97,2,30,1,1,0
177,94,83,2,30,1,1,0
177,94,83,2,30,1,1,0
70,70,0,1,0,1,0,2
62,62,0,1,0,1,0,1
145,145,0,1,0,1,0,1
130,66,64,2,5,1,1,0
70,70,0,1,5,1,0,0
2493,1830,663,12,15,6,6,0
70,70,0,2,8,2,0,0
70,70,0,1,0,1,0,2
74,74,0,1,0,1,0,1
414,268,146,3,32,2,1,0
78,78,0,1,30,1,0,0
2322,1296,1026,15,3600,6,9,0
146,146,0,1,0,1,0,1
6344,2063,4281,26,21,12,14,0
2826,1618,1208,21,45,12,9,0
3932,2581,1351,18,18,10,8,0
760,97,663,2,30,1,1,0
195,102,93,2,30,1,1,0
211,110,101,2,30,1,1,0
216,102,114,2,29,1,1,0
66,66,0,1,0,1,0,2
70,70,0,1,0,1,0,2
754,94,660,2,31,1,1,0
371,237,134,3,32,2,1,0
5996,1967,4029,17,99,10,7,0
70,70,0,1,0,1,0,2
1484,877,607,11,34,6,5,0
62,62,0,1,0,1,0,1
66,66,0,1,0,1,0,2
210,102,108,2,30,1,1,0
66,66,0,1,0,1,0,1
70,70,0,1,0,1,0,2
148,148,0,1,0,1,0,1
66,66,0,1,0,1,0,1
3598,1145,2453,15,120,7,8,0
4552,1645,2907,19,26,11,8,0
70,70,0,1,0,1,0,2
143,143,0,1,0,1,0,1
66,66,0,1,0,1,0,2
193,102,91,2,29,1,1,0
303966,26201,277765,521,167,208,313,0
66,66,0,1,0,1,0,2
62,62,0,1,0,1,0,1
70,70,0,1,0,1,0,2
8518,2260,6258,32,806,12,20,0
70,70,0,1,0,1,0,2
70,70,0,1,0,1,0,2
70,70,0,1,0,1,0,2
70,70,0,1,0,1,0,2
106,106,0,1,60,1,0,0
70,70,0,1,4,1,0,0
62,62,0,1,0,1,0,1
60,60,0,1,0,1,0,1
62,62,0,1,0,1,0,1
145,145,0,1,0,1,0,1
3051,1801,1250,18,16,8,10,0
216,89,127,2,30,1,1,0
209,110,99,2,30,1,1,0
70,70,0,1,0,1,0,2
146,146,0,1,0,1,0,1
70,70,0,1,0,1,0,2
148,148,0,1,0,1,0,1
932130,36511,895619,1142,167,465,677,0
146,146,0,1,0,1,0,1
70,70,0,1,0,1,0,2
9905,4321,5584,27,315,13,14,0
70,70,0,1,0,1,0,2
130,66,64,2,4,1,1,0
172,88,84,2,30,1,1,0
62,62,0,1,0,1,0,1
212,94,118,2,30,1,1,0
198,101,97,2,30,1,1,0
200,90,110,2,30,1,1,0
70,70,0,1,0,1,0,2
66,66,0,1,0,1,0,2
70,70,0,1,4,1,0,0
