age,fnlwgt,educationNum,capitalGain,capitalLoss,hoursPerWeek,workclass,education,maritalStatus,occupation,relationship,race,sex,nativeCountry,label
36.0,115360.0,6.0,3464.0,0.0,40.0,Private,10th,Married-civ-spouse,Machine-op-inspct,Own-child,White,Female,United-States,0
45.0,191357.0,11.0,0.0,0.0,40.0,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,0
18.0,150817.0,7.0,0.0,0.0,20.0,Private,11th,Never-married,Sales,Own-child,White,Female,United-States,0
48.0,143299.0,9.0,0.0,0.0,40.0,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,Black,Male,United-States,0
59.0,147707.0,9.0,0.0,2339.0,40.0,Local-gov,HS-grad,Widowed,Farming-fishing,Unmarried,White,Male,United-States,0
34.0,166545.0,9.0,0.0,0.0,40.0,Local-gov,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,United-States,0
18.0,300379.0,8.0,0.0,0.0,12.0,Private,12th,Never-married,Adm-clerical,Own-child,White,Male,United-States,0
54.0,87205.0,9.0,0.0,0.0,45.0,Private,HS-grad,Separated,Adm-clerical,Not-in-family,White,Female,United-States,0
55.0,185436.0,10.0,0.0,0.0,70.0,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
40.0,220563.0,8.0,0.0,0.0,40.0,Private,12th,Divorced,Craft-repair,Not-in-family,White,Male,United-States,0
46.0,97883.0,13.0,0.0,0.0,35.0,Private,Bachelors,Never-married,Sales,Not-in-family,White,Female,United-States,0
77.0,149912.0,13.0,0.0,0.0,10.0,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,United-States,0
47.0,264244.0,9.0,0.0,0.0,40.0,Private,HS-grad,Married-spouse-absent,Craft-repair,Not-in-family,Black,Female,United-States,0
36.0,178487.0,9.0,0.0,0.0,60.0,Private,HS-grad,Divorced,Transport-moving,Own-child,White,Male,United-States,0
31.0,251659.0,10.0,0.0,1485.0,55.0,Private,Some-college,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,,1
17.0,208463.0,9.0,0.0,0.0,20.0,Private,HS-grad,Never-married,Sales,Own-child,White,Female,United-States,0
25.0,109609.0,10.0,0.0,0.0,25.0,Private,Some-college,Never-married,Other-service,Not-in-family,White,Male,United-States,0
30.0,78374.0,9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Sales,Other-relative,Asian-Pac-Islander,Female,,0
61.0,198231.0,9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,1
25.0,109390.0,9.0,0.0,0.0,70.0,Private,HS-grad,Never-married,Transport-moving,Own-child,White,Male,United-States,0
37.0,194004.0,7.0,0.0,0.0,25.0,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,0
37.0,139180.0,7.0,0.0,0.0,40.0,Private,11th,Never-married,Other-service,Unmarried,Black,Female,United-States,0
42.0,175515.0,9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,0
39.0,190023.0,13.0,0.0,0.0,60.0,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,0
32.0,153326.0,13.0,0.0,0.0,40.0,Private,Bachelors,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,United-States,0
37.0,244803.0,9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,Columbia,0
54.0,222882.0,9.0,0.0,0.0,45.0,Private,HS-grad,Widowed,Exec-managerial,Unmarried,White,Female,United-States,0
29.0,307812.0,9.0,0.0,0.0,60.0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,0
33.0,183778.0,12.0,0.0,0.0,40.0,Self-emp-not-inc,Assoc-acdm,Divorced,Sales,Not-in-family,White,Male,United-States,0
31.0,103772.0,10.0,0.0,0.0,40.0,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,United-States,0
25.0,173593.0,10.0,0.0,0.0,75.0,Private,Some-college,Never-married,Exec-managerial,Own-child,White,Male,United-States,0
19.0,201178.0,9.0,0.0,0.0,25.0,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,0
50.0,400630.0,15.0,0.0,0.0,36.0,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
38.0,206951.0,9.0,0.0,0.0,65.0,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,0
43.0,412379.0,10.0,0.0,0.0,28.0,Private,Some-college,Never-married,Other-service,Unmarried,White,Female,United-States,0
42.0,40151.0,9.0,0.0,0.0,60.0,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,0
38.0,143123.0,14.0,0.0,0.0,40.0,Federal-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
49.0,197371.0,11.0,0.0,0.0,40.0,Local-gov,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,Black,Male,United-States,1
33.0,226296.0,9.0,0.0,1672.0,50.0,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,United-States,0
24.0,172169.0,9.0,0.0,0.0,50.0,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States,0
52.0,113094.0,13.0,0.0,1092.0,40.0,Private,Bachelors,Separated,Adm-clerical,Unmarried,White,Female,United-States,0
18.0,164571.0,9.0,0.0,0.0,40.0,Private,HS-grad,Never-married,Prof-specialty,Not-in-family,White,Female,United-States,0
33.0,220939.0,9.0,7298.0,0.0,45.0,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,1
24.0,96279.0,9.0,0.0,0.0,40.0,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Female,United-States,0
31.0,128591.0,5.0,0.0,0.0,40.0,Private,9th,Divorced,Transport-moving,Not-in-family,White,Male,United-States,0
61.0,213700.0,13.0,0.0,0.0,32.0,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,1
52.0,181578.0,9.0,0.0,0.0,40.0,Local-gov,HS-grad,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Female,,1
38.0,103323.0,9.0,0.0,0.0,40.0,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Male,United-States,0
41.0,153078.0,9.0,0.0,1887.0,70.0,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,South,1
45.0,256866.0,10.0,5013.0,0.0,40.0,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States,0
21.0,236769.0,4.0,0.0,0.0,40.0,Self-emp-not-inc,7th-8th,Never-married,Craft-repair,Not-in-family,White,Male,United-States,0
34.0,170769.0,9.0,0.0,0.0,50.0,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,1
45.0,112761.0,10.0,0.0,0.0,45.0,State-gov,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,United-States,0
38.0,134635.0,9.0,0.0,0.0,45.0,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,0
31.0,106637.0,10.0,0.0,0.0,20.0,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,United-States,0
33.0,186977.0,9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,Columbia,0
28.0,146735.0,16.0,0.0,0.0,50.0,Self-emp-not-inc,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
44.0,248973.0,13.0,0.0,0.0,65.0,Private,Bachelors,Divorced,Adm-clerical,Not-in-family,Black,Male,United-States,0
39.0,245053.0,13.0,0.0,0.0,50.0,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
36.0,174308.0,7.0,0.0,0.0,40.0,Private,11th,Divorced,Transport-moving,Not-in-family,White,Male,United-States,0
45.0,238567.0,13.0,0.0,0.0,40.0,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,England,1
34.0,122116.0,10.0,0.0,0.0,40.0,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,0
36.0,167691.0,10.0,0.0,0.0,50.0,Self-emp-not-inc,Some-college,Never-married,Other-service,Unmarried,White,Female,United-States,0
32.0,337908.0,10.0,0.0,0.0,30.0,Private,Some-college,Divorced,Adm-clerical,Unmarried,Black,Female,United-States,0
49.0,169818.0,9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Other-service,Wife,Black,Female,United-States,1
24.0,34568.0,11.0,0.0,0.0,40.0,Private,Assoc-voc,Never-married,Transport-moving,Not-in-family,White,Male,United-States,0
35.0,107302.0,13.0,0.0,0.0,40.0,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,1
28.0,64940.0,10.0,0.0,0.0,30.0,Private,Some-college,Never-married,Other-service,Own-child,White,Female,United-States,0
17.0,160029.0,7.0,0.0,0.0,14.0,Private,11th,Never-married,Sales,Own-child,White,Female,United-States,0
62.0,249078.0,13.0,0.0,0.0,40.0,Local-gov,Bachelors,Divorced,Prof-specialty,Not-in-family,Black,Female,United-States,0
37.0,188571.0,9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,0
32.0,113364.0,10.0,0.0,0.0,30.0,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male,United-States,0
48.0,97176.0,9.0,0.0,0.0,40.0,Private,HS-grad,Divorced,Adm-clerical,Other-relative,White,Female,United-States,0
27.0,134890.0,11.0,0.0,0.0,40.0,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,0
76.0,33213.0,14.0,0.0,0.0,30.0,Self-emp-not-inc,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,,1
45.0,363418.0,13.0,0.0,0.0,40.0,Federal-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
55.0,89182.0,8.0,0.0,0.0,40.0,Private,12th,Divorced,Machine-op-inspct,Not-in-family,White,Female,Italy,0
31.0,97723.0,12.0,0.0,0.0,40.0,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,1
26.0,190330.0,13.0,0.0,0.0,30.0,Private,Bachelors,Never-married,Other-service,Not-in-family,White,Male,United-States,0
24.0,307133.0,10.0,0.0,0.0,40.0,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,,0
57.0,254949.0,9.0,0.0,0.0,40.0,State-gov,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
48.0,102359.0,13.0,7298.0,0.0,60.0,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
63.0,76286.0,14.0,0.0,0.0,40.0,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,Other,Male,India,1
23.0,287681.0,4.0,0.0,0.0,25.0,Private,7th-8th,Never-married,Other-service,Not-in-family,White,Male,Mexico,0
48.0,135525.0,12.0,0.0,0.0,40.0,Private,Assoc-acdm,Divorced,Adm-clerical,Not-in-family,White,Female,United-States,0
33.0,96480.0,14.0,0.0,0.0,40.0,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,Germany,0
35.0,33397.0,9.0,0.0,0.0,35.0,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Female,United-States,0
30.0,248588.0,8.0,0.0,0.0,40.0,Private,12th,Divorced,Other-service,Not-in-family,White,Female,United-States,0
45.0,162958.0,9.0,0.0,0.0,35.0,Private,HS-grad,Separated,Other-service,Not-in-family,White,Female,United-States,0
23.0,103588.0,10.0,0.0,0.0,25.0,State-gov,Some-college,Never-married,Adm-clerical,Own-child,White,Male,United-States,0
48.0,64156.0,10.0,0.0,0.0,45.0,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,0
51.0,40641.0,10.0,0.0,0.0,60.0,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
47.0,23545.0,10.0,0.0,0.0,40.0,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States,0
56.0,267763.0,9.0,0.0,0.0,40.0,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,,0
58.0,40925.0,13.0,0.0,0.0,40.0,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,0
77.0,181974.0,4.0,0.0,0.0,40.0,Local-gov,7th-8th,Widowed,Adm-clerical,Not-in-family,White,Female,United-States,0
57.0,25124.0,9.0,0.0,0.0,60.0,Self-emp-not-inc,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,United-States,0
34.0,132565.0,8.0,0.0,0.0,40.0,Private,12th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,0
22.0,210781.0,13.0,0.0,0.0,40.0,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,Female,United-States,0
43.0,211517.0,10.0,0.0,1669.0,45.0,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male,United-States,0
38.0,230054.0,10.0,0.0,0.0,40.0,Local-gov,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,0
26.0,284343.0,12.0,0.0,0.0,40.0,Self-emp-not-inc,Assoc-acdm,Never-married,Craft-repair,Not-in-family,White,Male,United-States,0
70.0,216390.0,5.0,2653.0,0.0,40.0,Private,9th,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,United-States,0
31.0,46492.0,11.0,0.0,0.0,40.0,State-gov,Assoc-voc,Never-married,Craft-repair,Own-child,White,Male,United-States,0
29.0,231601.0,7.0,0.0,0.0,60.0,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,0
53.0,83434.0,13.0,0.0,0.0,21.0,Private,Bachelors,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,Japan,1
34.0,287908.0,9.0,0.0,0.0,42.0,State-gov,HS-grad,Never-married,Other-service,Own-child,Black,Male,United-States,0
25.0,144259.0,9.0,0.0,0.0,40.0,Federal-gov,HS-grad,Never-married,Adm-clerical,Own-child,Black,Male,United-States,0
26.0,375980.0,9.0,0.0,0.0,37.0,Private,HS-grad,Separated,Sales,Unmarried,Black,Female,United-States,0
37.0,34378.0,4.0,2580.0,0.0,60.0,Private,7th-8th,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,0
28.0,30912.0,9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,0
32.0,220066.0,10.0,0.0,0.0,40.0,Private,Some-college,Never-married,Sales,Not-in-family,White,Female,United-States,0
32.0,154087.0,9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,0
42.0,153414.0,13.0,0.0,0.0,40.0,Private,Bachelors,Married-civ-spouse,Sales,Husband,Black,Male,United-States,1
38.0,239539.0,9.0,0.0,0.0,40.0,State-gov,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,Philippines,0
65.0,111916.0,15.0,0.0,0.0,10.0,Self-emp-not-inc,Prof-school,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
43.0,74581.0,9.0,0.0,0.0,48.0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,1
22.0,60668.0,10.0,0.0,0.0,40.0,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,United-States,0
39.0,267893.0,12.0,7298.0,0.0,40.0,Local-gov,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,Black,Male,United-States,1
61.0,149653.0,9.0,0.0,0.0,50.0,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,0
44.0,171615.0,9.0,0.0,0.0,45.0,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,0
23.0,285775.0,9.0,0.0,0.0,42.0,Private,HS-grad,Never-married,Protective-serv,Other-relative,White,Male,United-States,0
39.0,198841.0,14.0,7688.0,0.0,45.0,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
47.0,197038.0,13.0,0.0,0.0,50.0,Federal-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,0
30.0,151967.0,10.0,0.0,0.0,58.0,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,0
43.0,174051.0,13.0,0.0,0.0,48.0,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,0
60.0,165441.0,4.0,0.0,0.0,40.0,Private,7th-8th,Divorced,Machine-op-inspct,Unmarried,White,Female,United-States,0
32.0,37646.0,10.0,0.0,0.0,45.0,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,0
30.0,287986.0,10.0,0.0,0.0,40.0,Private,Some-college,Never-married,Handlers-cleaners,Not-in-family,White,Male,United-States,0
35.0,416745.0,13.0,0.0,0.0,40.0,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,,1
19.0,39477.0,9.0,0.0,0.0,40.0,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,United-States,0
36.0,66883.0,10.0,0.0,0.0,60.0,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,0
32.0,226443.0,9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,1
51.0,155574.0,9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,1
65.0,173674.0,9.0,0.0,0.0,14.0,Private,HS-grad,Divorced,Other-service,Other-relative,White,Female,United-States,0
49.0,27614.0,9.0,0.0,0.0,40.0,Private,HS-grad,Separated,Machine-op-inspct,Not-in-family,White,Female,United-States,0
29.0,163708.0,13.0,0.0,0.0,45.0,Private,Bachelors,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,United-States,1
44.0,118550.0,9.0,0.0,0.0,33.0,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,United-States,0
66.0,386120.0,7.0,10605.0,0.0,40.0,Private,11th,Married-civ-spouse,Other-service,Husband,White,Male,United-States,1
34.0,441454.0,9.0,0.0,0.0,24.0,Private,HS-grad,Never-married,Sales,Not-in-family,White,Female,United-States,0
58.0,225623.0,10.0,0.0,0.0,40.0,Private,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,,0
52.0,180195.0,13.0,0.0,0.0,40.0,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,1
38.0,222450.0,3.0,0.0,0.0,40.0,Private,5th-6th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,Mexico,0
27.0,189462.0,14.0,0.0,0.0,46.0,Private,Masters,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,0
37.0,115332.0,9.0,0.0,0.0,50.0,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Black,Male,United-States,0
34.0,381153.0,9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,0
36.0,287658.0,9.0,0.0,0.0,40.0,Private,HS-grad,Never-married,Adm-clerical,Own-child,Black,Male,United-States,0
43.0,226902.0,13.0,0.0,0.0,50.0,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,1
40.0,197609.0,10.0,0.0,1340.0,40.0,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Female,United-States,0
35.0,90406.0,9.0,0.0,0.0,60.0,Self-emp-not-inc,HS-grad,Never-married,Other-service,Unmarried,White,Female,United-States,0
22.0,280567.0,10.0,0.0,0.0,4.0,Federal-gov,Some-college,Never-married,Transport-moving,Own-child,White,Male,United-States,0
41.0,135823.0,11.0,0.0,0.0,40.0,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,0
37.0,204145.0,11.0,0.0,0.0,45.0,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,1
25.0,148300.0,10.0,0.0,0.0,35.0,Private,Some-college,Never-married,Other-service,Own-child,White,Female,United-States,0
48.0,195554.0,10.0,7298.0,0.0,40.0,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,1
29.0,337953.0,13.0,0.0,0.0,36.0,Private,Bachelors,Never-married,Handlers-cleaners,Not-in-family,White,Male,United-States,0
42.0,328239.0,10.0,0.0,0.0,40.0,Private,Some-college,Never-married,Other-service,Not-in-family,White,Male,United-States,0
71.0,77253.0,9.0,0.0,0.0,17.0,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,United-States,0
64.0,134960.0,13.0,15024.0,0.0,35.0,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
24.0,90046.0,13.0,0.0,0.0,40.0,Private,Bachelors,Separated,Exec-managerial,Not-in-family,White,Female,United-States,0
30.0,133876.0,9.0,0.0,0.0,45.0,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,0
43.0,178417.0,13.0,0.0,0.0,40.0,Private,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Male,United-States,0
20.0,361138.0,9.0,0.0,0.0,45.0,Private,HS-grad,Never-married,Sales,Unmarried,White,Male,United-States,0
33.0,168782.0,11.0,0.0,0.0,40.0,Private,Assoc-voc,Never-married,Craft-repair,Unmarried,White,Male,United-States,0
35.0,150057.0,9.0,4386.0,0.0,48.0,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,0
35.0,164193.0,10.0,0.0,0.0,40.0,Private,Some-college,Never-married,Transport-moving,Not-in-family,White,Male,United-States,0
42.0,234508.0,13.0,0.0,0.0,40.0,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
27.0,365745.0,6.0,0.0,0.0,20.0,Private,10th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States,0
64.0,110110.0,7.0,0.0,0.0,40.0,Private,11th,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,United-States,0
35.0,138441.0,13.0,0.0,0.0,40.0,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
45.0,114797.0,9.0,0.0,0.0,40.0,Private,HS-grad,Separated,Machine-op-inspct,Unmarried,Black,Female,United-States,0
33.0,236818.0,11.0,0.0,0.0,26.0,Private,Assoc-voc,Never-married,Prof-specialty,Unmarried,Black,Female,United-States,0
36.0,165473.0,13.0,0.0,0.0,40.0,Private,Bachelors,Divorced,Adm-clerical,Unmarried,Black,Female,United-States,0
56.0,75214.0,15.0,0.0,0.0,32.0,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
27.0,292883.0,9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,United-States,0
39.0,185366.0,12.0,0.0,0.0,35.0,Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,1
42.0,149823.0,10.0,0.0,0.0,40.0,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,0
28.0,496526.0,9.0,0.0,0.0,40.0,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,0
54.0,108739.0,7.0,0.0,0.0,40.0,Local-gov,11th,Widowed,Protective-serv,Unmarried,Black,Female,United-States,0
45.0,187581.0,11.0,0.0,0.0,40.0,State-gov,Assoc-voc,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,0
51.0,335481.0,10.0,0.0,0.0,40.0,Federal-gov,Some-college,Separated,Prof-specialty,Not-in-family,Black,Female,United-States,1
34.0,148508.0,10.0,0.0,0.0,40.0,Federal-gov,Some-college,Divorced,Tech-support,Not-in-family,White,Female,United-States,0
50.0,109277.0,9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,1
52.0,177942.0,9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States,1
27.0,151382.0,9.0,0.0,0.0,40.0,Self-emp-not-inc,HS-grad,Never-married,Farming-fishing,Own-child,White,Male,United-States,0
41.0,182217.0,10.0,0.0,0.0,30.0,Private,Some-college,Divorced,Tech-support,Unmarried,White,Female,United-States,0
40.0,177810.0,13.0,0.0,0.0,30.0,Self-emp-not-inc,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,0
43.0,163434.0,13.0,0.0,0.0,55.0,Local-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,1
21.0,24598.0,10.0,0.0,0.0,40.0,Private,Some-college,Never-married,Other-service,Own-child,White,Female,United-States,0
38.0,105044.0,9.0,0.0,0.0,40.0,Self-emp-inc,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,United-States,0
37.0,386461.0,3.0,0.0,0.0,45.0,Private,5th-6th,Divorced,Machine-op-inspct,Unmarried,White,Male,Mexico,0
39.0,49308.0,13.0,0.0,0.0,40.0,Private,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Male,United-States,0
30.0,176175.0,11.0,0.0,0.0,24.0,Private,Assoc-voc,Divorced,Adm-clerical,Unmarried,White,Female,United-States,0
50.0,180195.0,16.0,99999.0,0.0,50.0,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
47.0,173783.0,13.0,15024.0,0.0,60.0,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,1
38.0,58972.0,9.0,0.0,0.0,50.0,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,0
36.0,289190.0,9.0,0.0,0.0,40.0,Private,HS-grad,Divorced,Craft-repair,Unmarried,White,Male,United-States,0
38.0,248941.0,10.0,0.0,0.0,40.0,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,1
31.0,74501.0,9.0,0.0,0.0,30.0,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,United-States,0
24.0,177287.0,8.0,0.0,0.0,38.0,Private,12th,Never-married,Other-service,Own-child,White,Female,United-States,0
39.0,165743.0,5.0,0.0,0.0,40.0,Private,9th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States,0
34.0,110622.0,13.0,0.0,0.0,40.0,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,Philippines,0
55.0,174533.0,13.0,0.0,0.0,72.0,Federal-gov,Bachelors,Separated,Other-service,Unmarried,White,Female,,0
34.0,136331.0,13.0,0.0,0.0,60.0,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,0
33.0,112115.0,13.0,0.0,1902.0,45.0,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
58.0,359972.0,12.0,0.0,0.0,25.0,Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,Male,United-States,1
63.0,95680.0,10.0,0.0,0.0,18.0,Federal-gov,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,1
43.0,88787.0,10.0,0.0,0.0,45.0,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
35.0,138992.0,14.0,7298.0,0.0,40.0,Private,Masters,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,United-States,1
43.0,208045.0,14.0,0.0,0.0,40.0,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,1
